Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
UCEC_TCGA-EY-A5W2	7.56E+00	2.19E+00	3.99E+00	7.28E+00	3.28E+01	3.39E+00	4.32E+00	3.86E+01	5.74E+00	3.02E+00	1.30E+00	1.57E+00
UCEC_TCGA-EY-A72D	1.52E+00	5.26E-01	5.62E-01	1.23E+00	1.00E+00	8.56E-01	9.89E-01	1.03E+00	2.02E+00	1.95E+00	6.86E-01	3.40E-01
UCEC_TCGA-FI-A2CX	7.86E-01	0.00E+00	3.89E-01	8.54E-01	4.00E-01	0.00E+00	4.82E-01	5.78E-01	9.34E-01	1.21E+00	7.00E-01	7.52E-01
UCEC_TCGA-FI-A2CY	2.04E+00	4.53E-01	7.72E-01	1.92E+00	1.75E+00	0.00E+00	0.00E+00	8.84E-01	1.86E+00	1.09E+00	9.94E-01	0.00E+00
UCEC_TCGA-FI-A2D0	8.77E+01	2.63E+01	7.78E+01	6.24E+01	8.82E+01	3.33E+01	1.85E+01	3.13E+01	1.38E+02	0.00E+00	4.33E-01	1.41E+01
UCEC_TCGA-FI-A2D2	8.88E-01	7.03E-01	6.67E-01	1.24E+00	9.45E-01	0.00E+00	5.00E-01	6.51E-01	0.00E+00	6.99E-01	9.32E-01	0.00E+00
UCEC_TCGA-FI-A2D4	2.86E+00	1.34E+00	1.59E+00	3.54E+00	1.36E+01	5.17E-01	3.36E+00	1.71E+01	2.99E+00	1.47E+00	2.40E+00	7.00E-01
UCEC_TCGA-FI-A2D5	1.90E+02	2.32E+02	1.96E+02	1.67E+02	1.09E+02	8.73E+01	6.85E+01	2.13E+02	1.04E+02	6.06E+00	1.08E+00	6.46E+01
UCEC_TCGA-FI-A2D6	9.10E+00	2.22E+00	3.25E+00	8.25E+00	3.35E+01	2.64E+00	5.95E+00	3.19E+01	2.78E+00	2.94E+00	9.46E-01	1.16E+00
UCEC_TCGA-FI-A2EU	1.51E+00	0.00E+00	2.69E-01	1.47E+00	1.54E+00	8.20E-01	0.00E+00	1.15E+00	1.93E+00	1.58E+00	1.19E+00	9.57E-01
UCEC_TCGA-FI-A2EW	1.16E+00	8.09E-01	7.63E-01	0.00E+00	5.78E-01	1.12E+00	6.00E-01	1.43E+00	4.02E+00	2.06E+00	2.62E+00	1.00E-01
UCEC_TCGA-FI-A2EX	2.55E+00	6.36E-01	8.95E-01	1.00E+00	1.09E+00	0.00E+00	3.06E-01	2.30E+00	1.40E+00	1.69E+00	1.46E+00	5.58E-01
UCEC_TCGA-FI-A2EY	2.00E+00	1.00E+00	1.15E+00	1.31E+00	1.42E+00	9.52E-01	1.19E+00	1.40E+00	3.33E+00	2.32E+00	1.93E+00	0.00E+00
UCEC_TCGA-FI-A2F4	8.37E+00	4.35E+00	1.66E+00	8.83E+00	1.30E+02	1.63E+01	4.22E+01	1.60E+02	1.89E+01	5.00E-01	1.05E+00	4.38E+00
UCEC_TCGA-FI-A2F8	2.10E+00	4.52E-01	1.35E+00	9.89E-01	1.00E-01	4.58E-01	1.30E+00	6.57E-01	1.52E+00	1.47E+00	2.40E+00	0.00E+00
UCEC_TCGA-FI-A2F9	1.61E+00	6.46E-01	1.25E+00	1.56E+00	5.58E-01	7.67E-01	1.13E+00	6.16E-01	1.02E+00	1.59E+00	4.27E-01	0.00E+00
UCEC_TCGA-FI-A3PV	2.18E+00	3.06E-01	8.46E-01	8.19E-01	2.00E-01	1.59E+00	1.43E+00	1.43E+00	1.91E+00	1.97E+00	1.22E+00	0.00E+00
UCEC_TCGA-FI-A3PX	2.25E+00	6.53E-01	1.02E+00	1.51E+00	7.75E-01	7.52E-01	9.67E-01	1.06E+00	2.02E+00	1.50E+00	1.24E+00	1.52E+00
UCEC_TCGA-H5-A2HR	1.48E+00	1.18E+00	6.90E-01	7.37E-01	9.29E-01	6.67E-01	6.46E-01	8.95E-01	1.45E+00	1.45E+00	4.73E-01	0.00E+00
UCEC_TCGA-JU-AAVI	1.69E+00	7.45E-01	5.93E-01	1.47E+00	1.06E+00	0.00E+00	1.40E+00	1.24E+00	1.47E+00	1.90E+00	6.70E-01	5.12E-01
UCEC_TCGA-K6-A3WQ	1.55E+00	6.23E-01	4.76E-01	1.26E+00	2.00E-01	1.63E-01	1.14E+00	9.87E-01	1.24E+00	1.77E+00	7.52E-01	2.21E-01
UCEC_TCGA-KJ-A3U4	1.28E+00	4.67E-01	2.13E-01	7.16E-01	5.12E-01	1.16E+00	0.00E+00	1.39E+00	1.85E+00	1.39E+00	7.37E-01	4.77E-01
UCEC_TCGA-KP-A3VZ	1.95E+00	7.57E-01	1.05E+00	9.80E-01	2.86E+00	5.59E-01	6.96E-01	1.81E+00	2.72E+00	2.90E+00	1.16E+00	8.57E-01
UCEC_TCGA-KP-A3W0	1.07E+00	0.00E+00	8.23E-01	3.06E-01	7.95E-01	0.00E+00	5.33E-01	1.42E+00	8.14E-01	1.55E+00	1.63E-01	1.00E-01
UCEC_TCGA-KP-A3W1	1.62E+00	4.00E-01	1.65E+00	1.15E+00	1.04E+00	7.03E-01	4.82E-01	6.63E-01	2.03E+00	1.67E+00	8.06E-01	5.86E-01
UCEC_TCGA-KP-A3W3	1.56E+00	8.54E-01	1.04E+00	0.00E+00	1.37E+00	3.40E-01	5.67E-01	9.17E-01	2.43E+00	1.56E+00	9.24E-01	0.00E+00
UCEC_TCGA-KP-A3W4	9.17E-01	1.53E-01	8.17E-01	1.10E+00	1.29E+00	7.48E-01	3.94E-01	2.33E+00	1.31E+00	2.32E+00	6.99E-01	1.33E-01
UCEC_TCGA-PG-A5BC	1.18E+00	4.99E-01	1.15E+00	4.01E-01	2.05E+00	0.00E+00	1.82E+00	1.22E+00	7.18E-01	1.81E+00	1.00E+00	0.00E+00
UCEC_TCGA-PG-A6IB	6.81E+00	9.83E-01	3.68E+00	5.68E+00	1.48E+01	8.88E-01	3.10E+00	1.62E+01	4.76E+00	3.80E+00	1.00E-01	9.20E-01
UCEC_TCGA-PG-A7D5	1.29E+00	6.51E-01	4.01E-01	5.16E-01	1.67E+00	0.00E+00	0.00E+00	5.21E-01	1.48E+00	1.33E+00	1.02E+00	9.10E-01
UCEC_TCGA-PG-A914	1.87E+00	8.06E-01	1.65E+00	1.03E+00	7.75E-01	7.33E-01	3.00E-01	7.90E-01	1.74E+00	2.06E+00	2.57E+00	6.29E-01
UCEC_TCGA-PG-A915	1.09E+00	3.35E-01	8.57E-01	1.40E+00	1.08E+00	8.27E-01	9.33E-01	9.75E-01	1.62E+00	2.29E+00	1.45E+00	5.12E-01
UCEC_TCGA-PG-A916	1.80E+00	7.03E-01	3.07E-01	1.64E+00	1.21E+00	6.57E-01	4.67E-01	8.70E-01	1.04E+00	1.76E+00	3.35E-01	2.00E-01
UCEC_TCGA-PG-A917	7.66E+00	2.90E+00	3.48E+00	6.69E+00	1.59E+01	7.14E+00	5.63E+00	1.62E+01	8.73E+00	8.73E+00	9.55E-01	1.41E+00
UCEC_TCGA-QF-A5YS	1.16E+01	1.07E+02	8.76E+01	8.36E+00	4.91E+00	1.06E+01	2.43E+00	6.84E+01	7.92E+00	1.75E+00	0.00E+00	3.31E+00
UCEC_TCGA-QF-A5YT	0.00E+00	0.00E+00	3.33E-01	6.40E-01	3.00E-01	0.00E+00	5.59E-01	5.00E-01	0.00E+00	5.93E-01	0.00E+00	5.47E-01
UCEC_TCGA-QS-A5YQ	6.09E+00	6.31E+01	4.84E+01	5.51E+00	2.57E+00	4.48E+00	1.79E+00	4.67E+01	5.52E+00	3.30E+00	1.11E+00	9.91E-01
UCEC_TCGA-QS-A5YR	5.28E+00	9.19E-01	1.29E+00	3.77E+00	8.29E+00	1.50E+00	1.39E+00	9.16E+00	2.74E+00	2.11E+00	6.86E-01	0.00E+00
UCEC_TCGA-QS-A744	1.38E+00	3.06E-01	9.21E-01	6.05E-01	2.00E-01	6.29E-01	6.33E-01	1.96E+00	1.43E+00	2.28E+00	1.21E+00	5.82E-01
UCEC_TCGA-QS-A8F1	1.54E+00	1.13E+00	5.82E-01	1.31E+00	4.00E-01	1.53E-01	1.50E+00	2.36E+00	1.77E+00	2.50E+00	1.42E+00	4.00E-01
UCEC_TCGA-SJ-A6ZI	1.51E+01	2.82E+00	7.80E+00	1.23E+01	4.75E+01	6.73E+00	5.15E+00	5.27E+01	6.97E+00	2.39E+00	0.00E+00	2.87E+00
UCEC_TCGA-SJ-A6ZJ	2.38E+00	8.47E-01	1.19E+00	1.42E+00	1.00E-01	0.00E+00	2.21E+00	1.24E+00	1.19E+00	1.70E+00	8.95E-01	5.67E-01
UCEC_TCGA-SL-A6J9	1.48E+00	6.05E-01	4.27E-01	8.03E-01	1.15E+00	3.00E-01	6.70E-01	6.33E-01	1.80E+00	1.55E+00	2.13E-01	4.73E-01
UCEC_TCGA-SL-A6JA	1.31E+01	1.78E+00	2.35E+00	1.30E+01	1.70E+01	2.76E+00	4.58E+00	1.92E+01	6.96E+00	3.78E+00	1.32E+00	2.09E+00
STAD_TCGA-3M-AB46	2.17E+00	2.00E+00	1.62E+00	2.04E+00	2.52E+00	2.01E+00	9.89E-01	3.86E+00	2.16E+00	2.69E+00	1.07E+00	1.17E+00
STAD_TCGA-3M-AB47	2.75E+00	1.43E+00	1.81E+00	1.52E+00	1.08E+00	1.23E+00	1.07E+00	2.85E+00	2.01E+00	2.35E+00	2.13E-01	1.70E+00
STAD_TCGA-B7-5816	1.24E+01	1.22E+00	3.50E+00	8.98E+00	3.05E+01	4.51E+00	9.09E+00	3.53E+01	5.98E+00	3.56E+00	1.01E+00	3.41E+00
STAD_TCGA-B7-5818	5.36E+00	2.10E+00	4.59E+00	4.11E+00	6.44E+00	6.46E-01	2.63E+00	8.11E+00	8.33E+00	4.00E+00	2.47E+00	8.26E+00
STAD_TCGA-B7-A5TI	1.05E+01	2.01E+00	2.15E+00	9.14E+00	1.24E+01	4.24E+00	4.24E+00	1.51E+01	3.49E+00	2.40E+00	1.83E+00	1.33E+00
STAD_TCGA-B7-A5TJ	5.91E+00	2.00E+00	2.19E+00	5.19E+00	2.64E+00	4.27E-01	1.28E+00	2.37E+00	4.01E+00	2.03E+00	7.18E-01	2.57E+00
STAD_TCGA-B7-A5TK	1.47E+00	7.16E-01	4.23E-01	8.14E-01	1.00E+00	1.42E+00	7.67E-01	1.06E+00	1.62E+00	1.33E+00	1.40E+00	0.00E+00
STAD_TCGA-B7-A5TN	1.38E+00	8.97E-01	1.04E+00	7.57E-01	1.05E+00	4.73E-01	9.04E-01	2.38E+00	3.42E-01	2.30E+00	8.06E-01	1.08E+00
STAD_TCGA-BR-4183	1.70E+00	5.62E-01	8.43E-01	1.05E+00	5.86E-01	0.00E+00	8.06E-01	1.18E+00	2.06E+00	7.67E-01	6.40E-01	6.90E-01
STAD_TCGA-BR-4184	8.82E+01	2.85E+00	1.46E+01	6.98E+01	1.46E+01	7.14E+00	2.17E+01	1.75E+01	1.67E+01	5.60E+00	7.92E-01	3.09E+00
STAD_TCGA-BR-4187	9.07E-01	6.96E-01	9.57E-01	8.62E-01	7.00E-01	0.00E+00	3.59E-01	3.96E-01	9.98E-01	9.00E-01	3.07E-01	3.00E-01
STAD_TCGA-BR-4188	1.24E+00	0.00E+00	6.40E-01	6.40E-01	2.05E+00	0.00E+00	0.00E+00	1.16E+00	1.74E+00	1.68E+00	1.17E+00	7.63E-01
STAD_TCGA-BR-4191	9.40E-01	1.07E+00	1.50E+00	2.17E+00	3.34E+00	2.43E+00	8.14E-01	3.66E+00	3.18E+00	3.50E+00	2.21E+00	1.91E+00
STAD_TCGA-BR-4201	1.13E+01	1.85E+00	5.96E+00	1.30E+01	2.64E+01	4.24E+00	4.35E+00	3.11E+01	7.96E+00	2.78E+00	1.02E+00	1.76E+00
STAD_TCGA-BR-4253	2.64E+00	0.00E+00	1.83E+00	1.59E+00	1.47E+00	5.33E-01	6.54E-01	2.35E+00	2.58E+00	1.79E+00	1.63E+00	1.12E+00
STAD_TCGA-BR-4255	1.70E+00	2.91E-01	8.85E-01	9.07E-01	0.00E+00	0.00E+00	8.14E-01	2.40E+00	2.09E+00	2.17E+00	6.51E-01	9.04E-01
STAD_TCGA-BR-4256	7.24E+00	1.44E+00	2.76E+00	7.89E+00	2.03E+01	3.24E+00	8.33E+00	2.53E+01	6.90E+00	3.27E+00	1.38E+00	2.94E+00
STAD_TCGA-BR-4257	6.32E+00	2.88E+00	4.66E+00	6.06E+00	2.61E+01	4.21E+00	1.06E+01	3.07E+01	5.33E+00	4.06E+00	1.13E+00	2.79E+00
STAD_TCGA-BR-4267	1.64E+00	7.90E-01	8.94E-01	4.42E-01	1.25E+00	0.00E+00	6.16E-01	7.92E-01	1.54E+00	1.97E+00	9.40E-01	1.04E+00
STAD_TCGA-BR-4279	1.69E+00	5.12E-01	1.39E+00	5.96E-01	1.40E+00	2.13E-01	1.18E+00	1.79E+00	5.42E-01	1.39E+00	5.62E-01	4.99E-01
STAD_TCGA-BR-4280	8.13E+00	5.39E-01	3.68E+00	9.96E+00	2.35E+01	6.43E+00	6.89E+00	2.70E+01	1.97E+00	3.29E+00	1.28E+00	5.14E+00
STAD_TCGA-BR-4292	1.65E+01	9.78E-01	4.55E+00	1.38E+01	1.84E+01	4.26E+00	5.45E+00	2.08E+01	2.74E+00	4.87E+00	1.29E+00	1.59E+00
STAD_TCGA-BR-4294	0.00E+00	0.00E+00	1.00E-01	7.72E-01	8.49E-01	0.00E+00	7.89E-01	9.00E-01	5.00E-01	1.80E+00	2.00E-01	0.00E+00
STAD_TCGA-BR-4357	2.64E+00	1.02E+00	1.71E+00	2.10E+00	4.48E+00	1.63E+00	2.19E+00	5.17E+00	3.86E+00	4.67E+00	2.17E+00	3.12E+00
STAD_TCGA-BR-4361	1.47E+01	2.66E+00	4.40E+00	1.72E+01	1.94E+01	3.39E+00	2.43E+01	4.63E+01	1.67E+01	4.90E+00	2.04E+00	4.11E+00
STAD_TCGA-BR-4362	1.56E+01	1.33E+00	3.62E+00	1.63E+01	2.20E+01	3.91E+00	1.34E+01	2.41E+01	3.73E+00	2.93E+00	1.03E+00	3.83E+00
STAD_TCGA-BR-4363	6.80E+00	5.54E-01	2.40E+00	7.13E+00	1.05E+01	1.50E+00	4.12E+00	1.20E+01	1.00E-01	9.80E-01	0.00E+00	1.47E+00
STAD_TCGA-BR-4366	1.61E+00	4.99E-01	1.09E+00	1.55E+00	9.33E-01	9.80E-01	1.52E+00	2.52E+00	2.63E+00	2.97E+00	2.11E+00	1.91E+00
STAD_TCGA-BR-4368	1.46E+01	1.33E+00	4.03E+00	9.80E+00	2.77E+01	3.80E+00	3.78E+00	2.87E+01	7.15E+00	1.95E+00	1.20E+00	2.56E+00
STAD_TCGA-BR-4369	1.90E+00	1.12E+00	1.87E+00	1.75E+00	7.95E-01	3.00E-01	5.17E-01	9.36E-01	2.36E+00	2.54E+00	1.69E+00	3.07E+00
STAD_TCGA-BR-4370	9.94E+00	2.65E+00	7.68E+00	8.20E+00	1.40E+01	3.28E+00	4.33E+00	1.60E+01	6.41E+00	5.34E+00	9.24E-01	1.77E+00
STAD_TCGA-BR-4371	2.78E+00	1.13E+00	1.91E+00	3.50E+00	4.00E-01	0.00E+00	1.00E+00	2.13E+00	2.50E+00	2.86E+00	1.53E+00	1.33E+00
STAD_TCGA-BR-6452	2.49E+01	4.68E+00	6.13E+00	2.91E+01	3.12E+01	7.52E+00	5.08E+01	1.06E+02	3.56E+01	7.02E+00	2.68E+00	8.23E+00
STAD_TCGA-BR-6453	3.04E+00	0.00E+00	8.36E-01	1.97E+00	1.53E+00	4.33E-01	1.20E+00	1.65E+00	3.60E+00	1.55E+00	1.45E+00	2.01E+00
STAD_TCGA-BR-6454	2.04E+00	1.09E+00	1.26E+00	2.30E+00	2.56E+00	1.32E+00	2.24E+00	1.29E+00	2.55E+00	1.80E+00	1.43E+00	1.66E+00
STAD_TCGA-BR-6455	2.62E+00	0.00E+00	3.79E-01	3.51E+00	1.20E+00	1.00E-01	1.05E+00	2.82E+00	2.51E+00	2.04E+00	6.00E-01	1.39E+00
STAD_TCGA-BR-6456	1.29E+00	5.59E-01	1.37E+00	4.99E-01	5.37E-01	0.00E+00	9.00E-01	1.75E+00	2.27E+00	2.39E+00	7.90E-01	6.67E-01
STAD_TCGA-BR-6457	2.54E+00	9.64E-01	8.98E-01	3.06E-01	2.00E-01	5.97E-01	1.75E+00	2.17E+00	2.75E+00	2.46E+00	5.81E-01	1.85E+00
STAD_TCGA-BR-6458	3.71E+00	8.82E-01	1.08E+00	2.05E+00	1.79E+00	1.95E+00	1.21E+00	2.48E+00	2.41E+00	3.06E+00	1.34E+00	5.43E+00
STAD_TCGA-BR-6563	2.22E+00	1.14E+00	1.00E+00	8.54E-01	3.00E-01	2.13E-01	1.19E+00	8.92E-01	7.30E-01	2.13E+00	3.96E-01	1.64E+00
STAD_TCGA-BR-6564	9.24E-01	6.00E-01	7.49E-01	1.27E+00	8.94E-01	2.67E-01	5.12E-01	9.45E-01	3.00E-01	8.41E-01	9.12E-01	0.00E+00
STAD_TCGA-BR-6565	2.44E+00	1.12E+00	2.44E+00	2.42E+00	2.59E+00	5.12E-01	2.79E+00	2.11E+00	2.27E+00	2.41E+00	1.80E+00	1.40E+00
STAD_TCGA-BR-6566	1.15E+01	9.75E-01	3.87E+00	8.81E+00	2.28E+01	6.06E+00	5.52E+00	2.68E+01	4.09E+00	2.71E+00	1.02E+00	2.89E+00
STAD_TCGA-BR-6705	1.28E+00	4.23E-01	1.50E+00	1.23E+00	4.00E-01	1.23E+00	6.80E-01	8.70E-01	2.00E+00	1.96E+00	1.30E+00	1.45E+00
STAD_TCGA-BR-6706	1.84E+00	6.54E-01	1.29E+00	1.37E+00	5.16E-01	9.00E-01	1.94E+00	3.14E+00	2.45E+00	2.03E+00	2.00E-01	3.95E+00
STAD_TCGA-BR-6707	2.42E+00	8.83E-01	8.59E-01	7.22E-01	1.02E+00	0.00E+00	1.40E+00	2.07E+00	1.99E+00	2.07E+00	7.63E-01	0.00E+00
STAD_TCGA-BR-6709	0.00E+00	3.27E-01	4.27E-01	1.40E+00	1.15E+00	2.13E-01	1.22E+00	1.17E+00	1.06E+00	1.03E+00	7.90E-01	7.18E-01
STAD_TCGA-BR-6801	1.72E+00	0.00E+00	1.60E+00	1.00E-01	7.57E-01	0.00E+00	9.91E-01	7.02E-01	2.36E+00	4.67E-01	8.19E-01	3.00E-01
STAD_TCGA-BR-6802	7.57E+00	6.74E-01	2.01E+00	9.39E+00	1.12E+01	2.60E+00	4.53E+00	9.82E+00	2.00E-01	2.31E+00	7.63E-01	1.94E+00
STAD_TCGA-BR-6803	7.06E-01	5.22E-01	1.53E-01	0.00E+00	0.00E+00	2.21E-01	3.14E-01	7.33E-01	6.84E-01	1.17E+00	4.23E-01	0.00E+00
STAD_TCGA-BR-6852	1.84E+01	1.99E+00	3.36E+00	1.42E+01	2.10E+01	4.01E+00	7.86E+00	2.68E+01	3.96E+00	4.65E+00	8.17E-01	2.59E+00
STAD_TCGA-BR-7196	1.93E+00	3.06E-01	0.00E+00	1.64E+00	1.21E+00	1.07E+00	0.00E+00	2.00E-01	1.98E+00	1.42E+00	9.78E-01	1.02E+00
STAD_TCGA-BR-7197	2.44E+00	4.58E-01	2.33E+00	1.08E+00	5.00E-01	9.45E-01	9.21E-01	3.16E+00	2.90E+00	3.26E+00	1.23E+00	2.60E+00
STAD_TCGA-BR-7703	9.38E+00	1.48E+00	2.75E+00	9.13E+00	1.74E+01	3.23E+00	2.03E+00	1.95E+01	6.96E+00	3.57E+00	1.47E+00	1.10E+00
STAD_TCGA-BR-7704	3.68E+00	1.34E+00	2.46E+00	2.15E+00	2.80E+00	3.34E+00	2.53E+00	6.23E+00	4.93E+00	7.70E+00	3.12E+00	3.14E+00
STAD_TCGA-BR-7707	9.90E+00	1.81E+00	6.10E+00	1.11E+01	3.09E+01	3.02E+00	4.91E+00	3.52E+01	4.92E+00	2.16E+00	1.04E+00	2.19E+00
STAD_TCGA-BR-7715	2.17E+00	5.77E-01	1.83E+00	1.64E+00	2.40E+00	1.61E+00	1.47E+00	1.52E+00	2.92E+00	2.81E+00	1.05E+00	2.37E+00
STAD_TCGA-BR-7716	2.34E+00	1.31E+00	1.21E+00	1.61E+00	1.42E+00	1.09E+00	4.82E-01	1.77E+00	3.64E+00	2.71E+00	3.00E+00	1.55E+00
STAD_TCGA-BR-7717	3.03E+00	0.00E+00	1.68E+00	1.41E+00	1.67E+00	0.00E+00	1.31E+00	2.45E+00	2.03E+00	2.98E+00	1.88E+00	2.45E+00
STAD_TCGA-BR-7722	1.54E+00	3.59E-01	1.15E+00	9.78E-01	4.58E-01	0.00E+00	1.14E+00	5.86E-01	2.01E+00	2.06E+00	7.57E-01	6.05E-01
STAD_TCGA-BR-7723	2.75E+00	7.19E-01	8.67E-01	2.21E-01	1.11E+00	1.15E+00	1.49E+00	2.54E+00	2.59E+00	3.56E+00	1.39E+00	4.36E+00
STAD_TCGA-BR-7851	1.39E+01	1.19E+00	6.70E+00	1.58E+01	3.07E+01	5.34E+00	7.98E+00	3.76E+01	7.65E+00	3.70E+00	7.92E-01	1.59E+00
STAD_TCGA-BR-7901	1.67E+00	1.32E+00	7.90E-01	1.18E+00	2.06E+00	5.67E-01	2.30E+00	1.74E+00	3.02E+00	2.91E+00	2.36E+00	2.90E+00
STAD_TCGA-BR-7957	1.47E+00	4.27E-01	1.07E+00	1.25E+00	7.67E-01	1.53E-01	2.13E-01	7.16E-01	2.39E+00	1.92E+00	4.27E-01	7.16E-01
STAD_TCGA-BR-7958	3.35E+00	4.58E-01	1.21E+00	1.87E+00	2.27E+00	1.44E+00	7.31E-01	2.02E+00	5.00E+00	1.75E+00	1.60E+00	2.37E+00
STAD_TCGA-BR-7959	3.30E+00	6.84E-01	1.05E+00	1.07E+00	2.39E+00	5.00E-01	1.00E-01	6.86E-01	3.17E+00	1.14E+00	1.14E+00	1.41E+00
STAD_TCGA-BR-8058	1.21E+00	6.18E-01	5.39E-01	1.05E+00	6.90E-01	0.00E+00	1.39E+00	7.02E-01	9.89E-01	1.19E+00	9.89E-01	8.92E-01
STAD_TCGA-BR-8059	6.07E+00	2.20E+00	3.37E+00	4.60E+00	1.13E+01	4.65E+00	4.46E+00	8.54E+00	6.59E+00	8.05E+00	3.27E+00	3.83E+00
STAD_TCGA-BR-8060	2.65E+00	8.23E-01	1.64E+00	1.66E+00	2.34E+00	9.09E-01	9.89E-01	2.10E+00	2.65E+00	3.86E+00	3.05E+00	3.16E+00
STAD_TCGA-BR-8077	2.09E+00	4.48E-01	1.92E+00	1.97E+00	1.96E+00	1.10E+00	1.49E+00	5.47E-01	3.72E+00	1.90E+00	2.00E+00	1.21E+00
STAD_TCGA-BR-8078	1.89E+01	1.83E+00	4.13E+00	1.26E+01	3.48E+01	4.53E+00	1.22E+01	4.00E+01	0.00E+00	4.02E+00	1.15E+00	4.62E+00
STAD_TCGA-BR-8080	2.52E+00	1.79E+00	3.05E+00	1.84E+00	2.50E+00	1.17E+00	2.29E+00	4.11E+00	0.00E+00	4.56E+00	7.61E-01	3.06E+00
STAD_TCGA-BR-8081	1.05E+01	5.97E-01	4.69E+00	6.30E+00	2.03E+01	5.30E+00	3.59E+00	2.43E+01	5.04E+00	2.88E+00	1.73E+00	2.62E+00
STAD_TCGA-BR-8284	5.42E+00	9.09E-01	2.87E+00	3.97E+00	4.07E+00	2.44E+00	3.35E+00	4.68E+00	3.84E+00	3.54E+00	1.94E+00	1.54E+00
STAD_TCGA-BR-8285	1.60E+00	0.00E+00	1.53E+00	1.45E+00	0.00E+00	1.09E+00	1.74E+00	2.07E+00	2.22E+00	2.40E+00	2.00E-01	1.87E+00
STAD_TCGA-BR-8286	2.64E+00	1.15E+00	1.17E+00	2.17E+00	9.17E-01	1.05E+00	1.70E+00	6.51E-01	2.04E+00	2.89E+00	1.14E+00	1.82E+00
STAD_TCGA-BR-8289	3.76E+00	1.28E+00	1.18E+00	2.82E+00	4.09E+00	1.55E+00	1.79E+00	2.71E+00	3.29E+00	3.56E+00	1.82E+00	3.28E+00
STAD_TCGA-BR-8291	8.84E-01	8.84E-01	5.00E-01	1.00E-01	7.16E-01	0.00E+00	4.27E-01	8.88E-01	1.31E+00	1.08E+00	4.33E-01	7.75E-01
STAD_TCGA-BR-8295	7.60E-01	6.00E-01	6.67E-01	9.71E-01	8.19E-01	0.00E+00	6.84E-01	4.76E-01	0.00E+00	1.82E+00	8.33E-01	6.90E-01
STAD_TCGA-BR-8296	1.32E+00	0.00E+00	7.92E-01	0.00E+00	4.01E-01	8.92E-01	3.89E-01	1.49E+00	1.16E+00	1.33E+00	9.00E-01	2.21E-01
STAD_TCGA-BR-8297	1.44E+00	0.00E+00	2.42E+00	3.27E+00	1.63E+00	1.67E+00	2.66E+00	3.15E+00	2.95E+00	3.55E+00	1.79E+00	3.61E+00
STAD_TCGA-BR-8360	1.41E+01	1.51E+00	3.56E+00	1.41E+01	2.38E+01	3.37E+00	5.84E+00	2.00E+01	8.72E-01	6.15E+00	1.36E+00	1.33E+00
STAD_TCGA-BR-8361	1.22E+01	2.21E+00	5.89E+00	6.85E+00	2.67E+01	6.96E+00	9.49E+00	3.66E+01	8.92E+00	4.67E+00	1.33E+00	3.36E+00
STAD_TCGA-BR-8363	1.03E+01	1.02E+00	4.05E+00	1.31E+01	2.51E+01	5.28E+00	1.05E+01	2.96E+01	1.06E+01	5.83E+00	1.35E+00	3.86E+00
STAD_TCGA-BR-8364	6.70E-01	1.00E-01	5.97E-01	8.75E-01	5.93E-01	0.00E+00	6.37E-01	7.37E-01	1.49E+00	5.42E-01	6.33E-01	2.13E-01
STAD_TCGA-BR-8365	4.42E-01	4.99E-01	8.19E-01	0.00E+00	5.12E-01	4.22E-01	0.00E+00	4.67E-01	1.19E+00	1.09E+00	4.99E-01	0.00E+00
STAD_TCGA-BR-8366	3.70E+00	1.26E+00	1.36E+00	1.84E+00	1.78E+00	4.23E-01	2.30E+00	4.11E+00	3.46E+00	1.33E+00	6.53E-01	4.00E+00
STAD_TCGA-BR-8367	1.79E+00	1.53E-01	1.07E+00	1.72E+00	1.09E+00	0.00E+00	7.64E-01	1.09E+00	1.89E+00	1.96E+00	4.42E-01	5.59E-01
STAD_TCGA-BR-8368	7.90E+00	8.33E-01	2.51E+00	1.03E+01	1.90E+01	3.51E+00	8.68E+00	2.10E+01	3.53E+00	4.32E+00	7.77E-01	2.14E+00
STAD_TCGA-BR-8369	2.69E+00	9.48E-01	1.82E+00	1.69E+00	2.49E+00	2.02E+00	2.62E+00	3.83E+00	2.37E+00	2.97E+00	1.25E+00	1.84E+00
STAD_TCGA-BR-8370	1.10E+00	2.67E-01	5.04E-01	1.96E+00	1.59E+00	1.33E+00	2.13E-01	4.03E+00	1.76E+00	3.09E+00	1.50E+00	7.15E-01
STAD_TCGA-BR-8371	8.36E-01	0.00E+00	8.03E-01	5.47E-01	3.67E-01	6.40E-01	1.22E+00	1.00E+00	1.08E+00	4.27E-01	0.00E+00	3.89E-01
STAD_TCGA-BR-8372	7.65E+00	2.50E+00	3.74E+00	1.08E+01	3.68E+01	4.48E+00	1.96E+01	4.61E+01	1.71E+00	6.75E+00	4.07E-01	3.42E+00
STAD_TCGA-BR-8373	2.19E+00	9.64E-01	1.22E+00	2.28E+00	1.60E+00	6.74E-01	2.05E+00	1.59E+00	9.94E-01	1.27E+00	1.03E+00	1.38E+00
STAD_TCGA-BR-8380	1.71E+00	0.00E+00	1.08E+00	1.15E+00	2.13E-01	6.01E-01	3.67E-01	3.00E-01	9.66E-01	1.92E+00	6.67E-01	1.41E+00
