Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_2_multinomial_train3.25	0.999999999999998	0.99	0.248	24.8%	0.055	14.292%	2.38983	0.989
OGG1_2_multinomial_train3.26	0.999999999999998	0.989	0.293	29.3%	0.057	14.872%	4.17359	0.988
UNG_2_multinomial_train3.30	0.9999999999999976	0.83	0.727	72.7%	0.114	56.382%	0.46635	0.77
UNG_2_multinomial_train3.31	0.9999999999999974	0.858	0.657	65.7%	0.101	51.752%	0.39262	0.801
UNG_2_multinomial_train3.32	0.9999999999999971	0.888	0.603	60.3%	0.09	46.598%	0.33917	0.844
OGG1_2_multinomial_train3.27	0.9999999999999987	0.991	0.27	27.0%	0.053	13.606%	0.18559	0.99
OGG1_2_multinomial_train3.28	0.9999999999999982	0.984	0.33	33.0%	0.069	17.774%	4.97144	0.983
OGG1_2_multinomial_train3.29	0.9999999999999982	0.984	0.35	35.0%	0.071	19.232%	0.37142	0.983
OGG1_2_multinomial_train3.30	0.9999999999999978	0.992	0.293	29.3%	0.049	12.982%	0.19449	0.991
OGG1_2_multinomial_train3.31	0.9999999999999981	0.977	0.382	38.2%	0.082	22.249%	0.25937	0.976
OGG1_2_multinomial_train3.32	0.9999999999999979	0.982	0.315	31.5%	0.075	19.1%	4.96636	0.98
UNG_2_multinomial_train3.33	0.9999999999999976	0.879	0.631	63.1%	0.094	47.609%	0.4018	0.831
UNG_2_multinomial_train3.34	0.9999999999999978	0.817	0.752	75.2%	0.129	58.958%	0.47313	0.767
UNG_2_multinomial_train3.35	0.9999999999999971	0.88	0.575	57.5%	0.103	48.037%	0.36064	0.844
OGG1_2_multinomial_train3.33	0.9999999999999982	0.984	0.3	30.0%	0.07	17.703%	2.23848	0.983
UNG_2_multinomial_train3.36	0.9999999999999969	0.893	0.608	60.8%	0.092	46.113%	0.33281	0.857
UNG_2_multinomial_train3.37	0.9999999999999976	0.865	0.644	64.4%	0.102	50.515%	0.39727	0.816
OGG1_2_multinomial_train3.34	0.9999999999999981	0.987	0.322	32.2%	0.063	17.066%	0.69251	0.987
OGG1_2_multinomial_train3.35	0.999999999999998	0.992	0.267	26.7%	0.051	13.45%	1.19465	0.991
UNG_2_multinomial_train3.38	0.9999999999999974	0.848	0.713	71.3%	0.11	54.019%	0.43049	0.796
UNG_2_multinomial_train3.39	0.9999999999999976	0.901	0.642	64.2%	0.098	45.022%	0.38046	0.875
UNG_2_multinomial_train3.40	0.9999999999999978	0.872	0.661	66.1%	0.104	49.785%	0.4085	0.832
UNG_2_multinomial_train3.41	0.9999999999999973	0.866	0.698	69.8%	0.112	50.698%	0.42833	0.829
OGG1_2_multinomial_train3.36	0.9999999999999981	0.987	0.311	31.1%	0.064	17.23%	0.24109	0.986
OGG1_2_multinomial_train3.37	0.9999999999999981	0.988	0.307	30.7%	0.061	15.625%	4.24792	0.987
UNG_2_multinomial_train3.42	0.999999999999998	0.87	0.68	68.0%	0.108	49.417%	0.42974	0.83
UNG_2_multinomial_train3.43	0.9999999999999974	0.845	0.673	67.3%	0.111	54.048%	0.415	0.791
UNG_2_multinomial_train3.44	0.9999999999999971	0.874	0.644	64.4%	0.101	49.426%	0.38933	0.833
OGG1_2_multinomial_train3.38	0.9999999999999982	0.99	0.276	27.6%	0.052	14.037%	0.15804	0.989
