Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
COAD_TCGA-AD-6895	0	384	416	96	174	213	53	35	93	126	198	60	324	0	24
COAD_TCGA-AD-6899	4	57	26	16	26	0	0	0	0	9	20	20	27	7	1
COAD_TCGA-AD-6901	5	74	26	20	36	15	4	10	0	25	0	25	22	68	8
COAD_TCGA-AD-6963	1	34	11	1	13	6	0	0	4	4	0	14	21	0	3
COAD_TCGA-AD-6964	6	192	256	39	104	374	108	12	407	166	168	5	78	0	1
COAD_TCGA-AD-6965	3	51	18	10	16	1	6	4	0	8	6	8	20	11	0
COAD_TCGA-AD-A5EJ	12	324	258	35	234	238	190	6	58	281	20	10	25	26	28
COAD_TCGA-AD-A5EK	0	23	13	4	35	0	0	0	0	0	12	9	0	29	2
COAD_TCGA-AM-5820	5	33	14	5	14	0	0	0	0	5	5	4	11	6	0
COAD_TCGA-AM-5821	4	259	415	35	190	108	131	3	84	227	0	0	43	34	71
COAD_TCGA-AU-3779	5	32	10	5	40	3	0	9	0	4	7	4	7	17	0
COAD_TCGA-AU-6004	0	341	176	57	153	93	58	0	58	193	0	0	1	30	7
COAD_TCGA-AY-5543	6	35	3	13	30	7	0	5	9	14	6	8	20	8	1
COAD_TCGA-AY-6196	0	27	3	10	47	22	3	0	8	7	26	12	88	55	6
COAD_TCGA-AY-6197	5	209	131	33	61	160	106	0	284	246	33	0	46	3	9
COAD_TCGA-AY-6386	1	59	2	10	18	8	0	0	0	10	10	3	0	27	0
COAD_TCGA-AY-A54L	5	43	12	10	37	6	5	2	0	13	13	4	5	40	5
COAD_TCGA-AY-A69D	11	60	20	21	64	2	0	2	0	19	31	3	13	33	0
COAD_TCGA-AY-A71X	0	37	18	14	21	0	0	0	0	3	5	2	4	12	4
COAD_TCGA-AY-A8YK	1	27	11	7	5	4	6	1	0	7	0	1	8	15	3
COAD_TCGA-AZ-4308	0	15	7	8	25	0	0	4	12	0	3	3	0	19	0
COAD_TCGA-AZ-4315	2344	207	1265	2994	84	70	230	1459	907	0	0	0	0	0	148
COAD_TCGA-AZ-4323	0	16	0	6	16	8	0	0	6	3	4	0	7	6	7
COAD_TCGA-AZ-4614	0	62	18	6	39	9	4	0	4	6	3	13	42	30	36
COAD_TCGA-AZ-4615	5	197	68	35	107	109	80	0	80	221	0	7	0	45	17
COAD_TCGA-AZ-4616	3	26	15	12	19	0	1	6	1	16	4	3	0	16	6
COAD_TCGA-AZ-4681	0	27	11	3	11	1	2	0	0	7	7	6	10	18	1
COAD_TCGA-AZ-4682	1	35	4	10	23	1	0	0	0	7	0	6	7	10	3
COAD_TCGA-AZ-5403	6	17	13	6	8	1	0	7	6	0	11	2	13	13	3
COAD_TCGA-AZ-5407	2	29	24	3	34	0	0	0	0	5	5	0	8	18	3
COAD_TCGA-AZ-6598	11	596	734	88	148	282	217	0	127	275	44	3	76	72	21
COAD_TCGA-AZ-6599	0	0	34	30	36	2	0	19	0	0	229	69	0	0	0
COAD_TCGA-AZ-6600	5	50	5	6	34	1	0	0	0	9	1	11	38	19	3
COAD_TCGA-AZ-6601	0	1032	397	101	470	297	187	0	10	259	0	0	17	29	10
COAD_TCGA-AZ-6603	0	28	3	13	25	0	0	4	1	6	3	0	8	8	0
COAD_TCGA-AZ-6605	1	34	11	20	21	13	0	0	18	12	3	6	0	24	8
COAD_TCGA-AZ-6606	0	56	10	11	43	5	0	0	4	15	13	15	1	16	16
COAD_TCGA-AZ-6607	0	19	2	4	8	1	0	12	6	9	16	3	2	14	5
COAD_TCGA-AZ-6608	1	29	1	4	12	9	0	11	23	4	0	2	112	0	12
COAD_TCGA-CA-5254	0	64	22	12	53	1	1	11	7	13	10	5	35	32	1
COAD_TCGA-CA-5255	0	17	4	6	15	4	0	0	5	6	3	0	7	6	2
COAD_TCGA-CA-5256	3	42	8	6	5	5	0	6	3	11	6	0	6	3	2
COAD_TCGA-CA-5796	3	37	2	3	1	2	2	0	8	2	10	0	11	14	1
COAD_TCGA-CA-5797	1	15	0	2	13	5	0	3	3	0	15	5	17	10	0
COAD_TCGA-CA-6715	6	32	0	11	13	1	12	0	12	4	5	1	10	13	3
COAD_TCGA-CA-6716	1	55	23	10	70	0	0	1	0	6	0	8	5	28	0
COAD_TCGA-CA-6717	3865	124	454	2406	333	8	460	3406	1000	234	0	0	0	30	645
COAD_TCGA-CA-6718	1833	14	122	889	0	3	64	1106	118	46	0	0	0	183	50
COAD_TCGA-CA-6719	6	52	16	12	22	0	0	0	16	13	9	1	0	14	0
COAD_TCGA-CK-4947	0	37	13	4	22	0	0	9	0	11	0	0	25	7	5
COAD_TCGA-CK-4948	0	37	14	4	31	2	0	12	0	5	0	5	9	22	1
COAD_TCGA-CK-4950	6	52	7	10	32	16	0	4	5	2	12	1	20	57	4
COAD_TCGA-CK-4951	31	465	1345	299	107	806	59	141	285	96	1381	359	1082	0	0
COAD_TCGA-CK-4952	0	52	0	8	61	0	0	1	3	11	22	12	1	19	12
COAD_TCGA-CK-5912	0	15	7	8	27	5	0	0	0	1	0	2	20	1	1
COAD_TCGA-CK-5913	4	326	100	32	51	88	106	0	100	160	3	0	29	38	12
COAD_TCGA-CK-5914	6	49	26	14	18	0	2	1	3	5	10	5	22	28	3
COAD_TCGA-CK-5915	0	48	4	4	45	2	0	3	0	12	0	2	7	0	2
COAD_TCGA-CK-5916	14	476	246	54	227	257	56	0	160	248	0	1	47	27	5
COAD_TCGA-CK-6746	5	250	216	38	122	203	106	0	123	263	15	1	54	30	30
COAD_TCGA-CK-6747	0	45	25	16	38	0	0	3	0	14	0	4	2	15	3
COAD_TCGA-CK-6748	0	15	4	6	28	3	0	0	1	11	0	1	7	10	5
COAD_TCGA-CK-6751	8	49	35	17	29	4	0	0	0	11	34	4	4	30	4
COAD_TCGA-CM-4743	0	324	166	38	254	147	117	0	75	212	0	4	48	15	18
COAD_TCGA-CM-4744	5	70	3	12	44	1	0	0	9	5	2	3	4	41	2
COAD_TCGA-CM-4746	0	332	210	42	182	36	43	0	0	73	0	0	12	4	7
COAD_TCGA-CM-4747	0	37	24	2	24	0	0	6	0	7	10	5	0	20	2
COAD_TCGA-CM-4748	3	20	9	2	18	0	0	0	8	2	4	4	0	23	2
COAD_TCGA-CM-4750	7	42	0	1	15	2	0	2	4	1	8	0	4	28	4
COAD_TCGA-CM-4751	1	33	29	3	24	0	0	4	0	14	0	0	9	8	3
COAD_TCGA-CM-4752	5	58	10	14	41	8	0	0	3	5	2	2	11	19	0
COAD_TCGA-CM-5341	0	58	8	5	44	2	0	12	6	7	3	11	39	10	1
COAD_TCGA-CM-5344	4	29	7	1	25	5	0	0	0	2	0	1	16	10	0
COAD_TCGA-CM-5348	0	42	27	28	74	0	0	1	0	5	3	18	34	18	3
COAD_TCGA-CM-5349	0	55	10	13	23	0	0	8	0	6	3	1	10	13	5
COAD_TCGA-CM-5860	1	48	13	17	27	0	0	0	0	11	7	4	0	27	3
COAD_TCGA-CM-5861	0	250	258	43	84	199	168	16	435	206	23	6	57	38	40
COAD_TCGA-CM-5862	0	35	11	7	41	0	0	5	0	12	0	3	13	2	6
COAD_TCGA-CM-5863	2	33	6	8	0	2	2	9	1	3	6	2	0	13	0
COAD_TCGA-CM-5864	6	30	28	10	30	4	0	4	0	22	26	2	68	36	0
COAD_TCGA-CM-5868	4	31	6	8	11	13	2	4	1	15	4	7	3	15	3
COAD_TCGA-CM-6161	1	47	1	5	13	9	0	3	5	7	8	2	13	22	1
COAD_TCGA-CM-6163	0	45	5	12	20	0	0	0	2	7	8	9	6	27	2
COAD_TCGA-CM-6164	0	12	9	8	15	0	2	10	1	10	9	0	5	17	0
COAD_TCGA-CM-6165	3	19	10	4	40	5	1	0	0	15	14	0	24	19	0
COAD_TCGA-CM-6166	5	20	25	13	10	0	1	2	0	1	0	11	0	30	0
COAD_TCGA-CM-6167	2	29	8	4	18	0	0	0	0	10	7	0	12	14	0
COAD_TCGA-CM-6168	1	58	33	12	43	20	7	0	9	29	10	15	6	42	6
COAD_TCGA-CM-6169	1	29	10	5	40	7	0	0	3	6	0	1	3	29	2
COAD_TCGA-CM-6170	1	50	7	4	0	8	5	0	0	4	25	11	6	2	7
COAD_TCGA-CM-6171	3	518	145	49	164	168	100	2	67	184	2	8	26	39	12
COAD_TCGA-CM-6172	0	33	16	12	15	0	0	0	0	5	14	7	13	17	8
COAD_TCGA-CM-6674	0	321	150	51	197	108	23	0	36	155	0	2	13	0	8
COAD_TCGA-CM-6675	1	32	11	3	0	0	7	0	4	7	22	0	17	18	6
COAD_TCGA-CM-6676	1	38	19	8	25	0	0	3	0	7	10	0	4	24	4
COAD_TCGA-CM-6677	7	42	30	11	39	0	0	0	0	9	12	1	11	17	4
COAD_TCGA-CM-6678	5	69	14	8	17	3	0	8	8	3	21	1	2	20	0
COAD_TCGA-CM-6679	1	17	19	2	8	0	0	10	10	16	6	4	1	8	4
COAD_TCGA-CM-6680	0	33	9	13	21	0	0	0	7	6	12	1	0	22	1
COAD_TCGA-D5-5537	3	36	18	7	26	0	0	3	2	5	15	0	3	20	1
COAD_TCGA-D5-5538	5	47	0	9	10	15	0	0	7	14	5	2	10	31	8
COAD_TCGA-D5-5539	0	37	2	3	36	7	0	0	1	8	9	5	7	22	9
COAD_TCGA-D5-5540	2	43	18	11	39	0	0	1	0	5	2	11	14	27	4
COAD_TCGA-D5-5541	0	25	8	10	12	1	0	0	1	7	13	2	4	7	1
COAD_TCGA-D5-6529	5	53	22	11	10	9	0	0	0	4	1	4	8	19	1
COAD_TCGA-D5-6530	0	370	159	34	212	155	62	0	44	147	0	0	37	0	7
COAD_TCGA-D5-6531	6	74	19	15	48	3	0	0	0	6	10	6	26	30	11
COAD_TCGA-D5-6532	3	41	13	14	19	0	2	9	0	5	0	23	13	15	7
COAD_TCGA-D5-6533	1	35	3	17	39	11	1	4	4	6	19	7	45	30	5
COAD_TCGA-D5-6534	3	29	8	9	51	9	0	9	0	5	2	7	34	33	10
COAD_TCGA-D5-6535	7	37	12	10	38	7	1	3	7	0	9	27	18	44	12
COAD_TCGA-D5-6536	0	26	26	7	19	0	1	0	1	6	0	6	21	21	0
COAD_TCGA-D5-6537	6	38	8	11	37	0	0	0	0	10	0	0	4	27	2
COAD_TCGA-D5-6538	0	46	34	13	30	0	0	4	0	12	9	4	13	14	2
COAD_TCGA-D5-6539	1	23	3	8	30	4	0	3	4	7	0	7	20	14	3
COAD_TCGA-D5-6540	11	364	428	71	103	128	149	0	0	114	0	0	38	81	27
COAD_TCGA-D5-6541	0	37	9	4	34	0	0	0	0	11	0	5	9	5	0
COAD_TCGA-D5-6898	3	20	12	4	24	0	0	0	0	7	0	3	10	16	1
COAD_TCGA-D5-6920	2	31	24	9	36	1	0	1	0	6	0	13	9	18	1
COAD_TCGA-D5-6922	0	34	22	9	27	0	0	0	0	7	8	11	17	9	6
COAD_TCGA-D5-6924	2	50	3	7	35	6	0	6	3	4	10	5	36	23	8
COAD_TCGA-D5-6926	2	47	4	7	14	2	0	8	7	17	4	13	17	17	3
COAD_TCGA-D5-6927	7	163	119	21	88	78	58	0	105	148	0	0	17	0	9
COAD_TCGA-D5-6928	25	403	618	62	187	183	201	4	23	178	44	18	91	39	0
COAD_TCGA-D5-6929	2	31	12	8	4	3	13	9	1	11	15	17	4	25	6
COAD_TCGA-D5-6930	10	268	676	59	204	97	53	0	0	55	38	12	46	29	14
COAD_TCGA-D5-6931	3	40	40	19	43	5	1	26	1	5	51	5	5	43	128
COAD_TCGA-D5-6932	6	28	8	5	13	6	8	13	5	11	4	2	46	13	8
COAD_TCGA-D5-7000	0	33	12	10	43	0	0	0	0	5	0	8	12	23	2
COAD_TCGA-DM-A0X9	4	58	11	19	34	10	0	0	1	9	17	10	17	40	8
COAD_TCGA-DM-A0XD	6	73	27	18	0	3	4	6	0	9	19	16	5	36	5
COAD_TCGA-DM-A0XF	2	22	2	13	8	19	3	8	3	5	10	7	33	35	4
COAD_TCGA-DM-A1D0	0	25	5	4	47	0	0	8	0	9	1	9	31	11	4
COAD_TCGA-DM-A1D4	6	71	26	12	48	0	1	3	2	22	0	6	1	33	4
COAD_TCGA-DM-A1D6	0	41	10	8	35	3	0	10	1	7	0	13	5	18	1
COAD_TCGA-DM-A1D7	0	31	11	3	46	10	0	7	0	10	10	6	44	15	0
COAD_TCGA-DM-A1D8	7	44	14	14	9	1	7	0	2	14	7	7	47	42	13
COAD_TCGA-DM-A1D9	3	31	0	11	24	8	6	2	6	1	10	4	55	16	3
COAD_TCGA-DM-A1DA	5	46	36	12	47	9	12	0	0	16	29	4	57	77	27
COAD_TCGA-DM-A1DB	1	24	6	6	5	5	1	0	4	5	4	7	2	17	6
COAD_TCGA-DM-A1HA	3	49	21	2	44	0	0	1	0	4	0	11	26	29	1
COAD_TCGA-DM-A1HB	0	235	169	34	169	130	90	0	181	321	0	9	43	49	35
COAD_TCGA-DM-A280	4	36	17	7	19	0	0	15	2	0	7	2	0	31	38
COAD_TCGA-DM-A282	4	43	3	12	26	0	0	0	6	5	7	11	7	14	0
COAD_TCGA-DM-A285	2	35	21	14	14	0	0	14	2	20	11	11	27	55	9
COAD_TCGA-DM-A288	2	27	12	2	15	0	1	0	0	6	2	15	11	10	17
COAD_TCGA-DM-A28A	8	53	10	8	18	4	1	0	4	23	0	10	0	50	2
COAD_TCGA-DM-A28C	3	32	10	4	26	4	0	0	0	12	0	11	3	30	3
COAD_TCGA-DM-A28E	4	29	5	7	14	4	0	0	10	15	0	4	10	12	4
COAD_TCGA-DM-A28F	9	48	31	15	12	3	11	0	9	3	25	25	60	33	49
COAD_TCGA-DM-A28G	0	43	8	6	32	6	0	1	7	13	13	7	0	23	6
COAD_TCGA-DM-A28H	0	19	20	8	39	2	0	9	0	12	3	21	16	15	1
COAD_TCGA-DM-A28K	1	42	8	7	48	5	0	0	0	5	3	3	10	7	4
COAD_TCGA-DM-A28M	0	37	13	10	23	0	0	3	0	20	9	2	0	11	5
COAD_TCGA-F4-6459	4	29	4	14	16	10	3	0	0	18	8	21	30	8	11
COAD_TCGA-F4-6460	9	41	12	14	2	6	6	9	5	10	14	9	41	19	2
COAD_TCGA-F4-6461	0	27	26	12	44	3	0	0	1	26	23	0	12	18	1
COAD_TCGA-F4-6463	0	34	18	9	15	0	0	0	0	4	4	0	5	5	1
COAD_TCGA-F4-6569	5	28	5	10	36	3	0	0	3	3	2	8	11	18	26
COAD_TCGA-F4-6570	11	430	337	78	168	255	174	13	143	131	50	21	80	75	92
COAD_TCGA-F4-6703	6	106	123	21	50	62	41	2	35	118	16	6	42	16	24
COAD_TCGA-F4-6704	1	16	15	8	8	0	0	3	0	15	8	8	8	11	4
COAD_TCGA-F4-6805	5	25	2	3	20	7	1	1	8	4	0	0	16	3	3
COAD_TCGA-F4-6806	3	32	15	7	37	0	0	1	0	16	10	6	17	4	0
COAD_TCGA-F4-6807	6	22	5	4	16	4	19	0	0	17	32	0	63	34	3
COAD_TCGA-F4-6808	1	62	8	8	18	3	3	0	2	9	15	3	21	23	8
COAD_TCGA-F4-6809	8	22	14	4	26	4	2	3	16	3	5	16	34	37	15
COAD_TCGA-F4-6854	0	32	2	5	17	13	4	6	3	4	9	6	18	27	6
COAD_TCGA-F4-6855	3	38	18	6	14	0	5	2	0	6	8	9	12	30	0
COAD_TCGA-F4-6856	0	235	505	31	102	72	35	11	35	97	17	2	53	17	4
COAD_TCGA-G4-6293	6	39	13	9	6	8	0	1	0	11	26	2	9	21	2
COAD_TCGA-G4-6294	1	25	26	6	22	9	4	0	1	4	0	14	61	23	12
COAD_TCGA-G4-6295	1	24	22	14	41	3	0	6	2	13	2	6	50	22	2
COAD_TCGA-G4-6297	0	32	0	13	39	5	0	0	0	6	0	0	12	4	0
COAD_TCGA-G4-6298	4	36	4	4	28	1	0	0	0	1	11	0	1	17	0
COAD_TCGA-G4-6299	4	47	13	10	4	6	10	8	9	6	11	8	47	24	4
COAD_TCGA-G4-6302	0	225	152	68	155	134	117	0	45	175	0	3	25	55	8
COAD_TCGA-G4-6303	5	33	8	14	38	5	0	2	0	7	0	1	5	13	0
COAD_TCGA-G4-6304	1	257	262	48	103	128	64	0	68	160	26	0	30	47	4
COAD_TCGA-G4-6306	0	32	20	7	43	0	0	2	0	20	0	3	0	21	3
COAD_TCGA-G4-6307	5	25	14	7	0	2	4	5	2	0	12	6	3	25	4
COAD_TCGA-G4-6309	0	336	106	32	249	67	23	0	22	118	0	0	13	0	6
COAD_TCGA-G4-6310	1	37	33	13	34	0	0	0	0	9	9	3	8	12	1
COAD_TCGA-G4-6311	7	57	10	12	8	5	4	6	5	4	11	5	15	43	11
COAD_TCGA-G4-6314	1	42	24	15	55	0	0	2	0	9	0	17	21	2	2
COAD_TCGA-G4-6315	3	40	16	9	50	0	0	1	4	5	5	9	21	29	3
COAD_TCGA-G4-6317	2	47	12	13	21	2	0	0	1	6	15	4	9	9	1
COAD_TCGA-G4-6320	3	414	212	64	266	117	87	0	0	66	49	1	7	126	0
COAD_TCGA-G4-6321	1	25	13	7	25	1	0	2	0	3	4	2	0	19	0
COAD_TCGA-G4-6322	4	36	6	9	12	0	0	0	4	6	27	0	4	16	0
COAD_TCGA-G4-6323	5	38	17	2	13	2	0	0	9	8	6	6	0	26	4
COAD_TCGA-G4-6586	0	360	186	47	236	104	47	0	87	225	0	0	27	29	28
COAD_TCGA-G4-6588	4	448	444	36	262	325	212	4	317	331	35	7	102	15	36
COAD_TCGA-G4-6625	0	35	3	5	26	9	0	7	0	23	7	3	24	22	2
COAD_TCGA-G4-6626	0	64	21	14	24	0	0	0	0	6	9	4	9	38	0
COAD_TCGA-G4-6627	1	28	10	4	54	0	0	2	0	7	0	5	7	14	1
COAD_TCGA-G4-6628	24	465	518	43	139	465	281	1	0	217	93	9	94	47	20
COAD_TCGA-NH-A50T	2	51	23	20	31	0	0	1	0	1	1	2	9	24	0
COAD_TCGA-NH-A50U	7	35	11	8	7	1	1	7	3	10	7	7	0	10	4
COAD_TCGA-NH-A50V	7	59	27	6	55	0	0	0	0	4	7	1	13	36	1
COAD_TCGA-NH-A5IV	0	751	473	82	362	448	136	0	228	367	42	0	96	37	11
COAD_TCGA-NH-A6GA	2	41	0	14	12	7	3	2	0	0	6	10	0	31	3
COAD_TCGA-NH-A6GB	2	45	23	11	62	5	0	4	0	7	22	1	18	33	2
COAD_TCGA-NH-A6GC	4	19	16	9	49	0	0	0	0	3	0	11	28	13	4
COAD_TCGA-NH-A8F7	4	40	10	8	34	4	0	0	2	1	13	4	15	33	2
COAD_TCGA-NH-A8F8	3	40	20	3	24	0	0	0	0	3	20	1	0	44	2
COAD_TCGA-QG-A5YV	4	55	31	12	50	0	0	2	0	8	5	8	16	27	9
COAD_TCGA-QG-A5YW	6	36	28	13	31	3	0	7	0	23	4	1	16	32	3
COAD_TCGA-QG-A5YX	3	53	9	2	18	0	0	0	0	5	8	0	9	9	2
COAD_TCGA-QG-A5Z1	1	27	26	11	36	0	0	9	0	4	0	0	6	12	1
COAD_TCGA-QG-A5Z2	0	322	209	51	209	162	73	16	37	123	0	0	53	27	8
COAD_TCGA-QL-A97D	13	69	47	17	38	0	2	5	10	9	15	5	54	44	4
COAD_TCGA-RU-A8FL	1	32	34	9	9	8	3	0	2	10	15	10	30	34	10
COAD_TCGA-SS-A7HO	1	43	15	3	59	7	0	1	0	4	8	3	21	54	2
COAD_TCGA-T9-A92H	6	39	14	9	47	11	1	9	0	2	18	11	51	33	9
COAD_TCGA-WS-AB45	0	1222	447	200	700	260	79	0	34	362	0	0	5	0	20
UCEC_TCGA-2E-A9G8	0	8	8	2	5	6	0	13	0	1	0	6	30	5	4
UCEC_TCGA-4E-A92E	4	0	4	36	17	0	0	9	0	6	28	152	0	0	0
UCEC_TCGA-5B-A90C	4	11	3	3	10	8	2	0	1	2	4	0	12	9	2
UCEC_TCGA-5S-A9Q8	1	22	5	12	0	3	2	1	0	3	7	0	4	9	1
UCEC_TCGA-A5-A0G1	1387	983	1470	753	2660	1852	2992	211	361	0	1927	190	864	467	291
UCEC_TCGA-A5-A0GQ	0	18	4	1	21	0	0	0	0	8	7	6	8	9	0
UCEC_TCGA-A5-A0R6	0	16	0	3	5	6	0	0	0	2	12	2	15	4	1
UCEC_TCGA-A5-A0R7	1	16	0	0	6	9	0	3	3	3	9	0	26	12	4
UCEC_TCGA-A5-A0R8	1	16	7	5	9	0	1	0	3	4	13	1	10	17	0
UCEC_TCGA-A5-A0R9	0	27	0	4	0	3	0	2	2	2	5	0	5	5	0
UCEC_TCGA-A5-A0RA	0	27	3	7	14	2	0	0	6	6	1	2	4	13	0
UCEC_TCGA-A5-A0VO	1	32	11	4	0	0	0	1	0	5	10	7	3	18	0
UCEC_TCGA-A5-A0VP	0	742	244	135	626	176	0	0	43	203	0	0	14	0	3
UCEC_TCGA-A5-A0VQ	0	115	41	8	49	133	21	8	0	49	4	2	14	6	0
UCEC_TCGA-A5-A1OF	1570	1832	2371	636	3014	1629	3709	138	1469	232	1395	0	0	0	490
UCEC_TCGA-A5-A1OG	1	1	3	1	11	4	0	0	2	6	2	7	8	1	0
UCEC_TCGA-A5-A1OH	0	19	0	8	21	4	0	0	6	7	25	43	46	9	6
UCEC_TCGA-A5-A1OJ	0	17	9	10	14	0	0	0	0	3	1	1	9	4	0
UCEC_TCGA-A5-A1OK	2	11	11	5	8	6	1	0	0	0	17	3	9	11	0
UCEC_TCGA-A5-A2K2	3	19	2	1	18	17	0	10	2	8	5	46	37	19	3
UCEC_TCGA-A5-A2K3	0	743	207	113	553	262	58	0	0	141	0	0	18	0	0
UCEC_TCGA-A5-A2K4	0	11	1	1	10	2	0	2	2	2	6	0	9	4	0
UCEC_TCGA-A5-A2K5	6107	214	387	3155	204	176	412	3375	183	0	0	0	0	790	61
UCEC_TCGA-A5-A2K7	0	193	98	34	164	167	57	5	5	109	3	13	28	6	0
UCEC_TCGA-A5-A3LO	1	1	5	3	14	2	0	0	5	3	4	2	2	2	0
UCEC_TCGA-A5-A3LP	0	19	4	5	0	7	0	0	1	2	11	17	2	4	2
UCEC_TCGA-A5-A7WK	2	16	0	6	12	3	0	3	4	11	0	29	20	9	0
UCEC_TCGA-A5-AB3J	0	14	9	2	6	0	0	4	1	3	0	6	3	9	0
UCEC_TCGA-AJ-A23M	1	13	5	4	0	2	3	0	7	4	0	55	33	20	5
UCEC_TCGA-AJ-A23N	1	3	5	7	11	2	0	0	6	0	1	12	11	3	2
UCEC_TCGA-AJ-A23O	6	123	80	42	48	174	95	49	87	299	0	0	161	70	26
UCEC_TCGA-AJ-A2QK	1	29	0	1	12	9	0	5	2	12	0	3	16	17	0
UCEC_TCGA-AJ-A2QL	1	15	10	4	5	0	0	0	2	0	4	3	8	7	1
UCEC_TCGA-AJ-A2QM	2	12	0	1	5	6	1	0	0	12	5	230	8	10	0
UCEC_TCGA-AJ-A2QN	0	30	29	3	11	0	0	0	0	5	0	4	12	7	0
UCEC_TCGA-AJ-A2QO	0	283	167	45	145	306	132	9	54	237	4	16	51	16	5
UCEC_TCGA-AJ-A3BD	1	20	5	10	1	8	0	0	6	7	5	13	22	10	0
UCEC_TCGA-AJ-A3BF	1	10	2	0	3	0	1	0	1	2	6	0	5	7	3
UCEC_TCGA-AJ-A3BG	0	707	260	115	476	132	16	0	0	142	0	0	8	0	0
UCEC_TCGA-AJ-A3BH	0	1090	760	129	1084	559	296	0	0	191	0	0	2	0	0
UCEC_TCGA-AJ-A3BI	1	9	4	0	0	2	2	1	3	3	2	3	23	0	0
UCEC_TCGA-AJ-A3BK	2	20	6	1	22	2	2	0	0	5	11	0	12	6	2
UCEC_TCGA-AJ-A3EJ	0	18	3	10	24	4	0	0	0	0	1	0	16	11	2
UCEC_TCGA-AJ-A3EK	1455	708	985	784	1720	1061	1044	714	364	198	953	77	0	8	108
UCEC_TCGA-AJ-A3EL	3639	533	1074	3243	323	38	694	2053	1119	119	0	0	0	0	359
UCEC_TCGA-AJ-A3EM	3	3	12	1	7	0	0	0	2	11	5	0	28	12	1
UCEC_TCGA-AJ-A3I9	1	10	3	0	4	5	2	0	7	1	4	3	0	3	3
UCEC_TCGA-AJ-A3IA	5	0	11	1	16	19	19	2	10	28	13	50	143	27	22
UCEC_TCGA-AJ-A3NF	1	2	12	4	7	0	1	1	0	0	11	21	8	7	0
UCEC_TCGA-AJ-A3NG	0	42	7	1	18	0	0	2	6	3	18	4	4	15	0
UCEC_TCGA-AJ-A3OJ	0	391	110	53	271	140	67	4	9	142	0	5	11	2	1
UCEC_TCGA-AJ-A3OK	0	491	113	54	371	2	0	0	0	62	0	0	0	0	0
UCEC_TCGA-AJ-A3OL	0	93	20	14	73	70	0	0	4	65	0	2	17	3	2
UCEC_TCGA-AJ-A3QS	19	12	14	23	8	2	1	0	0	5	0	266	15	24	1
UCEC_TCGA-AJ-A3TW	4	16	5	7	8	4	1	0	3	10	0	102	10	10	2
UCEC_TCGA-AJ-A5DV	0	21	7	5	47	0	0	3	0	3	1	1	5	18	0
UCEC_TCGA-AJ-A5DW	2673	69	108	1252	64	0	239	929	65	0	0	0	0	186	6
UCEC_TCGA-AJ-A6NU	2	3	4	9	0	0	0	3	2	0	12	3	14	9	0
UCEC_TCGA-AJ-A8CT	0	446	121	61	261	0	0	0	0	45	0	0	0	0	0
UCEC_TCGA-AJ-A8CV	4	72	33	5	12	48	5	0	11	52	24	0	18	2	8
UCEC_TCGA-AJ-A8CW	10	190	97	46	114	152	34	3	28	121	8	5	37	24	5
UCEC_TCGA-AP-A059	1636	505	1265	803	4214	2695	3544	92	0	0	1306	74	0	0	179
UCEC_TCGA-AP-A0LE	1	100	55	13	54	126	49	0	39	117	13	0	36	6	3
UCEC_TCGA-AP-A0LF	9	25	11	8	26	0	3	0	4	1	0	146	66	18	8
UCEC_TCGA-AP-A0LL	2	8	6	0	18	5	0	0	0	0	5	5	1	7	0
UCEC_TCGA-AP-A0LM	3633	2591	3116	4430	2019	89	1778	313	922	9	614	17	0	0	223
UCEC_TCGA-AP-A0LP	0	79	21	16	50	78	11	2	11	46	6	4	0	20	0
UCEC_TCGA-AP-A0LQ	0	18	0	2	11	7	0	0	10	3	8	1	2	8	0
UCEC_TCGA-AP-A0LS	3	83	50	9	44	93	46	7	46	112	12	2	15	24	1
UCEC_TCGA-AP-A1DH	1	170	60	20	69	229	54	20	23	51	1	3	36	27	4
UCEC_TCGA-AP-A1DK	133	481	1380	0	0	5365	2623	0	667	4831	3205	0	0	0	56
UCEC_TCGA-AP-A1DM	0	58	69	12	63	94	21	3	31	53	7	19	14	23	4
UCEC_TCGA-AP-A1DO	0	140	62	25	116	163	18	29	17	114	0	0	78	6	2
UCEC_TCGA-AP-A1DP	6	88	90	14	11	149	30	4	55	52	24	6	46	20	4
UCEC_TCGA-AP-A1DQ	0	4	8	2	0	0	0	0	0	1	5	4	6	9	0
UCEC_TCGA-AP-A1DR	13	214	129	35	122	195	71	0	0	130	6	0	58	20	3
UCEC_TCGA-AP-A1DV	6027	372	4650	4493	2522	0	1489	1266	0	0	128	102	0	0	214
UCEC_TCGA-AP-A1E0	3516	195	215	2105	18	1	375	1482	53	0	0	0	0	359	41
UCEC_TCGA-AP-A1E1	3	138	93	47	42	156	42	15	27	115	0	9	38	29	9
UCEC_TCGA-AP-A1E3	1	18	0	3	1	0	2	3	2	0	12	3	7	8	0
UCEC_TCGA-AP-A1E4	1	4	3	4	4	6	0	0	1	2	2	1	6	5	0
UCEC_TCGA-AP-A5FX	0	11	6	1	2	2	0	1	2	0	15	2	9	5	0
UCEC_TCGA-AW-A1PO	0	6	1	6	0	9	1	1	3	5	13	11	26	17	2
