Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
MSH6_real	0.9999999999999951	0.994	0.136	13.6%	0.021	11.436%	0.02813	0.991
MSH6_real.1	0.9999999999999969	0.993	0.149	14.9%	0.023	12.373%	0.03918	0.989
MSH6_real.2	0.9999999999999959	0.989	0.161	16.1%	0.027	14.812%	0.03624	0.984
MSH6_real.3	0.9999999999999962	0.992	0.156	15.6%	0.023	12.656%	0.02868	0.988
MSH6_real.4	0.9999999999999957	0.992	0.136	13.6%	0.023	12.556%	0.02588	0.989
MSH6_real.5	0.9999999999999966	0.994	0.124	12.4%	0.02	10.983%	0.02207	0.991
MSH6_real.6	0.9999999999999989	0.996	0.116	11.6%	0.017	9.12%	0.02471	0.994
PMS1_boot	0.9999999999999978	0.919	0.508	50.8%	0.095	39.461%	0.32931	0.901
PMS1_boot.1	0.9999999999999982	0.87	0.549	54.9%	0.117	49.229%	0.37606	0.838
PMS1_boot.2	0.9999999999999977	0.916	0.534	53.4%	0.099	39.895%	0.33913	0.898
PMS1_boot.3	0.9999999999999976	0.891	0.568	56.8%	0.108	45.554%	0.35409	0.865
PMS1_boot.4	0.999999999999998	0.906	0.524	52.4%	0.106	42.52%	0.36625	0.886
PMS1_boot.5	0.999999999999998	0.932	0.493	49.3%	0.089	36.293%	0.31295	0.917
PMS1_boot.6	0.9999999999999981	0.914	0.506	50.6%	0.089	40.631%	0.33897	0.889
PMS1_boot.7	0.9999999999999978	0.931	0.469	46.9%	0.084	36.382%	0.28285	0.913
PMS1_boot.8	0.9999999999999976	0.904	0.544	54.4%	0.105	42.878%	0.36771	0.883
PMS1_boot.9	0.9999999999999979	0.903	0.503	50.3%	0.099	42.953%	0.31617	0.877
PMS1_boot.10	0.9999999999999979	0.895	0.551	55.1%	0.107	44.845%	0.37902	0.869
PMS1_boot.11	0.9999999999999979	0.906	0.503	50.3%	0.104	42.551%	0.35376	0.885
PMS1_boot.12	0.9999999999999979	0.908	0.537	53.7%	0.102	42.124%	0.34016	0.887
