Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P
COAD_TCGA-A6-6653	7	162	421	83	249	145	0	90	55	78	75	0	1	0	0	15
COAD_TCGA-A6-6654	4	43	127	21	0	0	3	2	0	4	11	0	2	9	14	3
COAD_TCGA-A6-6780	1	203	277	38	214	111	0	178	91	256	48	22	2	1	3	32
COAD_TCGA-A6-6781	10	391	853	121	435	225	0	143	0	155	141	0	0	0	0	0
COAD_TCGA-A6-6782	8	11	39	13	3	5	0	0	6	3	7	11	12	10	56	7
COAD_TCGA-A6-A565	0	82	114	22	41	73	0	38	18	55	36	0	3	4	0	3
COAD_TCGA-A6-A566	8	18	58	14	29	5	1	3	0	0	28	6	0	7	40	0
COAD_TCGA-A6-A567	6	3	21	10	9	0	0	0	1	2	6	0	0	1	16	2
COAD_TCGA-A6-A56B	1	13	38	10	22	0	1	1	0	5	8	0	0	5	27	0
COAD_TCGA-AA-3489	7	8	26	9	0	6	7	4	7	3	10	2	10	8	38	2
COAD_TCGA-AA-3492	17	533	505	115	215	321	16	208	202	297	63	62	51	12	24	33
COAD_TCGA-AA-3496	5	9	39	13	52	2	0	3	0	5	13	0	4	3	16	8
COAD_TCGA-AA-3502	2	36	69	26	31	0	3	0	0	10	20	7	0	5	34	4
COAD_TCGA-AA-3506	5	22	67	17	27	0	1	4	5	0	18	0	0	3	35	7
COAD_TCGA-AA-3510	1544	371	0	1239	246	105	778	10	43	0	0	10	237	0	0	0
COAD_TCGA-AA-3511	1	6	20	17	60	1	18	0	0	2	19	0	0	18	5	11
COAD_TCGA-AA-3522	1	5	2	3	0	0	0	0	0	1	0	0	2	0	2	0
COAD_TCGA-AA-3556	0	7	6	0	6	0	0	0	0	2	2	0	2	0	0	1
COAD_TCGA-AA-3655	0	19	24	9	22	0	4	2	6	0	11	2	0	3	5	0
COAD_TCGA-AA-3660	4	37	47	13	12	1	2	0	0	0	25	2	0	5	30	0
COAD_TCGA-AA-3662	4	3	43	6	6	2	2	0	0	7	13	0	0	6	22	0
COAD_TCGA-AA-3663	25	281	225	40	217	321	0	327	404	293	54	78	19	0	0	76
COAD_TCGA-AA-3697	3	19	53	13	0	12	2	4	6	7	0	18	13	23	94	12
COAD_TCGA-AA-3712	11	11	20	6	0	3	1	0	3	0	0	21	28	62	31	0
COAD_TCGA-AA-3713	11	334	235	51	41	94	0	101	48	93	70	31	18	10	43	25
COAD_TCGA-AA-3947	32	596	374	94	412	318	17	357	99	325	73	62	34	5	50	111
COAD_TCGA-AA-3984	1714	811	17	1911	513	127	1369	105	387	0	0	63	504	0	0	41
COAD_TCGA-AA-A00N	1576	887	102	2201	416	73	1131	94	411	0	0	70	299	0	0	68
COAD_TCGA-AA-A010	3653	1173	143	1803	752	349	1049	484	367	0	0	996	227	0	0	181
COAD_TCGA-AA-A01P	11	183	267	54	93	128	0	69	91	89	17	21	26	0	27	20
COAD_TCGA-AA-A01R	2	441	830	157	456	162	0	173	0	185	94	0	0	0	0	6
COAD_TCGA-AA-A022	15	451	518	112	57	201	2	144	80	165	94	27	0	0	34	7
COAD_TCGA-AD-5900	4	379	355	100	209	255	3	222	46	214	50	27	16	7	23	0
COAD_TCGA-AD-6548	1	0	44	12	50	3	0	0	0	5	17	1	0	9	21	8
COAD_TCGA-AD-6888	1	19	37	13	40	0	7	6	0	5	9	0	0	0	6	1
COAD_TCGA-AD-6889	19	325	352	74	327	337	0	229	0	266	108	7	1	9	0	16
COAD_TCGA-AD-6890	4	23	53	9	0	0	3	0	1	7	0	5	3	7	27	2
COAD_TCGA-AD-6895	7	427	354	109	234	233	10	94	91	111	206	0	135	51	107	27
COAD_TCGA-AD-6899	5	30	56	17	24	0	0	4	0	5	28	0	10	19	14	1
COAD_TCGA-AD-6901	7	31	67	22	31	11	11	11	0	19	14	0	8	24	75	7
COAD_TCGA-AD-6963	1	13	27	3	30	3	0	0	0	5	6	4	0	14	3	3
COAD_TCGA-AD-6964	12	235	159	44	248	362	0	139	353	159	118	0	87	0	0	0
COAD_TCGA-AD-6965	4	21	41	11	35	0	2	8	0	4	13	0	3	8	12	0
COAD_TCGA-AD-A5EJ	23	286	322	53	120	243	3	222	61	221	72	54	19	8	11	27
COAD_TCGA-AD-A5EK	2	13	29	5	6	2	0	0	0	0	16	18	0	10	25	1
COAD_TCGA-AM-5820	5	16	31	6	15	0	0	0	0	3	13	0	0	5	8	0
COAD_TCGA-AM-5821	13	409	241	49	147	142	5	148	86	178	30	62	4	0	20	70
COAD_TCGA-AU-3779	8	13	47	7	0	6	8	2	2	2	13	0	4	6	25	0
COAD_TCGA-AU-6004	5	194	291	70	219	82	0	87	15	153	44	2	0	0	0	5
COAD_TCGA-AY-5543	7	7	41	14	19	5	5	0	7	12	17	9	0	10	12	0
COAD_TCGA-AY-6196	2	4	39	11	20	23	2	5	7	9	25	17	16	13	115	6
COAD_TCGA-AY-6197	8	146	167	43	164	145	0	126	242	211	53	1	14	0	0	6
COAD_TCGA-AY-6386	2	7	43	11	32	2	0	0	0	7	19	5	0	4	16	0
COAD_TCGA-AY-A54L	7	16	42	11	20	6	3	8	0	9	18	7	4	4	40	5
COAD_TCGA-AY-A69D	14	25	73	23	10	5	6	3	1	12	45	15	0	8	39	0
COAD_TCGA-AY-A71X	1	21	37	14	8	0	0	2	0	1	14	0	0	4	14	4
COAD_TCGA-AY-A8YK	1	13	16	7	16	2	2	6	0	6	6	2	0	2	15	2
COAD_TCGA-AZ-4308	0	8	20	8	0	2	3	0	15	0	6	4	4	4	22	0
COAD_TCGA-AZ-4315	2192	1103	0	2480	731	177	1467	175	711	0	0	138	416	0	0	118
COAD_TCGA-AZ-4323	1	1	20	6	12	8	1	2	4	2	6	3	0	0	6	7
COAD_TCGA-AZ-4614	2	22	55	9	45	6	2	7	0	5	14	8	2	14	46	35
COAD_TCGA-AZ-4615	11	93	197	45	79	100	0	107	70	182	23	0	6	7	35	16
COAD_TCGA-AZ-4616	4	18	30	12	0	0	7	4	4	10	13	0	0	5	16	5
COAD_TCGA-AZ-4681	0	14	25	4	10	0	1	4	0	4	15	0	0	8	19	0
COAD_TCGA-AZ-4682	3	9	38	12	5	2	0	0	0	5	8	0	2	7	13	3
COAD_TCGA-AZ-5403	6	13	12	6	22	2	7	0	1	0	14	0	0	4	16	3
COAD_TCGA-AZ-5407	4	28	40	5	0	4	0	0	0	3	13	3	0	0	28	3
COAD_TCGA-AZ-6598	19	724	420	110	424	296	0	249	71	214	144	0	0	7	0	16
COAD_TCGA-AZ-6599	1	22	33	22	0	7	0	3	0	0	126	0	166	30	9	0
COAD_TCGA-AZ-6600	6	10	46	8	30	0	0	0	0	8	11	14	1	12	34	2
COAD_TCGA-AZ-6601	9	461	880	141	502	238	0	263	0	165	148	0	0	0	0	2
COAD_TCGA-AZ-6603	1	6	32	13	14	0	3	0	0	5	9	5	1	1	9	0
COAD_TCGA-AZ-6605	2	15	29	19	6	13	0	0	19	9	14	7	0	8	23	7
COAD_TCGA-AZ-6606	3	14	58	13	23	3	0	6	1	11	19	0	11	13	15	15
COAD_TCGA-AZ-6607	0	4	16	5	10	1	8	0	4	7	23	2	0	5	12	4
COAD_TCGA-AZ-6608	1	5	34	7	17	10	15	0	30	8	8	0	0	12	58	15
COAD_TCGA-CA-5254	2	25	67	14	40	0	9	6	2	11	15	11	11	5	48	1
COAD_TCGA-CA-5255	1	6	20	6	4	4	0	2	5	5	3	1	5	0	11	2
COAD_TCGA-CA-5256	3	11	29	7	28	1	4	0	0	9	12	0	1	0	0	1
COAD_TCGA-CA-5796	2	4	24	4	33	0	0	2	0	3	13	0	0	0	11	0
COAD_TCGA-CA-5797	1	0	20	3	4	5	3	2	4	0	14	0	8	5	20	0
COAD_TCGA-CA-6715	6	2	23	11	31	0	0	10	2	4	11	9	0	2	10	2
COAD_TCGA-CA-6716	5	29	75	13	0	5	1	5	4	1	8	7	5	9	39	1
COAD_TCGA-CA-6717	3679	483	126	2030	313	79	3304	295	831	279	69	593	303	0	0	581
COAD_TCGA-CA-6718	1817	131	0	780	216	16	1210	58	33	82	0	23	14	9	0	39
COAD_TCGA-CA-6719	7	20	42	13	28	0	0	2	10	9	20	3	0	2	5	0
COAD_TCGA-CK-4947	1	17	38	6	16	0	8	0	0	10	8	0	2	2	19	6
COAD_TCGA-CK-4948	1	16	41	6	14	3	11	4	0	3	7	1	2	6	26	1
COAD_TCGA-CK-4950	6	10	41	11	39	10	5	0	0	3	18	15	3	2	62	3
COAD_TCGA-CK-4951	31	1267	423	279	292	906	19	126	375	133	1000	0	956	207	438	4
COAD_TCGA-CK-4952	1	4	70	10	10	0	0	2	4	9	17	7	25	6	25	12
COAD_TCGA-CK-5912	0	9	25	9	0	9	1	0	3	0	3	3	4	3	16	2
COAD_TCGA-CK-5913	6	126	226	45	245	54	0	115	35	133	58	0	0	0	0	6
COAD_TCGA-CK-5914	7	28	38	15	35	0	2	4	0	3	19	0	0	7	32	2
COAD_TCGA-CK-5915	3	10	59	7	13	3	1	0	1	10	8	5	4	2	1	2
COAD_TCGA-CK-5916	24	288	434	78	197	247	0	107	146	203	87	0	0	4	0	3
COAD_TCGA-CK-6746	10	229	211	51	178	198	0	128	92	221	60	30	0	3	18	27
COAD_TCGA-CK-6747	3	32	56	18	0	0	3	0	1	11	11	0	2	5	19	4
COAD_TCGA-CK-6748	0	6	24	7	0	5	0	0	4	8	3	10	0	2	16	6
COAD_TCGA-CK-6751	9	36	48	17	17	7	0	1	0	8	36	2	9	4	32	3
COAD_TCGA-CM-4743	4	196	339	54	155	146	0	157	65	166	49	40	18	2	9	18
COAD_TCGA-CM-4744	7	9	64	14	39	0	0	2	0	4	14	7	0	3	37	1
COAD_TCGA-CM-4746	8	229	314	56	123	43	0	73	0	46	39	0	0	3	0	7
COAD_TCGA-CM-4747	1	27	40	4	7	0	6	0	1	4	16	0	4	5	20	2
COAD_TCGA-CM-4748	4	9	20	3	12	0	0	1	5	1	8	5	0	5	20	2
COAD_TCGA-CM-4750	7	2	33	3	28	0	2	0	0	2	13	1	0	1	23	3
COAD_TCGA-CM-4751	3	34	39	5	0	0	4	0	4	10	9	0	0	1	16	3
COAD_TCGA-CM-4752	7	15	56	16	33	6	0	3	0	2	13	5	0	3	19	0
COAD_TCGA-CM-5341	1	15	67	8	12	2	13	7	9	2	18	0	2	15	34	1
COAD_TCGA-CM-5344	6	11	35	3	5	6	2	3	2	1	3	0	0	2	21	0
COAD_TCGA-CM-5348	3	31	68	29	0	6	3	1	11	0	12	11	9	21	44	4
COAD_TCGA-CM-5349	1	15	49	14	21	0	7	0	0	4	16	0	0	3	13	4
COAD_TCGA-CM-5860	2	16	38	17	23	0	0	0	0	7	17	10	0	5	21	2
COAD_TCGA-CM-5861	5	273	200	53	136	207	11	186	424	174	57	11	17	4	28	37
COAD_TCGA-CM-5862	2	15	44	9	7	3	6	0	2	9	8	9	0	6	9	6
COAD_TCGA-CM-5863	1	7	18	8	29	0	5	2	0	2	11	0	0	3	1	0
COAD_TCGA-CM-5864	7	30	35	11	13	7	8	0	0	19	35	10	1	8	82	0
COAD_TCGA-CM-5868	4	9	26	9	16	10	3	5	0	12	10	0	2	6	12	3
COAD_TCGA-CM-6161	1	5	38	7	34	2	0	1	0	7	12	0	7	0	23	0
COAD_TCGA-CM-6163	1	8	39	13	26	0	0	2	0	4	16	0	0	9	24	1
COAD_TCGA-CM-6164	1	10	15	8	3	0	9	2	2	7	13	7	2	1	18	0
COAD_TCGA-CM-6165	6	11	37	5	0	7	2	9	3	9	16	0	4	2	43	0
COAD_TCGA-CM-6166	5	25	18	12	1	0	2	2	1	0	6	0	0	11	35	0
COAD_TCGA-CM-6167	3	11	31	5	4	0	0	1	0	8	13	3	2	0	23	0
COAD_TCGA-CM-6168	4	35	57	14	32	20	0	14	5	21	23	2	0	15	43	6
COAD_TCGA-CM-6169	4	13	41	7	0	10	0	2	8	3	4	0	0	3	39	2
COAD_TCGA-CM-6170	0	10	19	6	47	0	0	4	0	3	28	0	0	9	0	4
COAD_TCGA-CM-6171	10	187	405	70	317	123	0	129	0	146	89	0	0	6	0	5
COAD_TCGA-CM-6172	1	19	33	13	6	0	0	0	0	4	19	0	6	6	25	8
COAD_TCGA-CM-6674	0	175	328	65	130	109	0	65	29	119	27	0	0	8	0	9
COAD_TCGA-CM-6675	1	12	16	4	37	0	0	6	0	5	25	0	0	0	18	4
COAD_TCGA-CM-6676	2	21	32	9	21	0	3	1	0	4	18	6	0	2	20	4
COAD_TCGA-CM-6677	10	35	52	12	0	0	0	4	4	4	23	1	2	3	29	4
COAD_TCGA-CM-6678	5	18	50	9	46	0	4	0	0	3	27	0	5	1	11	0
COAD_TCGA-CM-6679	1	18	16	3	6	1	7	0	11	13	13	0	0	5	8	4
COAD_TCGA-CM-6680	0	12	33	14	12	0	2	0	6	3	19	0	0	3	20	1
COAD_TCGA-D5-5537	4	19	35	8	19	1	4	0	0	4	19	2	2	1	20	1
COAD_TCGA-D5-5538	5	1	32	10	49	8	0	1	0	12	11	0	0	3	25	6
COAD_TCGA-D5-5539	1	6	48	6	6	7	0	0	2	5	18	1	0	7	30	9
COAD_TCGA-D5-5540	4	24	52	13	0	0	4	0	1	3	16	3	0	13	40	4
COAD_TCGA-D5-5541	0	10	24	10	7	1	0	0	1	5	18	0	3	3	8	1
COAD_TCGA-D5-6529	5	24	36	12	32	5	0	0	0	2	12	0	0	5	14	0
COAD_TCGA-D5-6530	3	192	360	53	155	149	0	104	33	112	60	0	0	0	0	6
COAD_TCGA-D5-6531	9	24	77	17	35	0	0	4	0	4	17	0	13	4	40	10
COAD_TCGA-D5-6532	4	18	37	15	16	0	8	5	0	3	9	0	2	24	16	7
COAD_TCGA-D5-6533	3	7	49	18	2	12	10	7	10	2	32	1	0	13	56	5
COAD_TCGA-D5-6534	5	12	44	10	0	14	11	1	1	3	11	16	0	11	60	10
COAD_TCGA-D5-6535	8	12	33	11	40	5	3	0	0	0	10	20	6	25	49	10
COAD_TCGA-D5-6536	0	28	27	8	7	1	0	4	4	3	4	2	1	7	38	0
COAD_TCGA-D5-6537	8	12	48	13	10	0	0	2	0	8	3	5	0	1	31	2
COAD_TCGA-D5-6538	1	40	49	15	4	0	4	2	0	9	15	0	13	2	25	2
COAD_TCGA-D5-6539	3	6	33	9	5	6	3	1	6	6	1	5	5	8	26	4
COAD_TCGA-D5-6540	16	422	261	81	220	134	0	162	0	76	63	9	0	2	45	23
COAD_TCGA-D5-6541	1	14	52	7	5	0	0	1	0	9	4	0	0	8	13	0
COAD_TCGA-D5-6898	4	15	29	6	0	1	0	2	2	4	5	0	0	5	25	2
COAD_TCGA-D5-6920	4	27	45	10	0	6	1	0	2	4	3	0	6	13	28	2
COAD_TCGA-D5-6922	1	26	43	11	8	0	1	0	0	5	18	0	0	14	17	6
COAD_TCGA-D5-6924	4	7	54	9	28	3	5	3	0	4	14	1	12	4	42	8
COAD_TCGA-D5-6926	3	8	39	9	38	0	7	0	0	15	13	0	0	13	15	2
COAD_TCGA-D5-6927	11	129	146	29	93	78	0	77	93	118	22	3	6	0	0	8
COAD_TCGA-D5-6928	36	615	342	78	186	225	0	239	38	124	103	0	25	20	45	0
COAD_TCGA-D5-6929	2	13	19	9	26	0	6	9	0	9	16	11	5	16	15	5
COAD_TCGA-D5-6930	20	643	240	67	117	172	0	69	0	36	52	56	54	3	15	17
COAD_TCGA-D5-6931	5	39	45	19	15	9	27	3	4	2	57	13	7	9	40	121
COAD_TCGA-D5-6932	7	12	27	7	10	5	13	9	6	9	16	3	0	6	38	8
COAD_TCGA-D5-7000	0	15	48	11	0	4	2	1	0	3	7	3	1	10	40	3
COAD_TCGA-DM-A0X9	5	16	54	20	28	7	3	2	0	6	27	8	3	11	41	7
COAD_TCGA-DM-A0XD	5	27	40	17	61	0	3	4	0	6	25	0	6	13	17	3
COAD_TCGA-DM-A0XF	3	5	19	12	12	16	9	6	2	5	13	0	6	9	54	3
COAD_TCGA-DM-A1D0	1	8	42	5	0	4	11	1	4	6	10	15	0	13	30	4
COAD_TCGA-DM-A1D4	8	31	71	15	32	0	2	7	0	14	13	3	0	7	29	3
COAD_TCGA-DM-A1D6	0	14	47	10	6	4	9	5	4	4	4	0	8	12	24	1
COAD_TCGA-DM-A1D7	2	15	45	5	0	13	8	0	2	8	21	16	0	11	47	0
COAD_TCGA-DM-A1D8	7	18	32	15	33	0	2	9	0	10	19	1	0	10	60	12
COAD_TCGA-DM-A1D9	3	1	31	13	30	6	4	6	0	3	15	12	4	7	43	2
COAD_TCGA-DM-A1DA	8	39	56	14	7	13	1	18	2	10	43	7	2	9	121	27
COAD_TCGA-DM-A1DB	1	8	20	7	6	4	0	2	3	3	11	0	0	7	15	6
COAD_TCGA-DM-A1HA	5	25	51	5	23	0	0	0	0	1	11	10	0	13	46	1
COAD_TCGA-DM-A1HB	5	186	233	47	151	130	0	115	158	270	11	50	24	3	49	33
COAD_TCGA-DM-A280	5	18	31	8	24	0	13	0	0	0	11	0	2	3	28	35
COAD_TCGA-DM-A282	6	7	42	12	19	0	0	4	3	3	13	0	5	10	14	0
COAD_TCGA-DM-A285	3	23	28	14	28	0	13	0	0	17	19	7	4	13	58	8
COAD_TCGA-DM-A288	3	15	26	3	8	0	0	2	0	4	10	1	1	15	15	17
COAD_TCGA-DM-A28A	8	14	42	9	37	0	0	4	0	17	10	0	0	9	40	1
COAD_TCGA-DM-A28C	4	14	36	6	2	5	2	1	0	9	10	0	0	11	35	3
COAD_TCGA-DM-A28E	4	8	26	8	23	2	0	0	4	15	3	0	4	3	14	4
COAD_TCGA-DM-A28F	10	32	38	16	43	1	6	13	0	5	33	0	6	27	56	47
COAD_TCGA-DM-A28G	1	10	38	8	37	4	1	0	0	11	17	6	2	7	18	5
COAD_TCGA-DM-A28H	3	21	33	9	0	8	9	0	4	8	10	9	1	24	25	1
COAD_TCGA-DM-A28K	4	13	58	9	11	8	0	2	0	2	11	2	3	3	13	4
COAD_TCGA-DM-A28M	1	17	40	11	7	0	2	1	2	16	17	0	4	2	8	5
COAD_TCGA-F4-6459	4	8	28	15	12	9	3	5	0	16	15	3	5	21	21	11
COAD_TCGA-F4-6460	8	15	27	14	41	1	7	7	0	9	22	0	4	11	32	1
COAD_TCGA-F4-6461	3	28	45	13	0	9	3	2	8	18	29	3	2	3	26	1
COAD_TCGA-F4-6463	1	19	29	10	20	0	0	0	0	2	11	0	0	1	2	0
COAD_TCGA-F4-6569	7	8	36	11	11	4	0	1	4	2	9	5	0	10	23	27
COAD_TCGA-F4-6570	19	355	347	92	271	246	7	202	107	110	104	16	31	18	47	86
COAD_TCGA-F4-6703	8	130	98	27	45	65	4	52	37	98	38	9	5	9	20	23
COAD_TCGA-F4-6704	1	18	15	8	3	0	2	2	0	12	13	1	2	8	16	4
COAD_TCGA-F4-6805	6	5	28	4	13	7	2	4	7	3	5	0	0	0	11	3
COAD_TCGA-F4-6806	6	20	49	9	0	2	1	2	2	13	15	0	8	7	14	0
COAD_TCGA-F4-6807	7	9	25	5	8	2	0	20	1	13	39	8	3	5	77	3
COAD_TCGA-F4-6808	2	11	46	10	48	0	0	6	0	5	24	0	0	4	22	6
COAD_TCGA-F4-6809	8	16	26	6	4	6	8	4	18	2	15	7	0	19	56	14
COAD_TCGA-F4-6854	0	6	29	6	17	11	5	6	0	4	15	2	2	7	37	5
COAD_TCGA-F4-6855	4	20	30	7	17	0	2	7	0	4	15	1	2	9	33	0
COAD_TCGA-F4-6856	4	481	184	42	143	115	5	54	42	70	50	0	11	5	5	5
COAD_TCGA-G4-6293	6	15	29	9	23	5	2	0	0	9	30	0	2	3	19	1
COAD_TCGA-G4-6294	2	27	22	7	22	11	0	4	0	4	7	12	0	17	61	12
COAD_TCGA-G4-6295	3	25	35	14	0	8	8	0	9	10	7	14	10	7	56	2
COAD_TCGA-G4-6297	2	2	45	14	5	6	0	5	0	5	5	7	2	1	11	1
COAD_TCGA-G4-6298	6	8	43	6	7	1	0	2	0	0	18	0	0	0	16	0
COAD_TCGA-G4-6299	3	16	26	11	52	0	7	5	0	8	20	14	1	10	36	2
COAD_TCGA-G4-6302	8	177	232	75	60	142	3	147	55	134	38	9	0	9	65	8
COAD_TCGA-G4-6303	7	12	48	16	0	8	4	0	1	5	5	0	1	3	21	0
COAD_TCGA-G4-6304	7	269	213	58	135	135	1	87	60	124	76	0	0	5	26	2
COAD_TCGA-G4-6306	2	23	45	9	3	1	4	2	0	17	4	12	3	3	20	3
COAD_TCGA-G4-6307	4	13	12	6	30	0	5	4	0	0	13	0	2	5	17	3
COAD_TCGA-G4-6309	6	136	370	50	141	68	0	70	13	91	17	0	4	0	0	6
COAD_TCGA-G4-6310	3	39	45	15	0	0	1	1	0	5	21	6	0	5	17	2
COAD_TCGA-G4-6311	7	14	35	12	38	0	5	4	0	4	19	1	2	5	48	9
COAD_TCGA-G4-6314	3	27	55	16	17	0	3	1	2	6	2	22	8	17	9	2
COAD_TCGA-G4-6315	6	20	57	11	0	1	6	1	11	2	15	0	3	11	48	3
COAD_TCGA-G4-6317	3	16	45	14	21	1	0	2	0	2	25	0	0	7	6	0
COAD_TCGA-G4-6320	19	243	405	79	145	123	0	128	0	30	126	0	0	9	105	0
COAD_TCGA-G4-6321	3	15	29	7	0	4	2	0	0	2	7	3	5	1	24	0
COAD_TCGA-G4-6322	4	9	32	9	19	0	0	2	0	3	31	0	0	2	13	0
COAD_TCGA-G4-6323	6	19	28	4	26	1	0	0	4	7	13	0	0	6	18	4
COAD_TCGA-G4-6586	8	212	359	65	182	104	0	90	69	178	59	13	0	0	10	27
COAD_TCGA-G4-6588	17	458	398	61	303	335	0	260	285	270	93	33	21	6	4	34
COAD_TCGA-G4-6625	0	7	37	7	16	7	8	0	0	19	17	6	0	6	35	1
COAD_TCGA-G4-6626	0	25	53	16	24	0	0	0	0	4	21	0	0	6	40	0
COAD_TCGA-G4-6627	4	12	48	6	0	4	2	0	4	4	4	11	2	6	25	1
COAD_TCGA-G4-6628	32	557	374	66	128	487	0	323	11	161	183	0	13	12	49	20
COAD_TCGA-NH-A50T	4	29	51	20	8	0	3	0	0	0	14	1	1	3	31	0
COAD_TCGA-NH-A50U	7	13	29	8	20	0	4	2	0	6	13	0	0	8	5	3
COAD_TCGA-NH-A50V	10	31	68	9	18	3	0	1	0	2	16	8	3	2	44	1
COAD_TCGA-NH-A5IV	12	530	680	119	346	447	0	219	202	294	167	0	9	0	0	8
COAD_TCGA-NH-A6GA	3	3	29	13	30	1	0	4	0	0	9	2	7	7	21	2
COAD_TCGA-NH-A6GB	6	27	68	13	0	11	7	2	5	3	31	2	5	4	48	3
COAD_TCGA-NH-A6GC	7	19	38	11	0	0	2	5	0	0	0	10	4	14	40	6
COAD_TCGA-NH-A8F7	6	12	43	9	20	3	0	0	0	1	18	7	3	5	41	2
COAD_TCGA-NH-A8F8	4	21	36	5	15	1	0	2	0	1	22	2	6	1	43	1
COAD_TCGA-QG-A5YV	7	37	69	15	0	0	5	1	4	5	19	4	2	10	40	9
COAD_TCGA-QG-A5YW	7	30	40	14	8	6	8	0	2	18	14	7	0	4	42	3
COAD_TCGA-QG-A5YX	4	14	44	4	22	0	0	2	0	2	17	0	0	1	7	1
COAD_TCGA-QG-A5Z1	3	29	36	12	0	0	10	0	4	1	9	9	0	2	17	1
COAD_TCGA-QG-A5Z2	11	234	322	66	133	171	14	115	37	93	57	0	0	3	26	8
COAD_TCGA-QL-A97D	14	50	59	19	47	0	9	2	3	7	32	16	0	9	63	2
COAD_TCGA-RU-A8FL	1	33	23	10	24	8	2	4	0	7	25	0	0	13	48	9
COAD_TCGA-SS-A7HO	4	18	58	5	9	10	2	0	1	3	15	13	5	5	71	2
COAD_TCGA-T9-A92H	9	18	51	11	9	13	12	4	2	0	29	13	3	16	61	9
COAD_TCGA-WS-AB45	1	538	1183	247	552	241	0	208	0	260	81	0	0	0	0	18
UCEC_TCGA-2E-A9G8	0	9	8	2	4	8	13	0	0	2	2	0	3	8	25	4
UCEC_TCGA-4E-A92E	5	2	9	32	0	0	0	0	0	8	2	2	74	122	0	0
UCEC_TCGA-5B-A90C	4	2	8	3	19	6	0	0	0	2	5	9	0	1	11	1
UCEC_TCGA-5S-A9Q8	1	6	9	10	22	0	2	2	0	2	11	0	0	0	5	0
UCEC_TCGA-A5-A0G1	1302	1412	932	678	1550	1841	171	2119	104	86	1231	3453	888	59	355	227
UCEC_TCGA-A5-A0GQ	1	7	23	2	0	0	0	0	1	7	11	2	3	6	18	1
UCEC_TCGA-A5-A0R6	0	1	16	4	9	5	0	0	0	2	16	0	0	3	10	0
UCEC_TCGA-A5-A0R7	2	1	13	1	20	7	3	0	0	4	11	0	3	2	21	4
UCEC_TCGA-A5-A0R8	1	9	18	5	0	0	0	2	4	2	12	0	8	0	26	0
UCEC_TCGA-A5-A0R9	0	0	14	4	25	0	1	0	0	2	8	1	0	0	0	0
UCEC_TCGA-A5-A0RA	0	5	23	8	19	0	0	1	1	4	7	4	0	2	11	0
UCEC_TCGA-A5-A0VO	1	11	19	5	21	0	0	0	0	3	11	0	5	5	11	0
UCEC_TCGA-A5-A0VP	0	327	903	172	140	216	0	121	98	133	43	0	7	15	0	11
UCEC_TCGA-A5-A0VQ	3	58	99	14	36	129	5	33	0	41	28	0	0	2	2	0
UCEC_TCGA-A5-A1OF	1446	2211	1529	602	2057	1612	105	2746	965	265	886	3204	482	0	0	375
UCEC_TCGA-A5-A1OG	1	3	7	1	0	5	0	0	3	6	0	3	8	4	6	0
UCEC_TCGA-A5-A1OH	0	0	24	9	26	1	0	2	0	9	16	0	30	36	35	6
UCEC_TCGA-A5-A1OJ	0	11	21	11	2	0	0	0	0	3	2	0	7	0	11	0
UCEC_TCGA-A5-A1OK	3	11	13	5	3	7	0	2	0	0	14	1	8	2	15	0
UCEC_TCGA-A5-A2K2	4	3	18	2	19	14	10	2	0	8	7	7	11	42	40	3
UCEC_TCGA-A5-A2K3	5	289	823	147	224	277	0	162	0	90	76	0	0	2	0	0
UCEC_TCGA-A5-A2K4	0	2	14	2	0	2	3	2	3	1	8	0	2	0	11	0
UCEC_TCGA-A5-A2K5	5934	433	79	2690	804	123	3491	286	0	0	6	515	645	0	3	55
UCEC_TCGA-A5-A2K7	1	126	224	44	12	180	5	93	28	80	50	0	4	17	17	1
UCEC_TCGA-A5-A3LO	2	4	9	3	0	4	0	1	7	2	3	1	2	2	4	0
UCEC_TCGA-A5-A3LP	0	3	9	5	25	2	0	0	0	2	9	0	6	12	0	1
UCEC_TCGA-A5-A7WK	3	1	19	7	8	3	6	0	3	11	2	0	0	32	20	0
UCEC_TCGA-A5-AB3J	0	10	12	3	5	0	3	0	1	2	4	1	0	6	10	0
UCEC_TCGA-AJ-A23M	1	6	5	6	17	0	1	3	3	5	5	1	0	55	40	4
UCEC_TCGA-AJ-A23N	1	5	7	7	0	3	0	0	8	0	5	1	0	13	12	2
UCEC_TCGA-AJ-A23O	6	98	93	50	143	161	45	102	51	265	38	53	0	0	131	24
UCEC_TCGA-AJ-A2QK	1	0	27	2	21	6	3	2	0	12	2	0	5	2	24	0
UCEC_TCGA-AJ-A2QL	1	11	14	4	5	0	0	0	2	0	4	0	5	2	11	1
UCEC_TCGA-AJ-A2QM	3	0	10	6	8	1	2	3	0	8	11	0	27	203	10	0
UCEC_TCGA-AJ-A2QN	1	33	28	4	5	0	0	0	0	3	8	0	0	5	14	0
UCEC_TCGA-AJ-A2QO	5	205	257	60	99	303	5	167	57	192	71	10	0	18	16	5
UCEC_TCGA-AJ-A3BD	1	6	10	10	26	4	0	0	0	7	10	7	0	14	13	0
