Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U
BRCA_TCGA-EW-A1P8	0	4	2	1	2	1	2	0	1	0	2	3	4	0	0	0	0	3	14	0	0
BRCA_TCGA-EW-A1PA	1	3	5	1	0	0	3	0	0	1	0	2	5	0	2	0	0	0	16	0	2
BRCA_TCGA-EW-A1PB	6	0	3	7	8	0	0	4	0	2	0	6	17	2	65	5	0	0	48	9	0
BRCA_TCGA-EW-A1PD	3	2	1	0	2	1	4	2	6	4	0	8	8	5	13	0	2	0	31	0	1
BRCA_TCGA-EW-A1PE	0	4	2	3	3	0	0	2	1	2	0	0	5	1	4	1	2	0	3	4	1
BRCA_TCGA-EW-A1PG	0	1	3	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2
BRCA_TCGA-EW-A1PH	1	4	5	12	0	0	0	0	3	1	5	2	4	0	5	0	1	0	11	4	4
BRCA_TCGA-EW-A2FR	1	2	2	8	0	0	0	0	2	0	3	2	8	0	9	0	0	2	7	6	2
BRCA_TCGA-EW-A2FS	1	2	0	5	0	5	3	2	4	2	4	4	4	2	0	5	0	0	2	0	0
BRCA_TCGA-EW-A2FV	0	1	3	1	2	2	0	2	0	0	3	2	2	0	0	0	0	2	0	7	5
BRCA_TCGA-EW-A2FW	1	3	0	5	0	0	0	0	0	1	0	0	3	0	2	4	0	0	0	3	4
BRCA_TCGA-EW-A423	0	8	3	8	0	1	0	3	8	1	4	8	13	0	15	4	0	0	9	3	0
BRCA_TCGA-EW-A6S9	1	3	2	5	1	2	2	0	0	0	2	2	2	0	3	0	0	0	6	0	0
BRCA_TCGA-EW-A6SA	2	8	7	3	4	15	2	6	12	0	2	7	11	5	12	0	0	0	17	8	2
BRCA_TCGA-EW-A6SB	0	4	6	9	2	1	3	0	3	4	5	5	6	0	3	3	3	0	17	3	4
BRCA_TCGA-EW-A6SC	0	3	0	1	5	3	0	0	2	1	4	4	5	1	4	0	0	0	0	4	2
BRCA_TCGA-EW-A6SD	2	4	2	5	1	2	3	0	0	1	5	0	7	0	25	0	0	3	1	2	5
BRCA_TCGA-GI-A2C8	2	8	1	6	1	7	3	2	9	0	6	3	0	7	20	4	2	5	35	18	9
BRCA_TCGA-GM-A2D9	11	2	32	16	4	0	1	0	16	0	0	0	199	0	347	0	0	17	0	0	0
BRCA_TCGA-GM-A2DA	1	0	4	5	3	8	0	0	2	0	1	0	1	0	7	0	0	1	6	3	3
BRCA_TCGA-GM-A2DB	4	5	4	7	0	15	2	1	2	0	2	3	8	4	8	8	2	0	22	17	14
BRCA_TCGA-GM-A2DC	0	0	0	11	2	0	0	0	0	0	1	3	1	0	0	0	2	0	2	2	3
BRCA_TCGA-GM-A2DD	1	4	3	3	6	2	1	2	1	2	4	4	0	4	4	1	1	0	17	0	8
BRCA_TCGA-GM-A2DF	0	4	3	6	1	6	2	0	1	2	0	8	2	0	5	1	3	0	7	0	2
BRCA_TCGA-GM-A2DH	7	4	8	1	6	8	2	0	5	0	3	16	0	5	91	2	1	16	35	12	10
BRCA_TCGA-GM-A2DI	0	1	8	0	0	5	0	0	2	0	0	3	16	0	47	0	0	7	0	2	0
BRCA_TCGA-GM-A2DK	0	0	3	6	1	0	2	2	2	2	4	0	4	0	2	0	1	2	1	1	4
BRCA_TCGA-GM-A2DL	4	1	2	6	1	1	0	2	1	1	0	0	6	1	7	1	0	7	3	5	0
BRCA_TCGA-GM-A2DM	1	0	2	0	0	2	0	0	1	2	2	0	4	0	2	1	0	0	0	2	8
BRCA_TCGA-GM-A2DN	0	1	1	3	0	0	0	0	1	0	1	0	6	3	0	1	0	0	1	0	1
BRCA_TCGA-GM-A2DO	3	2	24	5	0	0	0	0	7	0	0	1	52	0	122	4	0	0	0	0	0
BRCA_TCGA-GM-A3NW	1	6	5	7	0	5	0	0	3	0	0	0	17	0	38	0	2	0	9	2	0
BRCA_TCGA-GM-A3XL	1	3	4	6	1	0	0	1	7	3	11	6	1	0	36	2	0	5	51	6	0
BRCA_TCGA-GM-A4E0	0	3	3	3	0	7	2	0	2	0	0	0	2	0	0	3	0	0	3	5	1
BRCA_TCGA-GM-A5PV	0	1	3	1	0	6	0	0	0	2	3	2	6	2	5	1	0	0	12	1	2
BRCA_TCGA-GM-A5PX	0	2	2	6	1	0	0	0	5	1	3	4	3	1	6	1	2	0	1	3	1
BRCA_TCGA-HN-A2NL	1	1	1	3	0	12	3	0	0	1	6	5	0	7	8	1	0	5	20	9	8
BRCA_TCGA-HN-A2OB	0	1	1	2	3	3	0	0	0	0	0	1	0	0	3	0	1	0	1	1	2
BRCA_TCGA-JL-A3YX	1	4	2	5	0	2	3	0	4	0	1	0	10	0	13	0	0	2	0	0	2
BRCA_TCGA-LD-A66U	1	4	1	6	12	1	0	0	2	2	0	2	1	1	1	0	0	3	2	3	2
BRCA_TCGA-LD-A74U	1	3	23	19	0	0	0	0	8	0	0	3	104	0	178	0	0	0	0	5	8
BRCA_TCGA-LD-A7W5	1	4	4	7	7	7	0	0	0	0	1	4	4	2	14	7	1	0	0	0	2
BRCA_TCGA-LD-A7W6	1	4	1	1	3	10	0	0	0	1	0	4	5	0	1	0	0	0	3	4	8
BRCA_TCGA-LD-A9QF	0	3	3	4	0	10	0	0	0	1	0	4	2	0	2	0	0	0	6	1	3
BRCA_TCGA-LL-A440	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
BRCA_TCGA-LL-A50Y	0	3	0	5	0	9	0	0	5	3	2	0	7	0	0	0	0	0	1	1	7
BRCA_TCGA-LL-A5YL	0	2	10	9	3	3	0	0	2	0	0	4	22	2	24	3	0	2	0	4	3
BRCA_TCGA-LL-A5YM	0	3	1	3	2	4	0	0	3	0	1	0	9	0	0	0	0	0	7	7	0
BRCA_TCGA-LL-A5YN	0	2	3	8	2	1	0	0	4	2	1	4	4	0	0	1	4	0	4	2	1
BRCA_TCGA-LL-A5YO	1	3	1	0	0	1	0	1	5	1	3	0	1	0	12	1	2	8	20	1	0
BRCA_TCGA-LL-A5YP	4	3	2	0	8	5	0	0	3	1	2	10	8	5	10	3	0	4	25	8	4
BRCA_TCGA-LL-A6FP	2	2	6	4	6	0	0	0	2	0	2	6	13	1	10	0	1	2	5	7	6
BRCA_TCGA-LL-A6FQ	0	7	3	12	4	3	2	0	0	0	5	5	8	0	1	0	0	6	2	6	5
BRCA_TCGA-LL-A6FR	0	1	4	7	2	11	0	0	9	2	2	0	5	0	1	0	0	0	19	0	0
BRCA_TCGA-LL-A73Y	3	3	13	3	11	4	0	3	0	9	5	2	0	3	112	0	2	0	11	9	0
BRCA_TCGA-LL-A73Z	0	3	1	5	0	4	0	1	8	0	1	2	3	0	1	0	1	0	4	6	8
BRCA_TCGA-LL-A740	1	4	2	8	4	0	0	0	5	6	0	8	7	2	3	1	0	0	9	1	7
BRCA_TCGA-LL-A7SZ	3	5	7	6	5	8	0	0	1	0	8	5	4	0	7	0	3	2	2	1	8
BRCA_TCGA-LL-A7T0	1	9	5	6	2	13	0	0	3	1	1	0	8	0	8	2	1	8	3	4	2
BRCA_TCGA-LL-A8F5	3	3	4	7	1	12	4	5	12	5	14	9	12	5	12	8	5	4	56	14	5
BRCA_TCGA-LL-A9Q3	0	7	5	8	1	0	3	0	5	1	0	0	7	2	4	2	1	0	4	7	11
BRCA_TCGA-OK-A5Q2	0	0	8	5	2	10	0	0	1	0	2	0	2	0	5	1	3	0	2	1	1
BRCA_TCGA-OL-A5D6	1	0	4	5	0	12	0	0	2	0	1	2	8	0	4	0	1	0	3	7	7
BRCA_TCGA-OL-A5D7	1	3	1	9	2	0	0	0	5	3	3	2	4	4	11	6	3	0	18	3	2
BRCA_TCGA-OL-A5D8	0	5	1	2	0	5	0	2	0	0	2	5	0	2	3	0	5	2	3	0	2
BRCA_TCGA-OL-A5DA	1	3	14	6	2	2	0	0	5	1	0	3	14	0	50	4	1	0	1	6	1
BRCA_TCGA-OL-A5RU	0	5	1	6	4	2	0	0	0	1	0	3	8	0	0	0	0	0	5	8	3
BRCA_TCGA-OL-A5RV	0	1	1	2	1	5	0	0	2	0	0	0	0	0	0	0	1	0	3	0	1
BRCA_TCGA-OL-A5RW	2	4	8	0	14	2	0	2	3	4	10	12	11	7	99	7	3	0	62	3	0
BRCA_TCGA-OL-A5RX	0	4	3	5	1	0	0	0	3	2	3	0	0	2	2	0	0	2	1	5	2
BRCA_TCGA-OL-A5RY	0	2	0	1	0	1	0	0	3	0	2	0	0	0	2	0	0	0	2	0	0
BRCA_TCGA-OL-A5RZ	4	14	8	16	3	7	2	2	3	4	1	8	10	6	14	0	2	4	30	10	4
BRCA_TCGA-OL-A5S0	0	3	3	9	5	1	0	0	1	2	0	1	3	0	4	2	2	0	5	3	0
BRCA_TCGA-OL-A66H	0	2	0	2	2	0	0	0	1	0	1	0	2	1	0	1	0	2	8	2	3
BRCA_TCGA-OL-A66I	0	4	3	3	0	9	3	0	0	0	1	4	10	1	1	0	0	0	15	2	0
BRCA_TCGA-OL-A66J	3	6	2	4	1	15	2	0	0	0	6	8	8	0	6	1	1	0	3	2	0
BRCA_TCGA-OL-A66K	0	8	1	5	3	2	0	0	1	0	1	1	7	0	1	1	0	0	8	6	2
BRCA_TCGA-OL-A66L	1	3	6	5	1	0	0	0	1	0	3	3	19	0	42	1	0	5	0	0	4
BRCA_TCGA-OL-A66N	0	5	4	8	4	10	2	0	0	0	3	2	4	0	1	0	1	0	0	9	5
BRCA_TCGA-OL-A66O	0	3	1	3	1	10	0	2	0	0	2	3	1	0	2	2	1	0	2	2	3
BRCA_TCGA-OL-A66P	4	4	5	7	8	0	1	3	0	7	5	2	8	10	0	7	0	0	20	18	14
BRCA_TCGA-OL-A6VO	2	4	1	7	0	1	0	0	4	0	2	3	1	0	2	0	1	0	5	1	4
BRCA_TCGA-OL-A6VQ	2	3	5	7	6	0	0	0	0	0	0	0	13	1	35	0	0	0	0	0	10
BRCA_TCGA-OL-A6VR	0	3	1	1	5	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2	0
BRCA_TCGA-OL-A97C	1	5	1	5	6	4	4	2	6	1	2	2	5	0	0	8	0	0	13	1	4
BRCA_TCGA-PE-A5DC	0	6	3	10	2	4	4	0	7	5	4	4	13	8	14	0	7	7	34	18	4
BRCA_TCGA-PE-A5DD	0	4	6	10	0	0	0	0	3	0	4	3	19	4	24	1	0	1	0	5	1
BRCA_TCGA-PE-A5DE	3	7	69	9	11	0	0	0	10	0	0	0	207	0	365	0	0	0	0	0	8
BRCA_TCGA-PL-A8LV	7	4	3	2	1	11	0	2	6	4	10	12	6	4	37	0	1	3	41	0	1
BRCA_TCGA-PL-A8LX	0	2	1	6	10	1	1	0	0	3	1	1	1	2	0	3	2	0	9	2	4
BRCA_TCGA-PL-A8LY	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1
BRCA_TCGA-PL-A8LZ	1	4	6	2	5	2	4	0	1	0	3	5	23	12	4	20	0	0	19	23	2
BRCA_TCGA-S3-A6ZF	1	3	0	17	0	0	0	0	3	2	0	5	0	0	6	2	2	0	6	3	2
BRCA_TCGA-S3-A6ZG	0	3	7	7	2	8	0	0	4	0	4	0	5	0	1	3	3	0	6	5	2
BRCA_TCGA-S3-A6ZH	1	5	4	5	3	2	0	0	1	1	0	0	4	0	1	1	4	0	5	4	4
BRCA_TCGA-S3-AA0Z	4	2	1	13	5	0	0	3	1	1	5	9	2	3	17	0	0	3	3	1	4
BRCA_TCGA-S3-AA10	0	2	1	4	7	7	1	2	3	3	3	11	10	8	15	3	4	0	51	1	14
BRCA_TCGA-S3-AA11	4	3	4	1	7	1	0	0	0	1	2	1	13	4	0	13	0	2	6	21	13
BRCA_TCGA-S3-AA12	0	2	3	7	0	6	1	0	0	1	1	7	5	1	4	3	2	4	4	2	7
BRCA_TCGA-S3-AA14	0	3	1	3	1	5	0	0	1	0	0	0	1	0	5	0	0	0	4	0	0
BRCA_TCGA-S3-AA15	1	2	4	3	2	0	2	0	0	0	0	2	10	0	26	0	2	0	6	0	0
BRCA_TCGA-S3-AA17	0	4	6	4	10	9	0	5	1	1	9	7	1	2	17	11	3	0	31	11	9
BRCA_TCGA-UL-AAZ6	4	4	4	2	11	10	5	2	8	3	4	7	4	0	17	2	3	0	23	18	9
BRCA_TCGA-UU-A93S	5	17	2	1	3	7	5	2	6	2	7	14	13	7	13	4	3	2	47	36	0
BRCA_TCGA-V7-A7HQ	0	2	1	3	1	0	0	0	1	1	0	2	0	0	4	1	0	3	11	1	0
BRCA_TCGA-W8-A86G	0	2	1	1	4	12	0	2	0	1	0	3	1	0	2	2	0	0	2	0	2
BRCA_TCGA-WT-AB41	0	0	3	6	5	4	0	0	3	0	1	2	17	0	13	0	0	1	0	4	3
BRCA_TCGA-WT-AB44	3	9	2	6	1	6	0	2	3	0	2	3	3	1	0	1	1	0	5	8	4
BRCA_TCGA-XX-A899	0	1	8	1	0	3	0	0	5	0	0	3	13	0	16	2	0	0	0	5	3
BRCA_TCGA-XX-A89A	3	5	18	7	4	10	0	4	0	0	4	7	26	0	160	0	0	4	13	0	0
BRCA_TCGA-Z7-A8R5	0	3	0	11	0	5	0	0	5	0	2	0	0	1	1	0	0	3	0	0	3
BRCA_TCGA-Z7-A8R6	2	6	8	5	6	1	0	0	3	0	0	5	19	0	42	0	1	5	0	0	4
COAD_TCGA-3L-AA1B	5	21	19	38	4	19	3	0	1	0	2	8	6	8	7	4	0	5	7	23	0
COAD_TCGA-4N-A93T	6	10	10	22	6	26	3	2	4	0	8	6	0	2	3	3	1	8	9	10	4
COAD_TCGA-4T-AA8H	6	28	10	31	0	22	4	2	12	0	2	29	3	1	3	9	0	2	10	5	0
COAD_TCGA-5M-AAT4	9	30	9	38	2	15	3	8	9	1	3	8	0	11	18	4	20	0	39	21	7
COAD_TCGA-5M-AAT5	8	18	4	32	1	6	1	0	5	1	1	10	1	2	3	1	3	7	6	11	3
COAD_TCGA-5M-AAT6	6	443	128	481	200	394	104	0	123	160	363	0	0	0	3	66	25	0	0	13	0
COAD_TCGA-5M-AATA	3	18	9	22	5	24	0	0	3	4	1	7	2	1	0	2	2	2	3	0	10
COAD_TCGA-5M-AATE	5	23	12	29	0	41	3	2	13	3	0	11	2	0	12	1	6	3	13	5	0
COAD_TCGA-A6-2671	2	13	4	17	4	15	0	4	0	0	0	0	5	0	1	7	0	0	11	11	0
COAD_TCGA-A6-2674	2	21	11	32	0	15	1	4	2	3	3	6	3	9	21	6	3	0	10	15	0
COAD_TCGA-A6-2675	3	25	7	31	0	29	0	0	5	1	2	2	9	0	6	5	1	0	5	9	0
COAD_TCGA-A6-2677	4	22	20	36	6	25	5	5	6	0	6	13	0	1	3	0	2	1	16	25	3
COAD_TCGA-A6-2681	2	19	8	37	2	21	3	6	1	1	11	0	3	14	0	2	6	1	15	22	8
COAD_TCGA-A6-2684	1	24	9	40	1	6	1	0	5	1	5	13	0	2	11	1	1	1	3	17	5
COAD_TCGA-A6-2685	1	7	3	19	1	0	0	0	3	0	2	0	4	7	5	3	0	5	6	1	0
COAD_TCGA-A6-2686	25	389	117	485	301	189	188	0	209	42	166	94	4	2	19	221	22	9	0	6	39
COAD_TCGA-A6-3809	18	193	32	190	149	131	97	15	92	99	184	14	0	37	4	100	43	14	15	36	13
COAD_TCGA-A6-3810	4	23	15	29	1	48	5	2	12	0	8	22	9	0	18	5	12	0	18	17	2
COAD_TCGA-A6-4105	0	32	6	29	2	28	5	4	6	4	7	0	9	16	10	0	3	7	13	29	9
COAD_TCGA-A6-4107	10	25	12	61	9	16	5	4	12	0	14	12	1	5	7	0	3	6	13	23	9
COAD_TCGA-A6-5656	3	28	11	36	0	33	0	0	4	3	3	5	2	1	2	4	2	6	10	11	0
COAD_TCGA-A6-5657	3	11	15	25	3	26	4	0	0	0	0	9	9	11	9	0	0	4	0	28	2
COAD_TCGA-A6-5659	10	33	33	75	11	0	0	2	2	2	9	12	3	24	8	16	1	12	1	47	8
COAD_TCGA-A6-5660	3	19	11	39	7	21	0	2	1	0	10	4	3	3	8	5	0	0	19	12	0
COAD_TCGA-A6-5661	25	277	71	258	130	205	108	0	185	5	93	5	19	0	1	128	6	0	0	35	10
COAD_TCGA-A6-5662	0	11	8	8	4	25	0	0	2	1	3	3	4	0	4	0	0	0	1	13	4
COAD_TCGA-A6-5664	4	9	2	10	2	21	0	4	0	3	6	0	0	0	1	3	2	0	2	5	4
COAD_TCGA-A6-5665	24	309	82	332	226	194	139	0	76	326	234	30	0	23	5	94	37	7	2	54	26
COAD_TCGA-A6-5666	6	15	14	21	0	29	5	2	0	0	5	0	2	0	4	1	5	2	0	12	0
COAD_TCGA-A6-5667	0	3	6	27	3	2	1	2	3	0	0	6	8	3	3	7	0	0	3	10	3
COAD_TCGA-A6-6137	5	15	13	23	1	32	0	0	8	3	4	11	6	0	3	0	3	0	7	25	2
COAD_TCGA-A6-6138	1	13	7	24	11	32	0	3	0	0	7	29	0	1	3	3	1	3	6	6	1
COAD_TCGA-A6-6142	0	9	4	27	6	6	0	5	3	4	1	4	8	0	3	11	3	7	0	8	8
COAD_TCGA-A6-6648	1	22	4	22	10	0	0	4	0	5	6	17	0	2	7	3	0	0	8	3	3
COAD_TCGA-A6-6649	3	22	10	28	4	38	5	0	6	0	5	1	11	0	6	0	3	0	8	11	4
COAD_TCGA-A6-6651	2	14	3	19	0	7	1	2	6	3	8	0	2	1	13	0	2	0	8	22	8
COAD_TCGA-A6-6652	1	8	2	23	10	9	0	0	4	1	3	4	5	6	5	6	4	5	4	3	5
COAD_TCGA-A6-6653	10	189	80	325	142	205	59	0	71	65	64	23	3	0	8	89	18	0	0	28	2
COAD_TCGA-A6-6654	3	46	19	66	0	80	1	1	0	0	2	0	5	0	7	0	1	0	0	11	1
COAD_TCGA-A6-6780	8	197	37	231	122	116	146	6	73	99	218	25	0	18	5	75	32	4	14	33	18
COAD_TCGA-A6-6781	17	452	120	728	188	365	110	0	196	0	142	28	7	0	10	102	6	0	0	0	3
COAD_TCGA-A6-6782	8	14	12	23	0	28	1	0	6	2	3	0	11	7	9	0	6	6	8	36	11
COAD_TCGA-A6-A565	0	76	21	84	42	57	26	0	52	15	43	17	8	0	3	36	3	2	0	1	3
COAD_TCGA-A6-A566	8	24	13	48	4	34	4	2	8	1	0	16	3	5	6	0	0	4	4	32	1
COAD_TCGA-A6-A567	5	6	9	16	0	13	0	0	1	2	1	2	0	0	1	1	2	4	8	6	0
COAD_TCGA-A6-A56B	1	16	10	32	4	18	0	2	0	0	3	1	0	0	4	7	0	2	14	13	4
COAD_TCGA-AA-3489	6	9	9	11	1	24	3	4	7	2	3	4	11	0	6	1	1	5	12	19	9
COAD_TCGA-AA-3492	23	445	110	371	281	271	174	17	201	159	252	27	36	38	17	99	31	0	20	40	62
COAD_TCGA-AA-3496	5	16	13	41	9	14	0	2	2	5	3	3	8	3	3	18	8	0	2	14	3
COAD_TCGA-AA-3502	2	38	25	55	1	32	2	3	8	0	8	5	3	6	4	0	4	10	15	21	5
COAD_TCGA-AA-3506	5	29	17	56	2	29	3	2	3	9	0	5	0	0	4	0	7	0	3	33	4
COAD_TCGA-AA-3510	1343	278	1204	0	263	103	27	633	15	72	0	0	202	0	0	0	0	443	0	0	0
COAD_TCGA-AA-3511	1	11	16	34	6	0	0	15	5	4	2	11	0	4	17	5	11	4	20	0	12
COAD_TCGA-AA-3522	1	3	3	0	1	4	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0
COAD_TCGA-AA-3556	0	7	0	9	1	1	0	0	0	0	2	0	3	0	0	0	1	0	0	2	0
COAD_TCGA-AA-3655	0	18	8	22	6	10	2	2	0	8	1	6	0	2	3	0	1	11	0	4	3
COAD_TCGA-AA-3660	4	32	12	29	9	30	0	0	1	0	0	18	0	2	5	0	1	17	2	16	0
COAD_TCGA-AA-3662	4	9	6	26	0	24	0	2	3	0	5	5	3	0	5	1	0	0	2	16	3
COAD_TCGA-AA-3663	34	237	41	201	295	99	268	16	168	314	279	50	0	53	11	160	74	5	22	10	23
COAD_TCGA-AA-3697	4	22	13	14	0	63	1	1	9	0	1	0	13	6	20	34	10	5	25	30	8
COAD_TCGA-AA-3712	10	11	6	1	5	32	4	0	1	0	0	0	26	9	54	0	0	17	13	8	0
COAD_TCGA-AA-3713	13	259	48	157	119	135	82	0	58	33	76	45	11	22	10	46	23	0	8	25	35
COAD_TCGA-AA-3947	41	488	90	342	316	165	280	25	207	132	271	43	25	57	9	180	104	20	53	42	69
COAD_TCGA-AA-3984	1561	620	1940	117	501	172	121	1172	30	439	0	29	467	50	0	6	38	296	3	0	0
COAD_TCGA-AA-A00N	1427	679	2222	175	439	178	105	985	13	445	0	38	291	66	0	14	65	186	0	0	0
COAD_TCGA-AA-A010	3351	924	1844	134	883	478	647	1109	10	389	63	7	213	668	0	15	162	280	0	0	0
COAD_TCGA-AA-A01P	13	167	52	179	123	160	56	3	62	62	78	0	19	6	4	38	18	1	0	34	21
COAD_TCGA-AA-A01R	9	470	154	667	189	386	131	2	131	44	152	3	0	4	3	106	12	0	0	12	31
COAD_TCGA-AA-A022	18	383	107	325	141	311	113	0	150	54	136	41	0	1	3	76	6	0	2	29	11
COAD_TCGA-AD-5900	11	320	96	287	245	158	169	8	134	52	174	9	4	30	16	130	1	0	0	47	19
COAD_TCGA-AD-6548	1	10	12	47	5	12	0	0	5	5	5	6	0	6	10	0	9	2	0	25	11
COAD_TCGA-AD-6888	1	24	13	41	2	7	5	7	6	5	4	0	0	0	0	4	1	5	7	8	4
COAD_TCGA-AD-6889	25	299	70	340	212	93	166	9	242	55	207	45	6	31	12	168	19	1	0	35	35
COAD_TCGA-AD-6890	4	24	8	26	0	40	0	2	1	0	5	0	4	0	6	0	1	1	0	19	3
COAD_TCGA-AD-6895	10	337	99	302	244	145	67	3	128	67	86	151	86	16	47	59	24	0	36	53	236
COAD_TCGA-AD-6899	5	30	16	42	9	23	2	0	0	0	3	17	10	0	18	9	2	0	14	9	4
COAD_TCGA-AD-6901	6	33	20	53	19	30	10	8	6	0	16	0	9	0	22	0	7	12	20	54	13
COAD_TCGA-AD-6963	1	14	3	26	9	8	0	0	1	2	3	0	0	6	13	4	3	0	7	1	11
COAD_TCGA-AD-6964	14	186	42	165	367	91	121	1	143	256	173	142	36	1	7	28	0	15	8	9	111
COAD_TCGA-AD-6965	4	23	10	38	3	13	7	2	5	0	5	5	6	1	6	0	0	5	18	5	6
COAD_TCGA-AD-A5EJ	29	250	53	234	176	173	184	8	152	51	192	48	7	30	14	82	25	0	7	30	0
COAD_TCGA-AD-A5EK	2	14	4	18	6	18	2	0	0	0	0	12	0	15	10	0	2	6	0	18	0
COAD_TCGA-AM-5820	5	17	6	25	2	15	0	0	0	1	3	7	0	1	5	3	0	0	8	4	0
COAD_TCGA-AM-5821	17	320	46	181	193	142	125	9	71	78	150	18	0	45	4	83	65	9	5	19	24
COAD_TCGA-AU-3779	6	15	6	22	3	37	2	4	3	0	1	8	3	0	5	0	0	8	2	9	9
COAD_TCGA-AU-6004	8	196	68	247	93	129	69	0	66	50	128	10	0	9	6	48	8	4	5	23	0
COAD_TCGA-AY-5543	6	11	13	27	8	24	0	4	0	4	8	9	0	7	9	11	0	4	11	1	8
COAD_TCGA-AY-6196	2	9	10	23	10	34	9	2	16	4	8	17	12	8	9	0	5	8	76	41	11
COAD_TCGA-AY-6197	11	135	42	153	150	69	90	1	77	200	189	41	5	12	3	114	9	0	2	4	19
COAD_TCGA-AY-6386	2	15	11	45	2	8	0	0	7	1	8	7	0	11	5	0	0	0	0	24	2
COAD_TCGA-AY-A54L	6	20	10	32	2	27	8	2	9	0	8	9	7	3	3	0	4	13	12	25	0
COAD_TCGA-AY-A69D	13	29	21	46	9	45	5	4	1	0	9	30	2	10	7	3	0	6	5	22	12
COAD_TCGA-AY-A71X	1	21	14	27	4	20	2	0	0	0	1	7	0	0	4	0	4	0	4	11	0
COAD_TCGA-AY-A8YK	1	13	7	19	5	1	5	2	3	0	5	1	0	5	2	2	2	1	6	12	4
COAD_TCGA-AZ-4308	0	9	7	11	4	21	0	2	0	9	1	4	3	2	3	0	0	2	0	13	5
COAD_TCGA-AZ-4315	2007	846	2528	124	641	266	191	1320	70	752	24	37	418	127	0	32	113	212	0	0	0
COAD_TCGA-AZ-4323	1	4	6	10	0	15	1	0	8	4	1	4	0	1	0	4	6	6	5	0	3
COAD_TCGA-AZ-4614	3	26	8	44	11	29	5	4	5	2	4	2	4	7	13	14	32	4	30	20	5
COAD_TCGA-AZ-4615	12	100	45	145	75	102	84	0	61	54	153	1	10	0	8	63	16	4	0	36	2
COAD_TCGA-AZ-4616	4	17	11	17	0	18	3	5	2	4	9	9	0	0	5	2	5	5	5	7	0
COAD_TCGA-AZ-4681	0	14	4	17	0	13	2	0	4	0	3	8	0	0	7	7	1	8	11	5	0
COAD_TCGA-AZ-4682	2	13	11	25	0	21	0	0	4	0	4	1	4	0	6	1	2	0	1	9	3
COAD_TCGA-AZ-5403	5	12	5	11	1	10	0	5	5	5	0	12	0	1	3	0	3	8	10	4	6
COAD_TCGA-AZ-5407	4	24	5	20	4	29	0	0	4	0	2	8	0	1	0	0	3	5	8	11	3
COAD_TCGA-AZ-6598	25	583	103	416	328	128	182	4	211	131	179	78	0	39	14	143	21	0	0	58	51
COAD_TCGA-AZ-6599	1	21	21	28	0	25	2	0	27	0	0	115	137	1	28	0	0	1	0	12	0
COAD_TCGA-AZ-6600	6	16	8	37	4	19	0	0	0	0	6	2	3	15	10	3	2	0	24	16	11
COAD_TCGA-AZ-6601	19	503	139	740	235	370	197	0	184	27	145	44	0	0	9	160	12	0	0	25	0
COAD_TCGA-AZ-6603	1	10	12	20	0	20	0	2	3	0	4	4	4	3	0	1	0	3	6	5	1
COAD_TCGA-AZ-6605	2	16	19	23	4	14	2	0	14	16	9	6	0	6	8	0	7	0	6	19	0
COAD_TCGA-AZ-6606	2	20	12	45	13	33	5	0	0	0	9	10	10	0	13	0	14	0	2	17	0
COAD_TCGA-AZ-6607	0	6	4	15	0	8	0	6	4	3	6	12	4	4	4	2	4	2	2	8	7
COAD_TCGA-AZ-6608	1	8	5	20	0	19	0	6	10	15	5	2	0	0	4	0	10	4	46	0	65
COAD_TCGA-CA-5254	2	30	13	46	12	40	5	7	0	4	7	6	10	7	4	12	1	7	21	23	10
COAD_TCGA-CA-5255	1	7	6	13	2	12	2	0	4	4	4	0	5	0	0	0	2	0	6	7	0
COAD_TCGA-CA-5256	3	14	7	30	6	6	0	5	3	2	8	5	2	0	0	3	2	0	6	4	0
COAD_TCGA-CA-5796	3	10	4	29	1	2	1	0	2	6	2	6	2	0	0	5	1	3	10	9	0
COAD_TCGA-CA-5797	1	2	2	14	4	10	2	2	2	1	1	9	7	0	4	0	0	1	15	8	4
COAD_TCGA-CA-6715	7	8	11	23	4	7	11	0	0	7	5	6	0	6	2	0	3	2	7	10	4
COAD_TCGA-CA-6716	5	31	12	40	4	56	6	0	4	0	1	0	8	0	7	0	0	6	7	20	0
COAD_TCGA-CA-6717	3336	437	2054	49	323	423	407	2754	24	722	329	107	418	282	0	66	541	525	84	0	84
COAD_TCGA-CA-6718	1614	130	774	0	75	42	72	989	19	102	65	0	37	0	0	0	36	473	0	0	0
COAD_TCGA-CA-6719	6	24	13	43	1	15	2	0	3	15	9	10	1	6	2	0	0	0	0	11	0
COAD_TCGA-CK-4947	1	18	6	26	1	20	0	6	2	1	7	1	3	1	1	2	5	1	15	7	9
