Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_dirichlet_train_fold2.9	999.9999999999985	0.74	996.63	99.663%	293.172	70.094%	0.71743	0.727
UNG_dirichlet_train_fold2.21	999.9999999999985	0.805	925.14	92.514%	144.745	59.578%	0.68664	0.758
UNG_dirichlet_train_fold2.22	999.9999999999982	0.855	712.59	71.259%	111.254	51.978%	0.55278	0.808
OGG1_dirichlet_train_fold2.10	999.999999999998	0.845	841.88	84.188%	212.019	57.98%	0.56887	0.839
UNG_dirichlet_train_fold2.23	999.9999999999981	0.812	747.193	74.719%	120.748	58.323%	0.5544	0.742
OGG1_dirichlet_train_fold2.11	999.9999999999982	0.786	914.252	91.425%	211.108	62.816%	0.66818	0.763
UNG_dirichlet_train_fold2.24	999.9999999999984	0.848	709.062	70.906%	120.343	53.482%	0.49395	0.805
UNG_dirichlet_train_fold2.25	999.9999999999982	0.831	816.332	81.633%	122.964	55.872%	0.67389	0.78
OGG1_dirichlet_train_fold2.12	999.9999999999982	0.818	808.199	80.82%	214.626	60.278%	0.54904	0.805
OGG1_dirichlet_train_fold2.13	999.999999999998	0.764	901.273	90.127%	222.642	65.275%	0.67306	0.738
UNG_dirichlet_train_fold2.26	999.9999999999984	0.839	778.631	77.863%	130.97	56.545%	0.55354	0.809
UNG_dirichlet_train_fold2.27	999.9999999999984	0.867	702.912	70.291%	110.659	49.894%	0.51122	0.829
UNG_dirichlet_train_fold2.28	999.9999999999984	0.869	741.97	74.197%	115.818	50.08%	0.58639	0.835
OGG1_dirichlet_train_fold2.14	999.9999999999986	0.836	829.289	82.929%	203.457	58.014%	0.61656	0.825
OGG1_dirichlet_train_fold2.15	999.9999999999982	0.786	847.952	84.795%	221.31	63.269%	0.59137	0.767
OGG1_dirichlet_train_fold2.16	999.999999999998	0.852	678.862	67.886%	179.945	54.741%	0.48223	0.839
OGG1_dirichlet_train_fold2.17	999.9999999999982	0.792	892.0	89.2%	250.181	64.488%	0.64962	0.781
UNG_dirichlet_train_fold2.29	999.9999999999982	0.744	844.923	84.492%	137.779	66.78%	0.7633	0.64
UNG_dirichlet_train_fold2.30	999.9999999999984	0.894	656.57	65.657%	99.199	44.787%	0.55004	0.863
OGG1_dirichlet_train_fold2.18	999.9999999999983	0.803	741.452	74.145%	211.074	61.286%	0.53877	0.785
OGG1_dirichlet_train_fold2.19	999.999999999998	0.757	1013.706	101.371%	267.003	67.804%	0.80289	0.742
OGG1_dirichlet_train_fold2.20	999.9999999999981	0.841	824.884	82.488%	195.772	57.001%	0.68797	0.829
UNG_dirichlet_train_fold2.31	999.9999999999982	0.807	842.261	84.226%	138.777	59.109%	0.6721	0.756
OGG1_dirichlet_train_fold2.21	999.9999999999985	0.799	819.881	81.988%	214.417	61.805%	0.67545	0.781
UNG_dirichlet_train_fold2.32	999.9999999999984	0.842	713.597	71.36%	126.59	53.998%	0.53637	0.8
UNG_dirichlet_train_fold2.33	999.9999999999984	0.932	535.055	53.506%	82.574	36.84%	0.38751	0.914
UNG_dirichlet_train_fold2.34	999.9999999999982	0.855	706.081	70.608%	114.01	52.338%	0.50406	0.811
OGG1_dirichlet_train_fold2.22	999.9999999999986	0.862	789.377	78.938%	202.382	54.575%	0.59126	0.855
UNG_dirichlet_train_fold2.35	999.9999999999981	0.802	711.426	71.143%	130.933	59.818%	0.51723	0.738
OGG1_dirichlet_train_fold2.23	999.9999999999986	0.854	812.58	81.258%	175.37	54.237%	0.64492	0.84
OGG1_dirichlet_train_fold2.24	999.9999999999982	0.843	768.915	76.892%	174.592	55.253%	0.51089	0.825
OGG1_dirichlet_train_fold2.25	999.9999999999983	0.847	795.701	79.57%	202.936	57.088%	0.5251	0.839
OGG1_dirichlet_train_fold2.26	999.999999999998	0.781	845.932	84.593%	237.052	64.536%	0.57966	0.765
OGG1_dirichlet_train_fold2.27	999.9999999999986	0.858	728.159	72.816%	194.396	54.681%	0.5696	0.849
OGG1_dirichlet_train_fold2.28	999.999999999998	0.819	837.165	83.717%	180.274	58.013%	0.65675	0.796
OGG1_dirichlet_train_fold2.29	999.9999999999986	0.746	957.476	95.748%	259.927	68.274%	0.6896	0.726
UNG_dirichlet_train_fold2.36	999.9999999999983	0.85	718.221	71.822%	113.314	52.752%	0.5477	0.801
OGG1_dirichlet_train_fold2.30	999.9999999999982	0.825	803.698	80.37%	202.828	58.899%	0.54256	0.811
UNG_dirichlet_train_fold2.37	999.9999999999984	0.872	649.994	64.999%	106.654	49.199%	0.65084	0.832
UNG_dirichlet_train_fold2.38	999.9999999999983	0.862	695.95	69.595%	108.563	50.757%	0.55131	0.817
OGG1_dirichlet_train_fold2.31	999.9999999999982	0.823	840.776	84.078%	227.157	60.756%	0.58285	0.815
OGG1_dirichlet_train_fold2.32	999.9999999999982	0.726	946.957	94.696%	295.519	71.049%	0.7054	0.712
OGG1_dirichlet_train_fold2.33	999.9999999999982	0.82	822.064	82.206%	224.015	59.613%	0.62561	0.807
UNG_dirichlet_train_fold2.39	999.9999999999982	0.802	768.638	76.864%	127.392	60.189%	0.75578	0.734
OGG1_dirichlet_train_fold2.34	999.9999999999983	0.813	829.787	82.979%	198.796	59.701%	0.5809	0.794
OGG1_dirichlet_train_fold2.35	999.9999999999981	0.8	832.32	83.232%	215.156	61.824%	0.56193	0.782
UNG_dirichlet_train_fold2.40	999.9999999999982	0.869	676.9	67.69%	105.791	49.55%	0.47363	0.827
OGG1_dirichlet_train_fold2.36	999.999999999998	0.753	861.2	86.12%	239.065	66.834%	0.61624	0.73
UNG_dirichlet_train_fold2.41	999.9999999999983	0.837	770.349	77.035%	119.694	55.273%	0.54944	0.788
UNG_dirichlet_train_fold2.42	999.9999999999982	0.851	711.982	71.198%	107.91	52.546%	0.55342	0.797
OGG1_dirichlet_train_fold2.37	999.9999999999983	0.923	701.677	70.168%	152.956	43.88%	0.48591	0.92
UNG_dirichlet_train_fold2.43	999.9999999999984	0.823	720.142	72.014%	125.231	56.768%	0.52295	0.769
OGG1_dirichlet_train_fold2.38	999.9999999999984	0.764	859.426	85.943%	255.167	66.692%	0.59863	0.749
