Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V
COAD_TCGA-AY-A69D	14	30	23	44	12	31	3	5	1	2	7	15	33	3	6	0	9	0	8	6	19	8
COAD_TCGA-AY-A71X	1	22	15	23	5	19	0	1	0	2	0	0	8	1	2	3	0	3	5	0	10	0
COAD_TCGA-AY-A8YK	1	13	7	10	5	16	4	2	3	1	3	5	1	0	2	0	0	2	6	1	10	4
COAD_TCGA-AZ-4308	0	9	8	16	4	5	0	3	1	10	0	3	5	4	2	5	0	0	2	3	13	3
COAD_TCGA-AZ-4315	2118	817	2381	149	549	120	176	1176	28	652	7	95	3	304	0	824	67	116	0	126	0	0
COAD_TCGA-AZ-4323	1	4	6	12	0	8	1	0	8	5	1	2	4	0	0	8	1	5	4	4	1	4
COAD_TCGA-AZ-4614	3	27	10	33	11	34	4	3	6	4	2	9	5	3	14	7	6	30	29	4	20	8
COAD_TCGA-AZ-4615	12	105	48	123	77	100	89	1	66	60	150	7	3	8	4	13	39	14	9	11	32	0
COAD_TCGA-AZ-4616	4	18	12	19	0	11	3	5	3	6	8	0	10	1	3	0	3	5	6	6	5	0
COAD_TCGA-AZ-4681	0	15	5	14	0	14	3	0	6	0	2	1	10	0	7	0	4	0	11	6	6	0
COAD_TCGA-AZ-4682	2	13	12	24	0	17	0	0	6	0	3	0	2	3	6	0	2	2	0	2	8	5
COAD_TCGA-AZ-5403	5	12	6	8	0	9	0	4	5	4	0	1	10	0	2	14	0	2	8	5	4	7
COAD_TCGA-AZ-5407	4	26	6	24	5	12	0	0	5	1	2	4	10	1	0	0	0	2	7	5	11	6
COAD_TCGA-AZ-6598	25	605	115	255	318	331	186	4	222	148	165	52	64	9	8	69	1	14	7	12	45	39
COAD_TCGA-AZ-6599	0	21	23	23	0	28	0	5	26	0	1	2	108	120	19	15	1	0	0	1	11	15
COAD_TCGA-AZ-6600	7	16	9	27	5	26	0	1	0	1	4	14	1	3	9	5	4	1	21	1	16	11
COAD_TCGA-AZ-6601	19	534	168	547	246	560	193	6	210	76	121	49	34	9	5	11	0	3	0	7	11	0
COAD_TCGA-AZ-6603	1	10	13	17	0	14	0	2	3	0	1	5	4	2	0	6	12	0	5	2	2	0
COAD_TCGA-AZ-6605	3	16	19	19	4	17	0	0	15	17	7	7	7	0	9	0	0	6	4	0	21	0
COAD_TCGA-AZ-6606	2	21	14	37	15	30	3	0	0	2	6	1	10	10	12	3	8	13	2	0	16	0
COAD_TCGA-AZ-6607	0	6	5	9	0	12	0	7	3	2	3	2	10	2	2	6	12	2	0	0	14	4
COAD_TCGA-AZ-6608	1	8	6	18	1	15	0	6	9	14	3	0	0	0	5	9	15	8	32	3	0	67
COAD_TCGA-CA-5254	2	30	14	44	13	34	4	7	0	7	5	10	9	7	3	13	5	0	22	8	19	11
COAD_TCGA-CA-5255	1	8	6	11	3	9	1	0	4	4	3	1	1	4	0	0	3	2	6	0	8	0
COAD_TCGA-CA-5256	3	15	8	17	7	23	0	5	2	3	6	0	5	1	0	2	0	1	6	0	2	0
COAD_TCGA-CA-5796	3	10	5	14	1	25	0	0	2	6	0	0	5	2	0	0	2	0	8	2	10	1
COAD_TCGA-CA-5797	1	2	3	12	5	10	1	3	2	3	0	1	9	6	4	0	1	0	12	1	8	5
COAD_TCGA-CA-6715	7	8	11	13	3	21	9	0	0	6	2	7	4	0	2	7	3	1	4	0	13	2
COAD_TCGA-CA-6716	5	32	14	49	4	22	4	1	7	2	0	5	3	6	5	8	8	0	8	5	19	0
COAD_TCGA-CA-6717	3524	387	1879	227	345	34	377	2505	0	586	245	355	30	188	0	275	1036	543	0	429	0	0
COAD_TCGA-CA-6718	1729	111	717	40	92	10	62	910	1	111	72	33	0	15	0	13	87	53	0	372	0	0
COAD_TCGA-CA-6719	7	25	14	25	1	31	0	0	3	15	6	7	9	2	1	3	1	0	0	1	10	0
COAD_TCGA-CK-4947	1	18	7	22	2	19	0	5	3	2	5	2	1	1	2	3	6	4	11	1	8	10
COAD_TCGA-CK-4948	1	19	6	27	3	17	2	7	5	3	1	2	4	2	4	3	0	0	13	9	10	4
COAD_TCGA-CK-4950	6	17	12	26	13	32	0	6	7	5	0	17	9	4	1	0	0	1	26	7	39	0
COAD_TCGA-CK-4951	0	892	270	278	861	451	56	42	489	279	100	27	786	646	162	0	77	0	112	10	101	817
COAD_TCGA-CK-4952	0	15	11	43	3	28	1	1	0	3	5	7	11	19	4	7	12	10	2	1	18	1
COAD_TCGA-CK-5912	0	10	8	17	3	4	0	0	8	1	0	1	3	3	3	0	5	1	6	0	4	10
COAD_TCGA-CK-5913	10	150	51	129	82	193	86	0	48	82	103	30	7	0	2	0	4	7	8	10	25	22
COAD_TCGA-CK-5914	7	29	15	23	0	27	1	2	5	4	0	3	8	2	5	13	6	1	12	4	17	8
COAD_TCGA-CK-5915	3	18	8	37	0	25	0	2	6	3	5	5	1	3	1	2	4	1	2	0	2	1
COAD_TCGA-CK-5916	26	284	86	263	195	251	76	7	173	146	161	26	26	3	9	0	30	3	13	8	16	16
COAD_TCGA-CK-6746	14	205	53	137	160	136	108	5	125	91	181	36	36	1	2	57	30	24	26	5	21	3
COAD_TCGA-CK-6747	2	32	18	35	1	21	0	3	3	3	7	3	4	5	2	2	0	2	3	3	12	4
COAD_TCGA-CK-6748	0	8	7	18	0	5	1	0	6	3	6	6	3	0	1	3	2	5	5	2	7	3
COAD_TCGA-CK-6751	9	33	18	29	5	29	0	0	14	1	2	5	21	10	2	6	16	2	2	0	25	0
COAD_TCGA-CM-4743	9	203	60	216	122	163	127	1	91	74	132	42	37	11	1	66	5	15	11	7	18	7
COAD_TCGA-CM-4744	7	21	15	39	0	37	1	1	4	7	0	8	3	1	2	8	7	0	2	4	30	4
COAD_TCGA-CM-4746	10	230	64	194	90	175	51	1	35	12	30	18	1	2	5	0	8	6	7	0	2	0
COAD_TCGA-CM-4747	1	26	5	25	0	19	0	4	6	6	1	1	9	6	5	0	1	1	0	5	15	1
COAD_TCGA-CM-4748	4	10	4	13	3	9	1	0	0	3	0	3	4	0	3	12	8	0	0	3	15	0
COAD_TCGA-CM-4750	7	10	4	20	0	24	0	2	4	2	0	4	3	1	1	0	7	2	1	5	19	2
COAD_TCGA-CM-4751	3	28	6	24	0	14	0	3	6	5	7	0	4	0	0	1	5	2	7	1	6	6
COAD_TCGA-CM-4752	7	22	16	35	3	30	1	0	9	3	0	5	4	2	2	10	4	0	10	3	11	1
COAD_TCGA-CM-5341	1	21	9	42	5	27	4	10	1	7	0	0	11	2	12	5	7	0	20	0	13	9
COAD_TCGA-CM-5344	5	13	4	20	2	13	1	2	6	2	0	1	2	0	1	3	1	0	15	2	6	1
COAD_TCGA-CM-5348	2	32	28	46	2	13	2	3	9	8	0	5	14	9	14	18	1	2	27	5	10	3
COAD_TCGA-CM-5349	1	21	15	28	0	28	0	6	5	2	0	3	5	0	3	0	10	3	0	0	11	6
COAD_TCGA-CM-5860	3	21	18	24	2	28	0	0	2	0	4	13	8	0	5	5	0	1	0	0	24	0
COAD_TCGA-CM-5861	8	234	55	126	180	134	150	16	144	333	168	27	34	18	0	41	22	34	30	16	28	25
COAD_TCGA-CM-5862	3	17	9	30	2	15	0	4	3	1	6	6	4	0	3	8	5	4	15	0	0	0
COAD_TCGA-CM-5863	1	11	9	10	1	23	0	5	3	1	0	2	3	1	2	0	4	0	2	6	3	0
COAD_TCGA-CM-5864	7	26	11	24	8	17	0	8	6	4	12	9	29	2	4	8	0	0	55	1	27	8
COAD_TCGA-CM-5868	4	12	9	15	3	17	3	3	12	4	9	1	5	4	5	0	0	2	2	7	6	4
COAD_TCGA-CM-6161	1	12	8	22	12	28	0	1	0	1	3	0	2	6	2	0	4	0	1	0	24	10
COAD_TCGA-CM-6163	1	15	14	24	0	23	0	0	2	4	2	3	8	2	9	4	0	1	9	5	16	1
COAD_TCGA-CM-6164	1	10	7	12	0	6	2	6	0	1	4	6	9	2	0	6	10	0	0	3	9	4
COAD_TCGA-CM-6165	5	13	5	27	9	7	6	1	0	1	6	0	23	1	2	10	0	0	15	7	13	3
COAD_TCGA-CM-6166	5	21	12	12	1	7	1	3	3	3	0	0	4	3	8	7	0	0	0	4	23	1
COAD_TCGA-CM-6167	3	13	6	18	0	16	0	0	3	0	5	4	6	3	0	0	0	0	5	0	15	7
COAD_TCGA-CM-6168	4	36	14	39	15	31	9	0	16	7	13	4	15	3	14	18	9	4	6	5	29	0
COAD_TCGA-CM-6169	4	16	8	29	6	9	1	0	8	6	2	0	5	0	3	1	0	1	0	0	30	7
COAD_TCGA-CM-6170	1	17	7	7	0	39	1	1	11	2	2	0	13	4	9	0	1	4	4	1	3	3
COAD_TCGA-CM-6171	15	232	81	242	100	288	95	9	126	69	105	22	15	2	11	3	29	5	4	1	30	3
COAD_TCGA-CM-6172	1	20	13	18	1	19	0	0	3	0	2	1	11	8	5	1	0	7	7	0	17	6
COAD_TCGA-CM-6674	2	187	72	206	100	163	49	3	76	46	90	0	1	1	8	22	21	6	0	0	6	5
COAD_TCGA-CM-6675	1	15	5	8	0	24	3	1	0	1	2	3	14	1	0	14	4	3	7	0	18	4
COAD_TCGA-CM-6676	3	21	10	21	2	19	0	2	2	1	0	6	12	0	0	11	8	2	0	5	13	5
COAD_TCGA-CM-6677	9	33	13	33	3	19	2	0	0	2	0	3	15	3	1	8	14	2	1	0	19	3
COAD_TCGA-CM-6678	5	26	10	28	0	41	0	5	9	6	0	2	9	7	0	3	10	0	0	0	17	1
COAD_TCGA-CM-6679	1	16	2	9	2	9	0	4	4	5	8	1	4	2	2	9	15	2	0	1	6	4
COAD_TCGA-CM-6680	0	15	14	21	0	16	0	0	0	6	1	0	14	0	2	11	8	0	0	6	10	1
COAD_TCGA-D5-5537	4	20	9	23	4	19	0	4	3	4	1	4	13	2	1	5	0	0	9	1	13	0
COAD_TCGA-D5-5538	5	10	10	19	1	31	0	0	12	3	8	3	3	0	2	15	0	5	10	5	19	2
COAD_TCGA-D5-5539	1	12	7	33	5	17	0	0	4	3	3	2	14	0	6	3	3	7	8	3	15	0
COAD_TCGA-D5-5540	4	25	14	32	5	18	0	3	0	0	0	4	9	3	11	0	11	3	7	5	19	4
COAD_TCGA-D5-5541	0	12	10	14	0	16	0	1	5	4	3	1	10	4	1	0	0	0	3	0	6	1
COAD_TCGA-D5-6529	5	25	13	20	10	29	0	1	7	0	0	1	3	0	5	2	7	0	6	0	13	0
COAD_TCGA-D5-6530	6	206	61	223	131	191	78	0	98	58	87	16	23	0	2	0	6	6	19	1	0	15
COAD_TCGA-D5-6531	8	32	18	47	9	41	1	0	4	3	0	4	6	12	5	0	0	9	16	4	25	10
COAD_TCGA-D5-6532	3	20	15	22	0	20	2	7	6	3	1	3	1	6	17	2	3	6	7	8	3	9
COAD_TCGA-D5-6533	3	12	17	31	8	16	4	4	6	5	1	4	26	0	12	0	9	4	22	10	13	20
COAD_TCGA-D5-6534	5	15	10	31	0	9	3	9	15	3	2	10	12	1	7	4	0	8	34	5	21	5
COAD_TCGA-D5-6535	7	16	10	23	1	20	1	3	8	3	0	14	5	7	18	26	9	8	21	11	20	1
COAD_TCGA-D5-6536	0	23	8	18	0	12	3	0	8	7	1	3	0	3	5	4	0	0	17	1	19	2
COAD_TCGA-D5-6537	8	17	13	31	4	18	2	0	0	2	4	5	0	1	1	0	3	1	4	8	17	4
COAD_TCGA-D5-6538	1	35	15	31	4	23	0	4	5	4	6	1	8	13	0	0	2	1	10	1	15	2
COAD_TCGA-D5-6539	2	9	9	21	2	10	1	1	5	4	4	4	0	5	4	4	5	3	14	9	2	9
COAD_TCGA-D5-6540	20	359	85	158	174	196	123	6	104	32	56	43	20	0	4	29	0	19	24	8	53	1
COAD_TCGA-D5-6541	1	18	8	30	1	18	0	0	3	0	6	0	1	0	7	4	3	0	6	0	7	1
COAD_TCGA-D5-6898	4	15	6	20	0	6	2	0	4	2	3	0	6	0	4	2	0	1	7	4	9	5
COAD_TCGA-D5-6920	3	25	10	29	3	11	0	1	8	1	1	0	2	6	9	10	5	0	3	5	13	6
COAD_TCGA-D5-6922	1	24	11	28	4	15	0	0	3	2	3	0	14	0	12	6	0	5	16	3	2	1
COAD_TCGA-D5-6924	4	15	10	33	11	29	0	4	0	3	0	4	8	8	4	1	6	6	19	5	18	10
COAD_TCGA-D5-6926	3	15	9	22	4	26	0	6	0	3	9	2	3	2	12	9	6	1	10	4	12	4
COAD_TCGA-D5-6927	13	123	31	94	71	86	61	0	55	82	101	13	11	4	0	38	12	8	5	1	0	4
COAD_TCGA-D5-6928	38	492	82	213	248	206	182	6	155	71	90	35	65	22	12	53	19	0	14	13	22	38
COAD_TCGA-D5-6929	2	16	9	10	0	20	7	6	6	4	6	12	8	7	12	1	1	5	5	11	7	6
COAD_TCGA-D5-6930	20	486	69	159	252	136	53	1	103	31	20	69	31	41	3	21	0	14	3	10	10	29
COAD_TCGA-D5-6931	5	35	18	31	9	25	1	23	12	9	3	13	47	9	5	10	4	106	5	9	24	12
COAD_TCGA-D5-6932	7	12	7	15	6	16	6	11	3	6	5	6	9	0	4	0	4	6	27	0	12	14
COAD_TCGA-D5-7000	0	18	12	31	4	12	1	2	3	0	1	2	7	1	9	6	1	1	11	0	24	2
COAD_TCGA-DM-A0X9	5	22	20	32	8	33	1	2	8	3	1	10	13	7	9	0	11	5	13	8	22	5
COAD_TCGA-DM-A0XD	5	32	19	21	12	49	0	4	1	0	1	4	6	10	12	0	10	3	8	10	18	2
COAD_TCGA-DM-A0XF	2	7	12	13	3	13	3	7	16	5	2	3	10	5	7	0	2	2	17	7	25	13
COAD_TCGA-DM-A1D0	1	12	6	28	0	8	3	6	5	2	3	10	9	0	12	0	11	3	20	3	5	7
COAD_TCGA-DM-A1D4	8	37	16	42	0	35	5	3	8	6	8	6	2	2	5	10	5	2	2	6	21	6
COAD_TCGA-DM-A1D6	0	19	11	30	3	19	2	7	6	6	1	2	0	8	10	0	2	1	6	2	15	2
COAD_TCGA-DM-A1D7	3	16	6	28	9	15	1	7	5	0	3	11	19	0	7	12	0	0	22	0	14	15
COAD_TCGA-DM-A1D8	7	21	15	20	0	25	5	1	4	4	5	5	13	0	9	10	1	10	21	9	25	18
COAD_TCGA-DM-A1D9	4	7	12	19	4	18	5	2	5	3	0	11	8	3	4	5	10	1	30	6	5	18
COAD_TCGA-DM-A1DA	8	35	14	38	18	23	13	2	6	4	5	10	36	4	5	3	0	22	52	16	49	14
COAD_TCGA-DM-A1DB	1	10	7	11	1	10	1	0	6	3	1	0	5	1	8	0	9	5	2	1	11	0
COAD_TCGA-DM-A1HA	5	27	6	33	0	23	0	2	3	3	0	9	5	1	8	19	0	0	18	4	20	5
COAD_TCGA-DM-A1HB	9	180	50	153	122	127	103	0	86	141	228	46	0	17	0	66	7	30	34	14	42	10
COAD_TCGA-DM-A280	5	19	8	20	4	20	0	12	2	2	0	1	6	2	2	14	1	31	0	1	28	0
COAD_TCGA-DM-A282	5	14	13	26	0	23	2	0	4	7	0	0	6	7	9	1	2	0	3	3	10	3
COAD_TCGA-DM-A285	2	22	14	18	0	21	0	7	4	4	9	10	9	6	9	3	22	7	12	20	23	13
COAD_TCGA-DM-A288	3	15	4	14	5	15	1	0	0	2	2	3	4	4	13	0	1	15	8	0	9	2
COAD_TCGA-DM-A28A	8	21	10	26	0	30	2	0	8	4	12	4	2	1	9	7	0	0	5	13	29	0
COAD_TCGA-DM-A28C	4	16	7	24	1	14	0	2	8	0	5	2	5	0	10	1	2	1	6	4	23	3
COAD_TCGA-DM-A28E	4	11	8	16	3	15	0	0	4	4	10	0	0	3	2	8	11	2	5	1	10	1
COAD_TCGA-DM-A28F	9	31	16	23	14	29	8	4	1	8	1	3	22	8	23	4	15	41	38	10	16	9
COAD_TCGA-DM-A28G	1	15	8	27	7	24	0	2	1	2	7	6	12	2	6	22	2	3	0	0	18	0
COAD_TCGA-DM-A28H	3	19	9	21	2	5	0	6	7	0	6	5	11	2	19	17	10	0	5	6	6	6
COAD_TCGA-DM-A28K	4	18	10	36	0	19	1	0	8	0	0	1	8	3	1	17	0	2	8	1	6	0
COAD_TCGA-DM-A28M	1	19	12	24	3	19	0	2	0	2	10	1	7	5	1	0	12	4	0	2	9	0
COAD_TCGA-F4-6459	4	11	14	18	1	16	4	3	11	4	12	3	9	6	19	0	0	9	17	3	5	7
COAD_TCGA-F4-6460	8	17	14	15	5	27	3	7	5	3	5	3	11	5	7	8	2	0	27	5	8	14
COAD_TCGA-F4-6461	3	26	13	33	9	11	2	2	7	8	14	2	28	2	3	0	2	1	9	6	9	3
COAD_TCGA-F4-6463	1	19	10	17	3	18	0	0	3	0	0	1	5	0	1	7	4	0	0	2	2	2
COAD_TCGA-F4-6569	7	12	11	25	6	12	1	0	2	4	2	4	8	1	9	2	0	23	12	8	5	4
COAD_TCGA-F4-6570	22	319	97	211	231	238	153	17	159	128	87	51	50	29	18	13	20	75	15	17	50	58
COAD_TCGA-F4-6703	9	106	27	61	96	58	43	5	16	31	76	16	27	2	9	0	20	21	16	7	7	15
COAD_TCGA-F4-6704	1	15	8	9	0	10	1	3	2	0	7	2	7	3	5	7	5	2	4	0	13	1
COAD_TCGA-F4-6805	5	8	5	18	7	12	3	1	2	3	0	0	0	0	0	4	14	1	8	0	4	3
COAD_TCGA-F4-6806	5	21	9	28	0	14	1	0	5	2	8	0	12	6	5	7	8	0	4	4	1	8
COAD_TCGA-F4-6807	8	10	5	16	5	16	16	0	0	3	6	9	34	2	3	9	1	2	33	5	29	13
COAD_TCGA-F4-6808	3	19	11	27	4	38	2	0	0	2	1	5	14	0	3	14	0	5	14	4	13	5
COAD_TCGA-F4-6809	8	15	6	18	9	9	3	6	2	11	0	7	13	0	18	7	9	11	16	5	26	10
COAD_TCGA-F4-6854	0	10	7	18	2	18	4	5	13	2	1	3	6	3	5	5	5	3	9	1	25	7
COAD_TCGA-F4-6855	4	21	7	18	0	20	4	2	4	2	0	4	6	6	7	2	6	0	16	6	16	0
COAD_TCGA-F4-6856	4	365	43	117	196	122	37	8	63	64	50	24	27	8	4	31	0	4	4	5	8	32
COAD_TCGA-G4-6293	5	18	10	17	5	26	0	3	8	1	6	2	18	4	2	0	3	0	6	2	14	3
COAD_TCGA-G4-6294	3	23	7	15	7	14	4	0	13	5	2	11	3	0	17	4	0	10	30	0	22	18
COAD_TCGA-G4-6295	2	22	13	24	2	9	2	4	12	8	8	10	4	9	5	0	3	1	36	5	15	14
COAD_TCGA-G4-6297	3	9	14	27	0	16	4	0	7	0	3	5	2	2	0	4	0	0	6	0	4	5
COAD_TCGA-G4-6298	5	13	6	28	3	19	0	0	1	1	0	0	13	1	0	0	3	0	2	6	6	0
COAD_TCGA-G4-6299	4	19	11	14	1	31	4	7	9	5	2	14	4	4	6	5	14	1	35	2	12	7
COAD_TCGA-G4-6302	11	169	77	150	87	103	120	5	113	58	113	19	22	2	9	13	6	7	9	7	47	15
COAD_TCGA-G4-6303	7	16	16	32	6	12	0	3	6	2	3	0	5	1	2	0	1	0	5	4	10	0
COAD_TCGA-G4-6304	9	232	61	132	120	137	65	4	107	79	100	23	42	2	8	7	2	2	8	11	27	20
COAD_TCGA-G4-6306	2	25	10	28	3	14	4	2	5	2	12	9	2	4	3	1	1	3	0	7	14	0
COAD_TCGA-G4-6307	4	14	7	7	6	19	2	3	1	2	0	0	7	3	7	0	2	3	4	8	13	2
COAD_TCGA-G4-6309	8	166	58	229	82	172	48	4	42	36	65	16	0	3	0	13	7	4	9	4	0	6
COAD_TCGA-G4-6310	3	33	15	29	2	17	0	0	4	0	3	6	15	1	4	5	3	1	3	4	5	7
COAD_TCGA-G4-6311	7	20	13	20	0	34	1	7	10	6	0	7	4	5	4	0	5	7	12	2	33	6
COAD_TCGA-G4-6314	4	28	16	32	7	20	3	3	0	5	3	15	0	7	15	4	5	1	19	2	0	1
COAD_TCGA-G4-6315	5	23	12	37	11	16	0	2	0	7	0	2	14	3	13	0	6	3	8	5	23	5
COAD_TCGA-G4-6317	3	20	14	27	0	26	0	0	7	3	0	0	15	1	5	6	3	0	8	2	1	1
COAD_TCGA-G4-6320	20	253	87	254	79	209	91	2	123	41	13	25	69	16	5	6	0	0	11	27	76	5
COAD_TCGA-G4-6321	2	17	8	20	0	11	0	2	8	0	1	3	4	5	1	0	0	0	0	1	18	1
COAD_TCGA-G4-6322	4	13	10	19	1	23	0	0	0	6	1	1	24	3	3	0	0	0	5	1	10	0
COAD_TCGA-G4-6323	5	20	5	18	11	21	0	0	0	6	2	3	3	2	5	0	9	2	1	7	14	2
COAD_TCGA-G4-6586	11	218	71	224	124	184	68	0	61	79	137	29	27	0	1	49	26	23	21	4	19	0
COAD_TCGA-G4-6588	23	400	66	258	301	235	208	3	196	237	234	50	69	9	0	145	38	29	27	8	8	34
COAD_TCGA-G4-6625	0	12	8	25	4	20	0	6	7	0	13	6	11	1	5	4	1	0	21	3	17	2
COAD_TCGA-G4-6626	0	29	17	32	6	33	0	0	0	2	0	5	7	3	5	0	11	0	6	2	29	2
COAD_TCGA-G4-6627	4	16	7	35	3	9	1	2	2	2	2	6	6	2	4	9	1	0	6	1	13	2
COAD_TCGA-G4-6628	36	467	71	227	202	240	248	6	432	63	126	16	101	33	7	0	9	15	37	14	34	32
COAD_TCGA-NH-A50T	4	29	20	30	3	24	0	3	4	2	0	4	4	4	2	0	1	0	9	0	20	2
COAD_TCGA-NH-A50U	7	16	9	16	1	18	1	6	1	2	4	0	6	2	4	10	3	2	0	2	7	1
COAD_TCGA-NH-A50V	9	34	10	44	11	29	1	0	3	5	0	8	10	4	1	0	1	0	10	9	23	4
COAD_TCGA-NH-A5IV	17	510	131	421	287	393	162	1	359	223	227	16	78	21	3	30	56	8	35	14	19	22
COAD_TCGA-NH-A6GA	2	10	14	17	0	27	2	1	7	1	0	5	0	10	5	0	0	1	5	9	15	0
COAD_TCGA-NH-A6GB	5	30	14	45	2	18	0	2	14	5	1	3	28	5	3	8	6	2	11	13	14	6
COAD_TCGA-NH-A6GC	7	20	11	31	0	1	5	2	4	0	0	5	6	4	12	0	3	4	22	1	13	5
COAD_TCGA-NH-A8F7	5	16	10	30	10	21	0	0	0	3	0	8	12	3	4	0	2	1	18	8	18	1
COAD_TCGA-NH-A8F8	4	24	6	23	0	24	0	0	9	2	0	5	12	7	1	0	0	1	0	6	35	1
COAD_TCGA-QG-A5YV	6	36	16	43	12	24	0	4	0	4	1	5	13	3	8	0	6	8	16	6	16	0
COAD_TCGA-QG-A5YW	7	27	14	26	6	16	0	5	8	4	12	8	8	1	1	0	12	3	24	9	12	0
COAD_TCGA-QG-A5YX	4	20	6	26	2	29	0	0	0	0	0	2	7	2	1	0	3	1	7	0	8	0
COAD_TCGA-QG-A5Z1	3	26	12	26	4	9	0	7	4	5	0	7	8	1	1	0	3	1	8	4	4	0
COAD_TCGA-QG-A5Z2	13	217	70	201	144	159	86	15	106	49	67	17	28	1	3	23	13	5	27	7	17	22
COAD_TCGA-QL-A97D	14	47	19	36	12	39	1	6	6	12	0	17	17	1	9	0	13	1	29	8	27	18
COAD_TCGA-RU-A8FL	1	27	10	15	9	18	2	2	10	5	4	4	18	0	10	8	1	7	27	7	18	4
COAD_TCGA-SS-A7HO	4	22	6	39	14	19	1	1	2	0	0	10	12	4	3	5	4	0	10	13	37	15
COAD_TCGA-T9-A92H	8	20	11	32	4	19	3	6	12	0	0	9	20	3	12	9	20	6	16	11	16	23
COAD_TCGA-WS-AB45	12	635	278	742	242	644	141	2	222	114	180	46	0	0	5	42	7	16	1	0	0	0
UCEC_TCGA-2E-A9G8	0	7	2	6	1	3	0	9	8	1	1	0	3	2	5	5	0	3	24	1	2	5
UCEC_TCGA-4E-A92E	0	2	29	7	0	3	0	8	2	0	4	0	0	66	94	29	5	0	0	0	3	4
UCEC_TCGA-5B-A90C	4	4	3	6	8	8	1	0	0	0	1	8	4	0	0	5	0	1	9	3	4	2
UCEC_TCGA-5S-A9Q8	1	8	10	5	2	14	1	2	3	0	1	3	5	0	1	1	2	0	5	1	4	1
UCEC_TCGA-A5-A0G1	1384	1331	647	752	1127	935	2192	289	1399	437	185	2473	975	718	26	200	91	205	196	65	356	425
UCEC_TCGA-A5-A0GQ	1	8	3	15	0	9	0	0	2	1	4	2	8	4	5	0	1	0	8	0	9	2
UCEC_TCGA-A5-A0R6	0	3	4	9	1	12	0	0	5	0	0	1	9	1	3	0	3	0	8	0	3	4
UCEC_TCGA-A5-A0R7	1	3	1	8	6	10	0	2	3	0	2	1	7	1	0	5	6	3	25	4	2	2
UCEC_TCGA-A5-A0R8	1	10	5	11	0	10	1	0	4	5	1	0	7	7	0	0	0	0	1	0	17	7
UCEC_TCGA-A5-A0R9	0	3	5	7	3	19	0	2	0	1	1	3	2	0	1	0	0	0	6	0	2	0
UCEC_TCGA-A5-A0RA	0	9	8	14	4	17	0	0	0	4	2	5	2	0	2	1	2	0	7	1	7	0
UCEC_TCGA-A5-A0VO	1	14	5	10	0	22	0	1	3	1	1	1	3	6	3	3	0	0	0	4	11	3
UCEC_TCGA-A5-A0VP	2	390	188	567	121	351	81	5	199	115	98	0	0	17	11	12	0	5	14	0	0	10
UCEC_TCGA-A5-A0VQ	3	61	16	61	22	59	25	6	123	5	33	2	7	6	1	0	1	0	6	2	5	6
UCEC_TCGA-A5-A1OF	1581	2054	601	1125	1709	1247	2757	249	978	991	418	2391	630	425	0	461	514	354	0	0	0	0
UCEC_TCGA-A5-A1OG	1	3	1	6	6	0	0	0	1	2	5	2	0	6	4	0	2	0	4	2	0	2
UCEC_TCGA-A5-A1OH	0	3	8	17	2	14	1	0	2	2	7	0	13	23	29	20	0	5	35	5	2	6
UCEC_TCGA-A5-A1OJ	0	11	10	15	3	7	0	0	0	0	1	0	1	5	0	1	5	0	6	0	3	0
UCEC_TCGA-A5-A1OK	2	10	5	8	5	8	1	0	5	0	0	3	10	6	1	0	4	0	5	4	3	4
UCEC_TCGA-A5-A2K2	3	6	2	13	9	11	2	10	9	1	6	5	5	11	35	6	2	2	34	0	16	2
UCEC_TCGA-A5-A2K3	9	362	164	516	104	369	112	5	274	40	59	15	5	13	1	32	4	0	6	5	0	0
UCEC_TCGA-A5-A2K4	0	4	2	7	3	5	1	2	0	1	0	0	6	1	0	0	7	0	5	0	4	2
UCEC_TCGA-A5-A2K5	5653	397	2500	258	400	112	331	2642	55	293	0	384	67	506	0	0	104	111	0	1251	0	0
UCEC_TCGA-A5-A2K7	3	125	47	143	63	83	73	5	148	25	64	2	31	10	10	14	16	0	2	5	3	10
UCEC_TCGA-A5-A3LO	1	4	3	6	5	0	1	0	0	4	2	0	6	1	2	3	2	0	2	2	0	0
UCEC_TCGA-A5-A3LP	0	6	5	5	6	14	0	0	2	0	1	0	4	7	13	4	0	2	3	1	1	0
UCEC_TCGA-A5-A7WK	2	4	7	12	2	7	0	4	2	3	8	0	1	2	28	3	0	0	14	1	9	6
UCEC_TCGA-A5-AB3J	0	8	3	7	1	6	0	3	0	1	1	2	1	1	4	5	4	0	0	1	6	3
UCEC_TCGA-AJ-A23M	1	6	5	3	0	9	2	2	3	3	1	1	0	7	46	7	9	3	25	5	9	5
UCEC_TCGA-AJ-A23N	1	4	6	6	3	0	0	0	1	5	0	0	7	0	14	1	3	2	7	0	2	2
UCEC_TCGA-AJ-A23O	10	90	47	67	100	74	95	30	103	55	209	42	25	0	0	50	23	20	51	18	53	98
UCEC_TCGA-AJ-A2QK	1	6	3	17	1	16	1	3	7	3	8	0	0	4	0	4	0	0	18	5	8	2
