Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V
BRCA_TCGA-E9-A3X8	0	2	1	2	2	3	0	0	0	0	0	0	7	3	6	0	0	2	8	0	0	1
BRCA_TCGA-E9-A54Y	0	4	3	3	1	8	0	1	2	1	1	0	0	13	8	3	0	0	0	4	5	1
BRCA_TCGA-E9-A5FK	1	2	1	3	3	3	0	0	3	0	1	0	4	3	2	0	1	0	4	2	4	2
BRCA_TCGA-E9-A5FL	3	6	5	1	7	3	1	2	3	4	5	6	11	0	23	4	5	1	22	0	14	7
BRCA_TCGA-E9-A5UO	0	3	1	3	3	5	1	0	2	1	0	1	5	0	2	0	2	0	5	0	4	0
BRCA_TCGA-E9-A6HE	0	3	2	1	2	5	0	0	0	1	0	0	2	3	0	0	0	1	0	0	2	0
BRCA_TCGA-EW-A1IW	1	2	3	3	0	13	0	5	4	0	0	0	4	16	40	16	4	0	0	0	9	7
BRCA_TCGA-EW-A1IX	1	0	1	0	2	0	0	0	4	0	1	1	0	8	20	0	0	0	2	1	1	0
BRCA_TCGA-EW-A1IY	0	0	6	0	1	3	1	1	1	3	0	1	0	12	7	1	1	0	0	0	0	0
BRCA_TCGA-EW-A1IZ	1	55	29	61	34	26	37	2	39	35	37	1	17	5	0	32	10	3	0	0	1	10
BRCA_TCGA-EW-A1J1	0	3	2	2	0	2	2	0	0	0	0	0	1	1	0	0	0	2	4	0	2	2
BRCA_TCGA-EW-A1J3	0	2	0	1	0	2	0	0	0	3	0	2	5	7	0	2	1	0	5	0	0	0
BRCA_TCGA-EW-A1J5	0	0	26	5	0	2	0	17	5	0	0	0	0	135	275	59	0	0	0	8	0	8
BRCA_TCGA-EW-A1J6	0	2	1	6	0	2	0	1	1	1	0	4	4	0	2	1	0	0	8	0	11	0
BRCA_TCGA-EW-A1OV	0	0	8	4	0	4	0	6	1	0	0	0	0	34	53	21	0	0	0	0	5	4
BRCA_TCGA-EW-A1OX	0	2	1	1	2	0	0	0	1	0	0	0	0	3	4	0	1	0	3	0	1	2
BRCA_TCGA-EW-A1OZ	1	5	4	6	0	12	0	1	5	0	2	5	1	6	7	3	4	5	8	1	0	0
BRCA_TCGA-EW-A1P0	0	0	1	2	2	0	2	0	2	0	3	1	2	0	1	0	0	2	3	2	5	0
BRCA_TCGA-EW-A1P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BRCA_TCGA-EW-A1P3	0	0	1	2	0	6	0	0	1	0	2	0	3	4	0	0	2	0	2	0	4	1
BRCA_TCGA-EW-A1P4	1	1	3	6	10	3	0	0	0	2	0	1	0	0	9	0	19	1	16	0	3	2
BRCA_TCGA-EW-A1P5	1	7	1	2	2	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0
BRCA_TCGA-EW-A1P6	0	2	1	5	0	0	0	0	1	1	0	0	2	3	0	0	4	0	0	0	6	1
BRCA_TCGA-EW-A1P7	0	0	0	0	4	2	0	0	1	1	0	0	1	0	0	1	0	1	8	0	0	0
BRCA_TCGA-EW-A1P8	0	4	2	1	2	1	1	0	1	1	2	1	3	4	0	0	0	0	14	2	0	0
BRCA_TCGA-EW-A1PA	1	3	5	1	0	1	3	0	0	1	0	0	1	4	2	0	4	0	12	0	0	3
BRCA_TCGA-EW-A1PB	4	0	3	3	8	7	0	3	1	3	0	1	5	20	68	0	4	0	43	3	5	1
BRCA_TCGA-EW-A1PD	2	2	1	0	2	0	3	2	6	4	0	5	7	8	14	3	0	2	26	0	0	6
BRCA_TCGA-EW-A1PE	0	4	2	1	3	3	0	3	0	1	0	0	0	4	2	4	1	1	5	0	4	0
BRCA_TCGA-EW-A1PG	0	1	4	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2
BRCA_TCGA-EW-A1PH	1	4	5	3	0	9	0	0	2	1	3	0	0	3	6	2	4	1	8	0	5	5
BRCA_TCGA-EW-A2FR	1	2	2	3	0	6	0	0	3	0	3	0	1	7	10	0	1	0	6	1	5	3
BRCA_TCGA-EW-A2FS	1	1	0	5	0	6	3	1	3	1	4	2	4	3	1	6	0	0	2	0	0	2
BRCA_TCGA-EW-A2FV	0	1	3	2	2	0	0	2	0	0	2	0	2	1	0	1	2	0	0	2	8	4
BRCA_TCGA-EW-A2FW	1	3	0	3	0	7	0	0	0	1	0	0	0	2	1	1	1	0	0	0	2	4
BRCA_TCGA-EW-A423	0	8	4	4	0	7	0	4	8	2	4	0	8	11	13	0	5	0	8	0	0	2
BRCA_TCGA-EW-A6S9	1	3	2	4	2	3	1	1	0	0	3	0	1	3	2	0	0	0	5	0	0	0
BRCA_TCGA-EW-A6SA	2	7	7	9	3	1	1	7	13	2	2	5	8	9	11	7	0	0	15	1	8	5
BRCA_TCGA-EW-A6SB	0	4	6	4	2	8	3	0	3	2	3	0	2	4	5	0	12	3	13	0	3	4
BRCA_TCGA-EW-A6SC	0	3	0	2	4	0	0	1	2	1	4	1	5	4	3	5	2	0	0	0	2	0
BRCA_TCGA-EW-A6SD	2	4	2	3	1	3	3	2	0	1	4	0	0	8	20	5	1	0	0	3	1	5
BRCA_TCGA-GI-A2C8	3	8	2	7	0	5	3	2	9	0	5	7	5	0	19	6	3	1	32	4	16	11
BRCA_TCGA-GM-A2D9	0	0	30	7	0	12	0	19	11	0	0	0	0	190	299	52	0	0	0	19	0	6
BRCA_TCGA-GM-A2DA	1	0	4	7	4	2	0	0	3	0	2	0	0	2	7	0	0	0	5	1	3	4
BRCA_TCGA-GM-A2DB	4	5	4	11	1	4	3	0	3	0	1	4	5	6	9	3	15	1	17	2	16	14
BRCA_TCGA-GM-A2DC	0	0	1	5	2	9	0	0	0	0	0	0	2	1	0	0	0	1	2	0	1	3
BRCA_TCGA-GM-A2DD	1	4	3	2	5	4	1	2	1	2	4	3	3	0	4	6	0	1	14	0	0	8
BRCA_TCGA-GM-A2DF	0	4	3	6	1	4	1	0	1	3	0	0	8	3	6	0	0	3	8	0	0	2
BRCA_TCGA-GM-A2DH	6	4	8	5	6	1	1	1	6	1	3	6	20	7	91	0	0	2	26	12	11	15
BRCA_TCGA-GM-A2DI	0	0	8	3	0	0	0	2	1	0	0	0	2	16	41	9	0	0	0	6	0	3
BRCA_TCGA-GM-A2DK	0	0	3	2	1	7	1	3	2	2	3	0	0	3	1	0	1	0	1	2	2	3
BRCA_TCGA-GM-A2DL	4	1	3	3	1	5	0	2	1	1	0	1	0	6	7	1	0	0	3	6	4	0
BRCA_TCGA-GM-A2DM	1	0	2	1	0	0	0	0	1	1	1	0	0	3	1	2	7	0	0	0	2	5
BRCA_TCGA-GM-A2DN	0	1	1	1	0	3	0	0	1	0	1	2	0	3	0	0	3	0	1	0	1	1
BRCA_TCGA-GM-A2DO	0	1	22	2	0	5	0	5	6	0	0	0	0	53	107	12	3	0	0	2	0	2
BRCA_TCGA-GM-A3NW	0	6	5	6	0	4	0	0	4	0	0	0	0	17	39	0	3	2	5	0	1	3
BRCA_TCGA-GM-A3XL	1	3	4	2	0	7	0	0	7	2	10	0	3	4	38	0	9	0	43	4	5	2
BRCA_TCGA-GM-A4E0	0	3	3	5	0	1	2	0	2	0	0	1	0	1	0	0	9	0	2	0	5	0
BRCA_TCGA-GM-A5PV	0	1	3	4	0	0	0	1	0	3	2	2	2	5	4	3	3	0	11	0	1	2
BRCA_TCGA-GM-A5PX	0	2	2	1	0	6	0	0	5	0	3	0	3	2	5	7	2	1	1	0	2	0
BRCA_TCGA-HN-A2NL	1	1	2	8	0	1	3	0	0	1	5	7	5	0	8	6	6	0	20	3	6	8
BRCA_TCGA-HN-A2OB	0	1	1	3	3	0	0	0	0	0	0	0	2	0	3	0	1	2	1	0	0	2
BRCA_TCGA-JL-A3YX	1	4	2	3	0	3	3	1	4	0	1	0	0	9	11	4	1	0	0	1	0	1
BRCA_TCGA-LD-A66U	1	4	1	3	13	5	0	0	1	2	0	1	2	1	0	3	1	0	2	2	1	1
BRCA_TCGA-LD-A74U	0	2	21	7	0	15	0	11	3	0	0	0	0	95	146	34	5	0	0	0	0	13
BRCA_TCGA-LD-A7W5	1	4	4	7	8	6	0	1	0	0	2	2	6	4	12	1	3	1	0	0	0	3
BRCA_TCGA-LD-A7W6	1	4	1	6	2	0	0	0	1	1	0	0	4	4	1	6	2	0	2	0	3	8
BRCA_TCGA-LD-A9QF	0	3	3	6	0	2	0	0	0	2	0	0	5	1	2	0	5	0	5	0	1	4
BRCA_TCGA-LL-A440	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
BRCA_TCGA-LL-A50Y	0	3	0	8	0	2	0	0	5	4	2	1	0	6	0	0	4	0	1	0	0	7
BRCA_TCGA-LL-A5YL	0	2	11	6	2	7	0	2	2	2	0	2	3	20	18	6	0	0	0	3	3	4
BRCA_TCGA-LL-A5YM	0	3	1	3	2	2	0	0	4	0	0	0	0	7	2	0	2	0	6	0	7	1
BRCA_TCGA-LL-A5YN	0	2	3	3	2	6	0	0	5	3	1	0	4	3	0	0	0	3	5	0	1	2
BRCA_TCGA-LL-A5YO	1	3	1	1	0	0	0	0	5	2	3	1	1	2	14	0	2	3	16	6	0	0
BRCA_TCGA-LL-A5YP	3	3	2	2	8	0	0	0	3	1	2	5	12	7	10	3	3	0	27	3	7	4
BRCA_TCGA-LL-A6FP	2	2	6	0	7	5	0	1	1	1	2	0	4	12	8	0	3	1	4	2	8	6
BRCA_TCGA-LL-A6FQ	0	8	4	7	4	9	1	0	0	0	4	1	5	7	1	0	2	0	1	4	5	6
BRCA_TCGA-LL-A6FR	0	1	4	9	1	4	0	0	9	2	1	1	0	3	2	2	7	0	16	0	0	1
BRCA_TCGA-LL-A73Y	2	3	13	4	11	1	0	3	0	9	3	2	1	9	113	0	4	1	0	0	11	3
BRCA_TCGA-LL-A73Z	0	3	1	5	0	3	0	1	9	0	1	0	2	3	1	0	4	1	3	0	4	7
BRCA_TCGA-LL-A740	1	4	2	2	5	7	0	0	5	7	0	1	6	7	3	0	0	0	7	0	2	9
BRCA_TCGA-LL-A7SZ	2	5	7	7	6	4	0	1	0	0	7	1	4	5	6	4	3	3	1	1	1	7
BRCA_TCGA-LL-A7T0	1	9	6	10	2	3	0	0	4	1	1	0	0	7	7	5	6	1	3	6	3	2
BRCA_TCGA-LL-A8F5	2	3	4	9	0	5	5	3	15	6	14	6	10	12	14	0	9	5	55	3	10	10
BRCA_TCGA-LL-A9Q3	0	7	5	2	0	8	3	1	5	1	0	1	0	5	3	3	4	0	2	0	8	10
BRCA_TCGA-OK-A5Q2	0	0	6	8	3	2	0	1	2	0	3	1	1	3	4	1	0	3	3	0	0	2
BRCA_TCGA-OL-A5D6	1	0	4	9	0	2	0	0	3	0	0	0	2	6	4	0	10	1	2	0	7	6
BRCA_TCGA-OL-A5D7	1	3	1	3	2	8	0	1	5	3	2	3	2	4	11	1	6	2	16	0	3	3
BRCA_TCGA-OL-A5D8	0	5	1	4	0	1	0	2	1	1	2	3	5	0	3	0	0	4	3	1	0	3
BRCA_TCGA-OL-A5DA	0	3	14	3	0	5	0	2	6	2	0	0	2	15	44	6	0	1	0	0	6	5
BRCA_TCGA-OL-A5RU	0	5	1	4	4	6	0	0	0	1	0	0	2	5	0	0	5	0	3	0	6	4
BRCA_TCGA-OL-A5RV	0	1	1	4	1	0	0	0	3	0	0	0	1	0	0	0	0	1	3	0	0	2
BRCA_TCGA-OL-A5RW	0	4	8	1	15	2	0	1	3	5	11	6	12	18	100	0	1	3	52	1	5	5
BRCA_TCGA-OL-A5RX	0	5	3	2	1	4	0	0	2	1	2	2	0	0	2	0	5	0	1	2	3	0
BRCA_TCGA-OL-A5RY	0	2	0	1	0	1	0	0	2	0	2	0	0	0	2	1	0	0	2	0	0	0
BRCA_TCGA-OL-A5RZ	3	14	9	10	1	13	1	2	3	4	0	5	7	8	12	12	3	1	28	3	7	6
BRCA_TCGA-OL-A5S0	0	3	3	5	4	8	0	0	1	2	0	0	1	3	4	0	1	2	5	0	2	0
BRCA_TCGA-OL-A66H	0	2	0	1	2	3	0	0	2	0	2	0	0	2	0	0	0	0	6	2	1	4
BRCA_TCGA-OL-A66I	0	4	3	6	0	1	3	0	0	1	1	3	4	8	2	0	2	0	16	0	2	0
BRCA_TCGA-OL-A66J	2	6	2	10	1	1	2	0	0	1	6	0	11	7	5	7	1	1	4	0	1	0
BRCA_TCGA-OL-A66K	0	10	1	3	3	3	0	0	1	0	1	0	2	6	1	0	2	0	7	0	3	4
BRCA_TCGA-OL-A66L	0	3	6	0	0	6	0	3	0	0	3	0	0	19	33	14	3	0	0	3	0	1
BRCA_TCGA-OL-A66N	0	5	4	9	4	5	1	0	0	1	2	2	2	4	2	0	0	1	0	0	10	6
BRCA_TCGA-OL-A66O	0	4	1	6	2	1	0	2	0	0	2	0	5	0	2	0	4	1	3	0	2	3
BRCA_TCGA-OL-A66P	4	4	5	1	9	9	1	2	0	5	2	8	2	5	1	1	19	0	18	0	16	11
BRCA_TCGA-OL-A6VO	2	4	1	3	0	6	0	0	4	0	2	0	2	1	2	0	1	1	4	0	1	4
BRCA_TCGA-OL-A6VQ	1	2	4	2	4	6	0	3	0	0	0	0	0	13	26	10	4	0	0	0	0	7
BRCA_TCGA-OL-A6VR	0	3	1	1	5	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	2	0
BRCA_TCGA-OL-A97C	1	5	1	4	6	5	5	2	6	1	2	0	2	3	1	4	4	0	9	0	3	6
BRCA_TCGA-PE-A5DC	0	6	4	7	2	8	2	1	7	6	3	8	5	12	13	2	3	6	32	6	15	6
BRCA_TCGA-PE-A5DD	0	4	6	1	0	12	0	1	3	1	3	2	0	19	22	2	0	0	0	0	7	2
BRCA_TCGA-PE-A5DE	0	4	64	2	0	6	0	23	5	0	0	0	0	192	299	76	0	0	0	4	0	14
BRCA_TCGA-PL-A8LV	6	4	3	6	0	2	0	2	7	3	10	4	10	8	35	9	3	1	35	2	0	5
BRCA_TCGA-PL-A8LX	0	3	1	4	10	5	1	0	0	3	1	2	1	1	0	0	3	1	9	0	0	4
BRCA_TCGA-PL-A8LY	0	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1
BRCA_TCGA-PL-A8LZ	0	4	6	2	3	5	6	0	2	0	4	10	8	20	2	9	0	0	22	2	27	4
BRCA_TCGA-S3-A6ZF	1	3	1	6	0	17	0	0	3	1	0	0	3	0	6	0	2	1	3	0	3	2
BRCA_TCGA-S3-A6ZG	0	3	10	8	2	4	0	0	5	0	4	0	0	4	1	0	5	3	5	0	4	2
BRCA_TCGA-S3-A6ZH	1	5	4	4	3	4	0	0	2	1	0	0	0	4	1	0	0	4	5	0	3	4
BRCA_TCGA-S3-AA0Z	4	2	2	2	4	15	0	4	0	1	3	1	6	2	13	8	0	0	1	1	5	3
BRCA_TCGA-S3-AA10	0	2	1	4	7	4	1	1	2	1	1	6	9	8	15	10	16	3	46	0	0	13
BRCA_TCGA-S3-AA11	4	3	4	1	8	2	2	0	0	0	1	3	3	9	0	0	14	0	7	3	21	11
BRCA_TCGA-S3-AA12	0	2	3	6	0	5	1	0	0	1	0	2	8	4	4	0	10	2	2	2	2	6
BRCA_TCGA-S3-AA14	0	3	1	5	1	2	0	0	1	0	0	0	0	2	4	0	0	0	4	0	0	1
BRCA_TCGA-S3-AA15	1	2	4	1	2	3	1	0	0	0	1	0	0	12	27	0	0	2	3	0	0	1
BRCA_TCGA-S3-AA17	0	4	6	6	11	3	2	5	1	0	7	2	9	1	16	0	19	3	28	2	8	8
BRCA_TCGA-UL-AAZ6	4	4	4	7	12	0	6	2	7	2	3	0	9	4	16	4	7	3	21	1	14	10
BRCA_TCGA-UU-A93S	5	17	2	4	2	1	5	2	7	4	7	7	19	14	13	0	0	3	42	2	35	5
BRCA_TCGA-V7-A7HQ	0	2	1	0	1	5	0	0	1	0	0	0	1	0	4	2	4	0	7	2	1	0
BRCA_TCGA-W8-A86G	0	2	1	5	5	0	0	2	0	2	0	0	5	2	1	4	0	0	2	0	0	4
BRCA_TCGA-WT-AB41	0	0	4	5	4	4	0	3	3	0	1	0	3	13	9	6	1	0	0	1	3	2
BRCA_TCGA-WT-AB44	3	8	2	6	2	4	0	2	4	0	2	1	3	3	0	1	2	1	4	0	8	4
BRCA_TCGA-XX-A899	0	1	7	2	0	1	0	1	4	0	0	0	2	11	14	7	4	0	0	1	2	3
BRCA_TCGA-XX-A89A	0	5	19	9	3	5	0	4	3	1	5	0	3	34	162	0	1	0	0	6	0	5
BRCA_TCGA-Z7-A8R5	0	3	1	7	0	8	0	0	5	0	2	2	0	0	1	0	0	0	0	2	0	3
BRCA_TCGA-Z7-A8R6	1	6	8	3	4	4	0	3	3	1	0	0	3	20	33	10	0	1	0	3	0	4
COAD_TCGA-3L-AA1B	5	22	20	27	3	27	1	0	2	2	0	10	10	6	7	6	0	0	8	5	19	0
COAD_TCGA-4N-A93T	7	10	11	26	6	14	2	2	5	0	8	5	11	1	2	3	0	1	10	6	9	4
COAD_TCGA-4T-AA8H	6	29	12	26	0	25	3	2	13	1	1	2	29	5	2	3	0	0	12	2	6	0
COAD_TCGA-5M-AAT4	9	31	11	26	2	31	1	6	9	1	0	12	8	0	19	0	10	18	36	1	16	8
COAD_TCGA-5M-AAT5	8	18	6	17	1	27	0	0	4	2	0	3	8	1	2	3	0	2	3	5	12	2
COAD_TCGA-5M-AAT6	6	462	142	429	199	327	95	3	141	188	351	29	0	0	0	101	0	22	0	0	14	0
COAD_TCGA-5M-AATA	3	19	9	23	7	14	0	0	3	6	0	4	7	2	0	0	6	2	1	3	0	9
COAD_TCGA-5M-AATE	5	23	13	35	0	17	2	3	15	5	0	4	12	3	10	8	4	5	13	3	3	1
COAD_TCGA-A6-2671	3	14	5	16	4	11	0	4	1	0	0	0	0	3	2	0	5	0	12	2	12	0
COAD_TCGA-A6-2674	2	21	12	24	0	25	0	5	3	5	1	10	6	4	21	0	0	2	10	0	16	0
COAD_TCGA-A6-2675	2	25	8	27	0	23	0	0	5	1	0	0	2	7	4	14	7	1	4	0	10	0
COAD_TCGA-A6-2677	4	23	21	31	7	26	3	5	7	1	3	4	16	0	3	0	0	1	16	2	23	3
COAD_TCGA-A6-2681	3	20	10	27	3	28	0	6	1	3	8	15	0	1	0	2	4	5	13	2	21	10
COAD_TCGA-A6-2684	1	24	11	21	0	30	0	2	5	1	2	2	12	0	9	2	6	0	1	0	15	3
COAD_TCGA-A6-2685	1	7	4	7	0	16	0	0	3	0	1	6	0	2	5	4	0	0	5	4	0	2
COAD_TCGA-A6-2686	25	405	133	321	297	388	204	2	233	75	158	32	91	15	12	36	12	15	20	22	3	28
COAD_TCGA-A6-3809	19	202	37	158	146	140	105	14	98	108	183	48	22	0	0	54	9	40	30	17	35	11
COAD_TCGA-A6-3810	3	24	16	44	2	16	4	4	14	4	7	4	26	10	16	2	2	11	17	0	18	6
COAD_TCGA-A6-4105	0	35	8	29	2	19	3	4	7	6	4	17	0	7	10	8	3	2	10	5	30	10
COAD_TCGA-A6-4107	11	25	15	36	9	47	1	5	13	1	10	6	11	2	8	0	5	1	10	2	23	6
COAD_TCGA-A6-5656	3	29	13	35	1	25	0	1	6	6	2	4	8	2	1	0	0	2	12	6	8	0
COAD_TCGA-A6-5657	2	12	16	26	2	16	2	1	1	0	0	13	11	9	7	6	3	0	1	5	26	0
COAD_TCGA-A6-5659	10	33	35	30	12	70	0	4	0	4	3	21	10	4	6	0	0	0	2	10	48	7
COAD_TCGA-A6-5660	3	19	12	28	7	27	0	2	2	2	7	5	3	2	8	5	6	0	18	1	10	0
COAD_TCGA-A6-5661	25	287	79	232	125	183	121	2	212	29	89	21	16	17	0	22	24	3	25	6	34	9
COAD_TCGA-A6-5662	0	12	8	19	5	2	0	0	3	3	3	1	7	5	3	0	0	0	1	0	14	5
COAD_TCGA-A6-5664	4	9	3	17	3	4	0	4	0	3	4	0	2	0	0	0	11	2	2	1	7	2
COAD_TCGA-A6-5665	24	322	91	257	228	242	139	0	75	335	222	44	33	3	0	81	0	33	17	15	39	20
COAD_TCGA-A6-5666	7	16	15	27	1	12	4	2	0	3	4	0	0	2	3	6	1	4	0	3	13	0
COAD_TCGA-A6-5667	0	3	7	12	2	19	0	3	3	0	0	2	5	6	2	7	3	0	3	0	10	3
COAD_TCGA-A6-6137	5	16	14	28	0	14	0	0	10	5	1	1	13	5	2	9	3	3	7	0	22	3
COAD_TCGA-A6-6138	1	14	8	28	12	16	0	3	0	2	7	3	32	0	2	6	2	1	7	4	1	2
COAD_TCGA-A6-6142	0	9	5	15	7	20	0	5	3	4	0	0	3	5	3	0	18	2	0	7	6	5
COAD_TCGA-A6-6648	1	23	5	8	10	20	0	5	0	5	4	1	14	1	6	1	3	0	6	0	2	2
COAD_TCGA-A6-6649	3	24	12	32	6	16	4	0	9	1	4	0	4	11	5	0	4	3	9	0	11	7
COAD_TCGA-A6-6651	2	14	4	12	0	13	1	3	6	2	5	1	0	2	11	5	5	1	6	0	22	6
COAD_TCGA-A6-6652	1	8	3	16	10	17	0	0	4	3	2	7	5	4	6	0	4	3	4	4	3	4
COAD_TCGA-A6-6653	10	200	92	262	150	241	60	4	82	87	53	20	33	4	5	23	0	13	5	3	32	2
COAD_TCGA-A6-6654	4	51	23	79	1	42	0	3	1	1	0	0	2	5	5	8	5	0	0	0	11	2
COAD_TCGA-A6-6780	7	205	43	170	119	172	148	4	79	106	212	34	15	4	1	40	24	29	20	6	27	12
COAD_TCGA-A6-6781	17	480	149	535	197	543	96	10	227	40	116	20	19	11	8	0	0	0	1	0	0	5
COAD_TCGA-A6-6782	8	14	13	27	0	14	0	0	8	5	1	9	4	10	9	5	0	5	5	6	34	14
COAD_TCGA-A6-A565	0	79	24	70	41	61	28	0	59	22	41	8	18	6	4	0	20	3	0	5	0	0
COAD_TCGA-A6-A566	8	25	15	36	2	32	1	3	10	2	0	7	18	3	5	12	2	0	4	4	27	1
COAD_TCGA-A6-A567	5	6	10	13	0	9	0	0	2	3	1	0	4	0	0	3	0	2	8	4	5	2
COAD_TCGA-A6-A56B	1	17	11	23	5	23	0	2	1	0	2	0	3	0	3	5	0	0	15	4	12	4
COAD_TCGA-AA-3489	6	9	9	19	1	4	3	4	8	3	1	1	8	8	7	1	16	0	11	4	16	8
COAD_TCGA-AA-3492	21	465	121	322	284	255	172	19	219	191	244	74	24	39	13	32	23	29	35	5	29	58
COAD_TCGA-AA-3496	5	17	14	23	7	34	0	1	3	3	0	2	3	4	2	15	12	6	3	2	14	2
COAD_TCGA-AA-3502	3	40	27	42	2	39	0	3	9	2	4	9	6	2	4	0	8	3	14	7	20	3
COAD_TCGA-AA-3506	5	30	19	43	3	39	1	3	3	10	0	0	7	0	2	0	4	5	5	2	29	1
COAD_TCGA-AA-3510	1444	269	1161	63	264	0	17	576	11	109	0	20	0	202	0	99	0	0	0	348	0	0
COAD_TCGA-AA-3511	2	12	17	8	6	33	0	13	6	5	0	4	6	0	19	0	5	10	15	3	1	13
COAD_TCGA-AA-3522	1	4	3	2	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0
COAD_TCGA-AA-3556	0	7	0	4	1	9	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0
COAD_TCGA-AA-3655	0	20	9	15	6	18	0	3	0	9	0	4	6	0	3	1	0	0	0	8	3	2
COAD_TCGA-AA-3660	4	35	14	30	10	20	0	0	1	1	0	6	19	0	5	2	0	0	1	14	15	1
COAD_TCGA-AA-3662	4	10	7	24	0	18	0	2	4	0	3	0	6	2	5	1	7	0	1	2	15	3
COAD_TCGA-AA-3663	33	248	43	149	292	156	285	15	172	317	274	69	45	10	2	61	32	70	42	4	28	13
COAD_TCGA-AA-3697	3	22	14	42	0	5	6	2	16	6	3	12	1	12	20	6	2	9	32	11	40	15
COAD_TCGA-AA-3712	9	11	6	19	5	0	1	0	4	3	1	14	0	28	57	3	2	0	10	16	8	0
COAD_TCGA-AA-3713	13	269	53	149	126	105	82	3	61	51	72	40	49	16	8	1	12	22	19	6	15	33
COAD_TCGA-AA-3947	40	500	96	239	294	267	293	19	218	137	261	74	33	20	0	148	47	94	66	14	47	52
COAD_TCGA-AA-3984	1655	607	1855	123	483	108	100	1079	4	433	0	65	7	384	0	344	26	56	0	233	0	0
COAD_TCGA-AA-A00N	1514	665	2121	156	421	137	86	899	0	424	0	75	18	241	0	292	61	75	0	143	0	0
COAD_TCGA-AA-A010	3559	902	1685	298	804	90	592	916	0	332	44	666	0	171	0	802	16	166	0	134	0	0
COAD_TCGA-AA-A01P	12	174	58	172	130	119	55	5	69	79	72	25	5	19	0	20	8	16	11	7	26	14
COAD_TCGA-AA-A01R	9	494	178	513	200	484	117	8	148	83	128	56	0	0	0	33	14	5	8	4	0	24
COAD_TCGA-AA-A022	19	403	118	325	146	210	112	4	175	91	126	44	52	2	3	0	18	5	22	6	12	14
COAD_TCGA-AD-5900	9	336	105	224	257	211	180	16	143	78	173	53	20	16	7	9	0	0	20	6	37	10
COAD_TCGA-AD-6548	1	10	13	26	4	38	0	0	4	4	0	4	4	0	8	14	0	6	0	1	26	8
COAD_TCGA-AD-6888	1	25	14	21	1	35	3	7	6	5	2	1	0	0	0	3	0	0	7	3	9	1
COAD_TCGA-AD-6889	24	310	80	210	209	274	178	12	258	75	202	47	38	14	8	4	16	15	27	12	38	19
COAD_TCGA-AD-6890	4	25	9	35	0	14	0	3	3	1	3	3	0	3	4	10	1	1	0	2	20	3
COAD_TCGA-AD-6895	4	348	109	212	252	232	58	14	125	90	75	29	135	86	40	38	38	17	22	7	31	234
COAD_TCGA-AD-6899	5	31	18	32	10	34	1	0	0	0	2	2	17	11	17	2	3	1	13	1	7	6
COAD_TCGA-AD-6901	6	35	23	42	22	37	8	9	6	2	12	1	4	10	22	0	3	5	17	11	51	12
COAD_TCGA-AD-6963	1	15	4	15	10	18	0	0	1	2	2	5	0	1	12	4	0	2	5	0	4	11
COAD_TCGA-AD-6964	11	193	45	119	358	127	115	3	140	260	164	10	125	44	0	93	12	1	0	4	0	92
COAD_TCGA-AD-6965	4	24	11	23	3	28	5	3	4	0	2	1	2	4	4	11	9	0	16	3	2	3
COAD_TCGA-AD-A5EJ	28	262	59	208	180	161	188	12	165	74	190	58	47	17	7	11	1	25	25	4	23	0
COAD_TCGA-AD-A5EK	2	15	5	20	8	12	0	0	0	0	0	17	13	2	9	0	0	1	0	7	16	0
COAD_TCGA-AM-5820	5	18	7	18	2	19	0	0	0	1	1	2	7	0	5	4	1	0	6	0	5	1
COAD_TCGA-AM-5821	18	331	51	159	191	128	129	7	76	90	146	59	19	1	0	59	11	61	16	8	26	18
COAD_TCGA-AU-3779	7	16	7	30	4	12	1	5	4	0	0	0	11	3	3	9	5	0	4	8	6	8
COAD_TCGA-AU-6004	9	205	75	179	89	184	65	0	71	58	118	23	8	0	1	43	1	4	13	4	17	0
COAD_TCGA-AY-5543	7	11	14	25	10	20	0	5	0	5	7	8	10	0	7	4	10	0	12	3	1	6
COAD_TCGA-AY-6196	2	9	11	29	8	14	6	1	18	6	5	10	20	10	11	14	5	3	69	5	41	17
COAD_TCGA-AY-6197	10	141	45	106	147	124	103	1	81	206	190	19	39	8	0	44	3	8	15	2	11	23
COAD_TCGA-AY-6386	2	15	13	24	3	35	0	0	6	1	3	10	6	0	4	0	5	0	0	0	21	0
COAD_TCGA-AY-A54L	6	21	11	31	0	23	6	2	11	0	7	6	11	5	2	10	1	4	12	9	22	0
