Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
COAD_TCGA-CM-6676	49	3	7	14	0	4	3	5	16	11	27	0	4
COAD_TCGA-CM-6677	66	10	9	23	0	6	3	2	16	6	34	3	5
COAD_TCGA-CM-6678	79	6	6	6	2	0	11	4	37	3	23	1	1
COAD_TCGA-CM-6679	24	1	1	17	0	0	12	6	8	20	7	5	5
COAD_TCGA-CM-6680	45	0	12	3	0	0	10	5	15	10	22	2	1
COAD_TCGA-D5-5537	47	4	6	14	1	0	4	7	23	5	27	0	1
COAD_TCGA-D5-5538	47	6	7	0	15	0	7	0	19	17	36	1	8
COAD_TCGA-D5-5539	52	1	2	0	10	0	4	5	17	6	35	5	9
COAD_TCGA-D5-5540	69	4	9	10	2	0	0	9	6	6	46	13	3
COAD_TCGA-D5-5541	34	0	9	4	2	0	3	0	17	7	12	2	1
COAD_TCGA-D5-6529	59	6	10	16	12	0	1	0	8	4	26	4	1
COAD_TCGA-D5-6530	543	0	17	92	261	64	88	8	13	129	0	0	12
COAD_TCGA-D5-6531	107	9	12	5	11	3	6	1	22	3	56	7	12
COAD_TCGA-D5-6532	56	4	13	6	4	4	1	8	2	7	25	26	8
COAD_TCGA-D5-6533	50	3	15	0	16	2	7	17	28	8	69	8	4
COAD_TCGA-D5-6534	52	5	7	0	20	5	0	18	6	0	78	9	9
COAD_TCGA-D5-6535	50	8	9	6	9	10	11	7	17	0	67	27	11
COAD_TCGA-D5-6536	40	0	6	20	1	5	5	0	0	3	46	7	1
COAD_TCGA-D5-6537	62	8	9	0	5	3	2	4	0	13	34	1	2
COAD_TCGA-D5-6538	64	2	12	29	0	1	0	6	16	12	31	6	2
COAD_TCGA-D5-6539	38	3	7	0	10	0	7	7	2	8	33	9	3
COAD_TCGA-D5-6540	465	5	55	395	193	151	0	0	10	140	71	0	29
COAD_TCGA-D5-6541	64	1	3	0	7	0	1	5	0	8	18	7	0
COAD_TCGA-D5-6898	36	4	3	6	4	1	1	3	0	8	28	5	1
COAD_TCGA-D5-6920	56	4	7	17	8	0	2	6	0	4	31	15	1
COAD_TCGA-D5-6922	53	1	8	17	1	0	2	4	11	8	27	12	6
COAD_TCGA-D5-6924	62	5	6	0	10	0	7	10	24	1	59	6	8
COAD_TCGA-D5-6926	58	3	5	0	1	0	10	8	14	20	27	13	3
COAD_TCGA-D5-6927	234	7	12	93	121	56	127	0	2	149	0	0	12
COAD_TCGA-D5-6928	554	20	44	589	276	206	40	4	69	196	53	24	1
COAD_TCGA-D5-6929	33	1	7	10	1	15	0	4	22	23	21	18	6
COAD_TCGA-D5-6930	389	16	48	677	136	84	0	3	64	42	67	17	18
COAD_TCGA-D5-6931	49	5	18	38	1	9	3	31	65	6	53	7	130
COAD_TCGA-D5-6932	35	6	5	4	9	8	8	14	10	8	56	4	9
COAD_TCGA-D5-7000	58	0	8	2	10	1	1	10	0	2	44	10	2
COAD_TCGA-DM-A0X9	71	6	17	2	15	4	5	5	26	12	56	11	8
COAD_TCGA-DM-A0XD	75	6	15	22	0	1	0	0	34	25	29	15	5
COAD_TCGA-DM-A0XF	25	3	12	0	23	0	4	10	16	4	65	9	3
COAD_TCGA-DM-A1D0	45	1	3	0	6	7	5	18	6	3	45	12	3
COAD_TCGA-DM-A1D4	104	8	9	11	6	9	9	5	4	26	32	8	4
COAD_TCGA-DM-A1D6	61	0	7	1	11	3	6	14	1	3	28	16	1
COAD_TCGA-DM-A1D7	52	3	2	5	19	3	3	15	16	1	65	9	0
COAD_TCGA-DM-A1D8	53	7	13	9	3	7	3	1	13	23	74	8	14
COAD_TCGA-DM-A1D9	36	3	11	0	9	10	9	7	23	0	65	5	2
COAD_TCGA-DM-A1DA	68	7	10	28	17	16	0	7	36	26	129	6	27
COAD_TCGA-DM-A1DB	28	1	5	2	8	0	4	0	6	7	18	7	7
COAD_TCGA-DM-A1HA	73	5	1	11	1	5	6	5	6	1	63	13	1
COAD_TCGA-DM-A1HB	364	0	19	131	198	97	223	0	0	359	21	12	41
COAD_TCGA-DM-A280	42	6	6	14	0	0	4	17	15	0	30	4	40
COAD_TCGA-DM-A282	53	6	10	0	2	3	9	2	16	5	21	11	0
COAD_TCGA-DM-A285	43	3	12	18	0	0	1	13	16	35	72	13	9
COAD_TCGA-DM-A288	37	3	1	8	1	3	1	0	5	5	22	16	18
COAD_TCGA-DM-A28A	69	9	5	1	9	1	5	0	4	37	39	10	2
COAD_TCGA-DM-A28C	50	4	2	3	11	0	0	4	1	15	34	11	3
COAD_TCGA-DM-A28E	40	5	6	0	6	0	14	0	3	15	19	5	5
COAD_TCGA-DM-A28F	55	9	14	27	2	12	9	4	35	9	82	25	50
COAD_TCGA-DM-A28G	55	1	5	2	10	2	12	5	21	14	25	7	6
COAD_TCGA-DM-A28H	39	3	7	15	8	0	4	16	3	11	35	24	0
COAD_TCGA-DM-A28K	66	4	6	0	16	1	4	7	9	0	22	4	4
COAD_TCGA-DM-A28M	52	2	9	7	0	0	5	4	12	26	7	3	6
COAD_TCGA-F4-6459	39	4	13	0	15	3	4	2	13	18	32	21	12
COAD_TCGA-F4-6460	43	9	13	10	4	4	6	6	25	15	51	11	2
COAD_TCGA-F4-6461	49	3	10	21	9	0	6	10	25	29	29	1	1
COAD_TCGA-F4-6463	46	1	8	14	2	0	0	0	9	5	9	0	1
COAD_TCGA-F4-6569	45	7	8	0	8	2	7	4	6	4	30	9	28
COAD_TCGA-F4-6570	554	8	61	290	357	166	171	9	97	139	83	24	99
COAD_TCGA-F4-6703	148	6	15	119	86	35	43	5	18	140	19	8	26
COAD_TCGA-F4-6704	23	1	7	15	0	1	0	2	9	18	17	8	4
COAD_TCGA-F4-6805	34	6	2	0	11	1	11	5	5	0	20	0	3
COAD_TCGA-F4-6806	55	6	6	8	5	0	3	6	14	16	20	9	0
COAD_TCGA-F4-6807	28	6	3	3	6	21	1	0	39	23	89	2	4
COAD_TCGA-F4-6808	72	2	6	0	5	5	5	0	26	13	39	3	8
COAD_TCGA-F4-6809	33	9	3	10	9	5	18	12	7	3	69	17	14
COAD_TCGA-F4-6854	38	0	4	0	17	4	4	8	17	3	45	6	6
COAD_TCGA-F4-6855	44	4	5	12	0	8	0	2	12	12	42	10	0
COAD_TCGA-F4-6856	316	1	21	508	94	37	47	6	36	104	34	5	7
COAD_TCGA-G4-6293	42	6	7	11	5	0	1	0	37	15	26	1	2
COAD_TCGA-G4-6294	37	2	5	22	14	9	5	0	3	0	82	16	13
COAD_TCGA-G4-6295	43	3	12	17	8	6	9	11	8	7	73	9	2
COAD_TCGA-G4-6297	47	2	12	0	9	5	0	6	10	2	18	0	0
COAD_TCGA-G4-6298	51	6	2	0	4	0	0	4	18	2	20	0	0
COAD_TCGA-G4-6299	47	3	9	9	3	13	11	3	25	8	67	9	4
COAD_TCGA-G4-6302	342	0	55	110	218	118	68	15	0	187	34	6	9
COAD_TCGA-G4-6303	55	7	13	0	15	0	2	10	0	2	24	3	0
COAD_TCGA-G4-6304	348	3	35	236	182	55	86	0	41	180	25	1	6
COAD_TCGA-G4-6306	59	2	6	13	3	7	1	8	0	28	16	5	3
COAD_TCGA-G4-6307	22	5	6	14	0	2	0	4	19	9	24	5	4
COAD_TCGA-G4-6309	524	3	16	31	153	47	70	25	0	91	4	0	8
COAD_TCGA-G4-6310	59	3	12	28	0	4	0	3	12	11	22	4	2
COAD_TCGA-G4-6311	57	7	10	5	5	5	6	4	24	7	57	5	11
COAD_TCGA-G4-6314	70	3	14	15	0	14	9	9	3	2	29	20	2
COAD_TCGA-G4-6315	68	6	7	7	6	0	10	14	8	2	54	11	2
COAD_TCGA-G4-6317	64	3	11	4	6	0	4	0	22	5	17	5	1
COAD_TCGA-G4-6320	585	11	45	135	209	108	23	20	88	59	124	5	0
COAD_TCGA-G4-6321	38	3	6	8	6	0	0	5	7	2	24	3	0
COAD_TCGA-G4-6322	43	4	7	1	0	2	5	0	34	8	20	0	0
COAD_TCGA-G4-6323	48	6	1	12	3	0	10	0	10	15	21	6	4
COAD_TCGA-G4-6586	537	5	28	120	191	61	137	10	0	229	23	0	35
COAD_TCGA-G4-6588	642	2	13	391	467	205	376	11	57	344	16	11	43
COAD_TCGA-G4-6625	47	0	4	0	12	0	0	12	15	24	46	4	2
COAD_TCGA-G4-6626	79	0	12	12	0	0	4	0	18	10	50	4	0
COAD_TCGA-G4-6627	56	4	3	0	10	4	6	11	0	2	30	7	0
COAD_TCGA-G4-6628	610	17	22	479	648	224	0	0	126	206	45	13	26
COAD_TCGA-NH-A50T	71	4	18	15	1	1	0	5	8	0	39	3	0
COAD_TCGA-NH-A50U	44	8	6	6	2	0	4	5	12	13	6	8	4
COAD_TCGA-NH-A50V	89	10	4	14	8	5	6	5	15	3	54	2	1
COAD_TCGA-NH-A5IV	1054	9	45	364	668	94	308	5	95	328	42	0	21
COAD_TCGA-NH-A6GA	43	3	13	0	6	4	0	1	18	6	26	9	2
COAD_TCGA-NH-A6GB	76	6	9	13	15	0	3	16	30	7	56	3	1
COAD_TCGA-NH-A6GC	45	6	9	9	1	9	0	10	0	0	49	14	4
COAD_TCGA-NH-A8F7	58	6	6	2	8	0	5	3	21	4	51	4	2
COAD_TCGA-NH-A8F8	52	4	2	14	0	3	0	0	29	10	43	1	2
COAD_TCGA-QG-A5YV	85	7	10	21	4	2	2	11	9	8	50	9	9
COAD_TCGA-QG-A5YW	54	8	11	22	7	0	2	10	6	29	48	3	3
COAD_TCGA-QG-A5YX	66	4	0	2	0	3	0	0	17	5	19	0	2
COAD_TCGA-QG-A5Z1	46	3	10	22	0	3	1	16	3	2	25	2	0
COAD_TCGA-QG-A5Z2	469	6	36	156	262	73	70	36	12	103	54	3	10
COAD_TCGA-QL-A97D	88	14	15	38	0	11	15	8	29	11	93	6	4
COAD_TCGA-RU-A8FL	37	1	8	31	8	2	1	2	20	16	62	10	9
COAD_TCGA-SS-A7HO	70	4	1	5	17	3	3	10	14	9	78	6	1
COAD_TCGA-T9-A92H	59	9	7	6	18	6	3	17	28	0	85	14	8
COAD_TCGA-WS-AB45	1807	0	147	199	542	132	178	23	0	266	0	0	35
UCEC_TCGA-2E-A9G8	9	0	2	8	7	0	0	14	2	0	34	8	4
UCEC_TCGA-4E-A92E	5	5	40	4	0	1	4	0	32	1	0	163	1
UCEC_TCGA-5B-A90C	13	4	2	2	10	4	2	0	8	2	22	0	2
UCEC_TCGA-5S-A9Q8	19	1	11	5	2	2	0	0	12	7	10	0	1
UCEC_TCGA-A5-A0G1	1299	1137	766	1456	2148	4130	548	191	2807	0	1456	174	296
UCEC_TCGA-A5-A0GQ	31	1	0	0	1	0	2	1	11	7	21	6	1
UCEC_TCGA-A5-A0R6	18	0	3	0	6	0	0	0	19	0	18	1	1
UCEC_TCGA-A5-A0R7	16	2	0	0	9	0	4	4	16	2	34	1	4
UCEC_TCGA-A5-A0R8	23	1	4	4	0	1	4	0	17	3	29	1	0
UCEC_TCGA-A5-A0R9	20	0	4	0	1	0	2	2	14	4	8	0	0
UCEC_TCGA-A5-A0RA	34	0	6	0	3	2	8	0	6	7	17	2	0
UCEC_TCGA-A5-A0VO	34	1	3	7	0	0	0	0	16	9	15	7	0
UCEC_TCGA-A5-A0VP	1210	0	101	59	404	51	166	68	0	72	31	14	10
UCEC_TCGA-A5-A0VQ	158	4	2	25	190	2	0	5	17	31	12	4	0
UCEC_TCGA-A5-A1OF	2511	1260	610	2156	2087	4962	1697	221	2142	355	0	0	484
UCEC_TCGA-A5-A1OG	7	2	1	3	6	0	4	2	2	4	8	8	0
UCEC_TCGA-A5-A1OH	23	0	9	0	2	0	10	5	37	6	52	44	6
UCEC_TCGA-A5-A1OJ	25	0	10	7	0	0	1	2	4	2	15	2	0
UCEC_TCGA-A5-A1OK	14	3	5	11	6	2	0	0	21	0	19	3	0
UCEC_TCGA-A5-A2K2	24	4	1	1	20	1	4	14	12	3	57	46	3
UCEC_TCGA-A5-A2K3	1174	0	80	33	519	92	56	59	0	34	40	7	1
UCEC_TCGA-A5-A2K4	14	0	1	0	3	1	3	5	9	0	14	0	0
UCEC_TCGA-A5-A2K5	0	6373	3339	557	0	397	28	3410	312	387	0	175	86
UCEC_TCGA-A5-A2K7	311	0	23	57	264	50	30	22	5	82	18	20	0
UCEC_TCGA-A5-A3LO	7	1	3	4	4	1	7	3	4	3	5	2	0
UCEC_TCGA-A5-A3LP	17	0	5	4	5	0	1	0	18	3	3	16	2
UCEC_TCGA-A5-A7WK	22	3	6	0	3	0	6	9	0	11	26	29	0
UCEC_TCGA-A5-AB3J	19	0	1	8	0	0	2	3	1	4	12	7	0
UCEC_TCGA-AJ-A23M	14	1	5	3	2	2	6	0	0	6	52	56	5
UCEC_TCGA-AJ-A23N	9	1	7	3	4	0	7	2	0	0	18	12	1
UCEC_TCGA-AJ-A23O	172	3	33	78	229	70	103	43	3	357	138	0	31
UCEC_TCGA-AJ-A2QK	33	1	0	0	10	0	4	6	8	13	29	3	0
UCEC_TCGA-AJ-A2QL	18	2	3	8	0	0	3	0	7	0	15	3	1
UCEC_TCGA-AJ-A2QM	16	2	5	0	7	0	0	4	0	15	19	224	0
UCEC_TCGA-AJ-A2QN	43	1	2	25	0	0	0	0	1	3	21	5	0
UCEC_TCGA-AJ-A2QO	408	0	30	125	440	100	81	9	12	230	5	20	10
UCEC_TCGA-AJ-A3BD	20	1	9	4	8	0	7	0	10	8	28	13	0
UCEC_TCGA-AJ-A3BF	9	1	0	1	0	2	1	0	8	2	14	0	3
UCEC_TCGA-AJ-A3BG	1100	0	85	105	321	54	51	44	0	64	26	3	3
UCEC_TCGA-AJ-A3BH	1803	9	76	524	1025	415	86	127	0	0	36	10	0
UCEC_TCGA-AJ-A3BI	9	1	0	5	1	2	5	0	6	2	18	3	1
UCEC_TCGA-AJ-A3BK	29	2	1	2	5	7	2	0	16	3	21	0	3
UCEC_TCGA-AJ-A3EJ	29	1	9	0	8	0	0	5	5	0	30	0	2
UCEC_TCGA-AJ-A3EK	993	1400	785	985	1251	1562	515	735	1489	25	189	127	123
UCEC_TCGA-AJ-A3EL	342	3587	3262	1224	0	785	1055	2161	273	137	0	0	368
UCEC_TCGA-AJ-A3EM	7	3	0	12	0	0	4	0	5	11	41	1	1
UCEC_TCGA-AJ-A3I9	11	1	0	2	5	3	7	0	6	1	4	3	3
UCEC_TCGA-AJ-A3IA	0	3	2	15	21	23	11	14	19	23	161	52	22
UCEC_TCGA-AJ-A3NF	4	1	5	12	0	2	0	1	12	0	17	21	0
UCEC_TCGA-AJ-A3NG	49	0	0	1	0	2	9	2	28	3	23	3	0
UCEC_TCGA-AJ-A3OJ	598	0	35	20	266	80	57	28	0	104	0	14	4
UCEC_TCGA-AJ-A3OK	820	0	34	0	112	4	46	54	0	8	15	0	0
UCEC_TCGA-AJ-A3OL	146	0	9	0	108	0	20	6	4	46	16	4	4
UCEC_TCGA-AJ-A3QS	18	19	27	12	2	2	0	1	0	11	39	259	0
UCEC_TCGA-AJ-A3TW	22	4	8	2	6	1	3	0	0	12	19	102	3
UCEC_TCGA-AJ-A5DV	47	0	4	0	9	1	0	13	3	0	31	3	0
UCEC_TCGA-AJ-A5DW	0	2720	1301	145	0	264	0	986	10	143	0	13	9
UCEC_TCGA-AJ-A6NU	2	2	9	4	0	0	2	3	14	1	20	4	0
UCEC_TCGA-AJ-A8CT	712	0	46	28	60	24	8	27	0	24	2	0	3
UCEC_TCGA-AJ-A8CV	84	4	3	28	58	0	16	0	36	53	3	0	9
UCEC_TCGA-AJ-A8CW	275	16	36	67	223	18	49	9	19	113	34	8	7
UCEC_TCGA-AP-A059	1516	1421	800	1077	3665	4987	137	424	1940	0	111	92	143
UCEC_TCGA-AP-A0LE	149	2	7	41	180	31	52	0	15	120	9	1	5
UCEC_TCGA-AP-A0LF	40	10	10	5	0	9	8	0	0	0	85	150	8
UCEC_TCGA-AP-A0LL	15	3	0	4	7	0	1	3	7	0	11	6	0
UCEC_TCGA-AP-A0LM	3350	3485	4300	2809	251	2549	1141	483	1140	0	0	7	239
UCEC_TCGA-AP-A0LP	111	0	11	9	110	1	19	10	13	44	11	5	0
UCEC_TCGA-AP-A0LQ	23	0	1	0	7	0	11	1	13	0	13	1	0
UCEC_TCGA-AP-A0LS	120	3	4	40	127	33	56	9	13	126	10	4	2
UCEC_TCGA-AP-A1DH	224	5	12	35	318	20	34	18	19	15	56	6	6
UCEC_TCGA-AP-A1DK	210	5	0	1888	6076	1431	426	0	3137	5507	0	0	61
UCEC_TCGA-AP-A1DM	101	3	8	57	133	12	41	9	5	41	33	22	6
UCEC_TCGA-AP-A1DO	224	6	17	36	242	0	40	39	0	87	65	9	5
UCEC_TCGA-AP-A1DP	103	7	10	90	190	0	59	4	34	46	45	6	5
UCEC_TCGA-AP-A1DQ	5	0	2	7	0	0	0	1	4	3	12	5	0
UCEC_TCGA-AP-A1DR	314	17	24	96	295	52	10	6	17	114	45	0	6
UCEC_TCGA-AP-A1DV	933	5971	4517	4875	0	2416	0	1582	479	0	0	256	234
UCEC_TCGA-AP-A1E0	1	3573	2183	303	0	388	0	1670	0	217	0	0	25
UCEC_TCGA-AP-A1E1	183	5	39	78	216	15	37	8	6	111	40	12	13
UCEC_TCGA-AP-A1E3	17	1	3	0	0	1	1	3	18	2	11	3	0
UCEC_TCGA-AP-A1E4	6	2	3	2	7	0	2	0	3	0	13	1	0
UCEC_TCGA-AP-A5FX	9	0	1	7	0	1	2	0	20	1	13	2	0
UCEC_TCGA-AW-A1PO	3	0	6	3	7	0	2	3	17	9	40	10	1
UCEC_TCGA-AX-A06H	186	7	12	31	136	0	34	0	9	48	13	3	2
UCEC_TCGA-AX-A06L	21	1	0	1	1	6	3	4	4	1	9	2	0
UCEC_TCGA-AX-A0IS	27	2	0	8	3	0	1	0	1	3	13	3	2
UCEC_TCGA-AX-A0IU	15	1	2	5	2	3	4	3	9	0	24	8	0
UCEC_TCGA-AX-A0J0	0	5008	2394	148	0	244	176	2337	0	413	0	0	233
UCEC_TCGA-AX-A1C4	327	5	26	59	417	60	59	0	30	153	5	14	20
UCEC_TCGA-AX-A1C5	755	0	43	15	373	32	75	3	4	110	0	0	15
UCEC_TCGA-AX-A1C7	5	0	8	8	1	3	0	0	2	4	23	1	5
UCEC_TCGA-AX-A1C8	13	6	2	0	6	0	14	0	13	0	24	17	0
UCEC_TCGA-AX-A1C9	1008	1	75	12	232	16	80	47	0	53	34	0	10
UCEC_TCGA-AX-A1CA	34	4	1	1	3	4	1	0	3	3	21	78	2
UCEC_TCGA-AX-A1CC	4	0	0	0	0	0	3	0	11	0	6	4	0
UCEC_TCGA-AX-A1CE	3802	793	502	3771	3648	3227	1220	889	1220	0	111	83	162
UCEC_TCGA-AX-A1CF	3	3	4	0	10	0	5	8	14	0	84	21	0
UCEC_TCGA-AX-A1CI	16	0	6	0	2	3	7	5	10	0	9	2	0
UCEC_TCGA-AX-A1CJ	33	3	0	0	6	0	2	0	21	1	15	2	0
UCEC_TCGA-AX-A1CK	28	1	4	0	1	1	2	0	14	0	24	2	2
UCEC_TCGA-AX-A1CN	8	0	4	5	0	0	0	0	9	11	9	1	0
UCEC_TCGA-AX-A1CP	14	0	2	1	0	0	0	0	0	11	6	3	0
UCEC_TCGA-AX-A2H2	18	4	16	8	0	1	2	7	22	14	78	136	2
UCEC_TCGA-AX-A2H4	24	3	8	0	10	6	9	0	0	6	58	152	4
UCEC_TCGA-AX-A2H5	5	1	0	12	0	0	0	0	6	0	18	14	1
UCEC_TCGA-AX-A2H7	19	4	6	16	0	2	1	1	34	17	24	8	1
UCEC_TCGA-AX-A2H8	14	0	4	4	4	0	6	1	2	0	33	4	2
UCEC_TCGA-AX-A2HA	849	0	58	101	542	162	190	30	0	176	39	1	21
UCEC_TCGA-AX-A2HC	1900	9925	4076	1851	0	4407	0	271	0	0	0	172	183
UCEC_TCGA-AX-A2HD	3651	480	445	3054	2018	2090	178	270	1648	0	32	0	55
UCEC_TCGA-AX-A2HF	1	0	0	2	0	0	0	4	2	4	9	6	0
UCEC_TCGA-AX-A2HG	359	1	17	27	374	85	49	0	31	167	0	3	15
UCEC_TCGA-AX-A2HH	25	1	1	6	0	4	3	1	10	3	11	5	0
UCEC_TCGA-AX-A2HJ	259	5	7	74	413	18	967	0	8	581	0	0	26
UCEC_TCGA-AX-A2HK	8	1	9	4	8	1	0	2	3	11	38	6	0
UCEC_TCGA-AX-A2IN	164	8	18	63	214	43	68	12	24	79	30	2	4
UCEC_TCGA-AX-A2IO	18	9	43	5	2	0	0	0	0	2	72	471	0
UCEC_TCGA-AX-A3FS	278	6	13	54	372	16	29	0	7	213	0	7	15
UCEC_TCGA-AX-A3FT	772	0	47	42	399	228	85	0	53	163	0	0	47
UCEC_TCGA-AX-A3FV	14	0	5	2	5	10	15	8	0	9	56	16	7
UCEC_TCGA-AX-A3FW	22	3	2	10	1	1	5	3	2	3	21	0	1
UCEC_TCGA-AX-A3FX	7	2	6	2	0	0	5	4	18	4	38	6	1
UCEC_TCGA-AX-A3FZ	12	3	8	2	0	0	4	1	15	0	9	3	1
UCEC_TCGA-AX-A3G1	11	1	5	4	2	4	0	4	10	4	27	4	2
UCEC_TCGA-AX-A3G3	10	3	5	6	1	2	15	5	23	15	107	35	4
UCEC_TCGA-AX-A3G4	2	0	2	2	4	0	5	0	7	9	22	3	1
UCEC_TCGA-AX-A3G6	8	5	7	8	9	1	1	0	15	0	14	6	0
UCEC_TCGA-AX-A3G7	12	2	0	7	0	0	0	0	10	4	7	0	0
UCEC_TCGA-AX-A3G8	347	16	25	147	326	30	18	0	39	90	0	3	9
UCEC_TCGA-AX-A3G9	287	9	38	88	177	52	26	18	26	107	32	3	3
UCEC_TCGA-AX-A3GB	59	1	5	11	7	0	2	8	11	0	29	0	0
UCEC_TCGA-AX-A3GI	2	0	4	8	0	1	0	0	11	4	34	6	1
UCEC_TCGA-B5-A0JN	0	1	7	6	16	0	3	2	20	26	77	31	2
UCEC_TCGA-B5-A0JS	10	0	0	3	4	0	1	4	2	1	6	3	3
UCEC_TCGA-B5-A0JT	26	6	3	0	3	0	1	0	11	10	14	2	0
UCEC_TCGA-B5-A0JU	149	6	30	76	163	10	2	7	32	71	55	2	3
UCEC_TCGA-B5-A0JX	30	1	3	0	7	0	0	7	14	1	19	17	3
UCEC_TCGA-B5-A0JY	50	6490	3444	537	63	1009	334	1465	348	231	0	0	201
UCEC_TCGA-B5-A0K8	11	3	4	1	0	1	4	0	8	0	15	20	0
UCEC_TCGA-B5-A0K9	317	11	24	73	183	41	86	4	27	117	15	14	15
UCEC_TCGA-B5-A0KB	14	1	0	0	5	1	2	2	1	0	27	2	0
UCEC_TCGA-B5-A11E	1605	1600	1864	1717	951	1917	1302	806	1590	0	0	0	225
UCEC_TCGA-B5-A11F	21	1	6	0	0	1	1	0	13	2	5	5	1
UCEC_TCGA-B5-A11G	76	5	0	74	0	0	212	0	36	236	0	7	36
UCEC_TCGA-B5-A11H	378	1	22	61	348	24	114	20	0	177	0	1	4
UCEC_TCGA-B5-A11I	6	5	4	10	4	0	0	3	6	13	15	6	0
UCEC_TCGA-B5-A11J	144	0	24	55	167	11	8	7	0	84	15	13	9
UCEC_TCGA-B5-A11L	46	3	8	8	0	0	4	7	21	9	43	5	1
UCEC_TCGA-B5-A11M	12	3	5	3	3	0	0	0	4	2	6	0	0
UCEC_TCGA-B5-A11N	32	998	862	157	0	0	0	561	18	73	0	0	8
UCEC_TCGA-B5-A11O	29	1	6	22	20	0	5	1	7	16	16	0	0
UCEC_TCGA-B5-A11P	13	0	2	7	8	0	1	2	13	3	18	6	0
UCEC_TCGA-B5-A11Q	13	2	2	5	6	0	0	0	5	0	11	3	4
UCEC_TCGA-B5-A11R	40	3	70	9	28	2	2	0	9	0	0	785	4
UCEC_TCGA-B5-A11S	13	0	5	6	2	1	0	0	13	3	17	0	0
UCEC_TCGA-B5-A11U	150	5	6	3	137	11	21	0	18	68	0	10	0
UCEC_TCGA-B5-A11V	21	2	6	0	2	0	2	9	3	5	22	2	0
UCEC_TCGA-B5-A11W	34	1	6	0	4	0	1	4	14	0	27	0	0
UCEC_TCGA-B5-A11X	20	0	6	0	8	0	5	1	5	0	25	3	2
UCEC_TCGA-B5-A11Y	882	3	42	96	180	0	70	9	0	158	0	0	13
UCEC_TCGA-B5-A11Z	33	1	1	1	0	2	2	2	9	0	19	7	0
UCEC_TCGA-B5-A121	4	3	5	5	0	0	0	5	9	0	9	2	0
UCEC_TCGA-B5-A1MR	0	3977	2303	605	0	392	173	3017	0	0	0	11	218
UCEC_TCGA-B5-A1MS	7	2	4	11	0	5	0	0	7	0	26	1	0
UCEC_TCGA-B5-A1MU	7	1	3	0	5	1	0	0	8	4	13	0	0
UCEC_TCGA-B5-A1MV	26	3	1	10	4	2	0	3	21	4	16	3	0
UCEC_TCGA-B5-A1MW	56	1	1	108	0	0	272	0	0	376	0	1	43
UCEC_TCGA-B5-A1MX	0	107	8	0	2869	3064	0	0	1640	1754	0	0	102
UCEC_TCGA-B5-A1MY	11	1	0	3	3	2	6	2	5	0	18	10	0
UCEC_TCGA-B5-A1MZ	22	3	8	0	3	0	3	5	12	0	15	4	0
UCEC_TCGA-B5-A1N2	3	6	7	10	3	10	11	0	23	0	90	27	2
UCEC_TCGA-B5-A3F9	29	0	3	26	0	1	0	3	0	5	22	5	0
UCEC_TCGA-B5-A3FA	809	1468	1863	1137	2017	1460	3929	1031	2121	1344	0	0	433
UCEC_TCGA-B5-A3FB	26	3	2	1	4	1	2	0	19	3	11	4	0
UCEC_TCGA-B5-A3FC	7351	605	382	5018	328	1835	1758	626	2934	601	0	0	86
UCEC_TCGA-B5-A3FD	22	2	1	2	10	0	7	0	7	0	18	0	0
UCEC_TCGA-B5-A3FH	13	3	5	0	2	0	4	0	12	4	4	0	5
UCEC_TCGA-B5-A3S1	20	4	13	4	12	0	4	0	1	0	19	65	2
UCEC_TCGA-B5-A5OC	270	10	11	103	550	91	124	16	30	163	56	12	3
UCEC_TCGA-B5-A5OD	5	1	3	13	1	0	2	4	7	4	16	5	3
UCEC_TCGA-B5-A5OE	31	2	0	15	0	0	7	1	8	7	24	16	4
UCEC_TCGA-BG-A0M8	11	1	2	7	9	2	0	5	2	12	39	10	1
UCEC_TCGA-BG-A0MA	12	2	5	0	12	0	3	2	4	1	16	2	0
UCEC_TCGA-BG-A0MG	43	4	13	0	15	2	9	7	18	3	30	5	0
UCEC_TCGA-BG-A0MK	37	2	6	2	31	2	4	0	17	11	20	0	0
UCEC_TCGA-BG-A0MQ	198	7	13	4	217	2	99	0	24	85	53	0	10
UCEC_TCGA-BG-A0MU	18	3	4	5	0	0	6	0	17	1	29	0	0
UCEC_TCGA-BG-A0RY	17	0	5	0	14	0	0	4	2	3	15	9	1
UCEC_TCGA-BG-A0VV	20	0	2	0	2	1	0	5	7	0	22	0	1
UCEC_TCGA-BG-A0VW	157	8	23	32	192	14	9	0	39	59	22	5	13
UCEC_TCGA-BG-A0VX	38	67	56	44	5	19	22	7	0	5	6	1	0
UCEC_TCGA-BG-A0VZ	111	10	13	40	102	0	6	3	0	85	18	8	6
UCEC_TCGA-BG-A0W1	18	0	5	10	9	0	0	5	5	0	21	2	1
UCEC_TCGA-BG-A0W2	21	3	5	0	0	0	2	0	7	0	6	1	3
UCEC_TCGA-BG-A0YU	9	0	0	4	3	0	3	2	0	0	5	2	2
UCEC_TCGA-BG-A0YV	36	1	5	0	13	1	5	7	11	6	11	3	0
UCEC_TCGA-BG-A186	16	0	0	2	8	0	0	3	3	0	5	1	1
UCEC_TCGA-BG-A187	39	1	8	0	5	2	5	1	15	3	30	0	0
