Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
STAD_TCGA-RD-A7BT	1	10	7	9	4	5	0	3	0	0	11	1	20	16	148	16	32
STAD_TCGA-RD-A7BW	3	1	5	21	8	5	1	1	0	8	3	0	0	10	3	11	10
STAD_TCGA-RD-A7C1	5	25	13	68	73	3	0	0	5	16	0	4	24	12	47	21	21
STAD_TCGA-RD-A8MV	1	17	10	7	3	0	0	2	0	4	0	4	7	3	9	7	11
STAD_TCGA-RD-A8MW	3	10	1	5	11	2	2	0	0	3	0	0	8	12	10	11	15
STAD_TCGA-RD-A8N0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STAD_TCGA-RD-A8N1	0	0	4	0	11	8	0	7	12	11	0	8	8	13	7	32	9
STAD_TCGA-RD-A8N2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAD_TCGA-RD-A8N4	0	2	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0
STAD_TCGA-RD-A8N5	0	3	5	11	3	0	0	0	2	0	0	2	4	0	3	4	6
STAD_TCGA-RD-A8N6	1	16	13	42	13	0	0	0	1	8	11	12	9	16	2	34	15
STAD_TCGA-RD-A8N9	4	13	11	30	17	9	0	8	1	2	0	6	13	1	11	0	31
STAD_TCGA-RD-A8NB	15	98	35	119	174	71	86	0	0	43	18	57	2	0	15	0	0
STAD_TCGA-SW-A7EA	0	82	26	93	154	64	45	3	23	44	52	58	7	0	31	0	5
STAD_TCGA-SW-A7EB	4	22	10	9	0	0	2	0	0	0	0	4	12	29	3	43	40
STAD_TCGA-VQ-A8DL	0	9	2	6	0	8	2	1	8	4	0	0	2	5	5	6	10
STAD_TCGA-VQ-A8DT	3	14	15	22	48	0	0	4	12	3	9	1	19	3	48	0	30
STAD_TCGA-VQ-A8DU	2	11	5	25	17	0	3	5	1	3	8	6	8	5	56	13	6
STAD_TCGA-VQ-A8DV	1	3	5	10	26	0	2	4	0	1	0	1	12	0	4	3	5
STAD_TCGA-VQ-A8DZ	2	6	3	6	10	0	2	5	10	0	5	12	5	7	6	15	13
STAD_TCGA-VQ-A8E0	6	5	6	12	10	10	0	0	2	2	3	5	5	11	10	4	32
STAD_TCGA-VQ-A8E2	0	15	2	18	23	9	0	3	3	2	0	7	15	7	22	19	2
STAD_TCGA-VQ-A8E3	5	109	21	158	87	67	92	0	0	67	27	137	0	0	17	0	12
STAD_TCGA-VQ-A8E7	7	22	6	33	18	7	1	2	0	0	0	6	0	6	9	0	23
STAD_TCGA-VQ-A8P2	357	1334	459	1060	1732	977	826	0	842	247	284	101	705	0	11	0	0
STAD_TCGA-VQ-A8P3	2	13	7	25	0	1	0	0	8	15	6	4	7	4	254	0	15
STAD_TCGA-VQ-A8P5	2	38	7	35	14	0	5	13	9	8	20	0	8	27	64	9	3
STAD_TCGA-VQ-A8P8	1	21	6	35	9	1	0	2	0	1	0	2	10	7	4	0	31
STAD_TCGA-VQ-A8PB	4	117	57	172	262	94	41	0	19	46	0	77	0	0	0	0	0
STAD_TCGA-VQ-A8PC	0	8	6	7	26	5	4	6	11	8	6	3	6	4	47	5	8
STAD_TCGA-VQ-A8PD	3	20	6	30	0	5	0	0	1	0	0	4	9	3	11	7	5
STAD_TCGA-VQ-A8PE	5	7	3	26	20	5	0	2	7	4	0	1	14	21	8	21	9
STAD_TCGA-VQ-A8PF	0	14	11	23	0	6	1	9	3	0	2	6	16	4	23	2	15
STAD_TCGA-VQ-A8PH	2	7	3	2	29	4	0	0	7	3	4	15	9	8	10	138	0
STAD_TCGA-VQ-A8PJ	2	8	8	8	10	7	0	11	4	4	9	6	12	13	62	18	4
STAD_TCGA-VQ-A8PK	3	7	7	2	0	3	0	8	1	3	4	0	8	12	41	8	9
STAD_TCGA-VQ-A8PM	2	8	1	8	4	3	0	11	0	1	0	2	6	2	16	0	2
STAD_TCGA-VQ-A8PO	0	97	18	120	102	80	110	0	32	60	60	193	0	0	23	0	7
STAD_TCGA-VQ-A8PP	14	229	39	229	258	144	120	0	15	178	82	219	13	0	28	0	0
STAD_TCGA-VQ-A8PQ	0	0	0	6	2	0	0	0	0	0	0	5	2	2	0	0	0
STAD_TCGA-VQ-A8PS	0	4	4	11	0	2	0	0	1	0	9	1	11	4	2	10	0
STAD_TCGA-VQ-A8PT	21	264	46	212	272	175	125	0	49	95	45	95	31	0	3	0	0
STAD_TCGA-VQ-A8PU	4	3	1	14	6	5	6	2	6	7	0	1	11	7	1	55	27
STAD_TCGA-VQ-A8PX	0	108	19	80	36	19	52	0	22	132	43	143	0	0	28	4	4
STAD_TCGA-VQ-A8PY	6	10	8	4	23	1	14	0	0	3	6	1	6	2	15	0	15
STAD_TCGA-VQ-A8PZ	1	11	5	30	25	0	4	5	0	0	1	5	5	2	3	0	10
STAD_TCGA-VQ-A91A	2	18	6	30	0	11	8	6	6	8	0	1	3	9	9	10	30
STAD_TCGA-VQ-A91D	13	504	94	566	497	242	139	19	44	265	126	102	0	0	3	7	0
STAD_TCGA-VQ-A91E	6	105	31	131	112	62	60	0	9	86	32	191	0	0	19	0	16
STAD_TCGA-VQ-A91K	5	198	72	308	308	143	80	11	62	48	13	93	58	2	23	7	38
STAD_TCGA-VQ-A91N	4	19	7	16	28	4	3	0	2	5	3	0	4	14	13	22	11
STAD_TCGA-VQ-A91Q	5	2	0	16	7	7	0	2	4	0	14	0	6	8	8	44	14
STAD_TCGA-VQ-A91S	2	11	14	6	0	11	10	10	6	1	9	6	4	58	98	38	28
STAD_TCGA-VQ-A91U	5	26	12	39	5	2	6	0	2	1	0	11	14	10	6	28	22
STAD_TCGA-VQ-A91V	6	14	9	10	13	2	1	21	0	2	7	0	15	11	180	0	7
STAD_TCGA-VQ-A91W	2	3	1	6	16	0	0	0	1	1	0	0	8	2	6	0	3
STAD_TCGA-VQ-A91X	1	26	5	16	15	9	0	22	12	6	0	14	23	5	83	1	17
STAD_TCGA-VQ-A91Y	1	6	3	8	25	2	0	1	0	2	0	0	0	3	2	0	3
STAD_TCGA-VQ-A91Z	0	5	6	20	37	7	0	9	13	0	0	9	18	9	12	4	22
STAD_TCGA-VQ-A922	7	11	10	13	0	3	3	7	3	0	26	15	19	12	36	38	4
STAD_TCGA-VQ-A923	4	8	12	22	31	4	0	0	0	6	0	0	6	3	1	4	26
STAD_TCGA-VQ-A924	14	135	38	230	232	163	221	0	31	75	38	122	0	0	24	0	0
STAD_TCGA-VQ-A925	0	4	8	2	20	2	0	9	5	0	6	8	11	20	24	20	16
STAD_TCGA-VQ-A927	0	5	3	7	4	4	5	6	0	4	0	3	1	1	10	11	3
STAD_TCGA-VQ-A928	1	4	4	2	14	5	3	2	0	0	7	1	2	3	0	8	20
STAD_TCGA-VQ-A92D	5	8	7	19	11	13	5	1	6	2	16	7	12	8	4	19	20
STAD_TCGA-VQ-A94O	0	1	6	16	20	0	1	0	1	6	9	0	8	3	0	0	8
STAD_TCGA-VQ-A94P	2	2	2	7	17	1	2	0	3	0	0	1	0	7	56	0	0
STAD_TCGA-VQ-A94R	8	19	18	34	31	5	6	8	0	10	33	2	50	32	49	38	29
STAD_TCGA-VQ-A94T	6	14	7	17	0	0	1	2	4	1	11	3	11	0	0	4	19
STAD_TCGA-VQ-A94U	0	18	5	36	14	5	0	11	12	0	0	4	37	8	23	0	20
STAD_TCGA-VQ-AA64	9	14	3	4	9	5	5	0	16	12	0	10	20	64	22	68	48
STAD_TCGA-VQ-AA68	2	10	2	16	51	0	0	3	2	2	0	5	11	10	67	0	27
STAD_TCGA-VQ-AA69	1	12	3	16	17	0	2	0	0	3	1	0	6	4	0	0	16
STAD_TCGA-VQ-AA6A	1	7	6	20	16	4	0	2	5	8	0	0	13	2	23	15	0
STAD_TCGA-VQ-AA6B	1	15	2	15	17	4	0	8	3	1	1	0	6	6	1	7	13
STAD_TCGA-VQ-AA6D	1	289	18	36	70	59	26	49	50	56	82	58	2	19	41	47	7
STAD_TCGA-VQ-AA6F	4	10	5	0	16	0	1	0	0	6	0	0	4	5	0	0	11
STAD_TCGA-VQ-AA6G	8	15	8	36	24	5	3	1	0	9	0	1	10	0	23	0	23
STAD_TCGA-VQ-AA6I	1	19	8	13	14	6	0	3	6	3	0	0	10	8	10	7	18
STAD_TCGA-VQ-AA6J	3	16	1	22	13	3	1	7	9	3	0	0	7	8	61	5	17
STAD_TCGA-VQ-AA6K	3	8	3	17	0	0	6	0	1	0	8	7	6	2	0	17	14
STAD_TCGA-ZA-A8F6	1	5	4	10	0	4	0	3	0	2	0	0	4	9	0	11	5
STAD_TCGA-ZQ-A9CR	1	10	8	13	4	11	1	3	5	8	0	4	2	1	22	20	31
