Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q
BRCA_TCGA-Z7-A8R5	0	2	0	11	11	4	0	0	1	0	0	3	0	1	0	0	1
BRCA_TCGA-Z7-A8R6	3	7	9	4	5	0	0	0	0	0	19	1	11	47	1	0	0
COAD_TCGA-3L-AA1B	4	19	19	35	43	0	0	0	12	1	0	2	12	7	0	0	26
COAD_TCGA-4N-A93T	6	9	11	34	11	9	2	3	5	0	2	10	12	1	1	9	18
COAD_TCGA-4T-AA8H	7	28	10	34	31	6	7	2	2	0	0	3	32	0	0	8	9
COAD_TCGA-5M-AAT4	8	29	9	33	51	4	0	8	12	0	0	2	5	16	20	38	20
COAD_TCGA-5M-AAT5	8	16	4	23	42	1	0	0	2	1	0	1	9	1	3	0	13
COAD_TCGA-5M-AAT6	1	458	107	563	375	189	140	0	20	201	55	375	0	0	25	0	0
COAD_TCGA-5M-AATA	3	19	8	30	16	6	0	1	4	8	0	2	9	0	2	10	0
COAD_TCGA-5M-AATE	5	23	11	47	13	11	3	3	6	6	0	0	15	12	7	13	9
COAD_TCGA-A6-2671	3	13	4	21	18	1	0	5	0	0	3	0	1	1	0	8	16
COAD_TCGA-A6-2674	1	19	10	31	41	0	0	4	9	3	0	3	6	21	3	0	16
COAD_TCGA-A6-2675	3	24	6	40	32	0	0	0	0	3	3	2	6	7	2	2	10
COAD_TCGA-A6-2677	4	21	20	43	29	8	6	5	1	0	0	5	17	0	3	9	28
COAD_TCGA-A6-2681	1	16	8	36	43	0	0	7	15	2	0	11	0	0	7	13	23
COAD_TCGA-A6-2684	1	21	9	28	48	0	1	0	0	0	0	5	11	7	1	0	15
COAD_TCGA-A6-2685	1	5	3	9	31	1	0	0	5	0	1	2	0	5	0	1	3
COAD_TCGA-A6-2686	22	380	100	428	592	337	296	0	20	58	107	150	21	0	16	0	0
COAD_TCGA-A6-3809	12	205	23	208	196	153	138	15	57	117	69	195	0	0	44	0	44
COAD_TCGA-A6-3810	3	25	14	55	2	13	6	1	5	4	0	9	34	20	13	26	20
COAD_TCGA-A6-4105	0	37	6	36	25	3	0	7	19	8	0	8	7	13	3	8	39
COAD_TCGA-A6-4107	10	19	12	49	74	13	1	4	6	0	0	15	13	4	3	1	23
COAD_TCGA-A6-5656	3	28	11	49	32	0	0	0	2	5	0	3	8	1	2	4	16
COAD_TCGA-A6-5657	1	10	16	34	16	0	0	0	16	0	7	0	16	9	0	0	34
COAD_TCGA-A6-5659	9	23	33	37	126	1	0	1	15	0	0	8	8	0	0	0	48
COAD_TCGA-A6-5660	2	16	10	37	44	3	0	2	3	1	4	11	3	6	0	13	12
COAD_TCGA-A6-5661	23	295	62	305	276	250	174	0	25	32	0	86	0	0	7	0	26
COAD_TCGA-A6-5662	0	13	8	20	0	4	0	0	0	3	3	4	7	5	1	6	17
COAD_TCGA-A6-5664	4	10	2	21	0	1	1	6	0	7	0	7	3	1	3	4	8
COAD_TCGA-A6-5665	18	320	67	344	317	146	193	0	43	371	115	231	0	0	33	0	22
COAD_TCGA-A6-5666	7	15	14	38	9	0	7	2	0	3	0	5	0	4	5	0	14
COAD_TCGA-A6-5667	0	0	6	16	34	1	0	2	2	0	8	0	9	2	0	0	10
COAD_TCGA-A6-6137	5	15	13	39	11	8	0	0	0	6	0	4	19	3	4	7	27
COAD_TCGA-A6-6138	1	14	6	39	7	7	0	4	2	3	8	9	34	0	1	8	8
COAD_TCGA-A6-6142	0	6	4	20	39	6	1	8	0	8	1	1	6	3	2	0	12
COAD_TCGA-A6-6648	1	23	4	12	32	2	0	5	0	5	2	6	15	4	0	5	1
COAD_TCGA-A6-6649	4	24	10	46	10	7	6	0	0	0	6	6	12	8	4	12	10
COAD_TCGA-A6-6651	2	13	3	16	26	2	1	2	0	3	0	8	0	13	2	7	23
COAD_TCGA-A6-6652	1	5	1	21	33	8	0	0	5	3	6	3	6	5	4	1	6
COAD_TCGA-A6-6653	8	172	68	347	324	136	95	0	9	88	57	54	4	0	16	0	3
COAD_TCGA-A6-6654	4	48	17	107	38	0	1	2	0	1	0	3	5	7	2	0	8
COAD_TCGA-A6-6780	0	199	25	226	243	109	193	3	49	114	52	220	0	0	31	0	13
COAD_TCGA-A6-6781	15	407	92	682	738	255	147	0	0	16	0	120	0	0	2	0	0
COAD_TCGA-A6-6782	8	13	13	33	15	5	0	0	8	6	2	4	12	12	7	10	43
COAD_TCGA-A6-A565	0	78	18	94	90	73	43	0	5	26	0	44	15	0	3	0	0
COAD_TCGA-A6-A566	7	22	13	50	41	7	0	2	9	4	0	0	22	4	0	0	36
COAD_TCGA-A6-A567	6	5	10	17	11	0	0	0	0	3	0	2	4	0	2	7	10
COAD_TCGA-A6-A56B	1	14	9	31	39	1	0	2	0	0	1	3	1	2	0	9	18
COAD_TCGA-AA-3489	8	10	9	24	0	6	5	6	0	6	3	4	14	10	2	16	24
COAD_TCGA-AA-3492	12	492	99	430	339	314	223	17	97	202	125	264	13	0	31	1	15
COAD_TCGA-AA-3496	5	11	12	30	63	0	3	1	1	4	17	2	0	0	8	0	15
COAD_TCGA-AA-3502	2	38	26	56	58	3	0	4	7	0	0	9	8	2	4	1	29
COAD_TCGA-AA-3506	5	25	16	56	52	0	3	1	0	11	0	0	5	0	7	0	30
COAD_TCGA-AA-3510	1562	277	1353	55	0	43	11	717	27	29	440	0	0	0	0	0	69
COAD_TCGA-AA-3511	1	6	16	12	62	6	0	19	2	4	0	2	3	15	11	19	0
COAD_TCGA-AA-3522	1	5	3	2	0	0	0	0	0	0	2	0	0	0	0	2	1
COAD_TCGA-AA-3556	0	6	0	5	13	0	0	0	0	0	0	1	0	0	1	0	0
COAD_TCGA-AA-3655	0	19	8	20	25	1	0	4	4	11	0	0	6	2	0	0	7
COAD_TCGA-AA-3660	5	38	13	41	16	5	0	2	1	1	0	1	23	3	1	0	28
COAD_TCGA-AA-3662	4	7	5	36	22	2	0	3	0	0	0	6	8	4	0	0	17
COAD_TCGA-AA-3663	21	257	26	203	208	282	368	6	105	353	179	274	0	0	72	0	6
COAD_TCGA-AA-3697	3	23	13	50	3	13	7	2	12	7	0	4	2	27	12	44	57
COAD_TCGA-AA-3712	10	11	6	20	0	0	0	0	19	0	20	1	1	75	0	10	24
COAD_TCGA-AA-3713	8	300	43	200	120	102	107	0	47	49	40	79	46	0	24	22	18
COAD_TCGA-AA-3947	28	535	76	320	416	300	386	23	111	143	196	269	0	0	105	14	37
COAD_TCGA-AA-3984	1743	647	2092	141	82	6	98	1303	109	342	881	0	90	0	28	0	0
COAD_TCGA-AA-A00N	1583	725	2372	200	105	35	89	1062	101	402	555	0	37	0	62	0	0
COAD_TCGA-AA-A010	3589	938	1961	289	0	122	387	1016	1146	249	1305	25	0	0	150	0	0
COAD_TCGA-AA-A01P	10	176	45	231	139	112	76	0	25	80	82	79	0	0	18	0	23
COAD_TCGA-AA-A01R	0	446	129	664	643	193	157	0	50	80	0	135	0	0	9	0	0
COAD_TCGA-AA-A022	13	423	97	435	241	211	155	0	48	95	0	136	37	0	7	0	9
COAD_TCGA-AD-5900	2	344	85	296	288	235	241	5	54	61	112	169	0	0	0	0	18
COAD_TCGA-AD-6548	1	3	11	36	59	4	0	0	1	5	5	4	4	6	9	0	23
COAD_TCGA-AD-6888	1	20	12	28	55	1	5	8	0	3	0	3	0	0	1	0	7
COAD_TCGA-AD-6889	17	301	59	275	454	344	241	5	58	76	9	202	3	0	18	0	8
COAD_TCGA-AD-6890	4	25	8	48	13	0	0	3	2	2	0	6	1	7	2	0	23
COAD_TCGA-AD-6895	10	366	95	290	314	205	97	8	12	79	205	96	172	27	22	189	9
COAD_TCGA-AD-6899	5	29	16	44	45	0	3	0	1	0	5	4	22	18	1	15	5
COAD_TCGA-AD-6901	7	33	21	56	49	13	12	11	0	1	9	18	7	24	8	8	61
COAD_TCGA-AD-6963	1	13	2	20	32	4	0	0	4	3	5	3	0	11	3	11	0
COAD_TCGA-AD-6964	14	206	31	174	100	280	175	0	0	269	354	176	110	0	0	27	0
COAD_TCGA-AD-6965	4	22	10	32	43	1	6	3	3	0	4	4	6	6	0	12	6
COAD_TCGA-AD-A5EJ	19	269	41	274	201	228	241	4	84	68	65	188	26	0	25	0	12
COAD_TCGA-AD-A5EK	1	15	4	26	7	3	0	0	16	0	2	0	16	9	2	0	26
COAD_TCGA-AM-5820	5	17	6	24	24	0	0	0	1	1	0	3	7	3	0	6	5
COAD_TCGA-AM-5821	8	364	38	213	160	137	162	6	75	90	110	155	0	0	66	0	20
COAD_TCGA-AU-3779	8	16	6	43	2	4	2	8	0	0	7	3	15	5	0	7	17
COAD_TCGA-AU-6004	4	194	60	238	256	97	88	0	27	64	8	125	0	0	6	0	0
COAD_TCGA-AY-5543	6	9	13	33	26	4	0	5	9	7	6	10	9	7	0	16	5
COAD_TCGA-AY-6196	1	8	10	35	6	18	5	2	13	5	16	9	31	10	5	83	57
COAD_TCGA-AY-6197	8	136	34	141	187	132	149	0	16	227	87	195	8	0	6	0	0
COAD_TCGA-AY-6386	1	10	10	31	53	4	0	0	5	0	0	7	7	0	0	0	20
COAD_TCGA-AY-A54L	6	19	10	39	29	8	7	3	8	0	0	9	17	4	5	1	35
COAD_TCGA-AY-A69D	13	29	22	63	28	7	1	6	17	3	0	12	39	3	0	6	30
COAD_TCGA-AY-A71X	1	22	14	32	20	0	2	0	0	1	0	1	10	2	4	0	11
COAD_TCGA-AY-A8YK	1	13	7	13	25	4	5	2	5	0	0	5	0	0	2	2	12
COAD_TCGA-AZ-4308	0	10	8	21	0	1	0	3	2	12	6	2	8	3	0	0	20
COAD_TCGA-AZ-4315	2217	891	2697	175	80	22	189	1405	178	645	1105	0	0	0	104	0	0
COAD_TCGA-AZ-4323	1	3	6	15	9	8	2	1	3	7	0	2	5	0	7	7	3
COAD_TCGA-AZ-4614	1	23	7	45	53	8	4	4	11	4	6	3	4	11	33	30	25
COAD_TCGA-AZ-4615	12	97	38	163	132	90	128	0	3	68	33	157	0	0	16	0	34
COAD_TCGA-AZ-4616	4	18	12	26	9	0	5	6	0	5	0	10	10	4	6	1	12
COAD_TCGA-AZ-4681	0	14	3	18	18	2	5	1	0	0	0	4	9	6	1	10	13
COAD_TCGA-AZ-4682	3	11	11	31	24	1	0	0	0	0	0	4	3	6	3	1	9
COAD_TCGA-AZ-5403	6	13	6	11	13	4	0	7	0	7	0	0	12	3	3	12	9
COAD_TCGA-AZ-5407	4	28	4	35	5	5	0	0	2	0	0	4	14	0	4	8	18
COAD_TCGA-AZ-6598	18	636	92	343	526	321	261	0	51	151	97	163	8	0	17	0	10
COAD_TCGA-AZ-6599	2	19	25	25	15	0	0	0	6	0	68	0	190	59	0	0	10
COAD_TCGA-AZ-6600	5	12	7	34	44	0	0	0	12	0	4	7	2	8	2	28	17
COAD_TCGA-AZ-6601	11	468	110	702	770	269	265	0	39	59	0	110	0	0	6	0	0
COAD_TCGA-AZ-6603	1	8	13	26	19	1	0	3	4	2	0	4	6	0	0	5	7
COAD_TCGA-AZ-6605	2	15	19	25	20	14	0	0	6	19	0	9	8	6	7	0	21
COAD_TCGA-AZ-6606	3	17	11	50	33	0	6	0	0	0	22	9	14	11	15	0	14
COAD_TCGA-AZ-6607	0	5	4	13	19	2	0	9	2	5	0	7	15	3	5	0	12
COAD_TCGA-AZ-6608	1	6	5	23	20	9	0	11	0	21	0	7	0	5	11	101	0
COAD_TCGA-CA-5254	1	27	12	58	48	0	4	9	11	6	18	8	11	2	0	23	29
COAD_TCGA-CA-5255	1	7	6	17	10	5	1	0	1	6	0	4	4	0	2	4	7
COAD_TCGA-CA-5256	3	12	7	23	35	4	0	5	0	2	1	7	5	0	2	0	0
COAD_TCGA-CA-5796	3	6	3	18	41	0	1	0	0	5	0	2	5	0	1	2	9
COAD_TCGA-CA-5797	1	0	2	18	9	4	2	2	0	2	6	0	14	5	0	15	9
COAD_TCGA-CA-6715	5	5	11	18	29	0	7	0	14	8	3	4	4	0	3	4	8
COAD_TCGA-CA-6716	5	33	11	68	16	4	5	1	5	3	4	2	9	8	1	3	29
COAD_TCGA-CA-6717	3652	348	2233	221	0	0	237	3152	696	728	653	320	153	0	572	0	0
COAD_TCGA-CA-6718	1811	87	858	34	0	19	64	1133	42	91	95	72	0	0	41	0	81
COAD_TCGA-CA-6719	6	21	12	33	43	0	0	0	6	16	0	8	9	0	0	0	7
COAD_TCGA-CK-4947	1	17	5	29	26	1	0	8	1	2	0	8	4	1	5	18	7
COAD_TCGA-CK-4948	1	19	5	36	18	4	3	10	2	3	0	2	6	6	1	9	17
COAD_TCGA-CK-4950	5	12	10	32	61	11	0	6	13	4	7	0	6	0	3	9	49
COAD_TCGA-CK-4951	43	996	266	351	559	753	129	0	0	180	878	138	1136	240	0	757	30
COAD_TCGA-CK-4952	0	10	8	57	28	0	0	0	9	2	15	8	23	9	12	0	21
COAD_TCGA-CK-5912	0	10	8	24	0	8	0	1	1	3	0	0	5	3	2	18	4
COAD_TCGA-CK-5913	5	128	36	170	299	69	112	0	34	84	0	104	0	0	8	0	0
COAD_TCGA-CK-5914	7	28	14	32	42	0	2	3	3	6	0	2	12	4	3	12	22
COAD_TCGA-CK-5915	2	14	5	48	32	3	0	2	5	4	0	7	4	1	2	0	0
COAD_TCGA-CK-5916	25	275	63	349	362	257	117	0	18	170	0	171	5	0	6	0	0
COAD_TCGA-CK-6746	8	210	41	181	206	186	148	3	45	101	81	194	5	0	26	0	21
COAD_TCGA-CK-6747	3	32	17	47	24	0	1	2	0	2	0	9	6	4	4	0	14
COAD_TCGA-CK-6748	0	8	6	24	2	4	0	0	8	4	0	8	3	1	6	6	11
COAD_TCGA-CK-6751	9	35	17	38	40	10	0	0	4	3	0	7	31	3	4	0	28
COAD_TCGA-CM-4743	2	194	41	282	235	127	174	0	56	75	78	132	0	0	17	0	5
COAD_TCGA-CM-4744	6	15	12	51	56	0	0	0	9	9	0	3	4	1	1	0	34
COAD_TCGA-CM-4746	8	219	45	254	227	60	70	0	14	6	0	31	0	0	7	0	0
COAD_TCGA-CM-4747	1	27	3	32	21	0	0	5	0	5	0	4	15	5	2	0	17
COAD_TCGA-CM-4748	4	10	3	18	11	0	0	0	4	6	8	2	5	3	2	0	19
COAD_TCGA-CM-4750	7	5	2	26	40	0	0	3	1	3	0	1	4	0	4	0	22
COAD_TCGA-CM-4751	3	33	4	32	17	0	0	3	0	5	0	9	5	0	3	5	9
COAD_TCGA-CM-4752	6	19	15	48	43	8	0	0	8	5	0	2	5	1	0	3	15
COAD_TCGA-CM-5341	1	19	6	56	26	2	7	12	0	10	0	1	13	12	1	30	10
COAD_TCGA-CM-5344	6	12	2	28	16	5	4	2	0	2	0	0	0	1	0	13	9
COAD_TCGA-CM-5348	2	34	28	62	0	5	1	2	8	10	4	1	18	20	4	35	19
COAD_TCGA-CM-5349	1	17	13	37	49	0	0	7	0	2	0	2	4	0	4	0	11
COAD_TCGA-CM-5860	1	17	16	31	43	0	0	0	9	0	0	6	7	2	3	0	23
COAD_TCGA-CM-5861	5	249	45	170	203	210	212	13	32	396	51	167	10	0	37	0	23
COAD_TCGA-CM-5862	2	17	7	39	11	3	0	5	8	3	1	8	7	4	6	12	2
COAD_TCGA-CM-5863	1	8	8	13	38	0	0	6	2	0	0	2	3	1	0	0	5
COAD_TCGA-CM-5864	6	28	10	29	16	10	1	7	7	3	1	15	32	3	0	60	38
COAD_TCGA-CM-5868	5	10	9	20	26	11	6	3	0	3	0	10	5	6	3	0	10
COAD_TCGA-CM-6161	1	6	6	29	49	1	0	1	0	0	12	7	4	0	0	0	21
COAD_TCGA-CM-6163	1	11	13	32	35	0	0	0	2	3	0	5	10	8	2	0	21
COAD_TCGA-CM-6164	0	11	8	13	6	0	1	9	8	3	0	7	12	0	0	4	16
COAD_TCGA-CM-6165	6	12	4	33	4	2	14	2	0	0	14	5	15	0	0	23	20
COAD_TCGA-CM-6166	5	23	13	15	11	0	3	2	0	3	0	0	3	11	0	0	29
COAD_TCGA-CM-6167	2	12	5	22	22	0	0	0	5	0	0	8	8	0	0	4	16
COAD_TCGA-CM-6168	4	36	12	49	49	19	18	0	1	10	11	16	9	13	6	0	38
COAD_TCGA-CM-6169	4	16	6	41	0	10	3	0	0	7	0	4	6	2	3	0	34
COAD_TCGA-CM-6170	1	10	5	9	73	4	3	0	0	0	0	2	12	6	5	0	0
COAD_TCGA-CM-6171	11	196	55	316	434	138	129	0	23	67	0	110	0	0	8	0	0
COAD_TCGA-CM-6172	1	19	12	27	23	0	0	0	0	0	0	4	17	6	8	6	17
COAD_TCGA-CM-6674	1	176	54	271	203	105	75	0	0	48	28	95	0	0	8	0	0
COAD_TCGA-CM-6675	0	12	4	10	44	0	5	2	4	3	0	4	14	0	5	6	15
COAD_TCGA-CM-6676	2	22	9	28	29	1	0	4	7	4	0	3	11	0	4	0	19
COAD_TCGA-CM-6677	10	35	12	46	17	0	3	0	2	5	0	4	20	1	4	4	20
COAD_TCGA-CM-6678	5	20	8	37	68	2	0	5	0	7	0	1	14	0	0	0	12
COAD_TCGA-CM-6679	1	18	2	13	15	3	0	6	1	11	1	12	8	4	4	0	7
COAD_TCGA-CM-6680	0	14	13	32	17	0	0	2	0	9	0	3	16	1	1	0	17
COAD_TCGA-D5-5537	4	20	8	31	22	3	0	4	2	4	2	3	17	0	1	0	18
COAD_TCGA-D5-5538	5	5	9	25	56	10	0	0	3	3	3	11	1	0	7	1	24
COAD_TCGA-D5-5539	1	11	4	44	13	7	0	0	0	3	0	5	16	5	9	6	22
COAD_TCGA-D5-5540	4	25	12	45	17	0	0	3	2	1	0	3	12	12	4	9	28
COAD_TCGA-D5-5541	0	11	10	18	18	2	0	0	1	3	0	4	14	2	1	0	7
COAD_TCGA-D5-6529	5	24	12	29	44	10	0	0	0	1	0	2	2	3	1	0	14
COAD_TCGA-D5-6530	3	195	40	299	235	153	111	0	13	61	8	91	11	0	7	0	0
COAD_TCGA-D5-6531	9	28	16	61	59	3	1	0	3	2	4	2	12	5	11	10	28
COAD_TCGA-D5-6532	4	18	15	29	32	1	3	7	3	2	0	2	2	23	7	7	9
COAD_TCGA-D5-6533	3	11	16	42	7	11	9	8	0	8	0	3	28	9	5	40	27
COAD_TCGA-D5-6534	4	15	9	40	2	12	1	10	12	2	0	3	13	8	9	35	34
COAD_TCGA-D5-6535	7	15	10	29	33	4	0	4	17	5	13	0	9	24	10	14	38
COAD_TCGA-D5-6536	0	27	7	22	17	3	3	0	3	6	0	2	0	6	0	17	21
COAD_TCGA-D5-6537	8	15	12	42	24	0	2	0	4	1	0	6	0	0	2	1	26
COAD_TCGA-D5-6538	1	38	14	41	28	0	0	3	2	3	0	8	16	4	2	5	16
COAD_TCGA-D5-6539	3	8	9	25	12	5	1	2	4	6	2	5	2	8	4	20	11
COAD_TCGA-D5-6540	14	378	72	212	303	161	163	0	46	26	27	51	0	0	24	0	37
COAD_TCGA-D5-6541	1	17	5	43	18	1	1	0	0	0	0	9	1	6	0	6	6
COAD_TCGA-D5-6898	4	16	5	27	2	1	3	0	0	2	0	4	4	4	2	10	16
COAD_TCGA-D5-6920	4	28	10	39	8	6	0	1	0	2	3	4	6	13	2	7	18
COAD_TCGA-D5-6922	1	26	10	35	9	3	0	0	0	3	0	5	16	12	6	17	7
COAD_TCGA-D5-6924	4	10	8	42	42	0	3	5	2	0	16	1	8	3	7	24	23
COAD_TCGA-D5-6926	3	10	7	30	49	0	0	8	0	4	4	12	3	11	2	7	12
COAD_TCGA-D5-6927	11	122	23	123	122	73	88	0	12	94	36	101	0	0	8	0	0
COAD_TCGA-D5-6928	37	538	64	287	324	225	263	0	31	64	122	83	18	0	0	0	20
COAD_TCGA-D5-6929	1	13	8	12	44	2	6	7	15	2	0	7	9	15	5	0	15
COAD_TCGA-D5-6930	14	553	60	209	184	177	60	0	75	7	147	24	27	0	12	0	12
COAD_TCGA-D5-6931	4	38	19	39	24	13	1	28	15	10	0	3	54	8	121	0	38
COAD_TCGA-D5-6932	6	11	6	20	25	5	9	12	5	7	0	6	6	3	8	35	12
COAD_TCGA-D5-7000	0	19	10	46	1	3	2	2	0	0	3	3	10	9	2	10	28
COAD_TCGA-DM-A0X9	5	19	19	43	45	10	0	3	10	3	0	6	19	9	7	8	32
COAD_TCGA-DM-A0XD	5	27	17	28	85	3	1	5	2	0	1	5	11	12	4	0	21
COAD_TCGA-DM-A0XF	3	5	12	14	27	15	7	8	0	5	0	1	9	8	3	24	33
COAD_TCGA-DM-A1D0	0	12	4	34	2	3	1	10	13	4	0	5	10	11	4	31	10
COAD_TCGA-DM-A1D4	8	34	13	56	48	1	5	3	7	7	0	13	5	5	4	0	26
COAD_TCGA-DM-A1D6	0	17	9	40	23	4	4	8	1	6	0	3	3	14	1	0	19
COAD_TCGA-DM-A1D7	1	16	4	37	18	11	1	8	12	0	5	5	15	7	0	36	17
COAD_TCGA-DM-A1D8	7	18	14	24	51	0	10	3	0	4	0	7	6	6	12	30	36
COAD_TCGA-DM-A1D9	2	4	11	24	29	6	3	4	14	5	3	2	10	3	2	46	12
COAD_TCGA-DM-A1DA	8	37	12	48	28	12	24	1	2	2	9	6	33	4	27	51	73
COAD_TCGA-DM-A1DB	1	8	6	14	23	4	2	0	0	4	0	2	4	6	6	0	13
COAD_TCGA-DM-A1HA	4	27	4	43	34	0	0	1	8	5	1	1	5	10	1	18	29
COAD_TCGA-DM-A1HB	2	181	38	197	175	118	134	0	58	152	85	246	0	0	32	0	47
COAD_TCGA-DM-A280	5	18	7	26	26	0	0	13	0	2	10	0	7	1	35	0	28
COAD_TCGA-DM-A282	6	10	12	35	32	0	4	0	0	7	0	2	8	10	0	0	12
COAD_TCGA-DM-A285	3	23	14	21	38	0	0	13	7	6	0	14	13	12	9	21	41
COAD_TCGA-DM-A288	2	14	3	20	24	0	1	0	4	1	0	3	3	14	17	5	9
COAD_TCGA-DM-A28A	8	17	8	32	50	2	5	0	1	4	0	15	0	8	2	0	39
COAD_TCGA-DM-A28C	4	16	5	30	15	6	2	2	0	0	0	9	6	11	3	0	29
COAD_TCGA-DM-A28E	4	9	7	22	25	2	0	0	0	7	7	13	0	2	4	5	11
COAD_TCGA-DM-A28F	10	31	15	31	39	5	13	5	0	9	5	2	25	23	45	50	25
COAD_TCGA-DM-A28G	0	12	6	33	34	0	0	2	6	1	21	10	11	3	5	0	21
COAD_TCGA-DM-A28H	2	22	8	30	0	7	0	9	6	4	3	8	11	23	1	16	15
COAD_TCGA-DM-A28K	4	16	8	49	21	6	3	0	2	1	4	1	9	2	4	6	7
COAD_TCGA-DM-A28M	1	18	11	33	21	0	1	2	1	3	0	14	13	1	5	0	9
COAD_TCGA-F4-6459	4	10	14	23	18	9	5	2	4	2	0	13	13	20	10	23	6
COAD_TCGA-F4-6460	8	14	13	19	49	3	6	8	2	3	4	6	11	8	1	31	13
COAD_TCGA-F4-6461	3	29	12	42	0	11	5	3	0	8	0	18	30	1	2	12	17
COAD_TCGA-F4-6463	1	19	9	24	29	3	0	0	0	0	0	2	5	0	1	0	2
COAD_TCGA-F4-6569	7	11	10	33	6	4	1	0	4	5	2	3	9	9	27	12	15
COAD_TCGA-F4-6570	17	326	79	285	366	238	208	11	57	133	104	85	25	0	83	0	41
COAD_TCGA-F4-6703	8	114	22	83	81	58	63	3	10	29	53	83	11	0	22	19	9
COAD_TCGA-F4-6704	1	17	8	12	14	0	2	2	1	0	2	10	9	7	4	5	11
COAD_TCGA-F4-6805	6	6	3	24	14	4	4	2	0	6	8	2	1	0	2	13	3
COAD_TCGA-F4-6806	6	22	8	41	9	3	2	0	0	3	0	11	18	7	0	13	5
COAD_TCGA-F4-6807	7	8	4	18	28	1	25	0	5	3	4	5	27	0	4	50	36
COAD_TCGA-F4-6808	2	14	8	36	68	0	6	0	2	2	3	2	9	0	7	9	16
COAD_TCGA-F4-6809	8	15	5	22	12	7	6	8	4	17	0	1	9	17	14	26	38
COAD_TCGA-F4-6854	0	8	6	24	25	11	5	5	3	3	0	3	10	5	5	10	29
COAD_TCGA-F4-6855	4	20	6	23	33	0	6	3	4	2	0	2	8	8	0	6	26
COAD_TCGA-F4-6856	3	415	33	161	171	125	57	6	12	56	104	59	10	0	3	0	1
COAD_TCGA-G4-6293	6	16	9	23	35	8	0	2	0	0	0	9	24	1	1	2	17
COAD_TCGA-G4-6294	1	24	6	17	21	13	0	0	15	5	0	4	3	14	11	50	24
COAD_TCGA-G4-6295	2	24	13	29	6	9	0	7	13	8	0	10	11	7	2	45	22
COAD_TCGA-G4-6297	2	6	13	36	18	5	3	0	8	0	0	4	3	0	1	7	5
COAD_TCGA-G4-6298	6	11	4	37	17	1	1	0	0	1	0	0	16	0	0	0	13
COAD_TCGA-G4-6299	1	15	10	16	58	5	0	8	20	7	0	5	7	6	3	34	16
COAD_TCGA-G4-6302	7	173	69	199	132	142	165	3	27	64	4	115	3	1	9	0	49
COAD_TCGA-G4-6303	7	15	15	43	8	8	1	3	0	1	0	5	4	3	0	4	14
COAD_TCGA-G4-6304	6	247	51	177	192	152	94	3	18	88	3	106	32	0	4	0	25
COAD_TCGA-G4-6306	1	25	8	40	13	2	1	3	12	1	0	15	5	3	3	0	19
COAD_TCGA-G4-6307	4	13	7	9	33	2	3	6	0	2	1	0	9	5	3	0	17
COAD_TCGA-G4-6309	5	148	37	301	204	65	68	1	14	35	20	69	0	0	5	0	0
COAD_TCGA-G4-6310	2	38	14	39	14	1	0	1	6	0	0	6	18	3	2	5	11
COAD_TCGA-G4-6311	6	15	12	25	63	3	0	7	7	5	0	3	7	3	9	0	38
COAD_TCGA-G4-6314	2	28	15	43	22	0	0	3	21	4	6	5	4	17	2	18	0
COAD_TCGA-G4-6315	6	23	10	51	8	2	2	5	0	9	2	2	15	11	3	15	31
COAD_TCGA-G4-6317	3	18	13	35	35	2	2	0	0	3	0	2	16	4	1	3	5
COAD_TCGA-G4-6320	18	244	67	337	265	130	131	0	22	36	0	12	65	0	1	0	84
COAD_TCGA-G4-6321	3	16	7	24	11	5	0	2	2	0	0	2	8	2	0	0	20
COAD_TCGA-G4-6322	4	11	9	26	26	0	2	0	0	5	0	3	26	0	0	0	12
COAD_TCGA-G4-6323	6	18	3	24	35	2	0	0	0	8	5	5	4	4	4	0	18
COAD_TCGA-G4-6586	7	211	52	299	248	103	101	0	27	89	49	151	0	0	27	0	12
COAD_TCGA-G4-6588	16	418	40	348	346	294	299	0	56	267	218	239	0	0	30	0	7
COAD_TCGA-G4-6625	0	9	6	30	26	8	1	8	5	0	0	16	12	3	1	19	22
COAD_TCGA-G4-6626	0	27	15	43	49	0	0	0	0	3	0	3	11	3	0	0	35
COAD_TCGA-G4-6627	3	17	5	44	0	3	0	3	8	3	5	4	7	6	1	6	18
COAD_TCGA-G4-6628	37	493	50	300	393	485	364	1	17	59	0	104	72	0	22	0	19
COAD_TCGA-NH-A50T	4	29	20	41	33	0	0	3	1	2	0	0	7	1	0	0	24
COAD_TCGA-NH-A50U	7	13	8	22	31	0	2	5	0	3	1	5	6	6	3	0	6
COAD_TCGA-NH-A50V	9	34	7	61	29	5	0	0	8	5	1	2	15	0	1	6	33
COAD_TCGA-NH-A5IV	18	505	94	561	572	463	254	0	0	262	3	237	51	0	13	0	0
COAD_TCGA-NH-A6GA	2	5	13	22	42	4	0	1	7	0	0	0	4	8	2	0	21
COAD_TCGA-NH-A6GB	6	31	12	59	9	11	4	6	0	6	0	3	33	3	3	20	29
COAD_TCGA-NH-A6GC	6	21	10	36	0	0	6	2	7	0	0	0	3	14	5	28	18
COAD_TCGA-NH-A8F7	5	15	8	39	23	4	0	0	4	3	5	1	17	3	2	13	28
