Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
MLH1_0_dirichlet_train1.11	0.999999999999997	0.842	0.65	65.0%	0.107	54.058%	0.37394	0.777
MSH6_1_dirichlet_train1.10	0.9999999999999974	0.843	0.654	65.4%	0.103	54.247%	0.36845	0.775
PMS2_0_dirichlet_train1.4	0.9999999999999963	0.686	0.786	78.6%	0.136	73.194%	0.51801	0.501
MSH6_1_dirichlet_train1.11	0.9999999999999967	0.863	0.61	61.0%	0.086	50.769%	0.34807	0.777
MSH6_1_dirichlet_train1.12	0.9999999999999973	0.884	0.581	58.1%	0.085	46.672%	0.31505	0.826
MSH6_0_dirichlet_train1.6	0.9999999999999962	0.834	0.592	59.2%	0.109	55.404%	0.45409	0.764
MSH6_0_dirichlet_train1.7	0.9999999999999963	0.835	0.609	60.9%	0.099	55.586%	0.34212	0.743
MSH2_0_dirichlet_train1.8	0.9999999999999964	0.845	0.698	69.8%	0.115	53.73%	0.42938	0.796
MLH1_0_dirichlet_train1.12	0.9999999999999968	0.892	0.554	55.4%	0.096	45.729%	0.2887	0.857
PMS1_0_dirichlet_train1.14	0.9999999999999976	0.808	0.818	81.8%	0.133	58.855%	0.64454	0.751
MSH6_0_dirichlet_train1.8	0.9999999999999962	0.869	0.586	58.6%	0.092	49.661%	0.36678	0.805
MSH6_0_dirichlet_train1.9	0.999999999999996	0.9	0.496	49.6%	0.09	43.944%	0.24843	0.866
MLH1_0_dirichlet_train1.13	0.9999999999999969	0.905	0.571	57.1%	0.086	42.784%	0.34018	0.87
MSH2_0_dirichlet_train1.9	0.9999999999999968	0.846	0.632	63.2%	0.101	53.364%	0.33491	0.775
MLH1_0_dirichlet_train1.14	0.9999999999999971	0.861	0.661	66.1%	0.111	51.533%	0.39789	0.819
PMS2_0_dirichlet_train1.5	0.9999999999999967	0.741	0.808	80.8%	0.139	67.225%	0.51199	0.637
PMS1_0_dirichlet_train1.15	0.999999999999998	0.87	0.71	71.0%	0.127	49.843%	0.4979	0.844
MLH1_0_dirichlet_train1.15	0.9999999999999976	0.836	0.614	61.4%	0.103	55.048%	0.42579	0.757
MLH1_0_dirichlet_train1.16	0.9999999999999974	0.847	0.658	65.8%	0.112	53.396%	0.3689	0.796
MSH2_0_dirichlet_train1.10	0.9999999999999966	0.877	0.59	59.0%	0.092	48.245%	0.34493	0.823
MSH6_0_dirichlet_train1.10	0.9999999999999958	0.8	0.67	67.0%	0.107	60.598%	0.43613	0.684
MSH6_0_dirichlet_train1.11	0.999999999999996	0.905	0.566	56.6%	0.091	44.146%	0.27996	0.877
PMS1_0_dirichlet_train1.16	0.9999999999999981	0.863	0.699	69.9%	0.126	50.394%	0.61692	0.833
PMS2_0_dirichlet_train1.6	0.9999999999999959	0.714	0.76	76.0%	0.129	70.319%	0.49715	0.544
PMS1_0_dirichlet_train1.17	0.9999999999999984	0.902	0.671	67.1%	0.108	43.89%	0.50781	0.881
MSH6_1_dirichlet_train1.13	0.9999999999999973	0.869	0.635	63.5%	0.106	49.5%	0.32996	0.828
MLH1_0_dirichlet_train1.17	0.9999999999999969	0.907	0.558	55.8%	0.084	42.534%	0.32838	0.871
PMS1_0_dirichlet_train1.18	0.9999999999999981	0.773	0.875	87.5%	0.135	63.899%	0.67904	0.692
PMS1_0_dirichlet_train1.19	0.9999999999999979	0.779	0.743	74.3%	0.157	62.67%	0.67555	0.727
PMS2_0_dirichlet_train1.7	0.9999999999999962	0.7	0.889	88.9%	0.134	71.275%	0.63825	0.526
