Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
STAD_TCGA-CG-5726	2.39E+01	1.02E+00	7.70E+00	4.95E+00	9.62E+00	1.23E+01	4.77E+00	4.11E+00	1.81E+01	1.28E+01	2.95E+00	6.07E+00	7.16E-01	3.26E+00
STAD_TCGA-CG-5727	3.63E+00	5.67E-01	2.79E+00	1.32E+00	1.17E+00	1.21E+00	2.53E+00	1.76E+00	2.56E+00	1.66E+00	1.72E+00	4.37E+00	1.84E+00	1.25E+00
STAD_TCGA-CG-5728	3.52E+01	1.33E+00	2.02E+01	9.54E+00	1.21E+01	1.54E+01	4.79E+00	7.06E+00	1.89E+01	1.96E+01	5.86E+00	3.59E+00	6.84E-01	2.21E+00
STAD_TCGA-CG-5730	3.07E+00	7.57E-01	2.58E+00	1.83E+00	2.41E+00	5.47E-01	2.18E+00	9.45E-01	3.38E+00	1.44E+00	2.40E+00	2.86E+00	2.69E+00	2.58E-01
STAD_TCGA-CG-5732	1.31E+00	0.00E+00	4.27E-01	7.12E-01	6.36E-01	9.40E-01	2.71E+00	7.30E-01	1.56E+00	8.84E-01	1.90E+00	3.17E+00	1.02E+00	6.70E-01
STAD_TCGA-CG-5733	2.28E+01	1.97E+00	1.30E+01	3.68E+00	1.17E+01	1.59E+01	3.12E+00	6.91E+00	1.34E+01	1.23E+01	7.56E+00	2.27E+00	0.00E+00	2.42E+00
STAD_TCGA-CG-5734	3.27E+00	4.33E-01	1.85E+00	7.30E-01	8.46E-01	2.21E-01	1.27E+00	1.40E+00	1.10E+00	1.57E+00	2.34E+00	1.27E+00	5.26E-01	6.71E-01
STAD_TCGA-D7-5577	2.92E+00	1.02E+00	1.56E+00	1.29E+00	1.91E+00	4.52E-01	1.52E+00	7.03E-01	2.53E+00	8.00E-01	2.40E+00	3.51E+00	1.04E+00	1.16E+00
STAD_TCGA-D7-5578	4.44E+00	7.27E-01	2.66E+00	1.76E+00	1.79E+00	6.87E-01	1.84E+00	1.47E+00	2.96E+00	1.67E+00	2.65E+00	2.39E+00	3.41E+00	3.05E+00
STAD_TCGA-D7-5579	2.04E+00	9.45E-01	2.05E+00	1.16E+00	8.92E-01	1.59E+00	1.81E+00	1.12E+00	1.68E+00	1.20E+00	1.40E+00	2.03E+00	1.66E+00	1.91E+00
STAD_TCGA-D7-6518	1.94E+00	8.27E-01	1.10E+00	8.31E-01	1.78E+00	8.27E-01	1.87E+00	0.00E+00	1.12E+00	6.05E-01	1.09E+00	2.30E+00	1.25E+00	6.87E-01
STAD_TCGA-D7-6519	8.75E-01	0.00E+00	8.79E-01	7.77E-01	2.00E-01	1.02E+00	1.50E+00	9.24E-01	2.58E+00	5.58E-01	1.27E+00	2.71E+00	1.18E+00	3.79E-01
STAD_TCGA-D7-6520	2.21E+00	9.66E-01	1.25E+00	7.67E-01	0.00E+00	4.22E-01	7.75E-01	1.23E+00	1.22E+00	1.18E+00	1.15E+00	1.16E+00	1.24E+00	8.67E-01
STAD_TCGA-D7-6521	1.71E+00	0.00E+00	9.92E-01	1.61E+00	1.36E+00	4.00E-01	1.58E+00	2.13E-01	1.76E+00	2.69E-01	1.57E+00	2.35E+00	6.29E-01	3.40E-01
STAD_TCGA-D7-6522	1.80E+00	8.33E-01	1.23E+00	7.00E-01	1.12E+00	1.22E+00	4.27E-01	6.40E-01	2.97E+00	6.87E-01	1.62E+00	1.12E+00	7.92E-01	1.28E+00
STAD_TCGA-D7-6524	3.26E+00	1.20E+00	2.79E+00	1.27E+00	1.06E+00	8.03E-01	2.08E+00	1.15E+00	4.61E+00	5.62E-01	2.56E+00	3.61E+00	2.00E-01	0.00E+00
STAD_TCGA-D7-6525	2.06E+00	1.05E+00	1.36E+00	1.03E+00	1.20E+00	1.74E+00	3.21E+00	1.06E+00	2.21E+00	2.37E+00	2.48E+00	3.71E+00	2.01E+00	2.55E+00
STAD_TCGA-D7-6526	3.15E+00	1.12E+00	3.01E+00	1.44E+00	1.14E+00	7.34E-01	4.48E+00	1.00E-01	4.96E+00	2.18E+00	1.86E+00	5.37E+00	1.87E+00	2.44E+00
STAD_TCGA-D7-6527	2.94E+00	5.39E-01	2.09E+00	1.09E+00	1.43E+00	6.18E-01	3.77E+00	2.13E-01	1.49E+00	1.84E+00	1.33E+00	3.23E+00	2.61E+00	3.70E+00
STAD_TCGA-D7-6528	1.84E+00	1.28E+00	2.16E+00	9.71E-01	2.38E+00	1.67E+00	2.84E+00	2.36E+00	2.21E+00	3.26E+00	3.13E+00	1.28E+00	2.71E+00	4.14E+00
STAD_TCGA-D7-6815	4.38E+00	5.67E-01	3.82E+00	1.60E+00	2.10E+00	2.13E-01	2.86E+00	7.90E-01	3.56E+00	1.61E+00	2.19E+00	3.02E+00	1.90E+00	8.03E-01
STAD_TCGA-D7-6817	2.26E+00	0.00E+00	1.00E+00	4.53E-01	1.26E+00	7.33E-01	4.27E-01	1.02E+00	1.59E+00	1.05E+00	1.24E+00	1.38E+00	1.02E+00	9.78E-01
STAD_TCGA-D7-6818	1.60E+00	7.75E-01	1.53E+00	6.70E-01	9.24E-01	2.00E-01	2.11E+00	1.32E+00	1.91E+00	2.56E+00	3.35E+00	2.55E+00	1.32E+00	2.04E+00
STAD_TCGA-D7-6820	1.76E+00	0.00E+00	1.31E+00	6.16E-01	1.59E+00	0.00E+00	1.47E+00	1.04E+00	1.91E+00	1.38E+00	2.21E+00	2.90E+00	1.48E+00	6.46E-01
STAD_TCGA-D7-6822	2.17E+00	6.57E-01	1.91E+00	1.09E+00	1.64E+00	2.00E-01	2.78E+00	1.63E+00	1.91E+00	2.83E+00	3.00E+00	2.57E+00	1.40E+00	5.68E+00
STAD_TCGA-D7-8570	3.87E+00	2.24E-01	2.59E+00	1.05E+00	1.61E+00	0.00E+00	2.00E-01	2.13E-01	1.22E+00	4.67E-01	2.36E+00	1.19E+00	1.19E+00	8.00E-01
STAD_TCGA-D7-8572	2.37E+00	1.00E+00	2.30E+00	1.20E+00	2.59E+00	2.12E+00	2.50E+00	1.13E+00	4.85E+00	8.46E-01	4.37E+00	3.89E+00	1.62E+00	1.15E+00
STAD_TCGA-D7-8573	1.68E+00	0.00E+00	1.74E+00	1.37E+00	1.27E+00	1.00E+00	1.36E+00	1.35E+00	2.16E+00	1.81E+00	2.21E+00	1.75E+00	8.54E-01	1.60E+00
STAD_TCGA-D7-8574	1.27E+00	4.00E-01	7.42E-01	0.00E+00	6.51E-01	4.99E-01	0.00E+00	0.00E+00	1.37E+00	8.30E-01	1.32E+00	1.59E+00	4.00E-01	9.75E-01
STAD_TCGA-D7-8575	1.32E+00	8.33E-01	5.42E-01	5.33E-01	6.51E-01	2.67E-01	6.36E-01	5.39E-01	1.33E+00	5.77E-01	1.61E+00	1.08E+00	5.33E-01	2.00E-01
STAD_TCGA-D7-8576	2.74E+00	0.00E+00	1.39E+00	5.37E-01	5.81E-01	7.75E-01	2.00E-01	8.54E-01	1.67E+00	7.52E-01	1.61E+00	1.55E+00	8.20E-01	0.00E+00
STAD_TCGA-D7-8578	2.87E+00	4.01E-01	2.17E+00	7.06E-01	4.76E-01	0.00E+00	1.16E+00	9.78E-01	1.96E+00	8.72E-01	1.40E+00	2.29E+00	0.00E+00	0.00E+00
STAD_TCGA-D7-8579	2.36E+00	6.18E-01	2.27E+00	1.47E+00	1.33E-01	0.00E+00	4.77E-01	2.26E+00	1.39E+00	1.28E+00	1.33E+00	1.19E+00	4.23E-01	2.49E+00
STAD_TCGA-D7-A4YT	3.07E+00	1.42E+00	2.94E+00	1.12E+00	2.82E+00	3.78E+00	5.09E+00	1.54E+00	6.41E+00	2.01E+00	3.29E+00	8.51E+00	3.11E+00	2.17E+00
STAD_TCGA-D7-A4YU	3.07E+00	5.26E-01	3.50E+00	1.96E+00	1.51E+00	1.78E+00	4.00E+00	1.77E+00	2.84E+00	1.55E+00	2.24E+00	4.56E+00	1.80E+00	2.82E+00
STAD_TCGA-D7-A4YV	2.64E+01	1.81E+00	1.60E+01	7.33E+00	1.01E+01	9.00E+00	1.49E+00	4.53E+00	1.36E+01	8.17E+00	2.13E+00	2.65E+00	8.14E-01	1.98E+00
STAD_TCGA-D7-A4YX	3.01E+00	3.89E-01	1.95E+00	1.04E+00	9.75E-01	1.00E-01	1.43E+00	1.56E+00	2.18E+00	0.00E+00	1.75E+00	1.28E+00	1.25E+00	0.00E+00
STAD_TCGA-D7-A4YY	9.38E+00	8.88E-01	3.61E+00	2.02E+00	4.36E+00	5.52E+00	2.65E+00	3.25E+00	7.71E+00	7.85E+00	2.71E+00	3.05E+00	0.00E+00	1.84E+00
STAD_TCGA-D7-A4Z0	2.10E+00	5.43E-01	6.19E-01	9.52E-01	1.28E+00	6.11E-01	3.71E+00	7.00E-01	1.61E+00	1.23E+00	2.43E+00	2.09E+00	8.23E-01	4.06E+00
STAD_TCGA-D7-A6ET	1.03E+00	0.00E+00	4.71E-01	6.05E-01	9.33E-01	1.00E+00	7.15E-01	2.00E-01	3.35E-01	5.54E-01	1.42E+00	1.31E+00	2.24E-01	2.00E-01
STAD_TCGA-D7-A6EV	2.56E+00	4.99E-01	2.29E+00	1.12E+00	2.69E-01	2.04E+00	1.76E+00	1.83E+00	2.57E+00	2.30E+00	2.70E+00	2.66E+00	1.28E+00	2.17E+00
STAD_TCGA-D7-A6EX	2.37E+00	5.73E-01	2.10E+00	1.46E+00	2.03E+00	1.15E+00	3.08E+00	1.09E+00	1.83E+00	1.00E-01	2.39E+00	2.67E+00	8.79E-01	1.29E+00
STAD_TCGA-D7-A6EY	2.55E+01	1.56E+00	1.31E+01	5.88E+00	9.83E+00	9.99E+00	4.83E+00	9.35E+00	1.57E+01	9.72E+00	2.76E+00	5.66E+00	1.57E+00	8.09E+00
STAD_TCGA-D7-A6EZ	1.61E+00	0.00E+00	1.82E+00	1.02E+00	1.75E+00	1.50E+00	3.87E+00	1.50E+00	6.46E+00	2.02E+00	3.64E+00	5.85E+00	2.34E+00	2.15E+00
STAD_TCGA-D7-A6F0	2.52E+00	7.75E-01	2.24E+00	1.42E+00	1.53E+00	1.05E+00	1.70E+00	3.00E-01	1.94E+00	1.92E+00	1.86E+00	2.66E+00	1.31E+00	1.06E+00
STAD_TCGA-D7-A6F2	1.66E+00	5.17E-01	1.27E+00	6.67E-01	8.62E-01	2.69E-01	1.67E+00	6.29E-01	2.49E+00	1.52E+00	1.03E+00	1.78E+00	9.07E-01	7.33E-01
STAD_TCGA-D7-A747	2.04E+00	0.00E+00	9.43E-01	7.63E-01	1.43E+00	0.00E+00	1.51E+00	4.73E-01	2.71E+00	0.00E+00	2.26E+00	2.31E+00	1.48E+00	2.19E+00
STAD_TCGA-D7-A748	1.81E+00	6.57E-01	1.17E+00	5.86E-01	6.84E-01	3.00E-01	8.23E-01	3.00E-01	1.35E+00	1.12E+00	5.12E-01	1.66E+00	0.00E+00	3.06E-01
STAD_TCGA-D7-A74A	5.10E+00	6.84E-01	1.75E+00	1.13E+00	1.04E+00	0.00E+00	3.27E+00	1.16E+00	2.91E+00	0.00E+00	2.37E+00	3.11E+00	3.46E+00	8.43E-01
STAD_TCGA-D7-A74B	1.08E+00	6.80E-01	3.00E-01	6.67E-01	0.00E+00	4.52E-01	5.04E-01	6.23E-01	8.33E-01	1.00E+00	7.22E-01	5.86E-01	4.01E-01	8.69E-01
STAD_TCGA-EQ-5647	8.03E-01	4.07E-01	1.07E+00	1.17E+00	4.58E-01	1.00E+00	3.26E+00	1.17E+00	3.67E+00	3.89E-01	2.19E+00	3.32E+00	1.71E+00	1.63E+00
STAD_TCGA-EQ-8122	3.66E+00	6.84E-01	2.95E+00	1.30E+00	2.91E+00	7.89E-01	3.36E+00	1.35E+00	2.94E+00	1.80E+00	2.87E+00	3.87E+00	1.51E+00	1.08E+00
STAD_TCGA-EQ-A4SO	1.91E+00	7.46E-01	2.09E+00	1.10E+00	1.96E+00	1.71E+00	1.95E+00	1.45E+00	3.66E+00	1.56E+00	2.85E+00	4.64E+00	1.88E+00	1.14E+00
STAD_TCGA-F1-6177	3.83E+01	1.26E+00	1.72E+01	8.91E+00	1.07E+01	1.19E+01	1.65E+00	6.87E+00	2.35E+01	1.44E+01	1.46E+00	3.00E+00	0.00E+00	1.29E+00
STAD_TCGA-F1-6874	1.66E+01	1.35E+00	1.34E+01	5.02E+00	1.17E+01	1.15E+01	7.18E-01	4.29E+00	1.04E+01	1.22E+01	4.26E+00	3.40E+00	1.29E+00	1.88E+00
STAD_TCGA-F1-6875	2.18E+00	0.00E+00	7.72E-01	1.03E+00	1.29E+00	9.12E-01	1.48E+00	1.68E+00	1.39E+00	1.84E+00	2.22E+00	1.53E+00	1.37E+00	1.24E+00
STAD_TCGA-F1-A448	1.53E+01	5.77E-01	1.14E+01	4.36E+00	8.31E+00	9.16E+00	1.13E+00	3.51E+00	7.47E+00	8.75E+00	2.63E+00	8.03E-01	7.16E-01	2.61E+00
STAD_TCGA-F1-A72C	1.98E+00	5.17E-01	1.58E+00	4.82E-01	0.00E+00	0.00E+00	1.19E+00	7.00E-01	1.25E+00	4.27E-01	1.23E+00	1.43E+00	6.36E-01	5.33E-01
STAD_TCGA-FP-7735	1.13E+00	6.51E-01	5.33E-01	1.53E+00	5.17E-01	7.02E-01	1.64E+00	0.00E+00	1.80E+00	5.97E-01	1.14E+00	1.75E+00	2.18E+00	0.00E+00
STAD_TCGA-FP-7829	4.23E+00	1.18E+00	3.95E+00	2.49E+00	1.80E+00	1.33E+00	6.85E+00	1.09E+00	5.68E+00	1.70E+00	2.87E+00	7.38E+00	1.05E+00	2.12E+00
STAD_TCGA-FP-7916	2.89E+00	7.64E-01	2.69E+00	1.70E+00	1.63E+00	1.08E+00	1.89E+00	6.00E-01	2.99E+00	1.54E+00	9.67E-01	3.15E+00	9.87E-01	6.63E-01
STAD_TCGA-FP-7998	1.80E+00	7.12E-01	1.50E+00	5.86E-01	9.21E-01	8.43E-01	4.99E-01	6.74E-01	1.95E+00	1.02E+00	1.42E+00	2.23E+00	1.08E+00	5.37E-01
STAD_TCGA-FP-8099	3.54E+00	1.00E+00	3.81E+00	1.51E+00	1.72E+00	8.62E-01	1.30E+00	3.96E-01	1.21E+00	1.22E+00	2.08E+00	2.12E+00	1.25E+00	4.27E-01
STAD_TCGA-FP-8209	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
STAD_TCGA-FP-8210	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.94E-01	0.00E+00	2.13E-01	3.33E-01	1.33E-01	3.14E-01	0.00E+00	4.00E-01	0.00E+00	0.00E+00
STAD_TCGA-FP-8211	8.95E-01	9.83E-01	1.27E+00	4.99E-01	1.33E+00	8.72E-01	3.06E-01	9.09E-01	1.70E+00	1.64E+00	1.81E+00	2.75E+00	1.40E+00	6.40E-01
STAD_TCGA-FP-8631	1.10E+00	5.77E-01	6.40E-01	1.13E+00	1.92E+00	8.27E-01	7.60E-01	7.34E-01	6.46E-01	1.63E+00	2.09E+00	3.08E+00	1.28E+00	1.03E+00
STAD_TCGA-FP-A4BE	4.68E+01	1.55E+00	3.41E+01	1.25E+01	1.09E+01	1.88E+01	2.03E+00	4.83E+00	2.35E+01	1.57E+01	2.44E+00	0.00E+00	0.00E+00	2.75E+00
STAD_TCGA-FP-A4BF	2.42E+00	8.75E-01	1.59E+00	7.30E-01	0.00E+00	5.00E-01	1.07E+00	1.29E+00	1.78E+00	7.46E-01	2.70E+00	1.99E+00	5.78E-01	1.41E+00
STAD_TCGA-FP-A8CX	1.91E+00	0.00E+00	2.09E+00	1.29E+00	8.17E-01	1.38E+00	2.10E+00	1.16E+00	3.05E+00	1.10E+00	1.54E+00	2.06E+00	1.41E+00	9.91E-01
STAD_TCGA-FP-A9TM	5.19E+00	5.67E-01	3.46E+00	5.39E-01	1.75E+00	1.79E+00	5.11E+00	2.04E+00	4.95E+00	2.22E+00	2.47E+00	5.32E+00	1.16E+00	0.00E+00
STAD_TCGA-HF-7131	1.02E+00	0.00E+00	7.72E-01	2.21E-01	4.16E-01	4.00E-01	1.17E+00	1.27E+00	2.31E+00	5.67E-01	2.02E+00	1.64E+00	2.29E+00	1.31E+00
STAD_TCGA-HF-7132	3.16E+01	2.21E+00	1.70E+01	9.46E+00	1.94E+01	1.98E+01	1.68E+00	6.46E+00	1.89E+01	2.31E+01	5.14E+00	2.60E+00	1.22E+00	2.58E+00
STAD_TCGA-HF-7133	1.52E+00	0.00E+00	1.81E+00	8.88E-01	8.75E-01	9.60E-01	6.96E-01	0.00E+00	1.50E+00	1.33E+00	1.94E+00	2.09E+00	1.25E+00	9.45E-01
STAD_TCGA-HF-7134	4.07E+00	2.02E+00	3.22E+00	1.67E+00	1.27E+00	2.06E+00	5.56E+00	1.63E+00	3.33E+00	2.40E+00	3.19E+00	5.76E+00	1.49E+00	2.16E+00
STAD_TCGA-HF-7136	2.78E+00	0.00E+00	1.78E+00	7.75E-01	1.14E+00	1.49E+00	1.97E+00	8.33E-01	1.48E+00	6.11E-01	1.21E+00	2.77E+00	6.29E-01	5.81E-01
STAD_TCGA-HF-A5NB	3.01E+01	1.50E+00	1.72E+01	8.22E+00	1.78E+01	2.05E+01	1.18E+00	8.28E+00	2.68E+01	1.29E+01	3.35E+00	2.10E+00	4.99E-01	1.71E+00
STAD_TCGA-HJ-7597	2.71E+01	1.20E+00	1.74E+01	7.55E+00	4.24E+00	8.36E+00	6.00E-01	5.55E+00	1.19E+01	7.33E+00	3.25E+00	1.31E+00	8.95E-01	1.04E+00
STAD_TCGA-HU-8238	3.31E+00	8.46E-01	2.60E+00	1.05E+00	1.22E+00	1.45E+00	1.72E+00	1.28E+00	2.09E+00	6.18E-01	1.48E+00	2.64E+00	1.48E+00	2.43E+00
STAD_TCGA-HU-8243	3.00E+00	3.96E-01	2.06E+00	1.56E+00	7.00E-01	4.00E-01	2.16E+00	1.58E+00	2.62E+00	1.46E+00	1.83E+00	3.41E+00	2.67E+00	8.57E-01
STAD_TCGA-HU-8244	2.52E+00	0.00E+00	2.66E+00	1.75E+00	1.85E+00	7.64E-01	3.07E+00	7.95E-01	2.93E+00	1.55E+00	1.59E+00	3.05E+00	9.78E-01	1.19E+00
STAD_TCGA-HU-8245	1.28E+00	4.99E-01	1.78E+00	9.57E-01	6.46E-01	7.06E-01	4.27E-01	8.36E-01	1.82E+00	1.88E+00	2.33E+00	1.17E+00	3.96E-01	6.46E-01
STAD_TCGA-HU-8249	3.88E+00	1.45E+00	3.42E+00	1.47E+00	1.56E+00	1.61E+00	1.93E+00	8.41E-01	2.81E+00	1.38E+00	2.56E+00	2.90E+00	2.01E+00	6.67E-01
STAD_TCGA-HU-8602	3.91E+01	1.06E+00	2.22E+01	9.92E+00	1.96E+01	2.16E+01	1.58E+00	6.91E+00	2.32E+01	2.02E+01	3.78E+00	4.30E+00	9.98E-01	1.93E+00
STAD_TCGA-HU-8604	3.59E+00	1.45E+00	3.08E+00	1.51E+00	3.03E+00	8.97E-01	4.43E+00	1.49E+00	4.56E+00	1.06E+00	2.62E+00	4.41E+00	8.79E-01	3.07E+00
STAD_TCGA-HU-8608	3.11E+00	3.48E-01	1.75E+00	1.66E+00	7.00E-01	1.38E+00	1.00E+00	1.92E+00	2.06E+00	1.44E+00	2.02E+00	1.78E+00	1.29E+00	5.78E-01
STAD_TCGA-HU-8610	2.06E+00	5.12E-01	1.50E+00	1.16E+00	6.54E-01	0.00E+00	1.12E+00	3.40E-01	7.27E-01	4.58E-01	9.52E-01	1.50E+00	7.67E-01	7.06E-01
STAD_TCGA-HU-A4G2	1.37E+00	5.73E-01	1.15E+00	8.36E-01	8.97E-01	5.96E-01	5.12E-01	7.75E-01	1.32E+00	3.89E-01	2.25E+00	1.46E+00	4.22E-01	0.00E+00
STAD_TCGA-HU-A4G3	2.47E+00	3.96E-01	3.13E+00	1.93E+00	1.35E+00	7.16E-01	2.24E+00	5.00E-01	1.38E+00	1.20E+00	1.80E+00	2.81E+00	2.00E-01	9.80E-01
STAD_TCGA-HU-A4G6	1.41E+00	5.04E-01	1.30E+00	1.19E+00	7.34E-01	7.02E-01	6.05E-01	0.00E+00	1.63E+00	6.05E-01	1.10E+00	1.15E+00	3.48E-01	1.04E+00
STAD_TCGA-HU-A4G8	3.64E+01	1.98E+00	2.53E+01	8.84E+00	1.09E+01	1.66E+01	2.06E+00	6.11E+00	1.99E+01	6.95E+00	3.80E+00	4.64E+00	1.59E+00	1.24E+00
STAD_TCGA-HU-A4G9	2.08E+01	9.55E-01	1.02E+01	3.81E+00	7.63E+00	9.49E+00	1.54E+00	5.10E+00	1.46E+01	7.83E+00	2.72E+00	2.70E+00	0.00E+00	2.24E+00
STAD_TCGA-HU-A4GC	3.89E+00	4.58E-01	4.64E+00	1.75E+00	1.45E+00	1.94E+00	2.35E+00	1.99E+00	3.01E+00	9.52E-01	3.08E+00	2.56E+00	7.22E-01	1.40E+00
STAD_TCGA-HU-A4GD	2.09E+00	4.90E-01	1.55E+00	1.53E-01	1.70E+00	4.01E-01	1.19E+00	1.07E+00	2.82E+00	2.00E+00	2.13E-01	2.73E+00	1.66E+00	7.18E-01
STAD_TCGA-HU-A4GF	2.69E+00	9.04E-01	2.86E+00	1.54E+00	1.15E+00	1.53E+00	1.99E+00	1.81E+00	2.51E+00	1.56E+00	2.28E+00	1.71E+00	7.49E-01	1.61E+00
STAD_TCGA-HU-A4GH	2.20E+00	9.32E-01	2.11E+00	1.10E+00	7.00E-01	1.46E+00	8.33E+00	3.61E+00	4.78E+00	4.35E+00	4.66E+00	3.21E+00	1.46E+00	7.07E+00
STAD_TCGA-HU-A4GJ	5.73E-01	2.13E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.00E-01	0.00E+00	5.04E-01	0.00E+00	0.00E+00	0.00E+00
STAD_TCGA-HU-A4GN	2.41E+01	1.54E+00	1.27E+01	7.24E+00	1.47E+01	2.08E+01	3.47E+00	5.06E+00	1.14E+01	1.93E+01	6.13E+00	5.74E+00	6.74E-01	1.33E+00
STAD_TCGA-HU-A4GP	3.04E+00	1.32E+00	3.44E+00	2.02E+00	1.36E+00	2.16E+00	4.29E+00	1.38E+00	4.60E+00	2.68E+00	4.71E+00	6.00E+00	9.92E-01	1.99E+00
STAD_TCGA-HU-A4GQ	5.17E+01	2.28E+00	2.89E+01	1.51E+01	1.89E+01	2.24E+01	1.72E+00	7.64E+00	3.70E+01	2.01E+01	4.65E+00	2.82E+00	9.60E-01	1.87E+00
STAD_TCGA-HU-A4GT	2.35E+01	2.00E+00	1.23E+01	7.63E+00	1.23E+01	1.54E+01	2.52E+00	6.62E+00	1.87E+01	1.24E+01	4.34E+00	1.31E+00	1.42E+00	2.10E+00
STAD_TCGA-HU-A4GU	2.27E+01	3.42E+00	2.92E+01	5.01E+00	1.78E+01	1.12E+01	2.57E+00	5.43E+00	3.11E+01	1.66E+01	4.76E+00	6.30E+00	2.08E+00	2.58E+00
STAD_TCGA-HU-A4GX	3.16E+01	1.61E+00	1.86E+01	9.36E+00	1.55E+01	1.70E+01	7.18E-01	5.49E+00	1.72E+01	1.59E+01	5.23E+00	2.16E+00	0.00E+00	9.09E-01
STAD_TCGA-HU-A4GY	1.01E+00	4.48E-01	1.51E+00	2.21E-01	5.39E-01	3.94E-01	7.22E-01	6.29E-01	1.83E+00	6.80E-01	1.09E+00	1.89E+00	1.00E-01	1.16E+00
STAD_TCGA-HU-A4H0	2.34E+00	7.92E-01	2.62E+00	7.77E-01	3.19E+00	1.45E+00	3.42E+00	1.14E+00	2.46E+00	2.77E+00	5.06E+00	4.03E+00	8.27E-01	6.33E-01
STAD_TCGA-HU-A4H2	3.89E+00	3.48E-01	3.70E+00	1.52E+00	2.13E+00	1.46E+00	3.61E+00	1.50E+00	2.01E+00	1.38E+00	2.12E+00	5.38E+00	3.96E-01	1.56E+00
STAD_TCGA-HU-A4H3	2.09E+01	1.57E+00	1.40E+01	6.96E+00	1.33E+01	1.74E+01	1.69E+00	3.16E+00	1.19E+01	1.52E+01	5.71E+00	4.67E+00	8.06E-01	2.11E+00
STAD_TCGA-HU-A4H4	8.47E+00	1.01E+00	6.45E+00	2.49E+00	6.44E+00	3.68E+00	5.48E+00	5.52E+00	1.21E+01	6.97E+00	1.96E+00	4.34E+00	1.51E+00	1.99E+00
STAD_TCGA-HU-A4H5	2.43E+00	1.10E+00	2.58E+00	1.01E+00	3.11E+00	1.38E+00	5.36E+00	8.14E-01	5.70E+00	2.29E+00	4.12E+00	7.99E+00	1.18E+00	1.53E+00
STAD_TCGA-HU-A4H6	4.11E+00	0.00E+00	3.05E+00	1.55E+00	1.44E+00	5.39E-01	2.03E+00	1.52E+00	2.97E+00	1.11E+00	2.87E+00	3.19E+00	8.54E-01	1.29E+00
STAD_TCGA-HU-A4H8	3.53E+01	9.10E-01	2.30E+01	1.06E+01	1.13E+01	8.79E+00	2.44E+00	1.73E+00	1.69E+01	1.36E+01	4.35E+00	2.59E+00	1.26E+00	2.71E+00
STAD_TCGA-HU-A4HB	6.67E-01	1.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.42E-01	1.00E-01	5.33E-01	0.00E+00	4.16E-01	7.92E-01	0.00E+00	7.78E-01
STAD_TCGA-HU-A4HD	1.73E+00	6.63E-01	9.94E-01	8.17E-01	1.23E+00	1.41E+00	3.89E+00	2.08E+00	2.34E+00	1.12E+00	3.54E+00	5.84E+00	2.66E+00	1.77E+00
STAD_TCGA-IN-7806	1.10E+00	4.73E-01	1.61E+00	6.01E-01	7.67E-01	0.00E+00	2.40E+00	1.55E+00	1.28E+00	0.00E+00	1.82E+00	1.97E+00	8.03E-01	6.18E-01
STAD_TCGA-IN-7808	3.63E+00	8.23E-01	2.58E+00	1.64E+00	5.17E-01	1.08E+00	2.89E+00	7.52E-01	1.29E+00	1.33E-01	1.43E+00	1.72E+00	8.03E-01	1.88E+00
STAD_TCGA-IN-8462	2.13E+00	3.65E-01	1.68E+00	7.90E-01	1.35E+00	1.47E+00	2.69E+00	6.32E-01	1.98E+00	1.79E+00	1.91E+00	4.63E+00	1.76E+00	1.04E+00
STAD_TCGA-IN-8663	3.34E+00	3.59E-01	2.32E+00	1.44E+00	1.28E+00	1.26E+00	2.18E+00	1.20E+00	2.88E+00	1.53E+00	4.32E+00	3.03E+00	1.71E+00	2.22E+00
STAD_TCGA-IN-A6RI	2.02E+00	0.00E+00	1.69E+00	1.33E-01	1.16E+00	0.00E+00	1.99E+00	1.15E+00	1.93E+00	1.01E+00	2.27E+00	1.42E+00	5.54E-01	2.69E+00
STAD_TCGA-IN-A6RJ	2.64E+00	0.00E+00	1.62E+00	7.75E-01	1.55E+00	1.45E+00	1.77E+00	1.80E+00	3.06E+00	1.07E+00	2.49E+00	3.37E+00	5.39E-01	3.01E+00
STAD_TCGA-IN-A6RL	2.70E+00	4.08E+00	2.99E+00	1.73E+00	2.81E+00	2.84E+00	9.42E+00	3.67E+00	4.91E+00	4.54E+00	3.40E+00	9.97E+00	2.22E+00	5.87E+00
STAD_TCGA-IN-A6RN	2.59E+00	5.96E-01	1.06E+00	1.03E+00	1.67E+00	8.62E-01	1.64E+00	3.40E-01	9.60E-01	1.01E+00	1.65E+00	3.23E+00	1.21E+00	1.11E+00
STAD_TCGA-IN-A6RO	3.57E+00	1.02E+00	3.90E+00	1.77E+00	2.51E+00	3.38E+00	2.72E+00	2.00E-01	6.73E+00	3.01E+00	4.18E+00	7.16E+00	3.27E+00	9.52E-01
