Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_multinomial_train_fold1.24	999.9999999999973	0.916	567.664	56.766%	114.5	41.705%	0.3876	0.904
ATP2B4_multinomial_train_fold1.25	999.9999999999993	0.85	809.81	80.981%	134.251	53.072%	0.56574	0.819
ATP2B4_multinomial_train_fold1.26	999.9999999999989	0.877	750.897	75.09%	122.955	48.359%	0.62501	0.852
ATP2B4_multinomial_train_fold1.27	999.9999999999987	0.829	863.147	86.315%	167.932	56.698%	0.75147	0.804
ATP2B4_multinomial_train_fold1.28	999.9999999999987	0.875	742.831	74.283%	140.362	49.184%	0.62829	0.856
ATP2B4_multinomial_train_fold1.29	999.9999999999978	0.896	659.218	65.922%	131.417	46.082%	0.49129	0.882
ATP2B4_multinomial_train_fold1.30	999.9999999999989	0.863	755.739	75.574%	126.75	50.629%	0.59408	0.833
ATP2B4_multinomial_train_fold1.31	999.9999999999976	0.913	611.991	61.199%	132.082	43.86%	0.40842	0.905
ATP2B4_multinomial_train_fold1.32	999.9999999999991	0.865	844.294	84.429%	134.414	50.704%	0.73382	0.84
ATP2B4_multinomial_train_fold1.33	999.9999999999977	0.923	621.669	62.167%	118.866	40.957%	0.48361	0.915
ATP2B4_multinomial_train_fold1.34	999.9999999999986	0.866	757.938	75.794%	133.928	50.353%	0.62783	0.841
ATP2B4_multinomial_train_fold1.35	999.9999999999986	0.815	838.683	83.868%	161.089	58.183%	0.75103	0.782
ATP2B4_multinomial_train_fold1.36	999.9999999999976	0.902	659.155	65.916%	117.023	44.897%	0.41734	0.887
ATP2B4_multinomial_train_fold1.37	999.9999999999987	0.848	790.936	79.094%	130.532	53.061%	0.69703	0.812
ATP2B4_multinomial_train_fold1.38	999.9999999999989	0.906	678.758	67.876%	139.27	45.085%	0.50112	0.897
ATP2B4_multinomial_train_fold1.39	999.9999999999977	0.906	626.88	62.688%	122.16	44.265%	0.40889	0.893
ATP2B4_multinomial_train_fold1.40	999.9999999999976	0.91	614.701	61.47%	114.004	43.013%	0.44339	0.896
ATP2B4_multinomial_train_fold1.41	999.9999999999986	0.914	611.733	61.173%	103.551	40.996%	0.50635	0.897
ATP2B4_multinomial_train_fold1.42	999.9999999999973	0.895	622.606	62.261%	127.205	45.535%	0.47437	0.879
