Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS1_multinomial_train_fold1.17	0.9999999999999974	0.931	0.472	47.2%	0.086	36.682%	0.2933	0.914
PMS1_multinomial_train_fold1.18	0.9999999999999977	0.903	0.493	49.3%	0.112	43.172%	0.33877	0.884
PMS2_multinomial_train_fold1.11	0.999999999999996	0.839	0.542	54.2%	0.09	54.191%	0.24582	0.723
MSH6_multinomial_train_fold1.24	0.9999999999999989	0.99	0.161	16.1%	0.027	14.463%	0.03561	0.986
PMS1_multinomial_train_fold1.19	0.9999999999999981	0.906	0.512	51.2%	0.1	42.243%	0.35276	0.883
MSH6_multinomial_train_fold1.25	0.9999999999999989	0.991	0.155	15.5%	0.025	13.212%	0.03721	0.988
MLH1_multinomial_train_fold1.15	0.9999999999999958	0.978	0.234	23.4%	0.039	21.179%	0.05547	0.968
PMS2_multinomial_train_fold1.12	0.9999999999999952	0.848	0.547	54.7%	0.085	52.756%	0.24971	0.73
MLH1_multinomial_train_fold1.16	0.9999999999999962	0.974	0.249	24.9%	0.04	22.359%	0.06472	0.962
MLH1_multinomial_train_fold1.17	0.9999999999999958	0.98	0.214	21.4%	0.036	19.698%	0.06003	0.971
MSH6_multinomial_train_fold1.26	0.9999999999999968	0.99	0.173	17.3%	0.027	14.617%	0.04276	0.985
MSH6_multinomial_train_fold1.27	0.999999999999999	0.992	0.151	15.1%	0.023	12.444%	0.03529	0.989
MSH6_multinomial_train_fold1.28	0.9999999999999964	0.983	0.218	21.8%	0.035	18.431%	0.06004	0.975
MLH1_multinomial_train_fold1.18	0.9999999999999959	0.985	0.19	19.0%	0.03	17.288%	0.05072	0.977
PMS2_multinomial_train_fold1.13	0.9999999999999956	0.841	0.574	57.4%	0.088	54.295%	0.26903	0.718
MSH6_multinomial_train_fold1.29	0.9999999999999969	0.987	0.189	18.9%	0.029	15.954%	0.04952	0.982
MLH1_multinomial_train_fold1.19	0.9999999999999961	0.978	0.213	21.3%	0.038	20.663%	0.05646	0.968
MSH6_multinomial_train_fold1.30	0.9999999999999989	0.987	0.184	18.4%	0.03	15.805%	0.0388	0.982
MSH6_multinomial_train_fold1.31	0.9999999999999968	0.987	0.193	19.3%	0.031	16.442%	0.04854	0.981
MSH6_multinomial_train_fold1.32	0.9999999999999969	0.98	0.223	22.3%	0.037	19.995%	0.05977	0.971
MSH6_multinomial_train_fold1.33	0.9999999999999989	0.991	0.175	17.5%	0.026	14.015%	0.044	0.987
PMS2_multinomial_train_fold1.14	0.9999999999999951	0.826	0.589	58.9%	0.095	56.128%	0.28315	0.707
PMS2_multinomial_train_fold1.15	0.9999999999999953	0.843	0.571	57.1%	0.089	53.543%	0.28941	0.732
MLH1_multinomial_train_fold1.20	0.9999999999999961	0.984	0.214	21.4%	0.032	17.872%	0.05626	0.976
PMS1_multinomial_train_fold1.20	0.9999999999999976	0.894	0.557	55.7%	0.105	44.78%	0.35821	0.867
PMS1_multinomial_train_fold1.21	0.9999999999999979	0.905	0.514	51.4%	0.102	42.669%	0.33209	0.882
MSH6_multinomial_train_fold1.34	0.9999999999999966	0.985	0.212	21.2%	0.033	17.322%	0.06175	0.978
MLH1_multinomial_train_fold1.21	0.999999999999996	0.98	0.22	22.0%	0.035	19.902%	0.05824	0.97
UNG_multinomial_train_fold1	0.9999999999999982	0.927	0.547	54.7%	0.083	38.221%	0.29469	0.907
UNG_multinomial_train_fold1.1	0.999999999999998	0.913	0.539	53.9%	0.089	41.185%	0.28932	0.888
UNG_multinomial_train_fold1.2	0.9999999999999982	0.917	0.579	57.9%	0.09	40.62%	0.34235	0.894
UNG_multinomial_train_fold1.3	0.9999999999999986	0.907	0.557	55.7%	0.085	41.998%	0.32785	0.873
OGG1_multinomial_train_fold1	0.9999999999999971	0.994	0.243	24.3%	0.044	11.037%	0.11543	0.993
OGG1_multinomial_train_fold1.1	0.999999999999997	0.994	0.237	23.7%	0.041	10.789%	0.13555	0.994
UNG_multinomial_train_fold1.4	0.9999999999999982	0.923	0.501	50.1%	0.076	38.487%	0.31122	0.894
OGG1_multinomial_train_fold1.2	0.9999999999999973	0.997	0.193	19.3%	0.034	8.6%	0.11138	0.996
OGG1_multinomial_train_fold1.3	0.9999999999999973	0.997	0.205	20.5%	0.031	8.013%	0.13415	0.997
OGG1_multinomial_train_fold1.4	0.9999999999999974	0.995	0.227	22.7%	0.037	9.719%	0.13497	0.995
OGG1_multinomial_train_fold1.5	0.9999999999999973	0.996	0.209	20.9%	0.037	9.603%	0.11077	0.995
UNG_multinomial_train_fold1.5	0.9999999999999984	0.93	0.489	48.9%	0.081	37.184%	0.26385	0.911
OGG1_multinomial_train_fold1.6	0.999999999999997	0.995	0.244	24.4%	0.041	10.6%	0.12729	0.994
UNG_multinomial_train_fold1.6	0.9999999999999979	0.939	0.488	48.8%	0.072	34.462%	0.28027	0.92
UNG_multinomial_train_fold1.7	0.9999999999999984	0.907	0.514	51.4%	0.09	42.79%	0.29594	0.878
OGG1_multinomial_train_fold1.7	0.9999999999999969	0.993	0.254	25.4%	0.047	12.152%	0.13206	0.992
UNG_multinomial_train_fold1.8	0.9999999999999982	0.935	0.47	47.0%	0.084	35.82%	0.29675	0.92
OGG1_multinomial_train_fold1.8	0.9999999999999971	0.996	0.211	21.1%	0.036	9.479%	0.1131	0.995
UNG_multinomial_train_fold1.9	0.9999999999999984	0.93	0.458	45.8%	0.074	36.874%	0.27455	0.904
OGG1_multinomial_train_fold1.9	0.9999999999999968	0.997	0.205	20.5%	0.033	8.233%	0.12692	0.996
OGG1_multinomial_train_fold1.10	0.9999999999999972	0.993	0.274	27.4%	0.048	11.691%	0.14762	0.993
UNG_multinomial_train_fold1.10	0.999999999999998	0.931	0.529	52.9%	0.081	36.546%	0.32113	0.912
OGG1_multinomial_train_fold1.11	0.9999999999999976	0.995	0.243	24.3%	0.039	10.054%	0.13452	0.995
OGG1_multinomial_train_fold1.12	0.9999999999999976	0.993	0.241	24.1%	0.045	11.465%	0.14425	0.993
OGG1_multinomial_train_fold1.13	0.9999999999999973	0.997	0.217	21.7%	0.032	8.217%	0.10347	0.996
UNG_multinomial_train_fold1.11	0.9999999999999982	0.938	0.472	47.2%	0.077	34.964%	0.29761	0.92
OGG1_multinomial_train_fold1.14	0.9999999999999968	0.996	0.209	20.9%	0.035	8.665%	0.11412	0.996
UNG_multinomial_train_fold1.12	0.9999999999999984	0.932	0.479	47.9%	0.077	36.274%	0.30164	0.912
