Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
STAD_TCGA-HU-8245	1	9	3	1	13	10	0	2	0	2	8	11	2	2	0	4	4	5
STAD_TCGA-HU-8249	4	24	10	41	23	0	6	7	9	2	1	5	14	11	3	1	7	7
STAD_TCGA-HU-8602	1	273	97	336	327	113	157	0	75	116	0	227	26	0	0	13	0	0
STAD_TCGA-HU-8604	11	28	18	50	26	7	2	0	10	5	7	2	18	5	3	39	27	0
STAD_TCGA-HU-8608	1	14	5	15	7	3	3	0	2	7	6	4	6	7	9	1	8	7
STAD_TCGA-HU-8610	3	12	8	8	8	2	0	2	3	0	0	1	3	4	3	6	4	2
STAD_TCGA-HU-A4G2	2	4	6	14	7	4	2	0	0	5	1	0	6	0	4	0	8	0
STAD_TCGA-HU-A4G3	1	12	9	17	22	0	1	4	12	0	2	10	13	0	10	7	5	1
STAD_TCGA-HU-A4G6	1	10	6	29	9	3	2	1	3	0	0	1	7	0	6	5	3	10
STAD_TCGA-HU-A4G8	5	253	74	334	282	76	77	0	164	170	0	139	36	0	0	9	0	2
STAD_TCGA-HU-A4G9	3	120	45	155	161	58	44	0	71	34	0	134	11	0	0	15	0	0
STAD_TCGA-HU-A4GC	0	28	15	11	34	1	0	6	7	4	15	5	9	4	3	16	2	10
STAD_TCGA-HU-A4GD	1	3	0	18	19	5	0	0	4	0	2	7	0	12	12	3	10	11
STAD_TCGA-HU-A4GF	1	25	9	19	14	6	4	8	5	5	0	6	9	5	6	20	16	11
STAD_TCGA-HU-A4GH	3	17	7	10	6	16	5	64	1	16	3	34	15	17	14	715	0	16
STAD_TCGA-HU-A4GJ	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
STAD_TCGA-HU-A4GN	5	218	61	218	216	126	126	0	93	60	5	116	35	0	0	20	0	0
STAD_TCGA-HU-A4GP	8	29	12	39	22	3	0	0	13	5	23	10	13	8	5	10	36	27
STAD_TCGA-HU-A4GQ	12	304	78	533	372	151	153	0	109	88	0	169	32	0	0	29	0	0
STAD_TCGA-HU-A4GT	7	218	48	208	218	143	122	0	78	129	27	256	6	0	0	26	0	0
STAD_TCGA-HU-A4GU	18	626	30	82	107	264	145	3	71	43	139	58	0	12	0	89	19	20
STAD_TCGA-HU-A4GX	8	202	74	252	271	133	104	0	91	80	2	97	15	0	0	0	0	0
STAD_TCGA-HU-A4GY	3	8	0	17	16	4	2	0	0	0	0	1	12	0	0	3	4	9
STAD_TCGA-HU-A4H0	5	15	8	20	35	6	0	5	11	9	18	10	31	4	2	4	18	15
STAD_TCGA-HU-A4H2	0	24	8	28	26	1	5	0	11	2	12	11	17	0	13	26	21	23
STAD_TCGA-HU-A4H3	13	141	34	190	134	70	96	0	99	55	0	90	35	0	0	26	0	0
STAD_TCGA-HU-A4H4	3	75	14	61	66	54	51	4	32	163	35	90	10	8	0	62	12	27
STAD_TCGA-HU-A4H5	4	12	7	29	8	12	0	0	29	0	29	20	22	14	12	10	75	45
STAD_TCGA-HU-A4H6	0	17	11	11	37	0	2	2	11	3	0	6	21	4	0	9	11	3
STAD_TCGA-HU-A4H8	1	258	45	298	261	86	99	0	108	10	11	64	33	0	0	14	0	0
STAD_TCGA-HU-A4HB	0	0	0	7	0	0	0	2	0	0	0	0	1	0	0	2	0	1
STAD_TCGA-HU-A4HD	5	13	9	21	21	13	2	3	4	13	9	1	15	15	23	14	28	17
STAD_TCGA-IN-7806	3	4	1	15	15	0	0	0	7	6	0	0	6	2	14	2	7	7
STAD_TCGA-IN-7808	7	18	10	19	16	0	6	0	2	3	0	1	16	3	2	14	8	6
STAD_TCGA-IN-8462	1	14	4	28	12	7	8	1	0	3	1	7	7	11	3	9	27	0
STAD_TCGA-IN-8663	1	18	7	19	19	2	1	6	5	3	5	5	35	10	0	61	31	0
STAD_TCGA-IN-A6RI	0	8	0	17	12	7	0	5	0	8	0	5	21	3	0	36	5	3
STAD_TCGA-IN-A6RJ	0	7	7	10	16	5	4	3	5	3	9	6	16	8	0	45	9	14
STAD_TCGA-IN-A6RL	64	19	6	30	11	16	27	51	27	32	12	48	20	31	11	38	88	33
STAD_TCGA-IN-A6RN	3	3	7	10	13	9	5	3	8	0	3	3	10	21	8	10	21	18
STAD_TCGA-IN-A6RO	16	18	23	35	22	0	20	0	13	0	0	3	36	49	0	29	70	28
STAD_TCGA-IN-A6RP	3	26	13	35	24	2	3	0	6	0	3	4	11	24	17	9	18	4
STAD_TCGA-IN-A6RR	3	13	5	32	18	0	10	0	8	8	0	1	27	0	32	31	9	0
STAD_TCGA-IN-A6RS	2	20	6	15	21	7	0	0	6	0	5	4	20	3	11	2	10	0
STAD_TCGA-IN-A7NR	1	12	5	6	10	0	1	3	8	1	6	3	12	0	5	38	0	2
STAD_TCGA-IN-A7NT	1	16	3	7	11	1	0	6	8	2	6	8	14	16	0	27	10	0
STAD_TCGA-IN-A7NU	3	10	4	8	17	1	0	1	9	9	0	0	14	0	4	20	12	5
STAD_TCGA-IN-AB1V	1	8	5	5	8	2	2	0	5	2	0	0	10	1	8	2	8	8
STAD_TCGA-IN-AB1X	4	5	8	15	14	8	7	6	3	0	5	5	15	4	6	19	11	6
STAD_TCGA-IP-7968	1	14	5	36	22	0	3	0	12	0	3	2	6	6	0	9	6	8
STAD_TCGA-KB-A6F5	1	10	4	16	10	1	0	0	0	4	0	2	26	2	2	2	0	3
STAD_TCGA-KB-A6F7	0	7	2	5	11	5	7	3	9	0	8	6	4	8	0	7	38	4
STAD_TCGA-KB-A93G	0	11	8	23	4	0	0	0	6	0	10	2	24	14	0	1	24	0
STAD_TCGA-KB-A93H	1	29	16	49	20	8	6	8	11	13	0	5	31	6	12	41	18	10
STAD_TCGA-KB-A93J	2	8	3	1	7	1	3	3	2	3	6	1	6	3	0	2	1	3
STAD_TCGA-MX-A5UG	0	9	6	8	7	1	2	0	3	1	0	0	0	0	14	0	0	5
STAD_TCGA-MX-A5UJ	1	261	73	398	261	101	72	0	129	68	4	105	40	0	0	21	0	0
STAD_TCGA-MX-A663	3	12	9	0	11	8	1	0	6	1	0	0	6	16	4	2	20	7
STAD_TCGA-MX-A666	6	7	8	7	14	6	2	5	5	0	1	3	17	17	12	9	21	1
STAD_TCGA-R5-A7O7	0	13	9	21	14	0	0	1	8	7	16	3	15	12	3	10	19	0
STAD_TCGA-R5-A7ZE	5	19	15	11	20	4	0	4	4	5	2	1	34	11	2	38	24	2
STAD_TCGA-R5-A7ZF	0	11	5	24	10	2	0	0	14	3	1	5	4	0	4	1	1	0
STAD_TCGA-R5-A7ZI	10	156	56	136	147	75	69	0	74	70	7	103	0	7	0	12	0	10
STAD_TCGA-R5-A7ZR	2	6	7	22	10	9	0	0	0	0	0	5	3	3	5	3	13	2
STAD_TCGA-R5-A804	3	6	4	13	15	0	2	0	3	1	0	3	0	3	7	9	24	0
STAD_TCGA-R5-A805	1	6	5	0	21	0	2	3	1	2	0	0	9	9	3	89	7	0
STAD_TCGA-RD-A7BS	4	5	2	20	7	0	2	3	6	2	0	1	4	5	8	1	0	1
STAD_TCGA-RD-A7BT	1	9	7	9	8	16	0	5	0	0	0	2	17	18	3	148	40	0
STAD_TCGA-RD-A7BW	3	2	5	14	16	1	2	1	8	9	0	0	0	10	3	3	9	4
STAD_TCGA-RD-A7C1	4	30	13	73	57	6	0	0	6	18	5	4	30	14	6	47	18	6
STAD_TCGA-RD-A8MV	1	15	10	7	6	2	0	2	0	4	0	4	6	4	0	10	12	2
STAD_TCGA-RD-A8MW	2	10	1	10	4	1	2	0	4	2	0	0	8	12	1	10	19	7
STAD_TCGA-RD-A8N0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAD_TCGA-RD-A8N1	1	0	4	10	0	4	2	6	8	10	12	9	8	15	3	7	17	14
STAD_TCGA-RD-A8N2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STAD_TCGA-RD-A8N4	0	2	0	2	0	0	0	0	2	0	0	0	0	2	1	0	0	0
STAD_TCGA-RD-A8N5	0	4	5	5	7	1	0	0	1	0	3	2	3	0	0	2	6	4
STAD_TCGA-RD-A8N6	1	18	14	20	37	9	0	0	0	9	1	12	11	18	5	2	20	16
STAD_TCGA-RD-A8N9	4	14	11	20	26	4	0	7	9	2	2	5	13	2	1	11	26	0
STAD_TCGA-RD-A8NB	14	97	33	160	94	78	73	0	42	42	0	59	24	0	0	17	0	0
STAD_TCGA-SW-A7EA	0	83	25	139	76	82	44	0	44	52	18	58	22	11	0	33	0	0
STAD_TCGA-SW-A7EB	4	22	11	0	10	0	0	0	5	0	1	6	15	31	1	4	57	11
STAD_TCGA-VQ-A8DL	0	9	2	2	5	0	2	1	10	3	8	0	1	5	0	5	11	4
STAD_TCGA-VQ-A8DT	3	16	13	42	18	6	3	3	2	6	9	1	17	0	19	48	25	0
STAD_TCGA-VQ-A8DU	1	12	4	20	21	4	4	5	1	4	0	6	5	1	16	57	6	7
STAD_TCGA-VQ-A8DV	1	5	4	20	8	0	2	3	1	1	0	1	16	2	0	4	3	6
STAD_TCGA-VQ-A8DZ	2	7	2	5	7	0	3	5	1	0	9	13	4	3	14	6	20	6
STAD_TCGA-VQ-A8E0	6	5	5	11	11	2	0	0	11	2	2	5	2	6	14	9	28	4
STAD_TCGA-VQ-A8E2	0	16	1	22	16	5	1	2	10	2	2	6	17	7	2	25	3	10
STAD_TCGA-VQ-A8E3	4	107	24	98	134	58	75	0	57	68	0	140	4	5	0	17	0	8
STAD_TCGA-VQ-A8E7	7	21	6	24	25	3	2	1	9	1	0	6	0	6	0	9	20	0
STAD_TCGA-VQ-A8P2	396	1299	415	1512	860	795	877	0	786	268	592	133	719	0	251	32	0	0
STAD_TCGA-VQ-A8P3	2	14	8	1	23	4	0	2	2	15	9	5	9	5	0	249	13	0
STAD_TCGA-VQ-A8P5	2	37	7	19	31	8	8	11	1	10	4	0	1	17	34	64	0	8
STAD_TCGA-VQ-A8P8	1	20	7	15	29	0	0	1	4	1	0	2	11	7	0	4	28	0
STAD_TCGA-VQ-A8PB	4	121	53	238	139	72	45	0	77	45	3	77	14	0	0	1	0	0
STAD_TCGA-VQ-A8PC	0	9	5	18	7	5	6	5	7	8	8	3	5	2	13	47	7	5
STAD_TCGA-VQ-A8PD	3	19	7	9	23	0	0	0	8	0	1	4	8	4	0	11	4	3
STAD_TCGA-VQ-A8PE	5	9	3	22	23	0	0	1	9	4	7	2	16	22	1	8	9	12
STAD_TCGA-VQ-A8PF	0	14	11	2	21	0	2	9	8	0	1	6	12	0	14	21	14	0
STAD_TCGA-VQ-A8PH	2	8	3	25	0	5	0	0	3	0	12	14	13	15	0	10	4	127
STAD_TCGA-VQ-A8PJ	2	8	8	10	7	6	1	10	7	4	4	7	13	13	5	62	6	13
STAD_TCGA-VQ-A8PK	3	6	6	0	3	2	0	8	4	3	0	0	5	9	10	43	11	3
STAD_TCGA-VQ-A8PM	1	7	1	1	7	0	0	10	4	0	0	2	4	0	8	18	0	3
STAD_TCGA-VQ-A8PO	1	96	19	110	103	85	98	0	64	70	25	191	1	0	12	25	0	2
STAD_TCGA-VQ-A8PP	14	223	39	253	190	181	104	0	92	184	6	217	35	0	0	30	0	0
STAD_TCGA-VQ-A8PQ	0	1	0	2	5	0	0	0	0	0	0	4	1	1	3	0	0	0
STAD_TCGA-VQ-A8PS	0	4	4	0	10	3	0	0	3	0	0	1	8	0	13	1	0	12
STAD_TCGA-VQ-A8PT	22	255	44	233	179	142	114	0	144	96	29	101	49	0	16	5	0	4
STAD_TCGA-VQ-A8PU	4	5	1	10	13	0	6	2	8	6	7	3	12	8	6	1	49	15
STAD_TCGA-VQ-A8PX	0	100	21	46	65	51	42	0	13	134	26	137	0	0	0	28	0	27
STAD_TCGA-VQ-A8PY	5	10	7	23	2	7	12	0	1	5	0	2	9	4	0	15	12	0
STAD_TCGA-VQ-A8PZ	1	13	5	25	25	1	4	3	2	0	0	5	7	2	2	3	6	3
STAD_TCGA-VQ-A91A	2	17	6	6	26	2	7	6	12	7	6	1	4	9	0	8	35	3
STAD_TCGA-VQ-A91D	13	479	94	486	451	244	130	0	195	260	13	93	13	6	0	10	0	134
STAD_TCGA-VQ-A91E	6	105	32	105	112	52	49	0	60	90	8	185	7	0	4	19	0	26
STAD_TCGA-VQ-A91K	7	202	71	291	255	103	81	0	118	47	41	94	84	13	0	25	0	37
STAD_TCGA-VQ-A91N	4	21	7	24	14	0	4	0	10	6	0	0	4	10	17	14	12	8
STAD_TCGA-VQ-A91Q	5	4	0	6	16	7	0	2	10	0	5	0	5	6	16	9	24	22
STAD_TCGA-VQ-A91S	3	11	13	0	8	2	10	11	15	2	2	8	0	48	35	102	41	1
STAD_TCGA-VQ-A91U	5	26	13	13	34	0	5	0	5	1	3	12	16	11	0	6	27	12
STAD_TCGA-VQ-A91V	6	13	9	17	8	5	2	20	3	3	0	0	13	11	7	176	5	0
STAD_TCGA-VQ-A91W	2	4	1	13	5	0	0	0	0	1	2	0	8	0	6	6	1	0
STAD_TCGA-VQ-A91X	2	25	5	15	14	0	0	19	14	5	12	14	22	5	6	81	12	4
STAD_TCGA-VQ-A91Y	1	7	3	17	6	0	0	0	5	2	0	0	3	2	4	2	0	4
STAD_TCGA-VQ-A91Z	0	7	4	33	16	0	0	7	11	0	13	9	15	4	18	12	17	5
STAD_TCGA-VQ-A922	7	11	10	2	13	16	3	7	0	0	3	15	14	10	21	37	9	29
STAD_TCGA-VQ-A923	4	10	10	28	17	0	0	0	7	5	0	0	8	2	4	1	20	11
STAD_TCGA-VQ-A924	17	137	38	227	191	125	193	0	127	77	9	135	19	2	0	26	0	0
STAD_TCGA-VQ-A925	0	5	7	17	2	1	1	8	5	0	5	9	7	16	21	22	20	9
STAD_TCGA-VQ-A927	0	5	3	3	7	0	4	5	6	3	0	3	2	2	0	10	4	10
STAD_TCGA-VQ-A928	1	5	4	7	3	9	2	2	4	0	2	3	4	4	2	0	19	5
STAD_TCGA-VQ-A92D	5	9	7	13	17	14	5	1	10	3	5	8	10	6	13	5	24	8
STAD_TCGA-VQ-A94O	0	3	5	19	13	7	2	0	0	7	0	0	7	3	7	0	6	0
STAD_TCGA-VQ-A94P	2	2	2	16	5	1	3	0	1	0	2	1	0	7	0	55	0	3
STAD_TCGA-VQ-A94R	7	21	16	30	31	15	5	7	10	13	0	3	44	25	42	50	33	20
STAD_TCGA-VQ-A94T	6	14	7	0	16	6	1	2	0	2	4	3	9	0	7	0	21	2
STAD_TCGA-VQ-A94U	0	18	5	23	31	6	0	8	3	0	14	3	31	6	8	23	14	0
STAD_TCGA-VQ-AA64	10	14	3	10	3	1	5	0	9	11	19	11	25	72	0	23	70	23
STAD_TCGA-VQ-AA68	2	12	1	39	13	0	1	1	5	2	1	6	15	9	8	68	21	4
STAD_TCGA-VQ-AA69	1	12	3	16	13	2	2	0	1	3	0	0	8	4	1	0	13	2
STAD_TCGA-VQ-AA6A	1	8	6	18	17	0	1	1	7	7	4	0	13	1	6	23	0	9
STAD_TCGA-VQ-AA6B	1	15	2	16	12	6	0	6	3	1	5	0	8	7	0	1	13	4
STAD_TCGA-VQ-AA6D	3	263	19	46	35	103	26	42	49	62	53	55	6	30	8	43	5	62
STAD_TCGA-VQ-AA6F	4	9	5	11	0	0	2	0	0	6	0	0	4	4	4	0	10	3
STAD_TCGA-VQ-AA6G	7	16	8	24	30	4	2	1	5	9	0	2	12	0	4	23	19	0
STAD_TCGA-VQ-AA6I	1	20	7	17	10	4	0	2	6	3	8	0	9	9	1	10	18	1
STAD_TCGA-VQ-AA6J	4	16	1	15	18	0	3	6	7	2	7	0	5	5	7	57	15	8
STAD_TCGA-VQ-AA6K	3	8	4	0	18	6	4	0	0	0	1	7	7	4	0	0	16	14
STAD_TCGA-ZA-A8F6	1	5	4	2	8	0	0	3	5	1	0	0	4	13	1	0	6	5
STAD_TCGA-ZQ-A9CR	1	10	8	5	12	2	1	3	13	8	6	5	3	2	0	22	36	7
