Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R
BRCA_TCGA-PE-A5DC	0	6	3	14	6	1	2	0	9	6	9	5	8	15	20	8	32	10
BRCA_TCGA-PE-A5DD	0	3	4	17	0	0	0	0	2	0	2	4	3	22	26	0	2	0
BRCA_TCGA-PE-A5DE	3	6	60	3	4	5	0	0	0	0	0	0	0	318	290	0	0	0
BRCA_TCGA-PL-A8LV	8	5	3	0	7	1	0	2	9	5	6	13	14	43	7	2	15	15
BRCA_TCGA-PL-A8LX	0	3	0	7	5	13	2	0	0	4	1	1	2	1	0	2	2	6
BRCA_TCGA-PL-A8LY	0	0	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	1
BRCA_TCGA-PL-A8LZ	0	4	5	5	1	5	7	0	1	0	12	6	9	0	35	0	40	6
BRCA_TCGA-S3-A6ZF	1	2	0	21	6	0	0	0	3	1	0	0	6	6	0	2	0	4
BRCA_TCGA-S3-A6ZG	0	3	10	5	9	0	0	0	7	0	0	5	2	0	6	3	5	5
BRCA_TCGA-S3-A6ZH	1	5	4	5	4	2	0	0	2	0	0	0	0	0	8	4	4	6
BRCA_TCGA-S3-AA0Z	4	1	0	23	1	5	0	2	1	1	2	5	9	15	3	0	0	5
BRCA_TCGA-S3-AA10	0	2	0	3	4	9	0	3	5	4	11	4	15	21	11	5	20	33
BRCA_TCGA-S3-AA11	4	3	4	2	1	10	3	1	0	1	2	4	6	0	11	0	30	14
BRCA_TCGA-S3-AA12	0	1	3	7	7	0	2	1	0	2	2	2	10	5	4	2	3	9
BRCA_TCGA-S3-AA14	0	3	1	2	7	1	0	0	2	0	0	0	0	5	2	0	0	1
BRCA_TCGA-S3-AA15	1	2	4	4	1	1	2	0	0	0	0	1	2	27	13	2	0	0
BRCA_TCGA-S3-AA17	0	4	7	2	8	10	2	7	4	1	2	12	11	21	0	4	27	19
BRCA_TCGA-UL-AAZ6	4	5	4	0	8	14	7	2	10	3	0	4	8	20	3	4	27	17
BRCA_TCGA-UU-A93S	6	20	1	0	4	1	5	1	8	1	8	9	22	14	20	4	61	11
BRCA_TCGA-V7-A7HQ	0	2	1	9	0	1	0	0	2	1	0	0	3	5	0	0	5	2
BRCA_TCGA-W8-A86G	0	2	1	0	8	6	0	2	0	1	0	0	3	2	2	0	1	7
BRCA_TCGA-WT-AB41	0	0	3	5	6	5	0	0	3	0	0	1	3	9	25	0	1	1
BRCA_TCGA-WT-AB44	3	9	2	4	6	0	0	2	4	0	1	3	5	0	3	1	11	6
BRCA_TCGA-XX-A899	0	1	8	0	2	0	0	0	5	1	0	0	4	16	18	0	2	3
BRCA_TCGA-XX-A89A	3	5	20	3	11	10	0	5	0	0	0	5	12	181	10	0	0	0
BRCA_TCGA-Z7-A8R5	0	2	0	12	8	0	0	0	6	0	1	2	0	1	0	0	0	2
BRCA_TCGA-Z7-A8R6	2	6	7	6	3	6	0	0	2	0	0	0	4	39	28	1	0	3
COAD_TCGA-3L-AA1B	4	21	18	40	28	2	2	0	2	2	11	2	16	7	5	0	20	0
COAD_TCGA-4N-A93T	6	10	11	21	28	7	3	2	6	0	5	9	11	3	0	1	15	5
COAD_TCGA-4T-AA8H	7	28	10	34	29	0	6	1	14	0	1	3	34	1	4	0	4	3
COAD_TCGA-5M-AAT4	8	31	8	48	27	0	2	6	12	2	12	3	13	20	0	22	25	16
COAD_TCGA-5M-AAT5	8	17	3	39	18	0	1	0	5	2	1	1	13	2	0	3	7	4
COAD_TCGA-5M-AAT6	0	444	112	424	465	189	126	0	151	209	0	362	0	0	0	27	0	0
COAD_TCGA-5M-AATA	3	19	9	20	24	5	0	0	5	7	3	1	10	0	0	2	0	10
COAD_TCGA-5M-AATE	5	24	12	23	41	0	3	2	17	7	4	0	16	12	2	7	5	4
COAD_TCGA-A6-2671	3	14	4	16	19	5	0	5	1	0	0	1	2	2	2	0	18	2
COAD_TCGA-A6-2674	1	21	10	38	25	0	0	2	3	4	10	3	12	23	0	3	12	0
COAD_TCGA-A6-2675	2	25	5	30	33	0	0	0	6	4	0	2	7	3	11	2	4	6
COAD_TCGA-A6-2677	4	22	20	36	35	4	5	4	9	0	1	6	20	2	0	3	24	4
COAD_TCGA-A6-2681	1	19	7	41	29	2	0	5	1	2	16	11	5	0	0	7	20	16
COAD_TCGA-A6-2684	1	22	8	42	22	0	1	0	5	1	0	4	18	9	0	1	7	6
COAD_TCGA-A6-2685	1	6	2	26	7	3	0	0	2	0	6	2	1	6	3	0	0	2
COAD_TCGA-A6-2686	21	377	96	527	351	295	254	0	251	67	0	167	89	0	0	22	0	10
COAD_TCGA-A6-3809	15	200	24	201	175	151	123	8	117	124	51	196	12	0	0	47	8	24
COAD_TCGA-A6-3810	4	25	16	13	45	0	6	1	17	3	4	10	33	19	9	13	22	10
COAD_TCGA-A6-4105	0	36	6	26	29	1	1	4	8	7	20	7	5	10	8	3	35	13
COAD_TCGA-A6-4107	10	22	10	69	38	6	4	1	16	1	4	14	20	6	0	3	12	11
COAD_TCGA-A6-5656	3	29	11	37	38	0	0	0	7	7	1	3	12	2	1	3	10	0
COAD_TCGA-A6-5657	1	11	15	20	29	1	0	0	2	1	16	0	15	7	10	0	31	0
COAD_TCGA-A6-5659	8	27	30	107	26	9	0	0	3	2	18	8	21	5	0	1	35	9
COAD_TCGA-A6-5660	2	19	10	42	32	6	0	1	4	3	4	11	9	9	1	0	10	4
COAD_TCGA-A6-5661	25	284	63	245	262	119	151	0	233	29	4	99	27	0	0	8	0	12
COAD_TCGA-A6-5662	0	13	8	0	20	4	0	0	4	2	0	3	7	3	4	1	16	6
COAD_TCGA-A6-5664	4	10	2	4	20	1	0	5	1	6	0	7	4	1	0	3	8	2
COAD_TCGA-A6-5665	20	312	69	336	285	232	171	0	90	379	28	229	24	0	0	38	0	7
COAD_TCGA-A6-5666	7	16	14	16	33	0	6	1	0	4	0	5	0	3	2	5	11	0
COAD_TCGA-A6-5667	0	1	5	28	13	5	2	1	2	0	1	0	10	2	8	0	6	6
COAD_TCGA-A6-6137	5	16	13	16	32	0	0	0	11	6	0	4	18	2	5	4	24	5
COAD_TCGA-A6-6138	1	14	7	19	32	13	0	3	2	3	3	8	33	2	0	1	4	6
COAD_TCGA-A6-6142	0	8	3	32	16	7	2	6	4	7	0	1	8	3	4	3	6	7
COAD_TCGA-A6-6648	1	22	3	27	9	9	0	4	0	5	0	6	18	7	0	0	0	6
COAD_TCGA-A6-6649	4	24	10	16	41	5	5	0	8	0	0	6	9	4	13	4	8	8
COAD_TCGA-A6-6651	2	14	2	18	13	0	2	1	6	3	0	8	4	12	3	2	21	10
COAD_TCGA-A6-6652	1	7	1	30	17	11	0	0	5	3	6	3	9	6	2	4	0	3
COAD_TCGA-A6-6653	6	179	68	322	280	145	84	0	91	92	0	58	37	0	0	19	0	0
COAD_TCGA-A6-6654	3	50	19	53	87	0	2	0	0	3	0	2	9	5	5	2	0	3
COAD_TCGA-A6-6780	3	197	27	237	188	121	173	0	83	121	35	222	19	0	0	34	0	17
COAD_TCGA-A6-6781	8	415	89	687	542	165	133	0	225	20	0	125	59	0	0	6	0	0
COAD_TCGA-A6-6782	7	14	12	17	27	1	0	0	7	4	8	3	8	9	10	6	42	16
COAD_TCGA-A6-A565	0	75	18	83	77	38	37	0	65	24	0	45	22	2	0	3	0	0
COAD_TCGA-A6-A566	7	24	13	42	41	3	2	1	10	4	8	0	25	5	0	1	28	3
COAD_TCGA-A6-A567	5	6	10	15	15	0	0	0	2	3	0	1	5	1	0	2	8	4
COAD_TCGA-A6-A56B	1	16	9	33	26	5	1	1	2	0	0	4	6	4	0	0	15	8
COAD_TCGA-AA-3489	7	10	9	4	22	0	4	6	9	5	0	4	12	7	10	1	25	12
COAD_TCGA-AA-3492	17	465	102	335	361	282	201	2	241	205	68	257	33	13	0	36	0	56
COAD_TCGA-AA-3496	5	14	11	50	25	9	3	0	4	8	0	3	9	2	6	9	8	6
COAD_TCGA-AA-3502	2	39	25	58	45	0	0	2	11	2	7	8	14	4	0	5	20	5
COAD_TCGA-AA-3506	5	28	16	54	44	0	3	0	4	13	0	0	13	1	0	7	23	0
COAD_TCGA-AA-3510	1534	291	1303	125	46	250	13	691	16	80	0	0	0	0	202	0	32	0
COAD_TCGA-AA-3511	1	9	15	52	7	4	0	15	7	4	2	1	11	18	0	12	0	20
COAD_TCGA-AA-3522	1	6	3	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0
COAD_TCGA-AA-3556	0	6	0	9	5	1	0	0	0	0	0	1	1	0	2	1	0	0
COAD_TCGA-AA-3655	0	19	8	26	16	5	1	2	1	12	3	0	8	3	0	1	2	0
COAD_TCGA-AA-3660	4	34	13	32	33	8	0	0	3	1	2	1	21	4	0	1	21	0
COAD_TCGA-AA-3662	4	9	5	23	29	0	0	1	4	1	0	5	11	5	0	0	13	4
COAD_TCGA-AA-3663	29	245	30	207	174	311	322	2	195	368	89	284	18	2	0	79	0	5
COAD_TCGA-AA-3697	4	25	14	5	47	2	7	2	17	5	10	6	0	23	13	12	68	19
COAD_TCGA-AA-3712	11	13	6	0	19	7	0	1	1	2	18	1	0	63	31	0	24	0
COAD_TCGA-AA-3713	11	277	46	134	169	119	96	0	72	46	37	79	51	7	0	25	0	36
COAD_TCGA-AA-3947	35	510	78	374	272	322	341	12	242	162	90	281	29	4	0	112	0	95
COAD_TCGA-AA-3984	1714	652	2031	192	126	503	104	1237	0	455	70	0	0	0	427	51	0	0
COAD_TCGA-AA-A00N	1569	717	2337	207	167	421	90	1021	0	466	82	0	12	0	162	77	0	0
COAD_TCGA-AA-A010	3638	992	1927	20	255	882	474	1059	0	439	1076	5	0	0	140	180	0	90
COAD_TCGA-AA-A01P	11	174	48	159	193	127	68	0	82	88	18	79	7	0	8	21	0	13
COAD_TCGA-AA-A01R	1	447	126	647	536	172	161	0	158	83	0	137	24	0	0	14	0	0
COAD_TCGA-AA-A022	15	399	100	269	361	127	137	0	188	88	23	137	55	0	0	8	0	0
COAD_TCGA-AD-5900	6	330	88	291	252	247	214	0	169	71	40	182	6	2	0	5	0	7
COAD_TCGA-AD-6548	0	7	10	52	27	4	0	0	6	6	3	4	11	8	0	8	12	13
COAD_TCGA-AD-6888	1	22	11	50	22	0	6	6	7	6	0	3	4	0	0	2	0	4
COAD_TCGA-AD-6889	21	295	54	385	231	201	217	0	288	73	24	214	43	0	0	21	0	3
COAD_TCGA-AD-6890	4	25	8	18	40	0	0	2	3	2	2	5	1	5	4	2	18	5
COAD_TCGA-AD-6895	8	343	91	286	241	256	84	0	143	73	3	88	167	43	64	25	0	281
COAD_TCGA-AD-6899	5	30	16	46	36	9	4	0	0	0	0	4	24	18	9	2	0	10
COAD_TCGA-AD-6901	7	33	20	54	46	19	11	8	8	1	0	17	9	24	4	8	57	12
COAD_TCGA-AD-6963	1	14	2	27	16	9	0	0	2	2	5	3	1	13	0	3	0	14
COAD_TCGA-AD-6964	13	191	38	143	147	400	135	0	156	292	12	165	108	9	4	2	0	101
COAD_TCGA-AD-6965	4	23	9	46	26	1	7	1	6	1	0	4	9	5	8	0	2	10
COAD_TCGA-AD-A5EJ	25	259	44	208	234	179	214	0	180	71	60	197	41	5	0	28	0	0
COAD_TCGA-AD-A5EK	1	15	4	16	19	7	0	0	0	0	18	0	14	9	0	2	22	0
COAD_TCGA-AM-5820	5	18	5	25	20	1	0	0	0	2	1	3	11	4	0	0	2	5
COAD_TCGA-AM-5821	12	341	41	175	179	193	145	2	90	99	69	156	4	0	0	70	0	28
COAD_TCGA-AU-3779	7	16	6	16	33	4	2	6	5	0	0	2	13	5	3	0	12	13
COAD_TCGA-AU-6004	5	191	58	253	192	83	83	0	79	66	10	125	14	0	0	8	0	0
COAD_TCGA-AY-5543	6	11	13	30	27	8	0	4	3	7	9	10	13	9	0	1	1	13
COAD_TCGA-AY-6196	2	10	11	17	32	14	7	2	20	6	13	9	28	14	11	6	79	33
COAD_TCGA-AY-6197	9	133	35	164	120	157	125	0	90	232	10	193	30	0	0	8	0	20
COAD_TCGA-AY-6386	1	13	10	46	25	1	0	0	8	1	8	7	13	3	0	0	12	0
COAD_TCGA-AY-A54L	6	20	10	35	32	1	8	2	11	0	6	9	15	2	7	5	30	1
COAD_TCGA-AY-A69D	13	29	22	40	51	8	3	3	4	2	16	10	39	6	0	0	22	11
COAD_TCGA-AY-A71X	1	22	14	24	26	3	2	0	0	2	0	0	11	3	0	4	8	0
COAD_TCGA-AY-A8YK	1	13	6	22	10	5	5	1	3	0	4	5	2	1	0	3	10	5
COAD_TCGA-AZ-4308	0	10	8	6	16	3	0	2	2	12	3	1	6	2	5	0	17	3
COAD_TCGA-AZ-4315	2197	900	2653	147	157	628	170	1364	36	813	187	0	0	0	325	131	0	0
COAD_TCGA-AZ-4323	1	4	6	11	13	0	2	1	11	7	2	2	6	0	0	6	0	7
COAD_TCGA-AZ-4614	2	26	7	50	38	12	7	2	8	5	9	4	10	15	0	34	26	17
COAD_TCGA-AZ-4615	12	99	40	140	141	77	110	0	75	74	0	163	6	4	0	17	13	0
COAD_TCGA-AZ-4616	4	18	12	16	21	0	4	5	3	6	0	9	11	4	0	6	9	0
COAD_TCGA-AZ-4681	0	15	3	22	16	0	4	0	6	0	0	4	12	8	0	1	11	2
COAD_TCGA-AZ-4682	2	12	11	23	26	0	0	0	5	0	0	4	5	6	2	2	4	5
COAD_TCGA-AZ-5403	6	12	6	14	9	0	0	5	7	6	1	0	13	4	0	3	7	13
COAD_TCGA-AZ-5407	4	27	5	15	29	3	0	0	6	0	2	3	13	0	0	3	16	5
COAD_TCGA-AZ-6598	20	597	87	453	284	303	228	0	250	153	28	173	63	0	0	22	0	33
COAD_TCGA-AZ-6599	1	20	17	15	29	12	1	0	15	0	0	1	130	11	167	0	0	0
COAD_TCGA-AZ-6600	6	15	7	39	28	4	0	0	1	0	15	7	7	10	3	3	17	20
COAD_TCGA-AZ-6601	10	471	106	728	566	217	244	0	211	58	0	127	59	0	0	12	0	0
COAD_TCGA-AZ-6603	1	10	13	20	22	0	0	3	3	2	5	4	8	0	1	0	4	3
COAD_TCGA-AZ-6605	2	16	19	21	20	1	0	0	17	19	7	9	10	7	0	7	16	0
COAD_TCGA-AZ-6606	2	19	11	38	44	15	6	0	0	3	0	9	16	12	8	15	7	0
COAD_TCGA-AZ-6607	0	6	4	15	10	0	0	7	4	5	3	7	16	3	3	4	7	7
COAD_TCGA-AZ-6608	1	8	5	21	19	0	0	7	12	14	0	6	4	7	0	11	0	105
COAD_TCGA-CA-5254	2	30	12	48	47	15	7	6	0	9	9	8	14	5	8	2	26	19
COAD_TCGA-CA-5255	1	7	6	12	15	3	2	0	5	6	0	4	3	0	3	2	6	0
COAD_TCGA-CA-5256	2	13	6	34	18	6	0	3	3	3	0	7	8	0	0	2	0	1
COAD_TCGA-CA-5796	2	8	3	35	14	1	2	0	2	6	0	2	10	0	1	1	6	3
COAD_TCGA-CA-5797	1	1	2	14	14	6	2	2	2	3	0	0	12	5	8	0	11	6
COAD_TCGA-CA-6715	6	7	10	26	14	3	9	0	0	8	11	4	8	1	0	3	6	7
COAD_TCGA-CA-6716	5	33	12	30	58	3	5	0	7	4	3	1	7	6	7	1	24	1
COAD_TCGA-CA-6717	3699	451	2178	100	202	291	328	3026	0	833	531	288	92	0	328	587	31	0
COAD_TCGA-CA-6718	1810	116	818	162	5	54	65	1066	13	99	0	58	0	15	15	45	87	0
COAD_TCGA-CA-6719	6	23	12	40	27	0	1	0	4	18	6	8	15	0	1	0	0	0
COAD_TCGA-CK-4947	1	18	5	27	26	2	0	6	2	2	1	8	6	2	0	5	5	17
COAD_TCGA-CK-4948	1	19	5	27	29	4	4	8	5	3	0	2	6	6	1	2	15	5
COAD_TCGA-CK-4950	5	15	10	50	27	15	0	4	9	6	16	1	13	2	3	4	48	0
COAD_TCGA-CK-4951	34	903	229	446	352	877	110	0	543	157	0	124	882	128	754	0	0	917
COAD_TCGA-CK-4952	0	14	8	33	47	5	3	0	0	5	5	8	19	3	26	12	14	0
COAD_TCGA-CK-5912	0	11	9	2	21	1	0	0	9	1	1	0	5	3	2	2	6	14
COAD_TCGA-CK-5913	6	131	32	270	134	76	107	0	49	84	14	108	20	0	0	11	0	7
COAD_TCGA-CK-5914	7	29	13	42	25	0	3	1	6	7	1	1	15	6	0	3	18	15
COAD_TCGA-CK-5915	2	16	5	32	40	0	0	0	6	4	3	7	7	0	4	2	0	1
COAD_TCGA-CK-5916	23	268	60	335	288	173	103	0	200	158	0	171	33	0	0	6	0	0
COAD_TCGA-CK-6746	10	205	42	186	154	162	128	0	147	110	38	193	30	0	0	29	0	22
COAD_TCGA-CK-6747	2	32	17	29	38	0	1	0	4	2	0	9	8	3	5	4	8	3
COAD_TCGA-CK-6748	0	9	7	6	16	0	0	0	7	4	8	8	4	2	0	5	10	5
COAD_TCGA-CK-6751	9	35	16	37	32	4	0	0	15	3	4	7	32	1	10	3	21	0
COAD_TCGA-CM-4743	5	197	46	217	237	134	152	0	100	84	40	140	31	1	0	20	0	14
COAD_TCGA-CM-4744	6	18	12	53	41	0	2	0	4	10	7	3	11	2	0	2	25	5
COAD_TCGA-CM-4746	7	213	45	230	205	78	67	0	37	5	0	35	10	0	0	9	0	0
COAD_TCGA-CM-4747	1	26	3	25	28	0	0	3	5	6	0	3	15	5	4	2	11	0
COAD_TCGA-CM-4748	4	11	3	13	15	4	1	0	0	7	5	2	7	4	0	2	16	1
COAD_TCGA-CM-4750	6	7	1	39	21	0	0	1	4	4	1	1	9	0	0	4	17	3
COAD_TCGA-CM-4751	2	32	4	19	27	0	0	2	5	6	0	9	7	0	0	3	6	6
COAD_TCGA-CM-4752	6	21	14	45	38	2	3	0	11	6	5	1	9	2	1	0	8	6
COAD_TCGA-CM-5341	1	21	7	34	46	4	6	9	2	9	0	2	17	14	0	1	13	20
COAD_TCGA-CM-5344	6	14	2	19	24	1	3	1	8	3	0	0	3	2	0	0	10	4
COAD_TCGA-CM-5348	2	35	30	14	55	1	2	3	10	9	6	1	16	18	11	4	23	13
COAD_TCGA-CM-5349	1	19	12	42	30	0	0	4	4	3	0	2	11	2	0	4	4	9
COAD_TCGA-CM-5860	1	19	16	37	25	1	0	0	3	0	13	7	13	4	0	3	16	0
COAD_TCGA-CM-5861	8	233	45	187	146	178	180	3	168	392	21	172	29	3	0	40	0	18
COAD_TCGA-CM-5862	2	19	8	20	32	2	0	5	5	4	8	8	8	5	0	6	1	2
COAD_TCGA-CM-5863	1	10	7	37	10	0	1	5	3	1	0	2	7	2	1	0	0	0
COAD_TCGA-CM-5864	6	28	11	21	27	8	1	7	9	2	10	16	33	7	1	0	56	23
COAD_TCGA-CM-5868	4	11	8	27	16	3	5	2	13	3	0	10	6	5	3	3	5	3
COAD_TCGA-CM-6161	1	9	5	39	24	11	1	0	0	1	0	6	8	0	5	1	15	11
COAD_TCGA-CM-6163	1	13	12	37	25	0	2	0	2	4	1	4	13	9	0	2	16	2
COAD_TCGA-CM-6164	1	11	8	7	11	0	2	8	0	3	8	6	12	0	1	0	12	8
COAD_TCGA-CM-6165	6	14	5	7	32	14	10	2	0	1	0	8	19	3	0	0	26	7
COAD_TCGA-CM-6166	5	22	12	11	13	1	2	1	3	3	0	0	4	10	2	0	29	0
COAD_TCGA-CM-6167	2	13	4	19	19	0	1	0	2	0	4	7	11	0	1	0	13	8
COAD_TCGA-CM-6168	4	36	13	42	42	16	14	0	21	13	2	18	18	15	0	7	30	0
COAD_TCGA-CM-6169	4	16	7	8	32	5	2	0	8	6	0	4	5	2	0	2	30	5
COAD_TCGA-CM-6170	0	12	3	55	5	0	4	0	10	1	0	3	20	7	3	5	0	2
COAD_TCGA-CM-6171	11	204	51	391	254	86	122	0	129	72	0	113	43	0	0	11	0	0
COAD_TCGA-CM-6172	1	19	12	25	22	0	0	0	2	0	0	3	16	4	8	8	13	7
COAD_TCGA-CM-6674	0	175	56	209	222	93	64	0	82	50	0	96	6	1	0	10	0	0
COAD_TCGA-CM-6675	1	14	3	34	8	0	6	0	0	4	4	4	21	0	2	5	12	10
COAD_TCGA-CM-6676	2	21	8	29	22	1	1	2	4	4	6	3	15	0	0	4	12	9
COAD_TCGA-CM-6677	9	34	12	21	38	2	3	0	0	5	2	4	22	2	1	4	17	7
COAD_TCGA-CM-6678	5	23	7	56	31	0	0	3	9	9	0	1	21	0	8	0	4	2
COAD_TCGA-CM-6679	1	19	2	11	11	0	0	5	6	10	1	11	9	3	3	3	2	9
COAD_TCGA-CM-6680	0	15	13	22	24	0	0	1	0	10	0	3	18	2	0	1	12	4
COAD_TCGA-D5-5537	4	21	8	23	25	6	0	3	3	4	4	3	18	1	0	1	15	0
COAD_TCGA-D5-5538	5	8	8	45	20	4	1	0	13	5	2	11	7	2	0	7	18	7
COAD_TCGA-D5-5539	1	12	5	23	34	5	0	0	5	3	0	5	17	6	0	9	19	2
COAD_TCGA-D5-5540	4	25	13	25	39	2	0	2	1	1	2	2	14	12	0	4	24	7
COAD_TCGA-D5-5541	0	11	9	20	15	0	0	0	5	3	0	4	14	1	5	1	3	0
COAD_TCGA-D5-6529	5	25	11	42	22	8	0	0	9	1	0	2	7	4	0	1	8	2
COAD_TCGA-D5-6530	3	190	41	247	241	120	98	0	107	55	0	91	25	0	0	9	0	0
COAD_TCGA-D5-6531	8	30	15	57	51	8	4	0	4	2	0	2	14	3	12	11	20	13
COAD_TCGA-D5-6532	4	19	14	31	23	0	4	5	6	2	0	2	4	20	8	7	4	11
COAD_TCGA-D5-6533	3	11	17	22	36	8	7	6	8	5	0	3	27	12	0	5	29	28
COAD_TCGA-D5-6534	5	17	11	11	35	0	2	10	17	2	12	3	13	10	0	10	41	10
COAD_TCGA-D5-6535	7	17	9	34	23	5	0	3	10	8	18	0	9	23	12	11	35	8
COAD_TCGA-D5-6536	0	25	7	17	19	0	4	0	8	7	2	3	2	5	4	1	24	6
COAD_TCGA-D5-6537	8	16	12	29	33	3	3	0	0	1	3	6	1	1	0	2	21	4
COAD_TCGA-D5-6538	1	39	13	29	34	0	2	2	5	2	0	7	13	0	17	2	12	3
COAD_TCGA-D5-6539	3	9	8	18	24	1	2	1	7	5	2	5	0	6	7	4	11	14
COAD_TCGA-D5-6540	16	361	69	283	177	161	150	0	124	25	33	64	15	0	0	28	0	8
COAD_TCGA-D5-6541	1	18	6	23	34	0	2	0	3	0	0	8	4	7	0	0	3	5
COAD_TCGA-D5-6898	4	15	5	9	22	0	2	0	4	2	0	4	5	5	0	2	15	6
COAD_TCGA-D5-6920	4	26	10	16	31	3	0	0	9	2	0	3	5	11	6	2	15	8
COAD_TCGA-D5-6922	1	26	10	21	31	2	0	0	5	3	0	4	17	13	0	6	6	5
COAD_TCGA-D5-6924	4	13	7	43	37	13	3	3	0	2	0	2	12	3	10	8	22	16
COAD_TCGA-D5-6926	2	13	7	46	25	5	0	6	0	5	0	12	9	13	0	3	7	9
COAD_TCGA-D5-6927	12	119	24	112	104	75	75	0	60	99	7	104	10	0	0	9	0	3
COAD_TCGA-D5-6928	38	502	66	276	248	252	222	0	174	69	16	98	57	14	0	4	0	40
COAD_TCGA-D5-6929	2	14	7	35	9	0	9	4	7	3	11	7	11	14	9	6	9	4
COAD_TCGA-D5-6930	16	506	61	173	180	243	59	0	123	18	68	25	30	3	16	17	0	23
COAD_TCGA-D5-6931	4	36	18	29	33	7	2	23	14	8	16	4	52	8	7	114	29	11
COAD_TCGA-D5-6932	7	13	6	21	18	5	9	11	5	5	5	7	11	5	0	8	18	22
COAD_TCGA-D5-7000	0	19	12	12	36	5	2	1	3	0	1	3	9	10	0	2	29	4
COAD_TCGA-DM-A0X9	5	20	18	47	34	3	1	1	12	4	10	5	22	10	4	7	27	8
COAD_TCGA-DM-A0XD	5	29	15	76	21	11	4	3	2	1	0	5	17	13	8	5	11	1
COAD_TCGA-DM-A0XF	3	6	12	20	13	5	5	6	16	4	0	3	12	9	3	3	37	17
COAD_TCGA-DM-A1D0	0	13	5	10	32	0	2	9	5	3	12	5	11	13	0	4	16	14
COAD_TCGA-DM-A1D4	8	35	13	52	45	0	7	0	8	9	4	11	9	5	1	4	17	7
COAD_TCGA-DM-A1D6	0	18	9	26	32	1	4	6	6	5	0	3	3	10	11	2	15	1
COAD_TCGA-DM-A1D7	2	17	5	17	34	8	1	6	10	0	12	5	19	9	0	0	21	27
COAD_TCGA-DM-A1D8	7	20	14	40	20	0	9	1	6	3	1	7	14	9	0	13	36	28
COAD_TCGA-DM-A1D9	3	7	11	29	20	5	6	2	8	3	13	2	13	6	3	2	16	31
COAD_TCGA-DM-A1DA	8	37	13	35	43	19	19	0	9	1	5	10	37	9	0	28	84	20
COAD_TCGA-DM-A1DB	1	9	6	17	12	0	2	0	7	5	0	3	8	7	0	6	10	0
COAD_TCGA-DM-A1HA	4	28	4	35	35	0	0	0	5	5	10	1	9	10	4	1	25	15
COAD_TCGA-DM-A1HB	5	179	40	177	169	129	120	0	99	164	54	244	0	0	15	34	12	24
COAD_TCGA-DM-A280	5	19	7	25	22	5	0	12	1	4	0	0	10	3	2	37	26	0
COAD_TCGA-DM-A282	5	12	11	32	28	0	4	0	3	7	0	2	10	9	6	0	5	4
COAD_TCGA-DM-A285	2	23	13	37	17	0	0	10	3	5	8	13	15	11	6	9	40	23
COAD_TCGA-DM-A288	2	15	3	20	17	4	2	0	0	1	3	3	7	14	2	17	8	2
COAD_TCGA-DM-A28A	8	18	8	47	26	0	4	0	9	6	0	15	7	9	0	2	32	0
COAD_TCGA-DM-A28C	4	16	5	20	26	0	2	0	9	0	0	8	8	11	0	3	25	1
COAD_TCGA-DM-A28E	4	11	7	21	18	2	0	0	5	8	0	13	2	2	6	4	8	7
COAD_TCGA-DM-A28F	10	31	14	46	26	13	12	5	4	9	0	2	29	27	5	47	31	22
COAD_TCGA-DM-A28G	0	15	7	33	28	10	0	1	2	6	8	9	15	6	2	5	14	4
COAD_TCGA-DM-A28H	2	21	9	4	26	3	0	8	9	3	7	8	12	23	0	1	15	14
COAD_TCGA-DM-A28K	4	18	9	25	40	0	3	0	11	2	0	1	11	1	5	4	3	6
COAD_TCGA-DM-A28M	1	19	11	25	28	0	1	1	0	5	0	14	14	0	5	5	4	0
COAD_TCGA-F4-6459	4	11	14	25	19	0	5	1	12	2	2	13	13	20	4	11	9	11
COAD_TCGA-F4-6460	8	16	12	42	16	5	7	6	7	3	0	7	15	9	8	2	13	23
COAD_TCGA-F4-6461	3	28	13	12	35	7	4	2	10	8	0	17	30	3	0	2	15	4
COAD_TCGA-F4-6463	1	19	9	25	19	3	0	0	3	0	0	1	8	0	0	1	0	6
COAD_TCGA-F4-6569	7	12	10	18	28	6	1	0	2	4	4	3	9	10	0	27	13	4
COAD_TCGA-F4-6570	20	314	77	332	237	232	186	0	179	136	36	94	59	17	0	88	0	51
COAD_TCGA-F4-6703	8	108	23	82	72	98	54	2	25	31	10	86	20	8	0	24	0	17
COAD_TCGA-F4-6704	1	16	8	11	11	1	2	2	2	0	2	11	11	7	3	3	10	4
COAD_TCGA-F4-6805	5	8	4	16	19	8	4	2	3	7	0	3	4	0	0	3	3	9
COAD_TCGA-F4-6806	5	21	9	17	35	0	2	0	6	2	0	10	16	5	6	0	1	13
COAD_TCGA-F4-6807	8	10	4	22	17	8	21	0	1	1	8	10	35	4	1	4	46	25
COAD_TCGA-F4-6808	2	17	7	57	29	7	6	0	0	3	2	4	19	3	0	8	9	11
COAD_TCGA-F4-6809	8	16	5	12	20	9	4	7	4	15	6	2	12	19	0	14	39	17
