Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
UCEC_TCGA-EY-A4KR	1	26	0	18	0	2	4	42	9	24
UCEC_TCGA-EY-A547	1	61	6	65	25	0	21	57	0	0
UCEC_TCGA-EY-A548	12	223	75	237	109	0	50	21	0	6
UCEC_TCGA-EY-A549	0	1604	154	158	0	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	23	1	7	8	9	7	59	8	25
UCEC_TCGA-EY-A5W2	20	218	85	529	82	0	92	0	18	4
UCEC_TCGA-EY-A72D	5	14	11	8	3	0	4	22	2	0
UCEC_TCGA-FI-A2CX	0	4	1	3	0	0	2	13	1	6
UCEC_TCGA-FI-A2CY	1	13	16	11	5	0	0	6	1	4
UCEC_TCGA-FI-A2D0	252	3695	3096	347	2957	176	557	0	191	0
UCEC_TCGA-FI-A2D2	7	13	0	5	1	0	2	16	0	5
UCEC_TCGA-FI-A2D4	12	135	17	181	55	0	18	22	5	18
UCEC_TCGA-FI-A2D5	3444	1480	3636	0	7266	2586	3808	0	1833	0
UCEC_TCGA-FI-A2D6	17	247	0	353	83	0	84	26	22	6
UCEC_TCGA-FI-A2EU	0	19	3	15	3	1	0	15	2	13
UCEC_TCGA-FI-A2EW	3	12	37	0	0	3	3	33	0	45
UCEC_TCGA-FI-A2EX	3	19	8	0	5	0	0	16	3	21
UCEC_TCGA-FI-A2EY	4	25	21	3	0	5	12	35	0	41
UCEC_TCGA-FI-A2F4	0	65	150	1552	29	366	631	172	95	0
UCEC_TCGA-FI-A2F8	5	9	10	0	10	1	9	10	2	51
UCEC_TCGA-FI-A2F9	3	20	0	3	1	4	9	22	0	0
UCEC_TCGA-FI-A3PV	2	18	13	0	2	5	4	31	0	25
UCEC_TCGA-FI-A3PX	6	19	16	0	10	4	11	41	5	14
UCEC_TCGA-H5-A2HR	3	17	7	7	0	0	4	25	0	3
UCEC_TCGA-JU-AAVI	2	23	0	5	5	0	3	26	0	9
UCEC_TCGA-K6-A3WQ	0	11	6	0	0	1	8	20	0	5
UCEC_TCGA-KJ-A3U4	0	13	3	0	3	3	0	42	0	6
UCEC_TCGA-KP-A3VZ	5	15	14	25	0	0	1	72	0	12
UCEC_TCGA-KP-A3W0	0	15	6	3	0	0	4	15	0	0
UCEC_TCGA-KP-A3W1	0	14	22	0	4	2	3	3	4	14
UCEC_TCGA-KP-A3W3	4	7	15	5	0	1	2	21	0	6
UCEC_TCGA-KP-A3W4	3	10	2	6	5	0	0	33	0	10
UCEC_TCGA-PG-A5BC	0	19	6	15	0	0	5	19	0	5
UCEC_TCGA-PG-A6IB	3	191	46	297	8	0	8	48	0	8
UCEC_TCGA-PG-A7D5	1	20	16	3	0	0	0	13	0	2
UCEC_TCGA-PG-A914	7	25	13	2	0	5	1	37	0	124
UCEC_TCGA-PG-A915	0	12	13	4	6	4	6	52	1	15
UCEC_TCGA-PG-A916	0	15	0	0	13	4	0	24	0	1
UCEC_TCGA-PG-A917	20	225	80	410	70	14	50	171	0	10
UCEC_TCGA-QF-A5YS	1676	0	775	0	81	0	0	0	237	0
UCEC_TCGA-QF-A5YT	0	0	0	0	7	0	0	2	2	0
UCEC_TCGA-QS-A5YQ	1166	11	358	0	32	0	0	0	82	2
UCEC_TCGA-QS-A5YR	3	127	8	146	22	3	10	23	0	0
UCEC_TCGA-QS-A744	0	37	7	0	11	5	2	24	2	6
UCEC_TCGA-QS-A8F1	1	18	5	5	5	0	9	47	0	12
UCEC_TCGA-SJ-A6ZI	34	916	87	789	339	50	42	0	23	0
UCEC_TCGA-SJ-A6ZJ	7	30	6	0	6	0	11	34	0	10
UCEC_TCGA-SL-A6J9	0	12	9	8	0	0	3	36	0	4
UCEC_TCGA-SL-A6JA	15	299	43	359	147	0	20	91	0	8
STAD_TCGA-3M-AB46	8	15	0	30	13	9	3	84	0	37
STAD_TCGA-3M-AB47	17	38	17	2	7	2	4	47	6	1
STAD_TCGA-B7-5816	1	393	15	355	122	71	294	74	76	6
STAD_TCGA-B7-5818	5	24	61	66	22	0	18	146	100	52
STAD_TCGA-B7-A5TI	15	289	0	174	85	49	50	7	7	17
STAD_TCGA-B7-A5TJ	6	103	17	27	30	5	0	60	62	2
STAD_TCGA-B7-A5TK	1	32	0	4	0	3	4	13	0	13
STAD_TCGA-B7-A5TN	5	22	22	0	0	0	2	38	8	3
STAD_TCGA-BR-4183	2	27	14	4	0	0	3	14	4	2
STAD_TCGA-BR-4184	0	675	0	0	3286	145	0	31	0	0
STAD_TCGA-BR-4187	4	11	6	0	6	0	0	6	2	3
STAD_TCGA-BR-4188	0	57	2	14	0	0	1	23	3	3
STAD_TCGA-BR-4191	10	1	35	23	19	15	2	111	0	38
STAD_TCGA-BR-4201	20	542	164	451	190	0	123	0	7	0
STAD_TCGA-BR-4253	0	15	24	8	6	2	3	20	16	10
STAD_TCGA-BR-4255	2	19	14	0	2	0	10	24	2	1
STAD_TCGA-BR-4256	0	345	0	342	107	55	171	26	64	27
STAD_TCGA-BR-4257	17	360	88	341	104	51	203	11	58	0
STAD_TCGA-BR-4267	6	12	0	9	0	0	3	52	12	13
STAD_TCGA-BR-4279	7	14	22	1	2	0	7	2	6	0
STAD_TCGA-BR-4280	0	165	0	195	124	50	118	51	69	0
STAD_TCGA-BR-4292	16	851	29	259	121	24	107	44	38	7
STAD_TCGA-BR-4294	0	0	4	3	9	0	1	21	0	1
STAD_TCGA-BR-4357	1	23	0	39	3	11	12	87	82	61
STAD_TCGA-BR-4361	20	514	224	577	258	3	1327	0	0	18
STAD_TCGA-BR-4362	0	638	0	264	163	68	333	88	155	0
STAD_TCGA-BR-4363	7	217	10	186	45	10	82	0	29	0
STAD_TCGA-BR-4366	0	39	6	16	7	0	9	68	16	18
STAD_TCGA-BR-4368	10	530	74	462	166	0	145	30	0	17
STAD_TCGA-BR-4369	1	32	0	1	22	6	0	42	102	27
STAD_TCGA-BR-4370	22	590	106	233	129	33	55	8	32	14
STAD_TCGA-BR-4371	10	83	21	2	13	0	4	36	17	17
STAD_TCGA-BR-6452	0	756	397	1149	868	297	2080	381	135	64
STAD_TCGA-BR-6453	0	28	0	0	17	6	1	38	136	0
STAD_TCGA-BR-6454	10	23	5	16	9	6	11	57	26	16
STAD_TCGA-BR-6455	0	36	16	7	17	2	1	32	0	4
STAD_TCGA-BR-6456	3	6	5	1	0	1	7	22	0	2
STAD_TCGA-BR-6457	7	37	0	4	0	2	7	45	34	5
STAD_TCGA-BR-6458	0	27	0	0	15	12	0	61	260	0
STAD_TCGA-BR-6563	7	37	0	3	2	0	10	15	10	2
STAD_TCGA-BR-6564	4	4	10	0	6	0	0	9	2	6
STAD_TCGA-BR-6565	11	22	27	14	8	0	13	60	7	14
STAD_TCGA-BR-6566	0	298	0	275	160	83	129	31	67	5
STAD_TCGA-BR-6705	0	34	0	2	0	5	8	30	27	10
STAD_TCGA-BR-6706	0	16	0	3	8	4	22	37	153	0
STAD_TCGA-BR-6707	5	36	2	2	3	0	5	29	0	8
STAD_TCGA-BR-6709	1	0	4	11	9	0	2	12	7	7
STAD_TCGA-BR-6801	0	19	32	0	0	0	4	0	0	6
STAD_TCGA-BR-6802	0	119	0	74	216	31	40	23	19	2
STAD_TCGA-BR-6803	0	6	2	0	0	1	1	8	0	1
STAD_TCGA-BR-6852	3	328	0	266	259	71	107	69	66	3
STAD_TCGA-BR-7196	0	14	8	10	5	4	0	39	0	6
STAD_TCGA-BR-7197	0	61	7	2	4	5	1	47	89	8
STAD_TCGA-BR-7703	19	307	7	223	58	8	53	70	15	17
STAD_TCGA-BR-7704	10	33	0	25	4	15	18	188	96	60
STAD_TCGA-BR-7707	7	543	2	366	195	53	233	29	90	10
STAD_TCGA-BR-7715	4	40	23	7	13	3	9	36	28	4
STAD_TCGA-BR-7716	17	11	0	23	4	7	2	45	11	75
STAD_TCGA-BR-7717	0	54	2	11	7	0	9	45	38	12
STAD_TCGA-BR-7722	1	16	14	0	7	0	5	10	1	4
STAD_TCGA-BR-7723	0	37	0	11	0	5	18	62	66	9
STAD_TCGA-BR-7851	16	680	101	407	152	33	147	9	24	2
STAD_TCGA-BR-7901	0	35	0	6	3	9	18	73	54	31
STAD_TCGA-BR-7957	3	13	16	0	5	0	0	21	3	0
STAD_TCGA-BR-7958	0	24	13	16	7	12	1	74	40	21
STAD_TCGA-BR-7959	1	23	22	14	11	0	0	18	23	13
STAD_TCGA-BR-8058	0	5	3	2	3	0	10	21	6	10
STAD_TCGA-BR-8059	8	197	0	138	56	50	74	223	68	22
STAD_TCGA-BR-8060	0	31	0	21	0	5	22	92	85	25
STAD_TCGA-BR-8077	3	30	25	1	14	3	5	37	12	11
STAD_TCGA-BR-8078	25	602	0	436	230	26	157	41	73	14
STAD_TCGA-BR-8080	8	44	0	14	19	9	10	62	54	3
STAD_TCGA-BR-8081	0	407	12	256	138	70	67	22	39	11
STAD_TCGA-BR-8284	1	162	25	40	41	37	21	47	16	11
STAD_TCGA-BR-8285	0	35	13	0	4	6	4	36	18	4
STAD_TCGA-BR-8286	0	27	12	0	19	9	12	50	26	13
STAD_TCGA-BR-8289	0	31	0	25	7	7	8	64	83	14
STAD_TCGA-BR-8291	5	5	0	2	0	1	1	16	1	1
STAD_TCGA-BR-8295	0	7	0	4	6	0	2	15	15	8
STAD_TCGA-BR-8296	0	44	1	0	2	2	0	24	0	17
STAD_TCGA-BR-8297	0	35	0	7	24	10	16	63	124	12
STAD_TCGA-BR-8360	4	365	22	208	208	29	58	67	29	10
STAD_TCGA-BR-8361	24	674	97	465	195	14	171	26	59	15
STAD_TCGA-BR-8363	0	375	30	308	155	70	200	77	100	15
STAD_TCGA-BR-8364	0	4	8	2	0	0	3	6	1	1
STAD_TCGA-BR-8365	0	8	12	0	0	1	0	6	0	2
STAD_TCGA-BR-8366	0	20	0	19	19	0	14	52	80	6
STAD_TCGA-BR-8367	1	26	3	5	10	0	1	18	7	4
STAD_TCGA-BR-8368	6	539	5	256	89	10	71	67	25	5
STAD_TCGA-BR-8369	0	58	0	13	9	14	13	77	65	7
STAD_TCGA-BR-8370	0	47	0	13	3	10	0	60	2	7
STAD_TCGA-BR-8371	0	6	4	0	0	2	7	2	3	1
STAD_TCGA-BR-8372	12	342	0	280	135	37	473	113	52	0
STAD_TCGA-BR-8373	10	30	5	18	1	0	10	14	14	11
STAD_TCGA-BR-8380	1	38	9	0	7	1	0	17	14	4
STAD_TCGA-BR-8381	2	42	14	8	12	4	3	65	0	13
STAD_TCGA-BR-8382	10	418	0	273	122	20	73	66	40	3
STAD_TCGA-BR-8384	0	15	1	2	3	4	3	21	11	2
STAD_TCGA-BR-8483	7	43	0	5	17	0	4	66	10	2
STAD_TCGA-BR-8484	0	17	18	0	7	0	7	29	16	6
STAD_TCGA-BR-8485	0	4	0	1	8	8	25	69	273	0
STAD_TCGA-BR-8486	0	13	4	8	6	3	7	22	0	5
STAD_TCGA-BR-8487	0	1025	108	953	279	190	619	0	0	19
STAD_TCGA-BR-8588	0	55	2	13	0	7	7	43	22	2
STAD_TCGA-BR-8589	0	0	0	26	1	0	83	198	1081	0
STAD_TCGA-BR-8590	0	28	0	7	0	10	4	36	63	7
STAD_TCGA-BR-8591	0	532	0	463	141	102	232	81	60	16
STAD_TCGA-BR-8592	0	22	9	0	0	0	5	5	2	0
STAD_TCGA-BR-8676	3	23	11	0	6	4	2	29	14	7
STAD_TCGA-BR-8677	0	20	23	0	0	6	4	22	1	8
STAD_TCGA-BR-8678	16	29	22	5	6	0	1	28	8	21
STAD_TCGA-BR-8679	1	65	4	10	22	3	6	49	17	23
STAD_TCGA-BR-8680	3094	0	2031	0	1037	0	452	0	1198	0
STAD_TCGA-BR-8682	4	43	14	0	1	0	0	8	9	5
STAD_TCGA-BR-8683	7	50	13	9	5	6	14	74	0	9
STAD_TCGA-BR-8686	5	36	16	0	7	8	0	50	1	15
STAD_TCGA-BR-8687	0	10	0	24	1	5	4	48	139	2
STAD_TCGA-BR-8690	7	36	0	2	15	18	19	66	14	16
STAD_TCGA-BR-A44T	1	5	12	0	2	0	2	0	1	0
STAD_TCGA-BR-A44U	0	48	7	8	0	2	2	27	14	3
STAD_TCGA-BR-A452	0	12	3	0	5	1	0	36	49	25
STAD_TCGA-BR-A453	0	16	11	9	13	21	1	15	0	0
STAD_TCGA-BR-A4CQ	7	55	25	21	0	1	6	92	6	11
STAD_TCGA-BR-A4CR	1	19	4	15	3	7	2	31	0	3
STAD_TCGA-BR-A4CS	18	49	22	11	7	3	0	60	5	19
STAD_TCGA-BR-A4IU	3	7	10	2	1	0	2	0	3	0
STAD_TCGA-BR-A4IV	0	3	1	7	5	1	1	14	5	3
STAD_TCGA-BR-A4IY	8	52	0	19	0	0	12	78	0	18
STAD_TCGA-BR-A4IZ	0	9	2	0	1	1	0	3	4	0
STAD_TCGA-BR-A4J1	1	20	1	0	7	7	4	30	7	10
STAD_TCGA-BR-A4J2	3	35	8	0	2	0	1	17	4	0
STAD_TCGA-BR-A4J4	0	38	20	0	0	12	6	25	0	0
STAD_TCGA-BR-A4J5	0	45	0	3	0	4	9	41	13	0
STAD_TCGA-BR-A4J6	0	2	2	2	1	2	1	26	0	3
STAD_TCGA-BR-A4J7	0	23	11	0	16	0	2	13	3	0
STAD_TCGA-BR-A4J8	2	39	9	0	9	4	10	18	12	12
STAD_TCGA-BR-A4J9	0	17	7	5	0	0	1	13	3	2
STAD_TCGA-BR-A4PD	0	6	0	3	9	8	17	50	90	10
STAD_TCGA-BR-A4PE	0	65	13	2	26	12	0	94	30	13
STAD_TCGA-BR-A4PF	6	28	0	14	10	0	4	48	0	9
STAD_TCGA-BR-A4QI	0	26	13	6	15	3	0	48	23	16
STAD_TCGA-BR-A4QL	34	927	66	366	249	28	122	98	44	18
STAD_TCGA-BR-A4QM	0	22	16	2	16	4	6	31	22	4
STAD_TCGA-CD-5798	6	24	14	0	17	3	0	35	14	7
STAD_TCGA-CD-5799	0	15	6	1	8	4	0	19	3	1
STAD_TCGA-CD-5800	1	40	48	0	27	7	4	29	7	40
STAD_TCGA-CD-5801	18	43	0	66	0	0	37	124	230	27
STAD_TCGA-CD-5802	0	14	16	9	0	2	4	4	0	15
STAD_TCGA-CD-5803	0	7	2	1	6	0	0	23	1	5
STAD_TCGA-CD-5804	2	33	12	2	4	2	8	17	0	9
STAD_TCGA-CD-5813	11	48	5	13	10	0	23	82	8	23
STAD_TCGA-CD-8524	4	63	16	13	11	2	5	60	12	4
STAD_TCGA-CD-8525	6	16	3	3	6	1	3	23	13	25
STAD_TCGA-CD-8526	2	14	7	0	11	0	0	20	1	2
STAD_TCGA-CD-8527	3	99	10	38	28	15	17	63	24	11
STAD_TCGA-CD-8528	3	59	14	14	0	2	6	35	2	0
STAD_TCGA-CD-8529	14	28	22	29	18	19	15	258	0	102
STAD_TCGA-CD-8530	0	21	0	0	6	8	4	24	39	13
STAD_TCGA-CD-8531	0	45	42	43	30	7	26	118	8	6
STAD_TCGA-CD-8532	2	14	7	0	1	2	9	7	2	6
STAD_TCGA-CD-8533	2	68	22	2	4	0	7	39	3	8
STAD_TCGA-CD-8534	0	24	6	0	9	1	4	14	0	14
STAD_TCGA-CD-8535	0	25	16	24	20	7	0	87	129	26
STAD_TCGA-CD-8536	13	416	14	248	108	49	81	28	6	0
STAD_TCGA-CD-A486	5	28	9	0	19	4	2	37	0	8
STAD_TCGA-CD-A487	1	30	0	25	3	1	0	47	82	26
STAD_TCGA-CD-A489	1	13	14	0	7	2	7	31	11	10
STAD_TCGA-CD-A48A	1	46	7	6	13	8	21	64	108	17
STAD_TCGA-CD-A48C	5	43	0	4	16	8	2	83	95	16
STAD_TCGA-CD-A4MG	0	729	0	899	424	175	306	0	61	4
STAD_TCGA-CD-A4MH	0	28	9	15	9	0	4	25	0	9
STAD_TCGA-CD-A4MI	19	336	49	382	125	38	83	41	38	0
STAD_TCGA-CD-A4MJ	0	262	0	172	76	50	104	43	12	1
STAD_TCGA-CG-4300	3	48	12	4	3	7	14	45	22	5
STAD_TCGA-CG-4301	3	16	0	8	0	0	2	23	0	12
STAD_TCGA-CG-4304	3	16	3	14	2	0	5	19	3	18
STAD_TCGA-CG-4305	4	448	11	388	122	70	151	53	48	16
STAD_TCGA-CG-4306	12	592	46	300	57	19	98	50	0	18
STAD_TCGA-CG-4436	0	55	0	0	2	5	7	55	86	10
STAD_TCGA-CG-4437	13	68	31	41	34	21	30	341	0	70
STAD_TCGA-CG-4438	4	40	0	29	0	0	9	57	0	32
STAD_TCGA-CG-4440	13	18	10	8	18	3	1	31	26	25
STAD_TCGA-CG-4441	3	36	20	12	1	3	2	19	37	2
STAD_TCGA-CG-4442	11	447	54	407	137	75	402	0	42	5
STAD_TCGA-CG-4443	0	10	0	5	7	5	6	62	0	22
STAD_TCGA-CG-4444	0	22	0	3	8	7	0	65	119	6
STAD_TCGA-CG-4449	4	10	21	0	19	2	11	19	8	17
STAD_TCGA-CG-4455	0	3	15	0	0	0	1	32	0	3
STAD_TCGA-CG-4460	46	1204	192	321	220	32	131	0	55	0
STAD_TCGA-CG-4462	5	39	6	1	3	0	2	20	17	4
STAD_TCGA-CG-4465	0	162	0	238	99	37	55	34	55	7
STAD_TCGA-CG-4466	0	30	0	0	10	13	3	62	115	15
STAD_TCGA-CG-4469	0	51	0	3	28	26	5	83	182	7
STAD_TCGA-CG-4474	5	46	10	13	6	0	4	12	2	9
STAD_TCGA-CG-4475	1	13	15	7	0	0	7	22	2	6
STAD_TCGA-CG-4476	5	28	4	12	2	8	10	51	0	26
STAD_TCGA-CG-4477	0	14	13	3	1	2	0	27	3	8
STAD_TCGA-CG-5716	3	7	2	0	0	0	4	7	1	0
STAD_TCGA-CG-5717	1	6	0	14	7	8	16	70	7	35
STAD_TCGA-CG-5718	1	15	28	0	9	0	5	38	0	11
STAD_TCGA-CG-5719	0	31	18	5	0	0	5	15	0	16
STAD_TCGA-CG-5720	1	28	5	8	1	0	7	40	2	11
STAD_TCGA-CG-5721	0	896	288	0	205	226	3349	0	0	0
STAD_TCGA-CG-5722	0	30	18	0	0	5	6	32	3	10
STAD_TCGA-CG-5723	25	599	94	379	364	18	315	31	41	7
STAD_TCGA-CG-5724	0	36	11	13	6	3	0	33	37	4
STAD_TCGA-CG-5725	1	7	13	0	3	3	0	18	4	1
STAD_TCGA-CG-5726	21	402	96	231	359	47	167	46	50	9
STAD_TCGA-CG-5727	13	51	32	0	9	7	6	56	10	19
STAD_TCGA-CG-5728	11	607	0	355	169	44	193	90	51	15
STAD_TCGA-CG-5730	7	48	44	0	18	3	8	38	0	36
STAD_TCGA-CG-5732	0	16	16	2	0	4	4	28	3	6
STAD_TCGA-CG-5733	32	392	84	407	114	1	103	10	48	2
STAD_TCGA-CG-5734	2	27	17	1	17	2	4	23	17	2
STAD_TCGA-D7-5577	6	23	35	0	7	3	4	47	13	6
STAD_TCGA-D7-5578	0	81	0	17	9	2	14	54	84	32
STAD_TCGA-D7-5579	7	19	0	16	8	9	5	44	47	19
STAD_TCGA-D7-6518	8	29	0	10	9	0	0	27	10	11
STAD_TCGA-D7-6519	0	10	15	0	0	4	3	27	2	6
STAD_TCGA-D7-6520	4	19	2	1	5	3	6	18	6	12
STAD_TCGA-D7-6521	3	21	32	0	9	0	0	5	5	13
STAD_TCGA-D7-6522	1	23	0	2	2	5	3	17	9	4
STAD_TCGA-D7-6524	10	42	24	0	2	2	7	37	0	0
STAD_TCGA-D7-6525	13	26	0	3	16	10	4	58	53	18
STAD_TCGA-D7-6526	3	40	0	18	8	3	3	92	71	30
STAD_TCGA-D7-6527	0	25	0	0	19	8	1	61	133	20
STAD_TCGA-D7-6528	0	17	0	1	34	16	9	115	193	37
STAD_TCGA-D7-6815	0	60	25	8	16	2	0	54	0	6
STAD_TCGA-D7-6817	0	28	0	14	6	0	7	41	6	3
STAD_TCGA-D7-6818	0	9	0	2	16	4	6	40	115	0
STAD_TCGA-D7-6820	0	24	8	11	0	0	7	48	0	23
STAD_TCGA-D7-6822	0	26	0	8	12	4	19	72	149	17
STAD_TCGA-D7-8570	0	38	16	7	7	0	0	69	1	16
STAD_TCGA-D7-8572	6	25	58	0	11	8	3	92	6	13
STAD_TCGA-D7-8573	0	34	12	10	3	0	7	24	11	4
STAD_TCGA-D7-8574	0	19	0	6	0	2	0	22	0	0
STAD_TCGA-D7-8575	5	14	12	3	0	0	2	20	0	1
STAD_TCGA-D7-8576	0	24	9	1	8	4	6	15	0	4
STAD_TCGA-D7-8578	0	28	10	0	10	0	0	19	0	0
STAD_TCGA-D7-8579	0	32	0	0	15	2	8	21	65	0
STAD_TCGA-D7-A4YT	7	25	21	24	17	11	8	193	6	52
STAD_TCGA-D7-A4YU	0	62	8	7	12	11	9	85	76	15
STAD_TCGA-D7-A4YV	9	454	31	233	146	37	27	29	30	4
STAD_TCGA-D7-A4YX	1	50	13	1	0	0	6	21	0	8
STAD_TCGA-D7-A4YY	0	154	12	122	74	26	21	60	81	0
STAD_TCGA-D7-A4Z0	0	0	0	0	24	7	0	37	298	0
STAD_TCGA-D7-A6ET	0	8	10	3	0	0	0	10	0	3
STAD_TCGA-D7-A6EV	0	62	9	8	10	16	9	45	32	13
STAD_TCGA-D7-A6EX	4	22	32	6	12	6	0	44	16	11
STAD_TCGA-D7-A6EY	0	453	0	277	197	48	298	166	122	0
STAD_TCGA-D7-A6EZ	0	21	6	16	22	7	15	157	20	50
STAD_TCGA-D7-A6F0	10	27	14	9	24	0	0	36	14	23
STAD_TCGA-D7-A6F2	1	32	4	5	0	0	6	37	0	5
STAD_TCGA-D7-A747	0	15	0	3	2	0	0	32	66	8
STAD_TCGA-D7-A748	3	17	3	3	7	0	0	8	9	1
STAD_TCGA-D7-A74A	3	52	22	2	0	0	3	31	2	80
STAD_TCGA-D7-A74B	1	9	11	0	0	4	5	6	4	2
STAD_TCGA-EQ-5647	2	17	13	0	6	4	6	31	11	20
STAD_TCGA-EQ-8122	2	42	48	12	22	4	5	55	11	27
STAD_TCGA-EQ-A4SO	2	13	0	23	9	0	10	112	2	34
STAD_TCGA-F1-6177	7	696	16	397	141	15	82	1	31	9
STAD_TCGA-F1-6874	0	350	89	261	83	93	62	26	22	5
STAD_TCGA-F1-6875	0	36	19	4	0	3	8	29	8	8
STAD_TCGA-F1-A448	0	273	0	184	75	16	73	27	20	0
STAD_TCGA-F1-A72C	1	22	0	0	6	0	2	22	5	3
STAD_TCGA-FP-7735	1	13	20	0	0	4	0	15	0	18
STAD_TCGA-FP-7829	27	64	27	15	21	12	1	116	16	7
STAD_TCGA-FP-7916	5	46	2	8	12	7	0	35	1	9
STAD_TCGA-FP-7998	3	21	8	0	6	4	4	19	4	12
STAD_TCGA-FP-8099	15	51	51	5	17	3	2	14	7	8
STAD_TCGA-FP-8209	0	0	0	0	1	0	0	0	0	0
STAD_TCGA-FP-8210	0	0	0	4	0	0	1	0	0	0
STAD_TCGA-FP-8211	7	2	0	15	9	0	3	67	0	13
STAD_TCGA-FP-8631	8	9	16	15	3	0	2	44	6	17
STAD_TCGA-FP-A4BE	0	831	0	388	124	112	133	0	53	0
STAD_TCGA-FP-A4BF	6	35	3	0	21	4	3	37	6	7
STAD_TCGA-FP-A8CX	0	25	15	2	0	7	7	36	15	7
STAD_TCGA-FP-A9TM	0	66	17	9	7	9	6	81	0	13
STAD_TCGA-HF-7131	0	10	0	3	0	2	6	37	20	37
STAD_TCGA-HF-7132	10	568	0	319	227	74	81	45	47	9
STAD_TCGA-HF-7133	0	23	10	5	9	3	2	30	0	7
STAD_TCGA-HF-7134	0	75	0	2	8	21	11	104	114	20
STAD_TCGA-HF-7136	0	20	2	0	16	4	1	42	5	6
STAD_TCGA-HF-A5NB	10	594	0	401	209	1	246	48	47	0
STAD_TCGA-HJ-7597	6	461	10	233	37	14	104	9	0	2
STAD_TCGA-HU-8238	0	41	3	4	10	6	5	48	63	22
STAD_TCGA-HU-8243	3	60	15	5	5	0	12	43	2	16
STAD_TCGA-HU-8244	0	79	28	0	0	2	5	42	4	5
STAD_TCGA-HU-8245	2	19	0	10	7	1	10	20	5	3
STAD_TCGA-HU-8249	8	62	19	11	16	5	1	36	2	15
STAD_TCGA-HU-8602	2	786	0	442	142	76	224	19	67	3
STAD_TCGA-HU-8604	14	67	21	6	22	8	0	65	49	6
STAD_TCGA-HU-8608	0	20	14	0	16	7	10	26	1	11
STAD_TCGA-HU-8610	6	16	9	0	12	0	0	9	11	6
STAD_TCGA-HU-A4G2	5	15	19	0	1	2	6	14	0	1
STAD_TCGA-HU-A4G3	2	41	28	11	3	1	1	25	12	2
STAD_TCGA-HU-A4G6	3	28	16	5	7	0	0	29	6	2
STAD_TCGA-HU-A4G8	16	700	61	370	163	6	250	30	14	11
STAD_TCGA-HU-A4G9	13	371	0	260	51	0	94	17	42	3
STAD_TCGA-HU-A4GC	1	61	13	0	20	7	6	29	26	7
STAD_TCGA-HU-A4GD	0	31	0	8	0	0	8	40	0	20
STAD_TCGA-HU-A4GF	3	34	1	10	25	0	6	50	30	10
STAD_TCGA-HU-A4GH	0	0	0	0	20	9	12	99	819	0
STAD_TCGA-HU-A4GJ	1	3	2	0	0	0	0	0	0	0
STAD_TCGA-HU-A4GN	0	482	39	336	182	75	92	49	37	7
STAD_TCGA-HU-A4GP	13	58	20	0	27	11	10	104	8	12
STAD_TCGA-HU-A4GQ	9	1027	0	548	148	67	173	2	48	8
STAD_TCGA-HU-A4GT	0	499	0	404	168	72	275	17	51	0
STAD_TCGA-HU-A4GU	0	233	0	28	991	255	0	134	85	0
STAD_TCGA-HU-A4GX	15	599	60	349	121	48	128	0	9	0
STAD_TCGA-HU-A4GY	0	37	1	5	1	4	2	28	0	1
STAD_TCGA-HU-A4H0	5	59	37	4	1	13	23	70	0	4
STAD_TCGA-HU-A4H2	0	57	9	13	15	11	7	79	31	6
STAD_TCGA-HU-A4H3	12	352	0	317	100	39	71	51	35	6
STAD_TCGA-HU-A4H4	0	138	0	102	67	59	243	81	73	4
STAD_TCGA-HU-A4H5	8	22	28	37	14	5	2	193	0	19
STAD_TCGA-HU-A4H6	0	59	21	9	2	1	6	35	11	4
STAD_TCGA-HU-A4H8	0	634	0	300	203	63	0	76	3	9
STAD_TCGA-HU-A4HB	0	3	1	0	0	0	0	6	3	0
STAD_TCGA-HU-A4HD	6	32	28	0	13	10	20	80	11	26
STAD_TCGA-IN-7806	1	26	15	0	0	3	9	26	0	9
STAD_TCGA-IN-7808	8	36	10	0	14	9	0	33	17	4
STAD_TCGA-IN-8462	0	36	0	14	9	7	3	51	9	14
STAD_TCGA-IN-8663	0	38	0	8	13	4	0	81	74	10
STAD_TCGA-IN-A6RI	0	23	0	7	4	0	12	42	40	2
STAD_TCGA-IN-A6RJ	0	27	0	15	1	7	7	47	57	6
STAD_TCGA-IN-A6RL	95	20	0	58	20	32	67	211	27	34
STAD_TCGA-IN-A6RN	4	19	14	19	0	2	2	60	10	25
STAD_TCGA-IN-A6RO	20	51	23	19	6	18	0	140	32	53
STAD_TCGA-IN-A6RP	5	58	20	0	21	6	0	45	12	35
STAD_TCGA-IN-A6RR	0	38	31	5	7	15	8	46	35	12
STAD_TCGA-IN-A6RS	1	34	26	0	21	4	0	39	0	7
STAD_TCGA-IN-A7NR	0	17	0	5	12	5	0	21	53	0
STAD_TCGA-IN-A7NT	0	22	0	9	17	4	3	33	31	17
STAD_TCGA-IN-A7NU	1	26	8	4	6	2	9	36	24	1
STAD_TCGA-IN-AB1V	1	11	21	0	10	2	2	24	0	4
STAD_TCGA-IN-AB1X	3	25	21	9	0	11	3	34	28	7
STAD_TCGA-IP-7968	0	59	5	18	0	3	0	29	10	9
