Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
BRCA_TCGA-OL-A5D7	1	3	3	1	0	15	0	0	7	3	3	2	3	11	4	20	3	0	1
BRCA_TCGA-OL-A5D8	0	5	5	1	0	0	2	0	0	0	2	7	3	3	0	3	5	1	2
BRCA_TCGA-OL-A5DA	1	4	3	15	0	8	0	0	7	2	1	2	0	46	17	2	2	0	4
BRCA_TCGA-OL-A5RU	0	6	5	1	5	8	0	0	0	0	0	4	0	0	6	6	0	2	3
BRCA_TCGA-OL-A5RV	0	6	0	1	1	0	0	0	3	0	0	0	0	0	0	4	1	0	1
BRCA_TCGA-OL-A5RW	2	0	4	9	21	0	2	0	3	3	11	14	6	104	8	63	3	0	0
BRCA_TCGA-OL-A5RX	0	3	6	3	0	5	0	0	3	2	3	0	2	3	0	1	0	3	1
BRCA_TCGA-OL-A5RY	0	2	2	0	0	1	0	0	2	0	2	0	0	2	0	2	0	0	0
BRCA_TCGA-OL-A5RZ	4	15	15	9	0	16	2	2	3	4	1	8	5	14	11	33	2	7	1
BRCA_TCGA-OL-A5S0	0	7	2	3	6	9	0	0	1	1	0	1	0	4	3	5	2	0	0
BRCA_TCGA-OL-A66H	0	1	2	0	2	4	0	0	2	0	2	0	0	0	2	7	0	3	2
BRCA_TCGA-OL-A66I	0	8	3	3	0	0	0	3	0	1	1	4	3	1	10	19	0	0	0
BRCA_TCGA-OL-A66J	3	14	5	1	2	0	0	2	1	2	7	8	0	5	9	6	1	1	1
BRCA_TCGA-OL-A66K	0	4	12	1	0	5	0	0	2	0	1	1	0	0	7	10	0	1	3
BRCA_TCGA-OL-A66L	1	0	4	7	0	11	0	0	1	0	4	0	0	38	25	0	0	3	0
BRCA_TCGA-OL-A66N	0	15	5	4	6	0	0	1	0	1	3	3	2	1	5	4	1	3	4
BRCA_TCGA-OL-A66O	0	11	3	0	2	0	2	0	0	0	3	4	0	2	0	4	1	1	5
BRCA_TCGA-OL-A66P	2	0	4	5	13	17	2	1	0	6	4	4	9	1	5	26	0	4	20
BRCA_TCGA-OL-A6VO	3	5	4	1	0	5	0	0	4	0	2	3	0	2	2	5	1	0	1
BRCA_TCGA-OL-A6VQ	2	2	2	4	8	9	0	0	0	0	0	0	0	30	17	0	0	0	8
BRCA_TCGA-OL-A6VR	0	1	3	1	6	2	0	0	0	0	0	0	2	1	0	1	0	0	0
BRCA_TCGA-OL-A97C	1	6	5	0	8	6	2	5	8	1	2	3	0	0	4	13	0	0	6
BRCA_TCGA-PE-A5DC	0	9	5	4	0	11	0	3	8	6	4	5	8	13	14	43	7	13	1
BRCA_TCGA-PE-A5DD	0	0	4	6	0	20	0	0	2	0	4	0	3	23	21	0	0	2	0
BRCA_TCGA-PE-A5DE	3	3	7	73	0	0	0	0	14	0	0	0	0	341	248	0	0	0	0
BRCA_TCGA-PL-A8LV	7	8	4	3	0	0	2	0	8	6	11	11	5	39	7	41	1	1	1
BRCA_TCGA-PL-A8LX	0	6	2	1	14	5	0	1	0	2	1	1	1	0	1	9	2	0	3
BRCA_TCGA-PL-A8LY	0	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1
BRCA_TCGA-PL-A8LZ	0	0	4	6	4	11	0	7	3	0	5	5	12	0	25	32	0	11	11
BRCA_TCGA-S3-A6ZF	1	8	2	0	0	24	0	0	2	0	0	4	0	6	0	3	2	0	0
BRCA_TCGA-S3-A6ZG	0	10	2	10	1	3	0	0	6	0	5	1	0	1	4	9	3	1	4
BRCA_TCGA-S3-A6ZH	1	5	5	4	3	4	0	0	2	0	0	0	0	1	4	8	4	1	3
BRCA_TCGA-S3-AA0Z	4	2	2	2	6	24	3	0	0	0	4	8	2	15	4	0	0	1	0
BRCA_TCGA-S3-AA10	0	5	1	0	13	3	2	1	3	3	3	12	7	17	8	54	4	0	14
BRCA_TCGA-S3-AA11	2	0	3	3	12	7	0	1	0	0	3	3	4	0	10	12	0	10	26
BRCA_TCGA-S3-AA12	0	9	1	3	0	4	0	1	0	2	1	9	2	4	4	5	2	3	10
BRCA_TCGA-S3-AA14	0	8	2	1	1	0	0	0	1	0	0	0	0	5	1	5	0	0	0
BRCA_TCGA-S3-AA15	2	2	2	4	1	1	0	2	0	0	1	2	0	27	10	4	2	0	0
BRCA_TCGA-S3-AA17	0	8	3	5	15	3	5	1	2	0	9	10	2	18	0	37	3	3	17
BRCA_TCGA-UL-AAZ6	2	8	4	3	18	0	1	5	9	2	3	7	0	17	5	29	3	6	18
BRCA_TCGA-UU-A93S	6	5	19	2	0	0	1	6	7	2	9	20	8	13	13	62	4	16	3
BRCA_TCGA-V7-A7HQ	0	0	2	1	1	8	0	0	1	0	0	2	0	5	0	8	0	3	0
BRCA_TCGA-W8-A86G	0	8	1	0	8	0	2	0	0	1	0	2	0	2	2	3	0	0	6
BRCA_TCGA-WT-AB41	0	9	0	4	7	3	0	0	4	0	1	1	0	10	18	1	1	3	0
BRCA_TCGA-WT-AB44	2	8	9	1	0	4	2	0	4	0	3	4	1	0	3	8	1	2	8
BRCA_TCGA-XX-A899	0	2	1	8	0	1	0	0	6	1	0	1	0	16	16	0	0	2	6
BRCA_TCGA-XX-A89A	3	13	4	19	4	0	5	0	1	0	5	8	0	172	24	7	0	0	0
BRCA_TCGA-Z7-A8R5	0	13	2	0	0	7	0	0	5	0	2	0	2	1	0	0	0	2	0
BRCA_TCGA-Z7-A8R6	2	5	7	9	5	3	0	0	4	1	1	3	0	38	25	0	1	3	0
COAD_TCGA-3L-AA1B	6	38	20	19	0	35	0	3	2	0	1	11	11	7	6	8	0	13	0
COAD_TCGA-4N-A93T	7	39	7	11	9	6	2	3	5	0	9	11	5	3	0	12	1	11	2
COAD_TCGA-4T-AA8H	7	37	27	11	0	22	2	5	10	0	3	32	2	3	3	12	0	3	0
COAD_TCGA-5M-AAT4	9	36	30	9	0	40	7	3	8	0	1	8	11	19	0	42	20	4	8
COAD_TCGA-5M-AAT5	8	25	18	5	0	33	0	1	3	0	0	10	3	3	1	2	3	9	0
COAD_TCGA-5M-AAT6	6	638	442	127	194	257	1	109	152	171	366	0	17	0	3	0	26	0	0
COAD_TCGA-5M-AATA	2	34	18	8	3	8	0	0	5	6	1	8	3	0	1	1	2	2	16
COAD_TCGA-5M-AATE	6	53	21	12	0	4	3	3	15	6	0	14	4	12	3	15	7	5	1
COAD_TCGA-A6-2671	3	23	13	4	4	12	4	0	2	0	0	0	0	1	3	16	0	6	3
COAD_TCGA-A6-2674	2	34	20	11	0	30	3	2	1	1	2	7	11	22	3	12	3	3	0
COAD_TCGA-A6-2675	3	44	24	7	0	23	0	0	5	1	2	2	0	4	10	10	2	2	1
COAD_TCGA-A6-2677	4	44	20	21	4	21	4	5	8	0	6	19	4	3	0	22	3	11	0
COAD_TCGA-A6-2681	2	42	18	8	0	33	6	2	1	0	10	0	16	0	2	18	7	8	9
COAD_TCGA-A6-2684	1	30	23	10	0	42	0	1	2	0	3	15	2	10	0	3	1	4	0
COAD_TCGA-A6-2685	1	9	7	3	0	23	0	0	2	0	2	0	7	5	3	2	0	3	0
COAD_TCGA-A6-2686	27	454	385	120	327	458	0	211	243	0	161	77	14	19	12	0	19	0	0
COAD_TCGA-A6-3809	20	227	199	33	174	153	14	112	110	95	192	13	50	5	0	18	44	17	0
COAD_TCGA-A6-3810	3	60	20	15	0	0	2	5	16	4	9	27	4	17	11	31	13	4	9
COAD_TCGA-A6-4105	0	39	36	7	0	17	4	5	6	7	7	1	20	10	9	22	4	19	6
COAD_TCGA-A6-4107	11	53	22	13	5	55	3	4	13	0	13	16	6	9	0	11	3	10	0
COAD_TCGA-A6-5656	3	54	27	12	0	18	0	0	4	4	3	9	4	2	1	11	2	10	0
COAD_TCGA-A6-5657	2	40	9	16	5	9	0	4	0	0	0	12	15	7	10	6	0	18	6
COAD_TCGA-A6-5659	11	37	33	34	1	111	0	2	2	0	5	12	22	7	5	2	1	24	0
COAD_TCGA-A6-5660	3	41	17	11	8	33	2	0	2	0	9	4	5	9	1	20	0	2	0
COAD_TCGA-A6-5661	25	338	285	72	111	186	0	125	233	0	100	5	17	0	17	10	7	0	30
COAD_TCGA-A6-5662	0	23	11	7	3	0	0	0	5	3	3	4	1	3	5	8	1	6	8
COAD_TCGA-A6-5664	3	24	8	2	3	0	4	0	0	6	6	2	0	1	0	5	2	4	8
COAD_TCGA-A6-5665	26	377	316	83	242	247	0	148	92	342	228	25	39	3	9	0	35	8	0
COAD_TCGA-A6-5666	7	45	13	14	0	2	2	5	0	3	6	0	0	3	2	4	5	9	3
COAD_TCGA-A6-5667	0	17	1	6	3	32	2	1	3	0	0	5	3	2	9	5	0	1	0
COAD_TCGA-A6-6137	5	41	13	13	0	6	0	0	11	6	4	14	2	2	7	16	4	11	6
COAD_TCGA-A6-6138	1	42	11	7	18	5	3	0	0	0	7	33	3	3	0	6	1	5	6
COAD_TCGA-A6-6142	0	21	8	4	6	30	5	1	4	4	0	5	0	3	5	0	3	8	10
COAD_TCGA-A6-6648	1	11	24	5	8	30	4	0	0	1	5	16	0	7	1	4	0	0	0
COAD_TCGA-A6-6649	3	56	21	10	3	0	0	5	10	0	6	5	0	4	12	16	4	3	7
COAD_TCGA-A6-6651	2	18	14	3	0	19	1	1	6	1	8	1	2	12	3	15	2	5	8
COAD_TCGA-A6-6652	1	24	6	2	13	22	0	0	4	0	3	7	7	6	3	1	4	4	1
COAD_TCGA-A6-6653	11	380	171	81	171	236	0	70	86	53	58	29	10	8	0	0	17	0	0
COAD_TCGA-A6-6654	3	126	45	20	0	15	2	1	0	0	3	2	0	6	6	1	2	5	6
COAD_TCGA-A6-6780	8	252	199	38	131	193	5	154	85	93	223	16	31	6	6	3	33	1	0
COAD_TCGA-A6-6781	17	757	415	119	131	525	0	112	234	0	120	24	0	8	6	0	6	0	0
COAD_TCGA-A6-6782	7	43	12	12	0	7	0	0	8	5	3	4	10	7	12	17	7	22	15
COAD_TCGA-A6-A565	0	103	76	22	37	60	0	31	65	15	45	18	5	4	5	0	3	0	0
COAD_TCGA-A6-A566	9	55	22	14	3	33	2	3	9	1	0	21	9	5	4	9	1	17	0
COAD_TCGA-A6-A567	5	20	5	10	0	7	0	0	2	3	2	4	0	1	0	9	2	7	0
COAD_TCGA-A6-A56B	1	36	15	10	3	26	1	0	2	0	3	3	0	4	0	16	0	8	3
COAD_TCGA-AA-3489	6	26	8	8	0	0	5	3	9	5	4	9	1	6	8	18	1	13	17
COAD_TCGA-AA-3492	24	475	470	112	299	226	16	183	238	162	257	18	66	17	42	13	32	0	24
COAD_TCGA-AA-3496	5	32	15	13	10	51	2	2	4	2	2	3	3	3	6	2	8	4	5
COAD_TCGA-AA-3502	3	64	38	26	0	39	2	1	7	0	7	10	9	5	0	16	5	15	0
COAD_TCGA-AA-3506	5	63	27	18	0	40	1	3	3	9	0	9	0	3	0	9	7	14	0
COAD_TCGA-AA-3510	1478	20	325	1238	272	0	649	0	18	79	0	0	0	0	162	0	0	342	0
COAD_TCGA-AA-3511	1	10	12	17	4	53	15	0	5	0	0	9	3	20	0	13	11	0	5
COAD_TCGA-AA-3522	1	3	4	3	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0
COAD_TCGA-AA-3556	0	6	7	0	0	9	0	0	0	0	1	0	0	0	2	0	1	0	0
COAD_TCGA-AA-3655	0	22	19	8	2	18	3	1	0	9	0	7	3	4	0	0	1	10	0
COAD_TCGA-AA-3660	4	47	35	13	8	10	0	0	1	0	1	22	5	5	0	1	1	25	0
COAD_TCGA-AA-3662	3	40	6	6	0	14	2	0	4	0	5	7	0	5	1	5	0	7	9
COAD_TCGA-AA-3663	37	213	245	41	358	175	12	285	189	319	278	41	67	11	9	8	72	0	0
COAD_TCGA-AA-3697	1	51	19	11	0	0	1	5	17	5	5	0	14	19	12	45	11	25	38
COAD_TCGA-AA-3712	12	21	11	6	6	0	0	2	3	2	0	0	15	60	25	12	0	22	0
COAD_TCGA-AA-3713	11	221	283	48	114	77	0	86	72	31	78	46	35	9	15	12	23	4	40
COAD_TCGA-AA-3947	43	342	529	94	352	336	24	302	236	100	277	23	76	10	38	46	106	0	25
COAD_TCGA-AA-3984	1724	109	720	1990	548	108	1190	86	9	442	0	6	45	0	403	0	32	150	0
COAD_TCGA-AA-A00N	1578	162	785	2273	436	148	996	75	0	445	0	28	53	0	229	0	58	62	0
COAD_TCGA-AA-A010	3720	282	1038	1887	1120	65	1128	572	0	334	21	0	703	0	141	0	154	12	0
COAD_TCGA-AA-A01P	14	261	168	53	153	89	2	61	76	67	78	0	22	2	20	0	19	8	3
COAD_TCGA-AA-A01R	9	745	451	154	163	479	0	136	160	20	140	0	33	3	0	0	13	0	0
COAD_TCGA-AA-A022	19	489	400	109	107	143	2	121	193	68	141	48	35	3	0	9	7	0	13
COAD_TCGA-AD-5900	12	325	336	99	280	228	5	186	163	25	178	4	43	12	13	0	1	0	0
COAD_TCGA-AD-6548	1	39	7	12	8	51	0	0	3	2	3	7	7	11	0	0	9	9	2
COAD_TCGA-AD-6888	1	31	24	13	0	44	7	5	5	1	3	1	0	1	0	3	1	4	0
COAD_TCGA-AD-6889	27	289	306	73	209	362	4	184	280	18	210	25	39	12	13	0	19	0	0
COAD_TCGA-AD-6890	3	57	24	8	0	2	2	0	2	1	6	0	4	5	5	1	2	12	10
COAD_TCGA-AD-6895	0	310	361	96	278	231	0	61	147	45	82	143	11	41	109	18	24	0	239
COAD_TCGA-AD-6899	5	49	30	17	5	35	0	3	0	0	3	18	1	18	11	16	2	0	0
COAD_TCGA-AD-6901	7	65	32	22	24	34	7	9	7	0	17	7	0	23	8	31	8	33	4
COAD_TCGA-AD-6963	1	22	14	3	11	24	0	0	1	0	3	0	6	14	0	4	3	0	6
COAD_TCGA-AD-6964	12	178	190	43	507	98	0	118	140	245	160	130	3	4	56	0	0	0	32
COAD_TCGA-AD-6965	4	36	23	11	0	33	2	6	5	0	4	4	1	5	7	17	0	4	0
COAD_TCGA-AD-A5EJ	31	308	255	53	197	135	8	193	179	41	197	42	51	11	16	2	26	0	0
COAD_TCGA-AD-A5EK	3	28	14	5	7	6	0	2	0	0	0	13	19	9	2	0	2	17	0
COAD_TCGA-AM-5820	6	26	17	6	0	20	0	0	0	0	2	9	2	5	0	8	1	0	0
COAD_TCGA-AM-5821	19	234	350	48	220	122	8	135	82	68	154	13	60	5	3	5	66	4	8
COAD_TCGA-AU-3779	5	46	13	6	7	0	5	1	4	0	2	11	0	4	5	5	0	14	15
COAD_TCGA-AU-6004	9	260	194	69	88	199	0	72	76	37	125	7	18	6	0	0	7	0	0
COAD_TCGA-AY-5543	6	37	9	13	13	17	4	1	0	5	9	11	8	9	0	11	0	2	10
COAD_TCGA-AY-6196	2	43	5	10	18	2	1	8	17	6	8	24	12	10	12	96	5	24	11
COAD_TCGA-AY-6197	12	148	137	43	166	150	0	106	95	208	193	31	16	1	13	0	7	0	0
COAD_TCGA-AY-6386	2	34	13	12	0	44	0	0	6	0	6	9	11	5	0	0	0	6	0
COAD_TCGA-AY-A54L	7	44	18	11	0	19	2	8	10	0	9	13	7	2	7	17	5	21	0
COAD_TCGA-AY-A69D	12	68	26	21	11	19	4	4	1	0	10	36	14	7	1	8	0	16	21
COAD_TCGA-AY-A71X	1	35	21	14	3	15	0	2	0	0	1	10	0	3	1	7	4	3	0
COAD_TCGA-AY-A8YK	1	14	13	7	3	21	1	5	3	0	4	1	5	2	0	6	3	5	2
COAD_TCGA-AZ-4308	0	22	8	8	5	0	2	0	1	13	1	5	5	2	5	5	0	11	3
COAD_TCGA-AZ-4315	2224	106	987	2596	736	180	1339	158	30	759	0	0	115	0	362	0	106	10	0
COAD_TCGA-AZ-4323	1	16	3	6	0	6	1	2	9	6	2	5	3	0	0	5	6	5	3
COAD_TCGA-AZ-4614	2	51	25	8	12	40	4	6	6	0	3	6	10	14	2	36	33	9	5
COAD_TCGA-AZ-4615	14	183	94	45	88	99	0	92	76	57	162	1	4	6	10	6	17	17	0
COAD_TCGA-AZ-4616	4	29	17	12	0	4	5	4	2	5	10	10	0	4	0	6	5	10	1
COAD_TCGA-AZ-4681	0	22	14	4	0	12	0	3	4	0	4	11	0	7	0	12	1	10	0
COAD_TCGA-AZ-4682	2	35	11	11	0	13	0	0	5	0	4	3	0	6	3	2	3	4	5
COAD_TCGA-AZ-5403	5	12	13	6	0	11	5	0	5	6	0	12	2	4	0	10	3	8	4
COAD_TCGA-AZ-5407	4	40	25	5	2	0	0	0	6	0	3	12	3	0	0	11	3	13	4
COAD_TCGA-AZ-6598	27	357	636	109	308	419	0	196	246	86	170	55	41	16	9	0	19	0	0
COAD_TCGA-AZ-6599	1	40	19	23	0	0	0	1	27	0	4	124	0	10	158	0	0	12	0
COAD_TCGA-AZ-6600	6	37	14	8	4	32	0	0	0	0	5	2	16	10	4	28	3	4	9
COAD_TCGA-AZ-6601	20	779	476	139	200	575	0	206	222	0	126	26	19	6	4	0	11	0	0
COAD_TCGA-AZ-6603	1	28	8	13	0	14	3	0	3	1	4	5	5	0	2	7	0	3	2
COAD_TCGA-AZ-6605	2	28	15	19	0	16	0	1	16	18	9	9	8	8	0	8	7	7	0
COAD_TCGA-AZ-6606	3	56	16	13	20	23	0	5	0	0	9	13	1	12	10	4	15	5	0
COAD_TCGA-AZ-6607	0	14	6	5	0	14	6	0	3	5	7	16	4	3	3	4	4	4	3
COAD_TCGA-AZ-6608	0	25	6	3	0	9	6	0	11	18	5	2	0	7	0	45	11	0	72
COAD_TCGA-CA-5254	2	61	28	13	15	34	7	6	0	5	7	8	11	4	10	28	1	15	12
COAD_TCGA-CA-5255	1	18	6	6	2	7	0	1	5	5	4	2	1	0	4	9	2	2	0
COAD_TCGA-CA-5256	3	23	13	7	4	32	4	0	3	0	7	5	0	0	1	2	2	0	0
COAD_TCGA-CA-5796	3	19	9	4	0	34	0	1	1	3	1	7	0	0	1	8	1	4	0
COAD_TCGA-CA-5797	1	20	0	2	7	6	2	2	2	2	0	11	0	4	7	17	0	4	2
COAD_TCGA-CA-6715	7	20	6	11	4	26	0	10	0	6	4	7	7	2	0	7	3	3	0
COAD_TCGA-CA-6716	5	79	29	12	3	2	0	5	7	3	2	4	5	6	8	16	1	17	3
COAD_TCGA-CA-6717	3692	192	478	2117	359	24	2810	323	0	843	340	150	319	0	207	10	547	304	250
COAD_TCGA-CA-6718	1769	0	149	798	23	20	1001	35	18	121	86	0	0	5	0	0	31	372	0
COAD_TCGA-CA-6719	7	37	23	13	0	33	0	1	1	14	8	12	6	2	1	0	0	3	0
COAD_TCGA-CK-4947	0	34	17	6	0	17	6	0	2	1	7	3	2	2	2	15	5	3	11
COAD_TCGA-CK-4948	1	42	17	6	1	10	7	3	5	3	2	4	2	5	3	15	1	15	0
COAD_TCGA-CK-4950	7	35	15	11	14	46	5	1	8	0	0	8	19	2	3	31	3	20	0
COAD_TCGA-CK-4951	0	375	970	239	936	421	0	49	579	118	96	817	0	127	753	122	0	0	854
COAD_TCGA-CK-4952	1	69	9	10	5	16	0	3	0	3	8	12	7	3	24	6	12	10	4
COAD_TCGA-CK-5912	0	27	8	7	2	0	0	0	9	2	0	2	1	2	2	10	2	0	13
COAD_TCGA-CK-5913	10	184	139	45	65	247	0	92	54	57	108	12	23	3	0	0	10	0	0
COAD_TCGA-CK-5914	6	33	29	15	0	33	2	3	4	4	1	12	3	6	3	18	3	12	5
COAD_TCGA-CK-5915	3	57	13	6	0	18	2	0	5	2	7	2	5	1	4	2	2	0	0
COAD_TCGA-CK-5916	28	383	270	75	178	255	0	86	200	122	170	25	10	11	0	0	5	0	0
COAD_TCGA-CK-6746	15	194	208	50	194	159	4	113	137	76	190	32	35	9	2	12	26	0	0
COAD_TCGA-CK-6747	2	56	30	17	0	11	1	0	2	1	9	5	2	3	5	3	4	8	6
COAD_TCGA-CK-6748	0	22	7	6	0	0	0	2	6	4	8	3	7	2	0	8	6	6	4
COAD_TCGA-CK-6751	10	42	36	18	0	31	0	1	15	0	6	27	5	2	12	10	4	10	0
COAD_TCGA-CM-4743	9	311	188	53	149	160	0	133	99	54	139	18	43	5	17	0	18	0	22
COAD_TCGA-CM-4744	7	59	17	14	0	41	0	3	3	6	2	5	9	3	3	6	2	17	4
COAD_TCGA-CM-4746	10	284	216	54	67	158	0	57	40	0	33	2	6	6	0	0	8	0	0
COAD_TCGA-CM-4747	1	37	26	4	0	14	4	0	3	4	4	12	1	5	5	3	2	12	0
COAD_TCGA-CM-4748	4	20	10	3	7	10	0	1	0	5	1	6	5	5	0	4	2	10	2
COAD_TCGA-CM-4750	7	29	7	3	0	34	2	0	3	0	0	6	4	1	1	4	4	13	0
COAD_TCGA-CM-4751	2	38	31	5	0	7	2	0	3	5	9	6	0	0	0	9	3	4	4
COAD_TCGA-CM-4752	7	53	19	16	4	31	0	3	8	2	1	5	6	3	2	11	0	7	0
COAD_TCGA-CM-5341	0	63	17	7	4	19	9	4	2	7	2	11	0	14	2	29	1	1	14
COAD_TCGA-CM-5344	5	31	11	3	0	10	2	2	7	2	0	0	1	2	0	16	0	4	4
COAD_TCGA-CM-5348	3	69	29	28	1	0	2	3	9	10	1	10	6	16	11	36	4	12	3
COAD_TCGA-CM-5349	0	40	19	14	0	34	6	0	3	0	2	7	2	4	0	0	4	1	11
COAD_TCGA-CM-5860	3	34	20	17	0	34	0	0	2	0	6	10	15	6	0	0	3	8	0
COAD_TCGA-CM-5861	11	176	242	53	174	162	13	153	170	361	173	28	26	6	20	13	36	6	0
COAD_TCGA-CM-5862	3	44	15	8	3	4	5	2	3	2	7	6	6	5	0	17	5	0	0
COAD_TCGA-CM-5863	1	13	10	8	0	30	5	1	2	0	1	5	1	3	1	0	0	6	0
COAD_TCGA-CM-5864	6	33	26	10	8	17	7	2	7	1	14	28	11	5	2	69	0	10	10
COAD_TCGA-CM-5868	4	21	11	9	0	19	2	4	13	2	10	5	1	5	4	1	3	10	3
COAD_TCGA-CM-6161	1	34	9	7	14	36	1	1	0	0	5	5	0	1	6	5	0	5	7
COAD_TCGA-CM-6163	1	37	12	13	0	26	0	1	0	1	4	10	3	9	2	11	2	11	0
COAD_TCGA-CM-6164	0	14	10	7	0	6	6	3	0	3	6	10	6	0	3	4	0	8	12
COAD_TCGA-CM-6165	3	37	10	4	15	0	1	5	0	0	6	16	1	2	1	18	0	10	25
COAD_TCGA-CM-6166	5	18	24	13	0	9	1	2	3	3	0	2	0	9	4	4	0	16	5
COAD_TCGA-CM-6167	2	27	12	5	0	15	0	1	2	0	7	9	4	0	2	10	0	4	4
COAD_TCGA-CM-6168	4	52	36	14	20	37	0	11	19	6	17	14	7	16	2	9	6	15	6
COAD_TCGA-CM-6169	3	45	13	6	7	0	0	1	9	6	4	4	0	2	0	8	2	13	13
COAD_TCGA-CM-6170	1	7	15	6	0	59	0	2	7	0	1	15	0	9	3	0	5	0	0
COAD_TCGA-CM-6171	16	348	208	70	74	337	1	103	131	32	113	22	9	13	0	0	10	0	0
COAD_TCGA-CM-6172	1	31	19	13	0	16	0	0	1	0	3	13	1	4	8	13	8	7	2
COAD_TCGA-CM-6674	2	303	170	64	103	142	0	54	82	27	96	0	0	11	1	0	9	0	0
COAD_TCGA-CM-6675	1	9	16	5	0	42	1	5	0	0	4	17	5	0	3	13	5	2	0
COAD_TCGA-CM-6676	2	29	22	9	2	23	2	1	2	1	2	14	7	2	0	0	4	11	10
COAD_TCGA-CM-6677	9	49	33	12	1	12	0	3	0	3	4	17	3	2	4	9	4	5	13
COAD_TCGA-CM-6678	5	42	24	10	0	56	5	0	6	3	1	14	2	0	8	0	0	3	0
COAD_TCGA-CM-6679	0	14	18	2	1	10	4	0	4	9	11	8	1	4	3	0	3	2	12
COAD_TCGA-CM-6680	0	33	14	14	0	14	0	0	0	8	3	16	0	3	1	2	1	12	4
COAD_TCGA-D5-5537	4	34	20	8	4	18	4	0	2	2	3	14	5	1	3	10	1	6	0
COAD_TCGA-D5-5538	5	26	8	10	4	47	0	1	11	0	10	4	4	3	0	11	7	12	0
COAD_TCGA-D5-5539	1	47	8	5	8	10	0	0	4	1	5	14	3	6	0	13	9	10	2
COAD_TCGA-D5-5540	3	50	23	12	3	9	2	0	0	0	2	10	4	12	2	13	4	14	14
COAD_TCGA-D5-5541	0	21	11	10	0	14	0	0	4	2	4	12	1	2	4	3	1	2	0
COAD_TCGA-D5-6529	5	30	25	12	8	37	0	0	7	0	1	4	1	6	0	6	1	4	0
COAD_TCGA-D5-6530	6	335	186	52	135	163	0	85	106	29	93	24	3	2	0	0	8	0	0
COAD_TCGA-D5-6531	8	68	29	17	6	40	0	3	4	0	2	9	3	4	11	22	11	14	3
COAD_TCGA-D5-6532	3	33	19	14	0	21	5	3	4	0	2	1	2	20	7	6	7	8	9
COAD_TCGA-D5-6533	0	46	7	16	10	2	5	4	7	5	3	27	2	12	0	28	5	18	30
COAD_TCGA-D5-6534	5	44	12	10	0	0	8	3	15	3	3	10	11	8	1	44	9	15	8
COAD_TCGA-D5-6535	8	33	16	10	7	26	3	3	7	4	0	5	18	21	11	26	10	22	2
COAD_TCGA-D5-6536	0	27	25	8	0	10	0	4	6	6	3	0	3	5	3	25	1	8	0
COAD_TCGA-D5-6537	7	47	14	12	2	14	0	3	0	0	6	0	5	1	0	7	2	16	7
COAD_TCGA-D5-6538	2	46	37	15	0	16	3	2	4	1	8	10	0	0	14	15	2	6	0
COAD_TCGA-D5-6539	1	32	7	8	0	3	1	1	6	5	5	0	3	5	6	14	4	12	14
COAD_TCGA-D5-6540	22	224	378	81	160	253	1	129	119	0	58	12	39	8	0	0	25	5	0
COAD_TCGA-D5-6541	1	51	15	7	0	8	0	1	3	0	8	2	0	7	0	10	0	1	0
COAD_TCGA-D5-6898	3	30	14	5	0	0	0	1	3	2	4	4	0	4	0	9	2	9	10
COAD_TCGA-D5-6920	3	44	25	10	1	1	0	0	9	2	4	1	0	10	8	9	2	12	10
COAD_TCGA-D5-6922	1	42	23	10	1	6	0	0	4	2	4	15	0	13	0	18	6	5	0
COAD_TCGA-D5-6924	3	48	11	8	13	30	4	1	0	0	1	7	4	4	9	24	7	10	14
COAD_TCGA-D5-6926	3	33	13	9	4	36	6	0	0	2	11	6	2	14	2	13	3	5	0
COAD_TCGA-D5-6927	14	133	121	29	75	92	1	64	62	83	105	5	11	0	9	0	9	0	0
COAD_TCGA-D5-6928	37	306	523	76	243	232	1	185	178	25	97	50	25	18	27	0	1	0	52
COAD_TCGA-D5-6929	2	12	16	8	0	34	4	9	5	0	7	8	12	13	9	1	5	13	3
COAD_TCGA-D5-6930	23	227	528	66	245	122	0	62	117	0	18	24	62	4	42	0	15	0	6
COAD_TCGA-D5-6931	4	44	36	18	7	19	24	4	12	7	3	49	14	8	10	7	114	20	15
COAD_TCGA-D5-6932	5	22	11	6	4	18	10	6	5	4	6	9	5	5	0	31	7	1	21
COAD_TCGA-D5-7000	0	48	15	11	8	0	1	2	2	0	3	7	3	10	0	21	2	11	4
COAD_TCGA-DM-A0X9	5	47	19	19	5	35	2	2	9	0	4	17	10	10	5	17	7	17	8
COAD_TCGA-DM-A0XD	5	29	32	18	4	70	4	2	2	0	3	11	3	13	9	3	4	15	0
COAD_TCGA-DM-A0XF	0	14	6	11	1	22	6	3	18	2	3	7	3	7	6	24	3	15	23
COAD_TCGA-DM-A1D0	0	41	9	4	0	0	7	3	4	3	5	8	9	12	0	25	3	5	16
COAD_TCGA-DM-A1D4	8	64	35	15	0	34	2	7	6	5	12	4	6	6	3	4	4	17	3
