Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S
COAD_TCGA-DM-A1D6	0	47	16	10	0	14	6	4	6	5	3	0	1	11	9	10	1	8	1
COAD_TCGA-DM-A1D7	0	40	14	4	10	9	5	1	8	0	4	15	12	9	1	27	0	2	32
COAD_TCGA-DM-A1D8	4	24	20	14	0	40	1	5	4	0	6	11	6	9	0	26	12	17	29
COAD_TCGA-DM-A1D9	2	26	5	11	4	20	2	5	6	2	1	9	11	5	3	36	2	7	23
COAD_TCGA-DM-A1DA	5	54	34	12	19	17	0	14	8	0	8	34	11	6	2	60	26	38	29
COAD_TCGA-DM-A1DB	1	17	9	7	0	15	0	1	6	3	3	7	0	8	0	5	6	5	0
COAD_TCGA-DM-A1HA	5	49	27	5	0	23	0	0	3	3	1	4	12	10	4	25	2	14	4
COAD_TCGA-DM-A1HB	11	220	176	47	142	129	0	110	96	142	238	0	50	4	23	26	33	18	0
COAD_TCGA-DM-A280	5	30	20	8	7	24	12	0	1	1	0	7	3	3	4	4	37	12	0
COAD_TCGA-DM-A282	6	39	11	12	0	21	0	3	3	6	2	8	0	10	6	4	0	7	0
COAD_TCGA-DM-A285	0	22	24	13	0	30	7	0	2	3	12	11	10	10	7	17	9	32	26
COAD_TCGA-DM-A288	3	24	15	3	3	16	0	2	0	0	3	5	3	14	2	10	16	1	0
COAD_TCGA-DM-A28A	8	36	19	9	0	40	0	3	7	2	15	3	5	10	0	5	2	27	0
COAD_TCGA-DM-A28C	4	34	15	6	0	9	1	2	8	0	8	7	2	11	0	13	3	15	0
COAD_TCGA-DM-A28E	4	25	10	8	5	17	0	0	4	6	12	0	0	3	5	10	4	4	1
COAD_TCGA-DM-A28F	9	33	31	15	14	35	6	9	2	5	2	25	3	25	6	48	44	14	7
COAD_TCGA-DM-A28G	1	39	13	8	17	28	2	2	0	1	9	13	8	7	4	1	5	7	0
COAD_TCGA-DM-A28H	1	31	19	8	4	0	6	0	8	3	7	8	6	22	3	9	1	9	20
COAD_TCGA-DM-A28K	4	55	15	9	2	9	0	2	9	1	1	7	2	2	4	9	4	3	5
COAD_TCGA-DM-A28M	1	39	18	12	0	15	2	1	0	3	14	11	1	1	5	0	5	5	0
COAD_TCGA-F4-6459	4	25	9	14	0	14	3	5	11	2	13	10	2	19	6	23	10	4	2
COAD_TCGA-F4-6460	7	21	17	13	1	37	6	4	7	1	6	12	3	9	6	29	1	7	12
COAD_TCGA-F4-6461	2	46	25	12	6	0	2	3	9	8	16	28	2	3	0	13	1	13	4
COAD_TCGA-F4-6463	1	24	20	10	2	22	0	0	3	0	1	6	1	1	0	0	1	2	1
COAD_TCGA-F4-6569	7	38	9	10	8	1	0	2	1	4	3	9	4	10	0	13	26	13	0
COAD_TCGA-F4-6570	23	305	322	90	247	275	11	161	176	89	92	47	42	22	31	0	83	10	32
COAD_TCGA-F4-6703	7	89	109	25	108	59	4	44	23	17	80	25	11	12	0	9	21	1	24
COAD_TCGA-F4-6704	1	14	15	8	0	10	2	2	2	0	10	9	3	6	4	10	3	3	3
COAD_TCGA-F4-6805	5	27	6	4	12	9	2	3	1	4	2	3	0	0	0	12	2	0	6
COAD_TCGA-F4-6806	4	45	19	8	0	1	0	1	5	2	10	12	0	5	8	6	0	5	17
COAD_TCGA-F4-6807	5	18	9	4	5	26	0	15	1	0	8	28	12	3	2	42	3	12	32
COAD_TCGA-F4-6808	2	37	17	10	3	55	0	4	0	0	3	13	6	5	1	12	7	6	3
COAD_TCGA-F4-6809	6	24	14	4	11	9	6	3	3	12	1	11	7	18	0	23	13	15	29
COAD_TCGA-F4-6854	0	26	8	6	2	20	4	5	13	2	3	9	4	5	5	19	5	10	6
COAD_TCGA-F4-6855	4	26	21	7	0	26	2	5	2	0	3	7	5	7	5	18	0	13	0
COAD_TCGA-F4-6856	5	170	399	41	198	128	4	43	73	33	52	24	16	8	9	0	5	0	8
COAD_TCGA-G4-6293	6	25	17	9	0	30	2	0	9	0	8	23	1	2	4	9	1	7	0
COAD_TCGA-G4-6294	1	20	24	6	6	16	0	4	13	2	3	3	12	16	0	46	11	6	19
COAD_TCGA-G4-6295	2	35	22	12	0	0	5	2	12	8	9	6	9	5	7	45	2	11	16
COAD_TCGA-G4-6297	2	45	5	14	0	7	0	5	7	0	4	3	4	0	2	7	1	1	4
COAD_TCGA-G4-6298	5	43	10	5	1	12	0	1	1	0	0	15	0	0	0	3	0	11	0
COAD_TCGA-G4-6299	4	17	19	10	0	51	6	6	8	3	4	7	15	7	6	40	3	5	0
COAD_TCGA-G4-6302	10	223	163	74	89	86	2	122	123	45	121	19	15	11	0	9	9	19	22
COAD_TCGA-G4-6303	7	48	13	15	5	0	3	0	7	1	5	4	0	3	1	7	0	8	4
COAD_TCGA-G4-6304	9	191	240	58	109	149	2	71	120	59	106	43	17	10	0	0	4	10	0
COAD_TCGA-G4-6306	3	42	24	9	0	4	2	5	4	2	15	3	10	3	4	1	4	16	0
COAD_TCGA-G4-6307	4	8	15	7	4	30	4	3	1	0	0	9	0	6	2	6	3	12	0
COAD_TCGA-G4-6309	8	344	143	48	85	136	2	56	45	16	72	0	7	1	2	0	7	0	0
COAD_TCGA-G4-6310	2	43	35	14	0	7	0	1	3	0	5	17	5	5	0	4	2	7	10
COAD_TCGA-G4-6311	7	28	19	13	0	47	6	3	8	1	3	7	7	4	6	20	10	14	0
COAD_TCGA-G4-6314	4	51	26	15	5	10	3	5	0	4	5	1	15	16	7	20	2	1	0
COAD_TCGA-G4-6315	4	58	19	10	12	2	3	0	0	6	1	14	1	12	0	17	3	15	18
COAD_TCGA-G4-6317	3	42	18	14	0	24	0	1	6	1	2	18	0	6	0	4	1	2	0
COAD_TCGA-G4-6320	22	379	241	79	52	195	0	102	135	14	24	73	19	6	13	1	3	54	0
COAD_TCGA-G4-6321	2	31	16	7	0	5	1	0	7	0	2	5	3	0	5	5	1	9	3
COAD_TCGA-G4-6322	4	29	11	9	0	26	0	1	0	3	3	25	0	2	1	6	0	4	0
COAD_TCGA-G4-6323	6	26	20	4	10	26	0	0	0	5	5	6	3	6	1	0	4	14	0
COAD_TCGA-G4-6586	12	332	206	64	143	176	0	77	68	64	149	23	26	7	0	1	28	0	0
COAD_TCGA-G4-6588	24	369	403	59	367	257	2	215	219	228	242	50	50	12	22	0	33	0	26
COAD_TCGA-G4-6625	0	35	9	7	4	19	6	2	7	0	15	12	7	6	0	28	1	8	0
COAD_TCGA-G4-6626	0	47	28	16	1	39	0	0	1	0	3	11	5	5	3	15	0	14	1
COAD_TCGA-G4-6627	3	50	13	5	6	0	2	1	2	2	3	3	8	5	2	9	1	7	11
COAD_TCGA-G4-6628	39	322	484	65	142	281	2	251	484	15	138	98	4	9	27	3	21	0	31
COAD_TCGA-NH-A50T	4	50	28	20	0	21	2	0	3	0	0	6	4	2	2	15	0	8	0
COAD_TCGA-NH-A50U	7	24	15	9	0	27	4	2	2	1	5	6	0	6	4	0	3	3	0
COAD_TCGA-NH-A50V	10	65	32	9	9	19	0	3	3	3	1	11	7	1	4	17	1	21	0
COAD_TCGA-NH-A5IV	20	610	493	116	270	411	0	176	395	187	245	74	0	6	18	0	12	0	0
COAD_TCGA-NH-A6GA	3	25	8	13	0	31	0	3	6	0	0	2	5	5	10	1	2	17	0
COAD_TCGA-NH-A6GB	4	69	26	12	0	0	3	1	15	6	3	29	2	3	4	18	3	22	15
COAD_TCGA-NH-A6GC	6	38	18	10	0	0	2	5	4	0	0	1	5	12	3	28	5	6	13
COAD_TCGA-NH-A8F7	5	41	14	9	11	17	0	0	0	1	1	14	8	5	2	23	2	17	0
COAD_TCGA-NH-A8F8	4	35	23	5	0	25	0	2	7	0	1	16	6	0	7	4	2	23	0
COAD_TCGA-QG-A5YV	7	65	34	14	9	13	4	1	0	2	3	14	4	9	2	21	9	13	3
COAD_TCGA-QG-A5YW	7	40	28	13	3	10	5	1	8	4	15	10	7	2	0	26	3	18	3
COAD_TCGA-QG-A5YX	4	39	17	4	0	35	0	1	0	0	1	8	1	1	1	4	2	0	0
COAD_TCGA-QG-A5Z1	3	38	26	12	0	0	7	0	4	5	1	8	8	2	0	11	1	7	0
COAD_TCGA-QG-A5Z2	12	301	213	64	163	140	12	91	118	24	75	26	9	8	0	7	8	0	19
COAD_TCGA-QL-A97D	12	49	48	18	5	47	6	3	7	10	3	20	17	9	0	37	3	17	21
COAD_TCGA-RU-A8FL	1	21	30	10	7	22	1	3	11	3	6	19	4	12	0	33	9	15	0
COAD_TCGA-SS-A7HO	2	59	18	4	22	2	0	2	1	0	2	13	11	2	5	22	2	32	22
COAD_TCGA-T9-A92H	4	45	18	8	5	15	7	2	13	0	0	21	9	13	3	23	8	17	49
COAD_TCGA-WS-AB45	11	1067	560	242	185	591	0	164	238	33	195	0	12	6	0	0	25	0	0
UCEC_TCGA-2E-A9G8	0	8	7	2	0	3	9	0	9	1	1	1	0	6	3	29	4	1	4
UCEC_TCGA-4E-A92E	5	12	2	32	0	0	0	0	5	0	7	0	0	106	84	0	0	0	3
UCEC_TCGA-5B-A90C	4	7	3	3	14	11	0	2	0	0	0	3	8	1	0	8	1	3	3
UCEC_TCGA-5S-A9Q8	1	6	8	10	0	20	2	1	3	0	2	7	3	1	0	4	0	2	0
UCEC_TCGA-A5-A0G1	1479	866	1340	681	1252	1113	293	2306	1416	165	163	1099	2630	15	786	240	238	78	248
UCEC_TCGA-A5-A0GQ	1	23	7	2	0	5	0	0	1	1	6	9	2	5	3	12	1	2	2
UCEC_TCGA-A5-A0R6	0	13	2	4	0	14	0	0	5	0	1	11	1	3	0	9	0	0	3
UCEC_TCGA-A5-A0R7	1	12	2	0	9	12	2	0	3	0	3	8	1	1	2	28	3	5	0
UCEC_TCGA-A5-A0R8	1	16	9	4	0	10	0	1	4	4	2	9	0	0	7	7	0	6	7
UCEC_TCGA-A5-A0R9	0	10	2	4	2	25	2	0	0	0	1	3	3	1	0	2	0	0	0
UCEC_TCGA-A5-A0RA	0	22	7	8	4	16	0	1	0	3	3	3	5	2	0	8	0	3	0
UCEC_TCGA-A5-A0VO	1	14	14	5	0	31	0	0	2	0	2	3	1	3	9	0	0	7	0
UCEC_TCGA-A5-A0VP	3	853	333	167	82	199	0	96	209	93	114	0	0	13	13	0	11	0	0
UCEC_TCGA-A5-A0VQ	4	87	57	14	10	64	4	27	132	0	36	8	0	1	6	0	0	0	0
UCEC_TCGA-A5-A1OF	1656	1497	2048	622	2029	1275	314	2812	929	841	404	829	2447	0	408	0	374	0	0
UCEC_TCGA-A5-A1OG	1	7	2	1	8	0	0	0	1	1	5	0	1	4	6	5	0	2	3
UCEC_TCGA-A5-A1OH	0	27	0	8	8	9	1	2	2	2	8	14	0	31	27	43	6	6	0
UCEC_TCGA-A5-A1OJ	0	20	10	10	3	3	0	0	0	0	2	1	1	0	6	9	0	2	1
UCEC_TCGA-A5-A1OK	2	11	10	4	2	7	0	1	7	0	0	11	2	1	7	6	0	6	7
UCEC_TCGA-A5-A2K2	4	19	4	2	14	9	9	3	8	0	7	6	5	38	10	47	2	3	0
UCEC_TCGA-A5-A2K3	11	767	308	144	73	286	2	126	284	0	74	2	0	2	13	0	3	0	0
UCEC_TCGA-A5-A2K4	0	15	2	1	5	2	2	1	0	1	1	7	0	0	0	8	0	1	4
UCEC_TCGA-A5-A2K5	5798	170	490	2748	186	40	2928	261	89	243	6	141	256	0	396	0	36	1276	0
UCEC_TCGA-A5-A2K7	2	212	114	42	62	47	2	74	159	16	71	28	0	12	11	0	1	1	28
UCEC_TCGA-A5-A3LO	1	8	3	3	10	0	0	1	0	4	2	4	0	3	0	3	0	2	0
UCEC_TCGA-A5-A3LP	0	6	5	5	8	21	0	0	1	0	1	6	0	13	6	0	2	0	0
UCEC_TCGA-A5-A7WK	3	20	3	7	3	2	4	0	2	3	9	3	0	29	1	21	0	4	1
UCEC_TCGA-A5-AB3J	0	10	10	2	0	8	2	0	0	2	2	1	3	5	3	2	0	4	3
UCEC_TCGA-AJ-A23M	1	3	7	5	0	16	1	2	4	4	3	0	2	51	4	32	4	7	6
UCEC_TCGA-AJ-A23N	1	7	4	6	5	0	0	0	1	5	0	4	0	12	0	9	2	0	8
UCEC_TCGA-AJ-A23O	0	85	90	43	136	99	32	91	111	41	220	22	44	0	0	60	22	26	138
UCEC_TCGA-AJ-A2QK	1	24	4	2	1	19	3	2	8	1	9	0	0	0	6	18	0	9	0
UCEC_TCGA-AJ-A2QL	1	12	10	4	0	9	0	0	2	3	0	1	0	1	5	10	1	1	0
UCEC_TCGA-AJ-A2QM	3	9	1	5	3	13	2	2	3	0	6	7	0	196	35	0	0	2	5
UCEC_TCGA-AJ-A2QN	1	25	31	4	0	14	0	0	1	2	2	4	0	4	1	12	0	0	0
UCEC_TCGA-AJ-A2QO	11	234	186	59	120	140	6	137	265	46	168	31	19	17	8	18	5	0	0
UCEC_TCGA-AJ-A3BD	1	6	7	9	9	23	0	0	2	1	5	6	8	15	0	16	0	0	0
UCEC_TCGA-AJ-A3BF	1	6	3	0	1	8	0	2	0	0	2	4	0	0	2	7	3	2	0
UCEC_TCGA-AJ-A3BG	2	705	339	144	38	279	0	80	179	10	67	0	0	9	0	0	4	0	0
UCEC_TCGA-AJ-A3BH	53	1281	778	181	402	185	2	383	553	28	99	72	82	5	7	0	0	0	0
UCEC_TCGA-AJ-A3BI	1	2	5	0	3	11	0	1	1	1	2	0	1	1	4	12	0	0	8
UCEC_TCGA-AJ-A3BK	3	19	9	2	0	9	0	3	5	0	3	10	7	0	3	11	2	1	4
UCEC_TCGA-AJ-A3EJ	0	23	6	10	1	3	1	0	5	0	0	4	6	0	1	12	2	3	12
UCEC_TCGA-AJ-A3EK	1452	894	872	692	840	349	608	892	820	251	252	613	1067	0	500	0	77	0	0
UCEC_TCGA-AJ-A3EL	3466	380	995	2835	527	305	1911	507	43	943	202	185	295	0	232	0	280	88	0
UCEC_TCGA-AJ-A3EM	2	6	10	1	3	0	0	0	0	4	8	7	3	0	1	27	1	4	8
UCEC_TCGA-AJ-A3I9	1	4	4	1	7	10	0	1	1	2	1	2	5	3	0	0	2	0	2
UCEC_TCGA-AJ-A3IA	4	2	10	2	1	0	12	14	20	11	20	28	23	51	0	131	17	3	17
UCEC_TCGA-AJ-A3NF	1	6	9	4	2	0	0	2	2	0	0	5	0	14	13	9	0	4	4
UCEC_TCGA-AJ-A3NG	0	28	12	3	3	35	2	0	0	2	2	11	8	3	6	4	0	1	0
UCEC_TCGA-AJ-A3OJ	4	390	164	70	36	157	4	97	146	25	85	2	0	6	16	0	4	0	0
UCEC_TCGA-AJ-A3OK	0	568	192	81	0	143	3	19	43	13	30	0	0	1	0	0	0	0	0
UCEC_TCGA-AJ-A3OL	0	98	35	19	12	35	0	12	70	10	44	10	0	4	1	11	2	0	0
UCEC_TCGA-AJ-A3QS	19	11	13	25	0	0	2	1	6	0	3	5	4	234	33	18	1	15	0
UCEC_TCGA-AJ-A3TW	4	12	6	9	5	9	0	2	1	1	6	6	3	98	6	9	2	3	0
UCEC_TCGA-AJ-A5DV	0	44	10	5	1	0	2	1	5	0	1	1	3	0	6	7	1	13	11
UCEC_TCGA-AJ-A5DW	2520	43	177	1090	0	18	961	151	0	75	31	54	106	20	0	0	0	345	0
UCEC_TCGA-AJ-A6NU	1	2	3	7	1	6	2	0	1	1	0	8	0	3	5	9	0	4	8
UCEC_TCGA-AJ-A8CT	0	431	185	80	0	182	1	23	16	0	11	0	0	2	0	0	3	0	0
UCEC_TCGA-AJ-A8CV	4	42	38	9	21	59	1	8	39	3	36	19	3	0	5	0	7	0	0
UCEC_TCGA-AJ-A8CW	16	170	108	52	99	95	2	50	115	16	83	18	5	5	11	8	5	9	7
UCEC_TCGA-AP-A059	1833	1340	1163	727	1191	0	309	2872	2328	62	59	890	2924	0	467	0	148	0	0
UCEC_TCGA-AP-A0LE	4	94	63	18	58	40	0	54	108	30	87	19	0	0	7	16	3	1	10
UCEC_TCGA-AP-A0LF	10	26	14	10	0	5	0	3	0	7	0	10	11	134	17	54	7	9	8
UCEC_TCGA-AP-A0LL	3	15	6	0	6	0	0	0	5	0	0	2	1	3	6	6	0	4	0
UCEC_TCGA-AP-A0LM	3441	2038	2743	3766	1217	1417	753	1408	132	686	28	295	914	0	763	0	153	0	0
UCEC_TCGA-AP-A0LP	0	72	28	18	58	41	2	19	47	0	32	10	1	6	2	0	0	8	0
UCEC_TCGA-AP-A0LQ	0	19	4	3	0	5	0	0	8	10	2	10	0	2	0	5	0	2	0
UCEC_TCGA-AP-A0LS	7	76	53	14	79	44	4	51	58	28	81	18	1	2	6	12	1	10	2
UCEC_TCGA-AP-A1DH	4	119	80	26	68	111	11	55	195	13	35	9	1	5	4	0	3	0	29
UCEC_TCGA-AP-A1DK	211	246	951	134	4906	1193	0	2399	2283	0	3433	2963	11	11	0	0	0	0	0
UCEC_TCGA-AP-A1DM	3	75	62	14	45	1	1	30	85	36	39	9	0	13	16	12	5	13	12
UCEC_TCGA-AP-A1DO	0	152	73	29	78	37	17	35	135	14	80	18	0	8	1	15	3	0	75
UCEC_TCGA-AP-A1DP	4	51	77	16	124	70	3	30	91	24	40	24	0	12	0	0	2	0	31
UCEC_TCGA-AP-A1DQ	0	2	7	2	0	4	0	0	0	0	0	5	0	5	0	3	0	4	7
UCEC_TCGA-AP-A1DR	19	182	145	43	49	115	1	79	195	2	85	22	3	0	4	5	4	3	40
UCEC_TCGA-AP-A1DV	5752	970	3449	3780	2180	0	1615	1256	0	0	0	0	1019	0	1088	0	154	0	0
UCEC_TCGA-AP-A1E0	3347	112	310	1865	0	97	1512	243	24	90	35	0	164	0	0	0	6	555	0
UCEC_TCGA-AP-A1E1	5	93	97	48	76	95	9	46	127	16	80	4	7	7	11	13	8	2	19
UCEC_TCGA-AP-A1E3	1	11	4	4	0	12	2	2	0	1	0	11	0	3	2	4	0	3	0
UCEC_TCGA-AP-A1E4	2	5	3	3	4	1	0	0	4	0	2	2	0	0	2	9	0	2	0
UCEC_TCGA-AP-A5FX	0	4	6	1	0	14	0	0	2	0	1	5	4	0	8	9	0	2	0
UCEC_TCGA-AW-A1PO	0	2	2	5	9	8	3	1	3	0	5	14	1	12	0	25	1	7	3
UCEC_TCGA-AX-A06H	7	100	68	24	16	79	2	18	94	17	44	0	1	2	6	3	0	0	0
UCEC_TCGA-AX-A06L	1	19	5	0	0	0	0	1	0	2	2	4	8	2	0	0	0	2	7
UCEC_TCGA-AX-A0IS	1	15	12	1	1	12	0	0	3	0	2	0	3	2	1	5	2	3	0
UCEC_TCGA-AX-A0IU	1	11	6	3	5	6	2	2	1	2	0	7	3	7	2	18	0	0	0
UCEC_TCGA-AX-A0J0	4690	59	253	2056	0	155	2202	194	0	281	251	0	89	0	0	0	154	525	44
UCEC_TCGA-AX-A1C4	11	172	122	48	85	153	0	105	257	23	126	13	1	5	22	11	14	0	7
UCEC_TCGA-AX-A1C5	3	417	190	86	72	286	0	69	190	8	89	0	3	3	0	0	9	0	0
UCEC_TCGA-AX-A1C7	0	4	7	8	0	0	0	0	4	2	3	2	9	1	0	10	4	5	1
UCEC_TCGA-AX-A1C8	5	8	3	3	0	10	0	0	8	10	3	6	0	14	5	20	0	0	0
UCEC_TCGA-AX-A1C9	2	685	256	130	3	209	0	43	125	33	71	0	0	0	0	0	11	0	0
UCEC_TCGA-AX-A1CA	3	19	10	2	0	13	0	1	3	0	1	0	2	56	28	3	2	6	6
UCEC_TCGA-AX-A1CC	0	3	0	0	2	5	0	0	1	1	0	4	0	1	6	1	0	4	0
UCEC_TCGA-AX-A1CE	1071	3077	3244	636	3127	0	352	2090	1840	768	87	630	1900	0	424	0	182	0	0
UCEC_TCGA-AX-A1CF	3	4	0	3	11	6	5	0	4	0	4	7	8	17	4	73	0	0	3
UCEC_TCGA-AX-A1CI	0	18	2	6	4	5	2	3	0	5	0	3	0	1	5	4	0	2	0
UCEC_TCGA-AX-A1CJ	3	17	5	2	0	32	0	0	7	0	1	4	0	2	4	6	0	0	0
UCEC_TCGA-AX-A1CK	1	18	6	5	4	15	0	0	0	0	0	10	4	3	0	9	1	3	0
UCEC_TCGA-AX-A1CN	0	7	6	4	0	0	0	0	1	0	7	9	0	0	3	7	0	2	1
UCEC_TCGA-AX-A1CP	0	12	4	3	0	2	0	0	0	0	6	2	0	2	0	5	0	1	0
UCEC_TCGA-AX-A2H2	3	14	9	15	0	8	4	2	4	2	8	17	2	113	35	52	2	12	6
UCEC_TCGA-AX-A2H4	4	10	6	9	0	13	0	5	6	8	5	19	3	143	0	40	4	0	5
UCEC_TCGA-AX-A2H5	1	3	11	0	0	2	0	0	2	0	0	2	0	8	9	13	1	0	5
UCEC_TCGA-AX-A2H7	4	21	14	6	1	0	0	0	0	3	11	30	9	7	6	17	0	4	0
UCEC_TCGA-AX-A2H8	0	9	6	4	0	2	0	0	5	6	0	4	0	4	0	22	2	8	2
UCEC_TCGA-AX-A2HA	10	538	274	109	224	267	0	196	254	93	148	6	15	2	14	0	18	0	1
UCEC_TCGA-AX-A2HC	9811	1335	2231	3544	0	0	1419	2413	0	0	0	0	1264	0	424	269	75	0	0
UCEC_TCGA-AX-A2HD	641	2451	2772	570	1160	734	120	1152	1475	93	154	826	1409	0	329	0	35	0	0
UCEC_TCGA-AX-A2HF	0	2	2	0	0	0	2	0	0	0	2	4	0	7	0	6	0	3	0
UCEC_TCGA-AX-A2HG	11	195	106	43	119	173	1	114	193	0	121	20	13	6	4	0	9	0	0
UCEC_TCGA-AX-A2HH	1	18	11	2	0	9	0	3	0	2	2	4	0	1	9	4	0	3	1
UCEC_TCGA-AX-A2HJ	10	138	112	38	286	117	11	119	234	729	488	30	3	0	30	0	13	0	0
UCEC_TCGA-AX-A2HK	1	5	5	8	3	4	2	3	5	0	6	6	1	6	0	30	0	6	0
UCEC_TCGA-AX-A2IN	13	95	83	28	67	71	9	64	135	46	66	16	1	0	11	16	2	4	2
UCEC_TCGA-AX-A2IO	11	10	9	41	0	3	3	0	7	0	0	13	0	455	17	44	1	8	0
UCEC_TCGA-AX-A3FS	8	147	105	37	94	125	3	77	219	0	153	18	0	8	0	8	8	0	0
UCEC_TCGA-AX-A3FT	23	411	232	93	44	351	1	198	231	27	109	39	39	0	0	0	38	0	0
UCEC_TCGA-AX-A3FV	1	8	5	5	0	4	6	5	6	11	11	2	10	15	0	48	5	0	5
UCEC_TCGA-AX-A3FW	3	16	12	4	0	0	0	2	3	7	0	6	0	0	0	8	1	11	1
UCEC_TCGA-AX-A3FX	1	6	2	5	1	8	3	0	1	3	3	9	0	3	7	33	1	6	1
UCEC_TCGA-AX-A3FZ	3	5	5	7	0	15	2	0	0	2	0	6	0	2	4	4	1	2	0
UCEC_TCGA-AX-A3G1	1	9	6	5	0	3	2	3	4	0	3	8	1	3	3	21	1	0	5
UCEC_TCGA-AX-A3G3	0	11	5	4	4	4	2	0	5	9	12	4	9	21	22	70	3	18	28
UCEC_TCGA-AX-A3G4	0	2	2	2	0	0	0	0	5	5	6	8	2	3	0	12	1	1	8
UCEC_TCGA-AX-A3G6	4	6	7	6	0	3	0	2	10	2	1	11	0	5	3	10	0	0	4
UCEC_TCGA-AX-A3G7	1	3	7	1	0	12	2	0	3	0	2	3	0	1	1	6	0	0	0
UCEC_TCGA-AX-A3G8	17	174	175	46	115	169	2	69	182	0	64	23	0	7	2	0	5	0	0
UCEC_TCGA-AX-A3G9	13	165	128	53	76	130	12	62	96	0	69	16	19	5	6	6	1	0	9
UCEC_TCGA-AX-A3GB	0	44	22	8	0	3	3	0	10	4	0	13	1	0	0	12	0	3	10
UCEC_TCGA-AX-A3GI	0	0	6	4	0	7	0	0	5	0	2	9	6	6	0	17	1	5	3
UCEC_TCGA-B5-A0JN	0	2	4	6	0	0	3	1	18	3	20	21	7	28	3	61	1	1	12
UCEC_TCGA-B5-A0JS	0	9	3	1	8	0	2	0	0	0	2	2	1	3	1	2	2	1	0
UCEC_TCGA-B5-A0JT	5	14	4	4	4	26	0	1	1	0	5	0	0	2	2	8	0	0	0
UCEC_TCGA-B5-A0JU	4	91	85	36	54	55	1	32	105	0	51	28	1	1	9	9	1	6	37
UCEC_TCGA-B5-A0JX	1	21	3	4	0	19	3	2	6	1	0	7	0	18	0	5	3	9	0
UCEC_TCGA-B5-A0JY	6089	111	552	2904	198	229	1750	522	66	318	137	208	439	37	39	0	110	463	0
UCEC_TCGA-B5-A0K8	3	8	3	4	0	2	0	0	0	4	0	7	1	17	4	11	0	3	0
UCEC_TCGA-B5-A0K9	15	186	122	43	109	127	2	57	80	35	86	12	16	11	15	0	11	0	0
UCEC_TCGA-B5-A0KB	1	16	1	0	0	0	0	1	5	3	0	0	0	2	0	23	0	1	2
UCEC_TCGA-B5-A11E	1642	953	1522	1624	976	1121	753	1099	705	846	108	626	985	0	461	0	156	0	0
UCEC_TCGA-B5-A11F	1	8	5	6	0	24	0	1	0	0	0	4	0	3	4	0	0	0	0
UCEC_TCGA-B5-A11G	1	32	70	6	47	64	4	4	9	148	158	25	0	2	21	8	26	0	57
UCEC_TCGA-B5-A11H	4	253	123	49	172	86	2	78	162	49	145	19	0	2	5	0	1	0	0
UCEC_TCGA-B5-A11I	4	1	7	4	9	10	2	1	1	0	3	4	2	6	0	4	0	14	0
UCEC_TCGA-B5-A11J	1	91	71	33	49	36	2	35	100	0	62	9	2	6	12	10	7	8	3
UCEC_TCGA-B5-A11L	3	25	17	10	0	31	6	0	2	2	4	11	1	6	3	24	0	8	2
UCEC_TCGA-B5-A11M	3	9	4	5	3	2	0	0	1	0	0	5	0	1	0	2	0	3	0
UCEC_TCGA-B5-A11N	923	84	137	739	0	0	481	5	15	36	23	35	0	0	54	0	1	176	0
UCEC_TCGA-B5-A11O	1	20	23	8	1	3	0	3	20	6	13	7	0	0	2	13	0	3	0
UCEC_TCGA-B5-A11P	0	8	7	3	6	10	0	0	4	0	1	7	5	6	3	3	0	6	4
UCEC_TCGA-B5-A11Q	1	5	7	3	1	12	0	0	6	0	0	1	1	3	1	0	3	7	0
UCEC_TCGA-B5-A11R	5	22	14	57	0	5	0	5	23	0	7	0	0	596	217	0	1	0	0
UCEC_TCGA-B5-A11S	0	10	7	5	2	5	0	2	2	0	2	11	0	0	0	14	0	0	0
UCEC_TCGA-B5-A11U	6	73	40	16	18	85	2	28	84	2	54	1	3	5	12	0	0	0	0
UCEC_TCGA-B5-A11V	1	23	4	7	4	0	2	0	0	1	3	1	0	0	5	10	1	11	1
UCEC_TCGA-B5-A11W	1	24	7	7	0	12	2	0	3	0	0	12	3	2	0	9	0	3	6
UCEC_TCGA-B5-A11X	0	14	3	7	11	12	0	0	1	1	0	1	0	2	2	7	2	12	0
UCEC_TCGA-B5-A11Y	3	529	271	93	46	267	0	34	81	12	109	0	0	0	0	0	8	0	0
UCEC_TCGA-B5-A11Z	1	25	8	3	0	11	0	0	0	0	0	3	6	4	4	7	0	4	1
UCEC_TCGA-B5-A121	3	3	4	4	0	4	4	0	1	0	1	4	1	2	3	8	0	0	0
UCEC_TCGA-B5-A1MR	3846	113	515	2004	199	0	2641	275	52	310	78	39	281	0	152	0	144	29	18
UCEC_TCGA-B5-A1MS	3	6	10	4	0	0	0	3	2	0	0	9	0	2	0	22	0	0	2
UCEC_TCGA-B5-A1MU	1	6	0	3	0	6	0	2	6	0	3	5	1	0	0	6	0	3	0
UCEC_TCGA-B5-A1MV	2	24	12	2	0	0	0	1	6	2	2	19	1	4	2	5	0	4	7
UCEC_TCGA-B5-A1MW	0	7	95	10	23	50	17	14	11	208	244	16	18	2	7	29	29	2	76
